website,title,fullLocation,moreInfoLink,venueName,description,startDate,endTime,endDate,image,startTime
http://www.annenbergcenter.org/tickets/?id=123,Ella the Musical,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/ella-the-musical-4717.asp,Annenberg Center for the Performing Arts,"Its 1966, and the fabled songstress, Ella Fitzgerald, is preparing for one of the most important concerts of her career. Youll be transported to the French Riviera in this exquisite gem of a musical, starring the magnificent vocalist Tina Fabrique and a top-notch band in this exhilarating production the San Diego Union Tribune says turns an American institution into a living, breathing, funny and human personality. Songs include two dozen legendary hits including Night and Day and The Man I Love.",03/25/2011,10:00 PM,03/25/2011,,8:00 PM
http://www.annenbergcenter.org/tickets/?id=123,Ella the Musical,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/ella-the-musical-4718.asp,Annenberg Center for the Performing Arts,"Its 1966, and the fabled songstress, Ella Fitzgerald, is preparing for one of the most important concerts of her career. Youll be transported to the French Riviera in this exquisite gem of a musical, starring the magnificent vocalist Tina Fabrique and a top-notch band in this exhilarating production the San Diego Union Tribune says turns an American institution into a living, breathing, funny and human personality. Songs include two dozen legendary hits including Night and Day and The Man I Love.",03/26/2011,4:00 PM,03/26/2011,,2:00 PM
http://www.annenbergcenter.org/tickets/?id=123,Ella the Musical,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/ella-the-musical-4719.asp,Annenberg Center for the Performing Arts,"Its 1966, and the fabled songstress, Ella Fitzgerald, is preparing for one of the most important concerts of her career. Youll be transported to the French Riviera in this exquisite gem of a musical, starring the magnificent vocalist Tina Fabrique and a top-notch band in this exhilarating production the San Diego Union Tribune says turns an American institution into a living, breathing, funny and human personality. Songs include two dozen legendary hits including Night and Day and The Man I Love.",03/26/2011,10:00 PM,03/26/2011,,8:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,Ann-Margret,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/ann-margret-4541.asp,State Theatre,"Spend an evening with the legendary movie star, and five-time Golden Globe-winner, ANN-MARGRET in a rare area-exclusive appearance! Backed by her full band, Ann-Margret will sing your favorite standards and movie hits, including songs from Bye, Bye Birdie, Viva Las Vegas, and more!   She has also co-starred with such luminaries as John Wayne, Elvis Presley, Burt Reynolds, Anthony Hopkins, Jack Nicholson, Arnold Schwarzenegger, Kirk Douglas, Steve McQueen, and Walterr Matthau. In addition, she has performed at the White House, received presidential citations for entertaining the U.S. armed forces overseas, and was selected by the USO World Board of Governors as their 2003 honoree. Tickets: $30-125",03/26/2011,10:00 PM,03/26/2011,,8:00 PM
http://www.annenbergcenter.org/tickets/?id=123,Ella the Musical,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/ella-the-musical-4720.asp,Annenberg Center for the Performing Arts,"Its 1966, and the fabled songstress, Ella Fitzgerald, is preparing for one of the most important concerts of her career. Youll be transported to the French Riviera in this exquisite gem of a musical, starring the magnificent vocalist Tina Fabrique and a top-notch band in this exhilarating production the San Diego Union Tribune says turns an American institution into a living, breathing, funny and human personality. Songs include two dozen legendary hits including Night and Day and The Man I Love.",03/27/2011,4:00 PM,03/27/2011,,2:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,Russian National Ballet Theatre in Romeo and Juliet,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/russian-national-ballet-theatre-in-romeo-and-juliet-4542.asp,State Theatre,"With a company of 50 dancers, including a large corps de ballet, the Russian National Ballet Theatre has focused on upholding the grand tradition of major Russian ballet works. In a return engagement, the troupe brings to life the tragic yet beautiful tale of William Shakespeares star-crossed lovers, Romeo and Juliet. This performance is set to the remarkable score by Tchaikovsky. Tickets: $32-52",04/01/2011,10:00 PM,04/01/2011,,8:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,A Midsummer Nights Dream,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/a-midsummer-nights-dream-4543.asp,State Theatre,"William Shakespeares dreamlike comedy of starry-eyed lovers, mischief-making fairies, and a magical forest is brought to life by the BAMA Theatre Company (alumni from the Alabama Shakespeare Festival). Not the fluffy fairy tale you thoughteight actors magically morph into everything from a caustic duke to a mischievous sprite, all out of one suitcase. This Alabama company takes a breath at the top and doesnt exhale until the curtain comes down, yall! These performances take place at the Crossroads Theatre, 7 Livingston Ave Tickets: $30",04/01/2011,10:00 PM,04/01/2011,,8:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,Spring Awakening,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/spring-awakening-4546.asp,State Theatre,"The winner of 8 Tony Awards, including Best Musicaltold by Duncan Sheik and Steven Sater through The most gorgeous Broadway score this decade (Entertainment Weekly)Spring Awakening explores the journey from adolescence to adulthood with poignancy and passion you will never forget.  The landmark musical Spring Awakening is an electrifying fusion of morality, sexuality, and rock &amp; roll that is exhilarating audiences across the nation like no other musical in years. Join this group of late 19th century German students on their passage, as they navigate teenage self-discovery and coming of age anxiety in a powerful celebration of youth and rebellion in the daring, remarkable Spring Awakening.  Tickets: $32-67",04/02/2011,4:00 PM,04/02/2011,,2:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,Spring Awakening,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/spring-awakening-4547.asp,State Theatre,"The winner of 8 Tony Awards, including Best Musicaltold by Duncan Sheik and Steven Sater through The most gorgeous Broadway score this decade (Entertainment Weekly)Spring Awakening explores the journey from adolescence to adulthood with poignancy and passion you will never forget.  The landmark musical Spring Awakening is an electrifying fusion of morality, sexuality, and rock &amp; roll that is exhilarating audiences across the nation like no other musical in years. Join this group of late 19th century German students on their passage, as they navigate teenage self-discovery and coming of age anxiety in a powerful celebration of youth and rebellion in the daring, remarkable Spring Awakening.  Tickets: $32-67",04/02/2011,10:00 PM,04/02/2011,,8:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,A Midsummer Nights Dream,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/a-midsummer-nights-dream-4545.asp,State Theatre,"William Shakespeares dreamlike comedy of starry-eyed lovers, mischief-making fairies, and a magical forest is brought to life by the BAMA Theatre Company (alumni from the Alabama Shakespeare Festival). Not the fluffy fairy tale you thoughteight actors magically morph into everything from a caustic duke to a mischievous sprite, all out of one suitcase. This Alabama company takes a breath at the top and doesnt exhale until the curtain comes down, yall! These performances take place at the Crossroads Theatre, 7 Livingston Ave; Tickets: $30.",04/02/2011,10:00 PM,04/02/2011,,8:00 PM
http://www.annenbergcenter.org/tickets/?id=124,Ella the Musical,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/ella-the-musical-4721.asp,Annenberg Center for the Performing Arts,"Its 1966, and the fabled songstress, Ella Fitzgerald, is preparing for one of the most important concerts of her career. Youll be transported to the French Riviera in this exquisite gem of a musical, starring the magnificent vocalist Tina Fabrique and a top-notch band in this exhilarating production the San Diego Union Tribune says turns an American institution into a living, breathing, funny and human personality. Songs include two dozen legendary hits including Night and Day and The Man I Love.",04/06/2011,9:30 PM,04/06/2011,,7:30 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4722.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/06/2011,9:30 PM,04/06/2011,,7:30 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4723.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/07/2011,7:30 PM,04/07/2011,,7:30 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,Parsons Dance and East Village Opera Company: Remember Me,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/parsons-dance-and-east-village-opera-company-remember-me-4548.asp,State Theatre,"Choreographed and directed for the stage by David Parsons, Remember Me is a high-energy mix of contemporary American dance, opera, and rock music. It combines the athleticism of Parsons Dance with the exhilarating live vocal performances of the East Village Opera Company (EVOC). David Parsons, and EVOC vocalists Tyley Ross and AnnMarie Milazzo created a storyline that connects EVOCs signature operatic rock arias with David Parsons original choreography. Remember Me is a thoroughly modern re-telling of a classic story of tragic love. With contemporary dance, live and recorded music, video projections, complex digital lighting and visual effects, Remember Me is the most ambitious production created by Parsons Dance in its 22-year history.   Tickets: $32-52",04/07/2011,10:00 PM,04/07/2011,,8:00 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4724.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/08/2011,10:00 PM,04/08/2011,,8:00 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4725.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/09/2011,2:00 PM,04/09/2011,,12:00 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4726.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/09/2011,6:00 PM,04/09/2011,,4:00 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4727.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/10/2011,4:00 PM,04/10/2011,,2:00 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4728.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/12/2011,9:15 PM,04/12/2011,,7:30 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4729.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/13/2011,9:30 PM,04/13/2011,,7:30 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4730.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/14/2011,9:30 PM,04/14/2011,,7:30 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4731.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/15/2011,8:00 PM,04/15/2011,,8:00 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4732.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/16/2011,2:00 PM,04/16/2011,,12:00 PM
http://www.annenbergcenter.org/tickets/?id=124,Basil Twist's Petrushka,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/basil-twists-petrushka-4733.asp,Annenberg Center for the Performing Arts,"Basil Twist makes his Philadelphia debut with Petrushka and breathes new magic into the legendary 1911 Ballets Russes production. Russian identical twin pianists, Julia and Irina Elkina, perform a special two piano version of Stravinskys masterpiece and nine hidden puppeteers combine Czech and Japanese puppetry traditions in a tour-de-force of puppetry technique. Its a true spectacle of wonder and fantasy perfect for adults and children alike!",04/16/2011,6:00 PM,04/16/2011,,4:00 PM
http://www.statetheatrenj.org/eventstickets/calendarevents/,A Salute to John Williams,"15 Livingston Avenue new brunswick, NJ 08901",http://www.upcomingevents.com//events/philadelphia/state-theatre/a-salute-to-john-williams-4549.asp,State Theatre,"Gerald Steichen, conductor Presented by State Theatre and NJSO   Oscar and Golden Globe winner John Williams has written the soundtracks for some of the most defining films of the last 50 years. It takes only a few notes to recognize the themes from Jaws, Star Wars, Indiana Jones, and Schindlers List. Hear these and more, like Superman, Memoirs of a Geisha, and The Cowboys, as we salute this incredible talent. Tickets: $20-65",04/17/2011,5:00 PM,04/17/2011,,3:00 PM
http://www.annenbergcenter.org/tickets/?id=125,The Cripple of Inishmaan,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/the-cripple-of-inishmaan-4734.asp,Annenberg Center for the Performing Arts,"Its 1934 and news on the island of Inishmaan is thin on the ground. Then word arrives that theyre making a Hollywood film on neighboring Inishmore and Cripple Billy for once is paying attention. So begins this comic masterpiece by master storyteller Martin McDonagh about a Hollywood fever epidemic and eccentric island characters in rural Ireland that will seduce theatre lovers of all types with humor, wit and hearthside warmth.",05/19/2011,9:15 PM,05/19/2011,,7:30 PM
http://www.annenbergcenter.org/tickets/?id=125,The Cripple of Inishmaan,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/the-cripple-of-inishmaan-4735.asp,Annenberg Center for the Performing Arts,"Its 1934 and news on the island of Inishmaan is thin on the ground. Then word arrives that theyre making a Hollywood film on neighboring Inishmore and Cripple Billy for once is paying attention. So begins this comic masterpiece by master storyteller Martin McDonagh about a Hollywood fever epidemic and eccentric island characters in rural Ireland that will seduce theatre lovers of all types with humor, wit and hearthside warmth.",05/20/2011,4:00 PM,05/20/2011,,2:00 PM
http://www.annenbergcenter.org/tickets/?id=125,The Cripple of Inishmaan,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/the-cripple-of-inishmaan-4736.asp,Annenberg Center for the Performing Arts,"Its 1934 and news on the island of Inishmaan is thin on the ground. Then word arrives that theyre making a Hollywood film on neighboring Inishmore and Cripple Billy for once is paying attention. So begins this comic masterpiece by master storyteller Martin McDonagh about a Hollywood fever epidemic and eccentric island characters in rural Ireland that will seduce theatre lovers of all types with humor, wit and hearthside warmth.",05/20/2011,10:00 PM,05/20/2011,,8:00 PM
http://www.annenbergcenter.org/tickets/?id=125,The Cripple of Inishmaan,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/the-cripple-of-inishmaan-4737.asp,Annenberg Center for the Performing Arts,"Its 1934 and news on the island of Inishmaan is thin on the ground. Then word arrives that theyre making a Hollywood film on neighboring Inishmore and Cripple Billy for once is paying attention. So begins this comic masterpiece by master storyteller Martin McDonagh about a Hollywood fever epidemic and eccentric island characters in rural Ireland that will seduce theatre lovers of all types with humor, wit and hearthside warmth.",05/21/2011,4:00 PM,05/21/2011,,2:00 PM
http://www.annenbergcenter.org/tickets/?id=125,The Cripple of Inishmaan,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/the-cripple-of-inishmaan-4738.asp,Annenberg Center for the Performing Arts,"Its 1934 and news on the island of Inishmaan is thin on the ground. Then word arrives that theyre making a Hollywood film on neighboring Inishmore and Cripple Billy for once is paying attention. So begins this comic masterpiece by master storyteller Martin McDonagh about a Hollywood fever epidemic and eccentric island characters in rural Ireland that will seduce theatre lovers of all types with humor, wit and hearthside warmth.",05/21/2011,10:00 PM,05/21/2011,,8:00 PM
http://www.annenbergcenter.org/tickets/?id=125,The Cripple of Inishmaan,"University of Pennsylvania 3680 Walnut Street Philadelphia, PA 19104",http://www.upcomingevents.com//events/philadelphia/annenberg-center-for-the-performing-arts/the-cripple-of-inishmaan-4739.asp,Annenberg Center for the Performing Arts,"Its 1934 and news on the island of Inishmaan is thin on the ground. Then word arrives that theyre making a Hollywood film on neighboring Inishmore and Cripple Billy for once is paying attention. So begins this comic masterpiece by master storyteller Martin McDonagh about a Hollywood fever epidemic and eccentric island characters in rural Ireland that will seduce theatre lovers of all types with humor, wit and hearthside warmth.",05/22/2011,4:00 PM,05/22/2011,,2:00 PM
http://www.chaddsford.com/root/events/concerts.htm,Summer Nights Under the Stars Outdoor Concert Series,"632 Baltimore Pike Chaddsford, PA 19137",http://www.upcomingevents.com//events/philadelphia/chaddsford-winery/summer-nights-under-the-stars-outdoor-concert-series-5052.asp,Chaddsford Winery,"This series of summer concerts in June, July and August is known far and wide as a wonderful way to spend a relaxing summer evening with friends in a beautiful country setting....and to enjoy a little lively dancin&rsquo; under the stars! Concerts range from Rock'n Roll and Classic Soul to Zydeco and Jazz.Bring a picnic, pick up a chilled bottle of wine, sit back and enjoy! Admission: $22/person, includes a wine tasting, Reservations recommended (610-388-6221).",,,,,
