venueLink,title,zip,moreInfo,time,description,venue,city,startDate,images,state,street,endDate
http://www.livefrommemphis.com/memphiscalendar/venueevents/10-orpheum-theatre,Barrio Grrrl! The Musical,38103,http://www.livefrommemphis.com/memphiscalendar/details/3779-Barrio%20Grrrl!%20The%20Musical%20,06.00.pm,"<p>This show is general admission seating and is an official Family Series  Show. <br /><br />Spunky 9-year-old Ana is faced with this very big  decision. On the one hand, as her alter-ego Barrio Grrrl with her  invisible sidekick Amazing Voice, she's pretty busy preserving justice  in the barrio and protecting her neighborhood. On the other hand, in the  world where Ana lives with her abuelo (grandfather) and misses her mom  who is far, far away in Iraq, reality is sneaking up on her. It's time  for Ana to decide what's most important: being a superhero or a girl who  works little miracles in real life. <br /><br />Pulitzer Prize finalist and  Tony Award nominee Quiara Alegría Hudes (In the Heights) and  Grammy-winning music director for PBS's new Electric Company Bill  Sherman give audiences a funny and warmly truthful play that will make  hearts sing. Commissioned and produced by Kennedy Center Theatre for  young Audiences on Tour.  <p>Ticket Info<br /> Single Tickets $12.50  Advanced purchase Family Series Package - 4 tickets for $36.00.  (available until 14 days prior to performance.)  Group rate - $9.00.",Orpheum Theatre,Memphis,04/07/2011,http://www.livefrommemphis.com/images/eventlist/venues/orpheumtheatre_1231960286.jpg,TN,203 S. Main,04/07/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/10-orpheum-theatre,Monty Python's Spamalot,38103,http://www.livefrommemphis.com/memphiscalendar/details/3782-Monty%20Python\,,"<p>The funniest show on Earth is back to taunt Memphis for a second time! <br /><br />Winner  of the 2005 Tony® Award for Best Musical, Monty Python’s SPAMALOT, the  musical comedy sensation lovingly ripped off from the film classic  “Monty Python and The Holy Grail,” now returns to spread laughter and  cheer throughout the kingdom.<br /><br />Spamalot tells the tale of King  Arthur and his Knights of the Round Table as they embark on their quest  for the Holy Grail. But before they can find their grail, they’re taking  a little side-trip to the fair city of Memphis.  <p>Fri, May 6, 2011        8:00 PM      <br />Sat, May 7, 2011       2:00 PM (mat.) / 8:00 PM (eve.)     <br />Sun, May 8, 2011       1:30 PM (mat.) / 7:00 PM (eve.)",Orpheum Theatre,Memphis,05/06/2011,http://www.livefrommemphis.com/images/eventlist/venues/orpheumtheatre_1231960286.jpg,TN,203 S. Main,05/08/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/38-minglewood-hall,Bassnectar w/ Ana Sia,38104,http://www.livefrommemphis.com/memphiscalendar/details/4822-bassnectar-w-ana-sia,09.00.pm,Bassnectar w/ Ana Sia @ Minglewood Hall,Minglewood Hall,Memphis,02/24/2011,http://www.livefrommemphis.com/images/eventlist/venues/minglewoodhallicon_1234805033.jpg,TN,1555 Madison Ave,02/24/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/38-minglewood-hall,Clay Aiken @ Minglewood Hall,38104,http://www.livefrommemphis.com/memphiscalendar/details/4389-clay-aiken--minglewood-hall,,"<p>Clay Aiken has never sounded more at home than he does singing the lushly arranged classics on his fifth studio album Tried and True - the international pop phenomenon's first album for Decca Records. The bulk of the album - which showcases Aiken's powerful tenor voice and considerable interpretive gifts - is made up of songs from the '50s and '60s that Aiken grew up listening to as a child in Raleigh, North Carolina.<br /><br />""My birth father was a musician and my mother sang in a band when I was a little kid,"" Aiken says. ""There was always music playing in the house. A lot of the songs on Tried and True, like 'Unchained Melody,' 'Suspicious Minds,' 'It's Only Make Believe,'and 'Crying,' are songs my mother used to sing. If folks do think I sound at home on this album, it's probably because singing these songs came very naturally for me. I never took sheet music or lyrics into the vocal booth. I knew them so well that I didn't need to.""<br /><br />For Aiken, Tried and True (so named because he feels the songs have stood the test of time) was about getting back to himself after a career performing more pop-oriented material. ""There are a lot of elements to this album that are about me returning to what I'm comfortable with,"" Aiken says. ""I've often joked with friends that I feel like I was born at the wrong time because the person I am and the songs I like to sing are all from earlier eras. To me, older songs are more melodically appealing and beautiful. So doing this album was kind of an opportunity to just be myself. I'm kind of an old soul, so singing gorgeous orchestral arrangements backed by a big band fits me really well.""<br /><br />Aiken's delight in the material comes through not only in his vocal delivery but in the way he connects to the emotional undercurrents running through each of these melodic ballads. With the thoughtful help of executive producer Dave Novik (Decca's Senior Vice President of A&amp;R), as well as arrangers Chris Walden, Jesse Vargas, and Ben Cohn, the classic standards on Tried and True are respectfully updated and refreshed, but still retain the spirit in which they were written and sung by various legendary artists through the years. ""I told Dave Novik that I wanted to do something that paid tribute to the Johnny Mathis, Perry Como, and Andy Williams type of sound, because those artists sang really emotional stuff and did it beautifully,"" Aiken says. ""I mean, have you ever heard Johnny Mathis sing 'Misty'? What is he doing with his voice! He's like some kind of amazing freak of nature. It's just incredible.""",Minglewood Hall,Memphis,03/07/2011,http://www.livefrommemphis.com/images/eventlist/venues/minglewoodhallicon_1234805033.jpg,TN,1555 Madison Ave,03/07/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,Contemporary Chamber Players,38152,http://www.livefrommemphis.com/memphiscalendar/details/4908-contemporary-chamber-players,07.30.pm,<p>Feb 23    7:30 PM    <br />Contemporary Chamber Players    <br />U of M student composers present their works.    <br />Harris Concert Hall    <br />Free,"Harris Concert Hall, University of Memphis",Memphis,02/23/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,02/23/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,"Evan Thomas Jones, baritone; Mark Ensley, piano",38152,http://www.livefrommemphis.com/memphiscalendar/details/4918-evan-thomas-jones-baritone-mark-ensley-piano,07.30.pm,"<p>Feb 24    7:30 PM    <br />Evan Thomas Jones, baritone; Mark Ensley, piano    <br />Jones has sung a wide variety of roles in opera, most notably Mozart and Rossini’s Figaro, Papageno in Die Zauberflöte, Raimbaud in Le Comte Ory and Sam in Trouble in Tahiti.  In addition to an active opera and concert career, he has portrayed a number of roles in musical theater and operetta.     <br />Harris Concert Hall    <br />Free","Harris Concert Hall, University of Memphis",Memphis,02/24/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,02/24/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,Guerilla Opera presents Rudolf Rojahn’s Heart of a Dog,38152,http://www.livefrommemphis.com/memphiscalendar/details/4919-guerilla-opera-presents-rudolf-rojahns-heart-of-a-dog,07.30.pm,<p>Feb 26        7:30 PM and 9:30 PM    <br />Guerilla Opera presents Rudolf Rojahn’s Heart of a Dog    Rojahn’s dark comedy tells the story of a scientist whose experiments implanting human glands into the body of a dog prove successful. But the scientific achievement is overshadowed by the misery of living with the half-dog/half-woman.    <br />Harris Concert Hall    <br />Free<br /><br />,"Harris Concert Hall, University of Memphis",Memphis,02/26/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,02/26/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,University Singers,38152,http://www.livefrommemphis.com/memphiscalendar/details/4920-university-singers,04.00.pm,<p>Feb 27    4:00 PM    <br />University Singers        <br />Church of the Holy Apostles (380 Wolf River Blvd.)    <br />Free,"Harris Concert Hall, University of Memphis",Memphis,02/27/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,02/27/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,The Southwest Horns,38152,http://www.livefrommemphis.com/memphiscalendar/details/4921-the-southwest-horns,07.30.pm,<p>Mar 1    7:30 PM    <br />The Southwest Horns    <br />Five of the top saxes from all over the U.S. and rhythm section play their book of arrangements and originals.    <br />Harris Concert Hall<br />Free,"Harris Concert Hall, University of Memphis",Memphis,03/01/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/01/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,U of M Student Jazz Combos,38152,http://www.livefrommemphis.com/memphiscalendar/details/4922-u-of-m-student-jazz-combos,07.30.pm,<p>Mar 2    7:30 PM    <br />U of M Student Jazz Combos        <br />Harris Concert Hall<br />Free,"Harris Concert Hall, University of Memphis",Memphis,03/02/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/02/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,U of M Faculty Jazz Players,38152,http://www.livefrommemphis.com/memphiscalendar/details/4923-u-of-m-faculty-jazz-players,07.30.pm,<p>Mar 3    7:30 PM    <br />U of M Faculty Jazz Players        <br />Harris Concert Hall<br />Free<br /> <br />,"Harris Concert Hall, University of Memphis",Memphis,03/03/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/03/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,U of M Jazz Singers,38152,http://www.livefrommemphis.com/memphiscalendar/details/4924-u-of-m-jazz-singers,07.30.pm,<p>Mar 4    7:30 PM    <br />U of M Jazz Singers        <br />Harris Concert Hall<br />Free,"Harris Concert Hall, University of Memphis",Memphis,03/04/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/04/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,Southern Comfort Jazz Orchestra with guest artist Rashaan Barber,38152,http://www.livefrommemphis.com/memphiscalendar/details/4925-southern-comfort-jazz-orchestra-with-guest-artist-rashaan-barber,07.30.pm,"<p>Mar 5    7:30 PM    <br />Southern Comfort Jazz Orchestra with guest artist Rashaan Barber.    <br />Saxophonist Rashaan Barber enjoys a performance career that encompasses a range of styles including jazz, blues, funk, fusion, salsa and soul.    <br />Harris Concert Hall    <br />$10 General Admission; $7 Non-U of M Students and Seniors; Free to U of M Students, Faculty and Staff with ID","Harris Concert Hall, University of Memphis",Memphis,03/05/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/05/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,"Christopher Creviston, saxophone",38152,http://www.livefrommemphis.com/memphiscalendar/details/4926-christopher-creviston-saxophone,07.30.pm,"<p>Mar 14        7:30 PM    <br />Christopher Creviston, saxophone    <br />Creviston has played in Carnegie Hall with the Detroit Symphony, performed at Prince's birthday party at Paisley Park, appeared live on ""BET on Jazz"", and at the Apollo Theatre in Harlem. In the words of world renowned cellist and conductor ""Slava"" Rostropovich, ""Bravo! Bravo! Bravo!""<br />Harris Concert Hall    <br />Free","Harris Concert Hall, University of Memphis",Memphis,03/14/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/14/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,"James Flowers, saxophone",38152,http://www.livefrommemphis.com/memphiscalendar/details/4927-james-flowers-saxophone,07.30.pm,"<p>Mar 15    7:30 PM    <br />James Flowers, saxophone    <br />Flowers is winner of the Music Teacher's National Association Chamber Music Competition and the Coleman National Chamber Music Competition.  He has commissioned music by contemporary artists. In popular genres, James has also toured with the Tommy Dorsey Orchestra and performed with Wayne Newton, Marie Osmond, Bobby Vinton and Ben Vereen.    <br />Harris Concert Hall    <br />Free","Harris Concert Hall, University of Memphis",Memphis,03/15/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/15/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,"Patrick Murphy, saxophone",38152,http://www.livefrommemphis.com/memphiscalendar/details/4928-patrick-murphy-saxophone,07.30.pm,"<p>Mar 16    7:30 PM    <br />Patrick Murphy, saxophone        <br />Harris Concert Hall    <br />Free<br />Mar 17        7:30 PM    <br />U of M Wind Ensemble        <br />Harris Concert Hall    <br />$8 General Admission; $5 Non-U of M Students and Seniors; free to U of M Students, Faculty and Staff with ID","Harris Concert Hall, University of Memphis",Memphis,03/16/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/16/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,U of M Symphony Orchestra,38152,http://www.livefrommemphis.com/memphiscalendar/details/4929-u-of-m-symphony-orchestra,07.30.pm,"<p>Mar 21        7:30 PM    <br />U of M Symphony Orchestra    <br />Winners of the 2010-2011 Soloists Competition perform with the orchestra.    <br />Harris Concert Hall    <br />$8 General Admission; $5 Non-U of M Students and Seniors; free to U of M Students, Faculty and Staff with ID<br /><br />","Harris Concert Hall, University of Memphis",Memphis,03/21/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/21/2011
http://www.livefrommemphis.com/memphiscalendar/venueevents/35-harris-concert-hall-university-of-memphis,"Martin McCain, bass trombone",38152,http://www.livefrommemphis.com/memphiscalendar/details/4930-martin-mccain-bass-trombone,05.30.pm,"<p>Mar 22    5:30 PM    <br />Martin McCain, bass trombone    McCain performs regularly with the Laredo Philharmonic Orchestra, Monster Big Band, and Contemporary Works Jazz Orchestra. He has also performed with the Austin Symphony Orchestra, Austin Lyric Opera, Victoria Symphony Orchestra, Brazos Valley Symphony Orchestra, San Antonio Opera and many commercial jazz bands throughout the southern region.    <br />Harris Concert Hall    <br />Free","Harris Concert Hall, University of Memphis",Memphis,03/22/2011,http://www.livefrommemphis.com/images/eventlist/venues/harrisconcerthallicon_1233941446.jpg,TN,3775 Central Avenue,03/22/2011
