moreInfoLink,web,title,fullAddress,venue,time,description
http://www.sdcitybeat.com/sandiego/event-1100-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1100-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2383-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2383-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2141-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2141-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1649-summer-sunset-luau.html,,SUMMER SUNSET LUAU,"3999 Mission Blvd., San Diego",Catamaran,,"The Catamaran offers a full night of Hawaii-style entertainment, including live Hawaiian music, a massive buffet and plenty of island-style drinks for the adults."
http://www.sdcitybeat.com/sandiego/event-1649-summer-sunset-luau.html,,SUMMER SUNSET LUAU,"3999 Mission Blvd., San Diego",Catamaran,,"The Catamaran offers a full night of Hawaii-style entertainment, including live Hawaiian music, a massive buffet and plenty of island-style drinks for the adults."
http://www.sdcitybeat.com/sandiego/event-1101-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1101-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1820-crafts-y-cafe.html,http://http://www.lattemicorazon.com,CRAFTS Y CAFE,"129 25th St., San Diego",Latte Mi Corazon,8 a.m. to 3 p.m.,"Starting August 7th, Latte Mi Corazon will hold this arts and crafts  fair on the first Saturday of every month. Support local vendors from  Baja to the Barrio District who will be selling their wares."
http://www.sdcitybeat.com/sandiego/event-1820-crafts-y-cafe.html,http://http://www.lattemicorazon.com,CRAFTS Y CAFE,"129 25th St., San Diego",Latte Mi Corazon,8 a.m. to 3 p.m.,"Starting August 7th, Latte Mi Corazon will hold this arts and crafts  fair on the first Saturday of every month. Support local vendors from  Baja to the Barrio District who will be selling their wares."
http://www.sdcitybeat.com/sandiego/event-2384-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2384-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2142-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2142-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1102-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1102-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2385-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2385-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2143-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2143-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1103-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1103-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2386-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2386-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2144-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2144-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1104-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1104-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2387-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2387-easel.html,http://www.alexandersalazarfineart.com,E.A.SEL,,,,"The local gallery owner organized this ""San Diego Art Affair"" with plays host to modern and contemporary art by local artists."
http://www.sdcitybeat.com/sandiego/event-2145-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2145-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1105-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1105-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2146-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2146-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1106-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1106-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2147-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2147-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1107-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1107-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2148-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2148-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-95-friday-night-liberty.html,http://http://www.libertystation.com,FRIDAY NIGHT LIBERTY,"Roosevelt & Cushing, San Diego",Liberty Station,,"This first Friday event arts and culture event features open artist  studios, galleries and performances, highlighting the burgeoning arts  scene at Liberty Station."
http://www.sdcitybeat.com/sandiego/event-95-friday-night-liberty.html,http://http://www.libertystation.com,FRIDAY NIGHT LIBERTY,"Roosevelt & Cushing, San Diego",Liberty Station,,"This first Friday event arts and culture event features open artist  studios, galleries and performances, highlighting the burgeoning arts  scene at Liberty Station."
http://www.sdcitybeat.com/sandiego/event-1108-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1108-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2149-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2149-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1109-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1109-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1871-flea-market-a-the-duck.html,http://http://www.duckywaddles.com/,FLEA MARKET @ THE DUCK,"414 N. Coast Hwy. 101, Encinitas",Ducky Waddle's Emporium,10 a.m. to 4 p.m.,"Browse through tables of treasures, everything from vintage clothing,  glass, pottery, flatware, jewelry, postcards, etc."
http://www.sdcitybeat.com/sandiego/event-1871-flea-market-a-the-duck.html,http://http://www.duckywaddles.com/,FLEA MARKET @ THE DUCK,"414 N. Coast Hwy. 101, Encinitas",Ducky Waddle's Emporium,10 a.m. to 4 p.m.,"Browse through tables of treasures, everything from vintage clothing,  glass, pottery, flatware, jewelry, postcards, etc."
http://www.sdcitybeat.com/sandiego/event-2150-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2150-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1802-paddle-for-clean-water.html,,PADDLE FOR CLEAN WATER,"End of Newport Avenue, San Diego",Ocean Beach Pier,9am-12,The Surfrider Foundation San Diego Chapter's 19th Annual event starts with free breakfast at 9 a.m. and features the paddle around the Ocean Beach Pier at 10 a.m. to raise awareness to pollution problems along San Diego&rsquo;s coastline.
http://www.sdcitybeat.com/sandiego/event-1802-paddle-for-clean-water.html,,PADDLE FOR CLEAN WATER,"End of Newport Avenue, San Diego",Ocean Beach Pier,9am-12,The Surfrider Foundation San Diego Chapter's 19th Annual event starts with free breakfast at 9 a.m. and features the paddle around the Ocean Beach Pier at 10 a.m. to raise awareness to pollution problems along San Diego&rsquo;s coastline.
http://www.sdcitybeat.com/sandiego/event-248-sunday-pool-party.html,,SUNDAY POOL PARTY,"950 Hotel Circle N., San Diego",Handlery Hotel,1 to 7 p.m.,Don't have access to a pool? Head over to the Handlery Hotel on Sundays. Live music from 2 to 5 p.m.
http://www.sdcitybeat.com/sandiego/event-248-sunday-pool-party.html,,SUNDAY POOL PARTY,"950 Hotel Circle N., San Diego",Handlery Hotel,1 to 7 p.m.,Don't have access to a pool? Head over to the Handlery Hotel on Sundays. Live music from 2 to 5 p.m.
http://www.sdcitybeat.com/sandiego/event-1796-taste-of-university-heights.html,http://http://www.uhcdc.org,TASTE OF UNIVERSITY HEIGHTS,4100 Normal Street,Historic Annex Building,,Sample delicacies from over 15 of University Heights diverse restaurants then enjoy a free self-guided tour of the arts as part of the University Heights Arts Open event.
http://www.sdcitybeat.com/sandiego/event-1796-taste-of-university-heights.html,http://http://www.uhcdc.org,TASTE OF UNIVERSITY HEIGHTS,4100 Normal Street,Historic Annex Building,,Sample delicacies from over 15 of University Heights diverse restaurants then enjoy a free self-guided tour of the arts as part of the University Heights Arts Open event.
http://www.sdcitybeat.com/sandiego/event-1795-university-heights-arts-open.html,http://http://www.UHarts.org,UNIVERSITY HEIGHTS ARTS OPEN,4100 Normal Street,Historic Annex Building Grounds,,"The Open features works and talks by painters, sculptors, potters, dancers, poets and musicians. Visitors can visit studios, check out exhibitions, chat with the artistes and watch performances."
http://www.sdcitybeat.com/sandiego/event-1795-university-heights-arts-open.html,http://http://www.UHarts.org,UNIVERSITY HEIGHTS ARTS OPEN,4100 Normal Street,Historic Annex Building Grounds,,"The Open features works and talks by painters, sculptors, potters, dancers, poets and musicians. Visitors can visit studios, check out exhibitions, chat with the artistes and watch performances."
http://www.sdcitybeat.com/sandiego/event-1110-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1110-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2151-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-2151-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
http://www.sdcitybeat.com/sandiego/event-1111-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-1111-viva-la-revolucion.html,http://http://mcasd.org,VIVA LA REVOLUCION,"1001 Kettner Blvd., San Diego",MCASD - Downtown,11 a.m. to 5 p.m.,"This street art show includes pieces both inside the museum as well as  public commissions around downtown. Look for work big hitters like  Banksy, Shepard Fairey and Barry McGee."
http://www.sdcitybeat.com/sandiego/event-2152-leveled-an-interactive-experiment-in-art.html,http://http://www.artcenter.org,LEVELED: AN INTERACTIVE EXPERIMENT IN ART,"340 North Escondido Blvd., Escondido",California Center for the Arts,,"Here's your chance to go against typical art museum rules...at this  exhibition, you can touch, alter, add and subtract from the current  installation."
