longitude,image,description,date,venue,latitude,moreInfoLink,title
-96.8082504272461,http://images.clubzone.com/events/images/331337/331337-1.jpg,"Bob Schneider <br>  <br>  At<br>  House of Blues Dallas <br>  <br>  Saturday, March 12, 2011<br>  Doors: 09:30 PM<br>  Show: 10:30 PM <br>","March 12, 2011",House of Blues Dallas,32.7853355407715,http://www.clubzone.com/events/331337/dallas/house-of-blues-dallas/bob-schneider,Bob Schneider
-96.8112716674805,,"The Monster Ball Tour Starring Lady Gaga is taking place on Monday, March 14, 2011 at American Airlines Center (2500 Victory Avenue) Dallas, Texas, United States. Purchase tickets online here.","March 14, 2011",American Airlines Center,32.789966583252,http://www.clubzone.com/events/197367/dallas/american-airlines-center/t4-the-monster-ball-tour-starring-lady-gaga-2011-3-14,The Monster Ball Tour Starring Lady Gaga
-98.4375457763672,,"The Monster Ball Tour Starring Lady Gaga is taking place on Tuesday, March 15, 2011 at AT&T Center (1 AT&T Center) San Antonio, Texas, United States. Purchase tickets online here.","March 15, 2011",AT&T Center,29.4270076751709,http://www.clubzone.com/events/197617/san-antonio/at-and-t-center/t4-the-monster-ball-tour-starring-lady-gaga-2011-3-15,The Monster Ball Tour Starring Lady Gaga
-96.8082504272461,,"Raphael Saadiq<br>  <br>  At<br>  House of Blues Dallas <br>  <br>  Thursday, March 17, 2011<br>  Doors: 07:30 PM<br>  Show: 8:30 PM <br>","March 17, 2011",House of Blues Dallas,32.7853355407715,http://www.clubzone.com/events/331340/dallas/house-of-blues-dallas/raphael-saadiq,Raphael Saadiq
-98.4375457763672,http://images.clubzone.com/events/images/321898/321898-1.jpg,"&nbsp;Buy tickets here:&nbsp;http://bit.ly/bbMnmX<br>  <br>  Live in San Antonio, TX!<br>  Fore more info:&nbsp;http://live2011tour.bonjovi.com/tour<br>  <br>  As Bon Jovi&rsquo;s No. 1 tour closes out 2010 with concerts in Spain, Japan, New Zealand and Australia, the iconic band will ring in 2011 with newly announced worldwide dates in the U.S., Canada and throughout Europe. Bon Jovi 2011 Tour, promoted by AEG Live, is set to kick off in North America this February with tickets going on sale beginning in November.<br>  <br>  Globally, the Grammy&reg; Award-winning band has sold more than 120 million albums, and performed more than 2,600 concerts in over 50 countries for more than 34 million fans. For more information on all things Bon Jovi, visit&nbsp;www.BonJovi.com.","March 17, 2011",AT&T Center,29.4270076751709,http://www.clubzone.com/events/321898/san-antonio/at-and-t-center/bon-jovi-live-at-at-and-t-center,BON JOVI Live at AT&T Center
-96.7788467407227,,"Corrosion<br>  <br>  At<br>  Trees<br>  <br>  Friday, Mar 18, 2011<br>  7.00 PM <br>  All Ages<br>","March 18, 2011",Trees,32.7802505493164,http://www.clubzone.com/events/331449/dallas/trees/corrosion,Corrosion
-96.8082504272461,,"The AP Tour Featuring Black Veil Brides<br>  <br>  At<br>  House of Blues Dallas <br>  <br>  Friday, March 18, 2011<br>  Doors: 05:00 PM<br>  Show: 5:30 PM <br>  <br>  Destroy Rebuild Until God Shows, I See Stars, VersaEmerge, &amp; Conditions.<br>","March 18, 2011",House of Blues Dallas,32.7853355407715,http://www.clubzone.com/events/331343/dallas/house-of-blues-dallas/the-ap-tour-featuring-black-veil-brides,The AP Tour Featuring Black Veil Brides
-96.7788467407227,,"Lords Of Acid<br>  <br>  At<br>  Trees<br>  <br>  Tuesday, Mar 22, 2011<br>  7.00 PM <br>  All Ages<br>","March 22, 2011",Trees,32.7802505493164,http://www.clubzone.com/events/331452/dallas/trees/lords-of-acid,Lords Of Acid
-98.477912902832,,"NCAA Mens Basketball Tournament is taking place on Friday, March 25, 2011 at Alamodome (100 Montana St) San Antonio, Texas, United States. Purchase tickets online here.","March 25, 2011",Alamodome,29.417236328125,http://www.clubzone.com/events/199138/san-antonio/alamodome/t4-ncaa-mens-basketball-tournament-2011-3-25,NCAA Mens Basketball Tournament
-96.7979888916016,http://images.clubzone.com/events/images/331456/331456-1.jpg,"Prince Royce<br>  <br>  At<br>  Palladium Ballroom<br>  <br>  Friday, March 25, 2011<br>  8.00 PM <br>  All Ages<br>  <br>  Prince Royce<br>  Prince Royce, la nueva sensacin de la msica latina, est cerrando su impresionante ao debut con el anuncio de su primera gira de conciertos estadounidense. El Stand By Me Tour comenzar el 12 de febrero en el BankUnited Center de Miami. Los boletos para ese primer espectculo salen a la venta hoy.<br>  <br>  Estoy sumamente agradecido con los fans que me han apoyado desde el principio y no puedo esperar a cantarles durante mi gira por Estados Unidos, expres Prince Royce desde Italia donde se est presentando en su segunda gira europea.<br>  <br>  El Stand By Me Tour es una produccin de Top Stop Talent, AEG Live y ZHAR Entertainment.<br>  <br>  A sus 21 aos, Prince Royce se ha convertido en el solista latino revelacin del ao. Su auto-titulado lbum debut se estren en marzo de este ao y ya ha recibido Disco de Platino, una nominacin al Latin GRAMMY (por Mejor Album Tropical Contemporaneo), y se mantuvo 14 semanas en la posicin #1 en ventas de lbumes tropicales segn Billboard y Soundscan.&nbsp; Los primeros dos sencillos del lbum Stand By Me y Corazn Sin Cara han llegado al nmero uno de la radio tropical y al top 10 de musica latina (a travs de todos los generos) del pas segn Billboard.<br>  <br>  Prince Royce es parte de la compaa discogrfica de Gregory Elas y del reconocido productor Sergio George, Top Stop Music, y cuenta con la distribucin de Sony Music en Estados Unidos, Puerto Rico y Mxico.&nbsp; En Espaa, el lbum Prince Royce est a la venta bajo el sello Big Moon Records; en Italia, Francia y Suiza bajo Planet Records; y en Colombia bajo Codiscos.<br>","March 25, 2011",Palladium Ballroom,32.7688903808594,http://www.clubzone.com/events/331456/dallas/palladium-ballroom/prince-royce,Prince Royce
-96.8082504272461,http://images.clubzone.com/events/images/322583/322583-1.jpg,"Winter Greens Tour Featuring Rebelution <br>  <br>  At<br>  House of Blues Dallas <br>  <br>  Friday , March 25, 2011<br>  Doors: 07:00 PM<br>  Show: 08:00 PM <br>  Ages: All<br>","March 25, 2011",House of Blues Dallas,32.7853355407715,http://www.clubzone.com/events/322583/dallas/house-of-blues-dallas/winter-greens-tour-featuring-rebelution,Winter Greens Tour Featuring Rebelution
-97.7453994750977,http://images.clubzone.com/events/images/330366/330366-1.jpg,"G. Love and Special Sauce<br>  <br>  At<br>  Antones Nightclub<br>  <br>  Friday, Mar 25, 2011<br>  8:00PM<br>  <br>  <br>  <br>  <br>  <br>  <br>  &nbsp;","March 25, 2011",Antones Nightclub,30.2676792144775,http://www.clubzone.com/events/330366/austin/antones-nightclub/g-love-and-special-sauce,G. Love and Special Sauce
-95.3847961425781,http://images.clubzone.com/events/images/328094/328094-2.jpg,"David Allen Coe w/ Worlds Dangerous Opie Hendrix<br>  <br>  At<br>  Numbers<br>  <br>  Saturday, Mar 26, 2011<br>  8.00 PM<br>  <br>  Featuring<br>  The Texas Tallboys<br>  Mojofromoplis","March 26, 2011",Numbers,29.7446022033691,http://www.clubzone.com/events/328094/houston/numbers/david-allen-coe,David Allen Coe
-96.8082504272461,http://images.clubzone.com/events/images/331347/331347-1.jpg,"Arlo Guthrie - The Journey On Tour <br>  <br>  At<br>  House of Blues Dallas <br>  <br>  Saturday, March 26, 2011<br>  Doors: 08:00 PM<br>  Show: 9:00 PM <br>","March 26, 2011",House of Blues Dallas,32.7853355407715,http://www.clubzone.com/events/331347/dallas/house-of-blues-dallas/arlo-guthrie-the-journey-on-tour,Arlo Guthrie - The Journey On Tour
-96.8082504272461,http://images.clubzone.com/events/images/327522/327522-1.jpg,"Apocalyptica RESCHEDULED<br>  <br>  <br>  At<br>  House of Blues Dallas <br>  <br>  Sunday, March 27, 2011<br>  Doors:8:00 PM<br>  <br>  <br>  &nbsp;","March 27, 2011",House of Blues Dallas,32.7853355407715,http://www.clubzone.com/events/327522/dallas/house-of-blues-dallas/apocalyptica-rescheduled,Apocalyptica RESCHEDULED
-98.4907913208008,,"The Silk Road Ensemble Member : Yo-Yo Ma is taking place on Thursday, March 31, 2011 at Majestic Theatre San Antonio (226 East Houston Street) San Antonio, Texas, United States. Purchase tickets online here.","March 31, 2011",Majestic Theatre San Antonio,29.4264488220215,http://www.clubzone.com/events/204481/san-antonio/majestic-theatre-san-antonio/t4-the-silk-road-ensemble-member-:-yo-yo-ma-2011-3-31,The Silk Road Ensemble Member : Yo-Yo Ma
-98.4907913208008,,"San Antonio Symphony - American Four Seasons w/ Robert McDuffie,Violin is taking place on Friday, April 1, 2011 at Majestic Theatre San Antonio (226 East Houston Street) San Antonio, Texas, United States. Purchase tickets online here.","April 1, 2011",Majestic Theatre San Antonio,29.4264488220215,http://www.clubzone.com/events/292180/san-antonio/majestic-theatre-san-antonio/t4-san-antonio-symphony-american-four-seasons-w-robert-mcduffiev,San Antonio Symphony - American Four Seasons w/ Robert McDu ...
-95.3623123168945,http://images.clubzone.com/events/images/313147/313147-1.jpg,"Lady Gaga<br>  <br>  Toyota Center<br>  <br>  Friday | Apr 08 | 2011<br>  <br>  <br>    <br>  Lady Gaga was a little girl, she would sing along on her mini plastic   tape recorder to Michael Jackson and Cyndi Lauper hits and get twirled   in the air in daddy&rsquo;s arms to the sounds of the Rolling Stones   and the Beatles. The precocious child would dance around the table at   fancy Upper West Side restaurants using the breadsticks as a baton.   And, she would innocently greet a new babysitter in nothing but her   birthday suit.<br>  <br>  It&rsquo;s no wonder that little girl from a good Italian New York   family, turned into the exhibitionist, multi-talented singer-songwriter   with a flair for theatrics that she is today: Lady Gaga.<br>  <br>  &ldquo;I was always an entertainer. I was a ham as a little girl and   I&rsquo;m a ham today,&rdquo; says Lady Gaga, 23, who made a name for   herself on the Lower East Side club scene with the infectious dance-pop   party song &ldquo;Beautiful Dirty Rich,&rdquo; and wild, theatrical,   and often tongue-in-cheek &ldquo;shock art&rdquo; performances where   Gaga &ndash; who designs and makes many of her stage outfits -- would   strip down to her hand-crafted hot pants and bikini top, light cans of   hairspray on fire, and strike a pose as a disco ball lowered from the   ceiling to the orchestral sounds of A Clockwork Orange.<br>  <br>  &ldquo;I always loved rock and pop and theater. When I discovered Queen   and David Bowie is when it really came together for me and I realized I   could do all three,&rdquo; says Gaga, who nicked her name from   Queen&rsquo;s song &ldquo;Radio Gaga&rdquo; and who cites rock star   girlfriends, Peggy Bundy, and Donatella Versace as her fashion icons.   &ldquo;I look at those artists as icons in art. It&rsquo;s not just   about the music. It&rsquo;s about the performance, the attitude, the   look; it&rsquo;s everything. And, that is where I live as an artist and   that is what I want to accomplish.&rdquo;<br>  <br>","April 8, 2011",Toyota Center,29.7520389556885,http://www.clubzone.com/events/313147/houston/toyota-center/lady-gaga,Lady Gaga
-96.7979888916016,http://images.clubzone.com/events/images/331460/331460-1.jpg,"All Time Low<br>  <br>  At<br>  Palladium Ballroom<br>  <br>  Friday, April 8, 2011<br>  7.00 PM <br>  All Ages<br>  <br>  Featuring<br>  Yellowcard<br>  Hey Monday<br>  The Summer Set<br>  <br>  All Time Low<br>  Hailing from the suburbs of Baltimore, MD the group, made up of singer/guitarist Alex Gaskarth, guitarist Jack Barakat, bassist Zack Merrick, and drummer Rian Dawson simply set out to make music people appreciated and what they found was something truly special.<br>  <br>  With unforgettable melodies, explosive guitar hooks, and relentlessly driving rhythms the message in their music is loud and clear, ""We&#39;re here and we&#39;re here to stay, this is our life,"" Alex says. ""There is nothing else we see ourselves doing and we&#39;re willing to do anything and everything to get where we want to be."" That means daily four hour practices and weekends spent driving across the country playing for anyone who will listen.<br>  <br>  So how did All Time Low come to be on Hopeless Records? Good friends and now label-mates Amber Pacific were the first ones to bring All Time Low to the attention of Hopeless Records. It only took a few listens to realize that the band had something special and adding them to the Hopeless roster was an easy decision. With great songs and excited fans the label jumped at the band making them the latest in a string of young pop-punk signings. Where have they been? All Time Low has already recorded an EP and their first full length The Party Scene (released through Emerald Moon Records).<br>  <br>  Their relentless DIY attitude has made the record a near permanent fixture in the Smartpunk Top 20 sales list without the aid of a national distributor. The band has also toured with some of the biggest names in independent music and insists that live performance is the most important way to make fans. ""We love recording but being a good live band is what we&#39;ve really worked so hard on,"" Jack explains. ""We&#39;ve had the chance to play with a lot of amazing bands and we&#39;ve learned so many things that we&#39;ve been able to incorporate into our show.""<br>  <br>  All Time Low plays to packed houses at Maryland&#39;s biggest venues such as The Recher Theatre and The Ottobar, and traveled all over the country in the summer of 2005. They&#39;ve shared the stage with national headliners such as Motion City Soundtrack, Acceptance, The Early November, The Receiving End of Sirens, The Academy Is..., Plain White T&#39;s, Spitalfied, and many more.<br>  <br>  With so many accomplishments at such a young age the natural reaction is to be content with what you&#39;ve achieved, but not with this group. ""Put up or Shut Up, We&#39;re not wasting time again,"" comes roaring out of Alex&#39;s mouth on the song Breakout, Breakout. It&#39;s a defiant statement. It&#39;s a statement of confidence, desire, and single-mindedness that&#39;s guaranteed to take All Time Low as high as they want to go. <br>","April 8, 2011",Palladium Ballroom,32.7688903808594,http://www.clubzone.com/events/331460/dallas/palladium-ballroom/all-time-low,All Time Low
-95.4123306274414,,"Disney On Ice : Disney?Pixars Toy Story 3 is taking place on Thursday, April 14, 2011 at Reliant Center (One Reliant Park) Houston, Texas, United States. Purchase tickets online here.","April 14, 2011",Reliant Center,29.6848449707031,http://www.clubzone.com/events/291567/houston/reliant-center/t4-disney-on-ice-disneypixars-toy-story-3-2011-4-14,Disney On Ice : Disney?Pixars Toy Story 3
-96.7979888916016,http://images.clubzone.com/events/images/331462/331462-1.jpg,"The Avett Brothers<br>  <br>  At<br>  Palladium Ballroom<br>  <br>  Saturday, April 16, 2011<br>  9.00 PM <br>  All Ages<br>  <br>  The Avett Brothers<br>  There is no harmony like brotherly harmony. Something indelible in the weave of voices and play of sensibilities is stamped into the fraternal DNA and also stems from a lifetime of shared experiences. You can hear it in classic brother acts across the musical spectrum, from the Louvin Brothers to the Everly Brothers and on down the decades through the Wilson brothers (Beach Boys), the Davies brothers (Kinks), the Allman Brothers and even the Brothers Gibb (a.k.a., the Bee Gees). You can clearly hear fraternal magic at work in the songs of Scott and Seth Avett, better known as the Avett Brothers, as well.<br>  <br>  That magic is abundantly evident on I and Love and You, the Avett Brothers&#39; big-label debut. Its 13 songs are delivered in a style that defies pigeonholing but might be described as a rootsy amalgam of folk, country, bluegrass, rock and pop "" even a jab of punk-style dynamics here and there. Drawn by the naked honesty of their songs and the rousing intensity of their live shows, legendary producer and talent scout Rick Rubin signed the Avett Brothers "" consisting of siblings Scott and Seth, plus bassist Bob Crawford - to his American Recordings label in 2008.<br>  <br>  ""As soon as I heard the depth in their singing and songwriting, I was in for the ride,"" says Rubin, who has worked with some of the most talented mavericks in the business, including Johnny Cash, Tom Petty and The Dixie Chicks. ""The Avetts&#39; songs have such a sincere emotional resonance. The purity of the messages stops you in your tracks. It&#39;s unusual to hear such open-hearted personal sentiment from young artists today.""<br>  <br>  For their own part, the Avett Brothers instantly felt at home in the studio with Rubin. ""While growing up, his work influenced us in some weird way to do what we do, and it influenced our sound quite a bit, too. I mean, from the Beastie Boys to the Red Hot Chili Peppers to Johnny Cash, we explored all those records he did in depth. We felt comfortable working with someone we had faith in based on his credentials and track record. We wouldn&#39;t be that way for anybody, we really wouldn&#39;t.""<br>  <br>  By the time Rubin found them, the Avett Brothers had compiled their own impressive track record. They&#39;d already issued five full length albums and two EPs, on their manager&#39;s Ramseur Records label. They debuted in 2001 with a self-titled six-song EP and then issued a full-fledged album, Country Was, a year later. The heart of their catalog is the albums that followed: Mignonette (2004), Four Thieves Gone (2006) and Emotionalism (2007), which offered a generous 49 songs among them. The Avett Brothers&#39; latest release, an EP called The Gleam II, reached #82 on Billboard&#39;s Top Albums chart in 2008 "" quite a showing for an independent CD with minimal marketing and publicity.<br>","April 16, 2011",Palladium Ballroom,32.7688903808594,http://www.clubzone.com/events/331462/dallas/palladium-ballroom/the-avett-brothers,The Avett Brothers
-96.8082504272461,,"Kesha Presents The Get Sleazy Tour <br>  <br>  At<br>  House of Blues Dallas <br>  <br>  Tuesday , April 26, 2011<br>  Doors: 07:00 PM<br>  Show: 08:00 PM <br>  Ages: All<br>","April 26, 2011",House of Blues Dallas,32.7853355407715,http://www.clubzone.com/events/322585/dallas/house-of-blues-dallas/kesha-presents-the-get-sleazy-tour,Kesha Presents The Get Sleazy Tour
-96.7788467407227,,"Sepultura<br>  <br>  At<br>  Trees<br>  <br>  Tuesday, May 3, 2011<br>  7.00 PM <br>  All Ages<br>","May 3, 2011",Trees,32.7802505493164,http://www.clubzone.com/events/331453/dallas/trees/sepultura,Sepultura
-96.7788467407227,http://images.clubzone.com/events/images/331454/331454-1.jpg,"Symphony X<br>  <br>  At<br>  Trees<br>  <br>  Friday, May 13, 2011<br>  7.00 PM <br>  All Ages<br>  <br>  Featuring<br>  Nevermore<br>  Soilwork<br>  Black Guard<br>  Powerglove<br>","May 13, 2011",Trees,32.7802505493164,http://www.clubzone.com/events/331454/dallas/trees/symphony-x,Symphony X
-96.8082504272461,http://images.clubzone.com/events/images/322587/322587-1.jpg,"My Chemical Romance <br>  <br>  At<br>  House of Blues Dallas <br>  <br>  Saturday , May 21, 2011<br>  Doors: 07:00 PM<br>  Show: 08:00 PM <br>  Ages: All<br>","May 21, 2011",House of Blues Dallas,32.7853355407715,http://www.clubzone.com/events/322587/dallas/house-of-blues-dallas/my-chemical-romance,My Chemical Romance
-96.8082504272461,http://images.clubzone.com/events/images/322588/322588-2.jpg,"My Chemical Romance <br>  <br>  At<br>  House of Blues Dallas <br>  <br>  Sunday , May 22, 2011<br>  Doors: 07:00 PM<br>  Show: 08:00 PM <br>  Ages: All<br>","May 22, 2011",House of Blues Dallas,32.7853355407715,http://www.clubzone.com/events/322588/dallas/house-of-blues-dallas/my-chemical-romance,My Chemical Romance
,http://images.clubzone.com/events/images/317093/317093-1.jpg,Saturday March 26th Bring It Together 2<br> <br>In Defence www.myspace.com/indefence <br>High Hopes www.myspace.com/highhopestc<br>Enshrined www.myspace.com/enshrinedus <br>Australis www.myspace.com/australismn<br>If I Ran The Zoo www.myspace.com/iirtz <br>Vendetta Spoken www.myspace.com/vendettaspoken<br>Primae Noctis www.myspace.com/primaenoctis1 <br>It Came From The Sea www.myspace.com/icfts <br>Tea For Ruby www.myspace.com/teaforruby <br>Reach For The Sky www.myspace.com/bandreachforthesky <br> <br>@ The Post- 2.5 miles south of Mandan on highway 1806<br>$10.00 | 4:00pm | all ages<br>more info www.facebook.com/bringittogether701,"March 26, 2011",All/Other,,http://www.clubzone.com/events/317093/bismarck/all-other/bring-it-together-2,Bring It Together 2
-96.7846145629883,,"Fargo-Moorhead Derby Girls is taking place on Saturday, April 2, 2011 at Fargo Civic Center (207 4th Street North) Fargo, North Dakota, United States. Purchase tickets online here.","April 2, 2011",Fargo Civic Center,46.8780746459961,http://www.clubzone.com/events/291942/fargo/fargo-civic-center/t4-fargo-moorhead-derby-girls-2011-4-2,Fargo-Moorhead Derby Girls
-80.8389663696289,,"Sugar Society Fridays<br>  <br>  DJ KEVIN FOCUS   along with the globe&#39;s finest HOUSE,&nbsp; TRANCE,&nbsp; ELECTRO, &amp; BREAKBEAT",,The Forum,35.2280082702637,http://www.clubzone.com/events/175110/charlotte/the-forum/sugar-society-fridays,Sugar Society Fridays
,,,,,,http://www.clubzone.com/events/332167/charlotte/dharma-lounge/creme-de-soiree,Creme de Soiree
-80.8389663696289,,"Every IInd Fridays  Month hosted by Rumba Charlotte<br>  <br>    LATIN VIBE featuring BACHATA, SALSA, MERENGUE, &amp; RAGGAETON with special guests along with resident DJ CALI<br>  FRIDAYS ARE 18+ FOR EVERYONE.",,The Forum,35.2280082702637,http://www.clubzone.com/events/175121/charlotte/the-forum/iind-friday,IInd Friday
-80.8389663696289,,"3rd Fridays<br>    1st, 3rd, &amp; 5th Fridays<br>      &nbsp;  Every 1st, 3rd, &amp; 5th Fridays of the month hosted by&nbsp; Sugar Society<br>  &nbsp;  &nbsp;  DJ KEVIN FOCUS   along with the globe&#39;s finest HOUSE, TRANCE, ELECTRO, &amp; BREAKBEAT.    <br>",,The Forum,35.2280082702637,http://www.clubzone.com/events/175119/charlotte/the-forum/sugar-society-fridays,Sugar Society Fridays
-80.8389663696289,,"Every 4th Fridays<br>  <br>    LATIN VIBE featuring BACHATA, SALSA, MERENGUE, &amp; RAGGAETON with special guests along with resident DJ CALI   <br>  <br>  FRIDAYS ARE 18+ FOR EVERYONE",,The Forum,35.2280082702637,http://www.clubzone.com/events/175122/charlotte/the-forum/fridays,Fridays
-79.4304962158203,,"North Carolina Symphony: Moore County Series-Copland and Rachmaninoff is taking place on Thursday, February 24, 2011 at Robert E Lee Auditorium (100 Pinecrest School Road  ) Southern Pines, North Carolina, United States. Purchase tickets online here.","February 24, 2011",Robert E Lee Auditorium,35.1834030151367,http://www.clubzone.com/events/292190/southern-pines/robert-e-lee-auditorium/t4-north-carolina-symphony-moore-county-series-copland-and-rachm,North Carolina Symphony: Moore County Series-Copland and Ra ...
,,"Masterworks Series: Ignat Solzhenitsyn, Piano is taking place on Thursday, February 24, 2011 at Greensboro Coliseum (1921 W Lee St) Greensboro, North Carolina, United States. Purchase tickets online here.","February 24, 2011",Greensboro Coliseum,,"http://www.clubzone.com/events/194882/greensboro/greensboro-coliseum/t4-masterworks-series:-ignat-solzhenitsyn,-piano-2011-2-24","Masterworks Series: Ignat Solzhenitsyn, Piano"
,http://images.clubzone.com/events/images/332810/332810-1.jpg,"Brantley Gilbert<br>  <br>  At<br>  Coyote Joes<br>  <br>  Friday, Feb 25, 2011<br>  Doors Open At 7.00 PM<br>","February 25, 2011",Coyote Joes,,http://www.clubzone.com/events/332810/charlotte/coyote-joes/brantley-gilbert,Brantley Gilbert
-78.6395645141602,,"North Carolina Symphony: Young Peoples Series - Peter and The Wolf is taking place on Saturday, March 12, 2011 at Progress Energy Center Meymandi Concert Hall (2 East South Street) Raleigh, North Carolina, United States. Purchase tickets online here.","March 12, 2011",Progress Energy Center Meymandi Concert Hall,35.7714614868164,http://www.clubzone.com/events/292134/raleigh/progress-energy-center-meymandi-concert-hall/t4-north-carolina-symphony-young-peoples-series-peter-and-the-wo,North Carolina Symphony: Young Peoples Series - Peter and T ...
-78.6395645141602,http://images.clubzone.com/events/images/210338/210338-1.jpg,"Presented in partnership with Broadway Series South and PineCone  The six-time Grammy winning group is recognized as Irelands Musical Ambassadors, bringing traditional Irish music to the world&#39;s attention for more than 40 years.  The Chieftains have broken many musical boundaries by collaborating and performing with some of the biggest names in rock, pop and traditional music in Ireland and around the globe. The trappings of fame have not altered The Chieftains&#39; love of, and loyalty to, their roots - they are as comfortable playing spontaneous Irish sessions as they are headlining a concert at Carnegie Hall. The Chieftains&#39; music remains as fresh and relevant today as when they first began.    In their four decades together, The Chieftains have been involved in many historic events, including a tour of China (they were the first Western group to perform on the Great Wall). They also were the first group to give a concert in the Capitol Building of Washington DC, and more recently, band member Paddy Maloney performed a memorial service in October in New York for the victims of September 11, 2001.   Tickets:  $26-$49.50  Tickets available through: PineCone Box Office: 919-664-8302 (Only $5 service charge per ORDER), Progress Energy Box Office (in person only), or http://www.ticketmaster.com","March 13, 2011",Raleigh Memorial Auditorium at Progress Energy Center,35.7714614868164,http://www.clubzone.com/events/210338/raleigh/raleigh-memorial-auditorium-at-progress-energy-center/the-chieftains-with-paddy-moloney-and-special-guests,The Chieftains with Paddy Moloney and special guests
