title,moreInfoLink,startDate,fullAddress,venue,endDate
Andre Dubus III,http://thephoenix.com/Boston/Events/91858-Andre-Dubus-III/,03/01/2011,"40 Brattle Street, Cambridge, MA &nbsp;",Brattle Theatre,03/01/2011
Jodi Picoult,http://thephoenix.com/Boston/Events/91860-Jodi-Picoult/,03/02/2011,"290 Harvard St, Brookline, MA &nbsp;",Coolidge Corner Theatre,03/02/2011
Jonathan Coe and Wesley Stace,http://thephoenix.com/Boston/Events/91863-Jonathan-Coe-and-Wesley-Stace/,03/09/2011,"296 Walnut St, Newton, MA &nbsp;",Newtonville Books,03/09/2011
Deb Olin Unferth,http://thephoenix.com/Boston/Events/91865-Deb-Olin-Unferth/,03/15/2011,"279 Harvard St, Brookline, MA &nbsp;",Brookline Booksmith,03/15/2011
Galactic + Trombone Shorty & Orleans Avenue,http://thephoenix.com/Boston/Concerts/87467-Galactic-Trombone-Shorty-and-Orleans-Avenue/,02/25/2011,"967 Commonwealth Ave, Boston, MA &nbsp;",Paradise Rock Club,02/25/2011
Galactic + Trombone Shorty & Orleans Avenue + Cyril Neville + Corey Henry,http://thephoenix.com/Boston/Concerts/91431-Galactic-Trombone-Shorty-and-Orleans/,02/25/2011,"967 Commonwealth Ave, Boston, MA &nbsp;",Paradise Rock Club,02/25/2011
Brad Mehldau,http://thephoenix.com/Boston/Concerts/92221-Brad-Mehldau/,03/12/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,03/12/2011
Brad Mehldau & Friends,http://thephoenix.com/Boston/Concerts/89909-Brad-Mehldau-and-Friends/,03/12/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,03/12/2011
Here Come the Mummies,http://thephoenix.com/Boston/Concerts/89105-Here-Come-the-Mummies/,03/25/2011,"279 Tremont St, Boston, MA &nbsp;",Royale,03/25/2011
Amos Lee,http://thephoenix.com/Boston/Concerts/91297-Amos-Lee/,04/03/2011,"246 Tremont St, Boston, MA &nbsp;",Wilbur Theatre,04/03/2011
"""Artists Abroad: London, Paris, Venice, and Rome 1825–1925""",http://thephoenix.com/Boston/Events/82070-Artists-Abroad-London-Paris-Venice/,01/05/2011,"465 Huntington Ave, Boston, MA &nbsp;",Museum of Fine Arts,06/25/2011
"Attila Csörgö: ""AR — Artistic Research""",http://thephoenix.com/Boston/Events/90299-Attila-Csörgö-AR-—-Artistic-Research/,01/05/2011,"75 Amherst St, Cambridge, MA &nbsp;",MIT Media Lab,02/23/2011
"""Auspicious Wishes and Natural Beauty in Korean Art""",http://thephoenix.com/Boston/Events/82134-Auspicious-Wishes-and-Natural-Beauty-in-Korean-Art/,01/05/2011,"137 Essex St, Salem, MA &nbsp;",Peabody Essex Museum,03/01/2011
"Brian Knep: ""Exempla""",http://thephoenix.com/Boston/Events/82162-Brian-Knep-Exempla/,01/05/2011,"224 Benefit St, Providence, RI &nbsp;",Rhode Island School of Design Museum,02/28/2011
"""Changing Poses: The Artist's Model""",http://thephoenix.com/Boston/Events/82164-Changing-Poses-The-Artists-Model/,01/05/2011,"224 Benefit St, Providence, RI &nbsp;",Rhode Island School of Design Museum,06/04/2011
"Charles Sandison: ""FreePort [No. 001]""",http://thephoenix.com/Boston/Events/91466-Charles-Sandison-FreePort-[No-001]/,01/05/2011,"137 Essex St, Salem, MA &nbsp;",Peabody Essex Museum,04/23/2011
"""Chinese Master Paintings from the Collection""",http://thephoenix.com/Boston/Events/82090-Chinese-Master-Paintings-from-the-Collection/,01/05/2011,"465 Huntington Ave, Boston, MA &nbsp;",Museum of Fine Arts,02/27/2011
"""Collision""",http://thephoenix.com/Boston/Events/82165-Collision/,01/05/2011,"224 Benefit St, Providence, RI &nbsp;",Rhode Island School of Design Museum,03/10/2011
"""Color Forms I""",http://thephoenix.com/Boston/Events/81978-Color-Forms-I/,01/05/2011,"87 Marshall St, North Adams, MA &nbsp;",Massachusetts Museum of Contemporary Art,02/27/2011
Boston Philharmonic Orchestra Conducted by Benjamin Zander,http://thephoenix.com/Boston/Concerts/80910-Boston-Philharmonic-Orchestra-Conducted-by/,02/24/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,02/24/2011
"""Different Lines""",http://thephoenix.com/Boston/Events/81943-Different-Lines/,01/05/2011,"455 Oak St, Brockton, MA &nbsp;",Fuller Craft Museum,02/27/2011
Boston Symphony Orchestra conducted by James Levine,http://thephoenix.com/Boston/Concerts/80609-Boston-Symphony-Orchestra-conducted-by/,02/24/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,03/01/2011
"""Digging Veritas: The Archaeology and History of the Indian College and Student Life at Colonial Harvard""",http://thephoenix.com/Boston/Events/82143-Digging-Veritas-The-Archaeology-and/,01/05/2011,"11 Divinity Ave, Cambridge, MA &nbsp;",Peabody Museum of Archaeology and Ethnology,07/31/2011
Cuarteto Casals with Andreas Klein,http://thephoenix.com/Boston/Concerts/80580-Cuarteto-Casals-with-Andreas-Klein/,02/25/2011,"Salisbury and Tuckerman Sts, Worcester, MA &nbsp;",Tuckerman Hall,02/25/2011
Kristian Bezuidenhout,http://thephoenix.com/Boston/Concerts/80696-Kristian-Bezuidenhout/,02/25/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,02/25/2011
Opera Boston conducted by Gil Rose,http://thephoenix.com/Boston/Concerts/80887-Opera-Boston-conducted-by-Gil-Rose/,02/25/2011,"219 Tremont St, Boston, MA &nbsp;",Cutler Majestic Theatre,03/01/2011
"""Paradise Lost, Paradise Found""",http://thephoenix.com/Boston/Concerts/80761-Paradise-Lost-Paradise-Found/,02/25/2011,"85-87 Seaverns Ave, Jamaica Plain, MA &nbsp;",Hope Central Church,02/26/2011
"Édouard Manet's ""The Dead Toreador""",http://thephoenix.com/Boston/Events/82115-edouard-Manets-The-Dead-Toreador/,01/05/2011,"55 Salisbury St, Worcester, MA &nbsp;",Worcester Art Museum,03/31/2011
Boston Philharmonic Orchestra conducted by Benjamin Zander,http://thephoenix.com/Boston/Concerts/80911-Boston-Philharmonic-Orchestra-conducted-by/,02/26/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,02/26/2011
New England Philharmonic,http://thephoenix.com/Boston/Concerts/80869-New-England-Philharmonic/,02/26/2011,"685 Commonwealth Ave, Boston, MA &nbsp;",Tsai Performance Center,02/26/2011
Boston Philharmonic Orchestra conducted by Benjamin Zander,http://thephoenix.com/Boston/Concerts/80912-Boston-Philharmonic-Orchestra-conducted-by/,02/27/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,02/27/2011
"""Embroideries of Colonial Boston: Samplers""",http://thephoenix.com/Boston/Events/82072-Embroideries-of-Colonial-Boston-Samplers/,01/05/2011,"465 Huntington Ave, Boston, MA &nbsp;",Museum of Fine Arts,03/13/2011
Dmitri Hvorostovsky,http://thephoenix.com/Boston/Concerts/80665-Dmitri-Hvorostovsky/,02/27/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,02/27/2011
Cape Town Philharmonic Orchestra Conducted By Martin Panteleev,http://thephoenix.com/Boston/Concerts/80582-Cape-Town-Philharmonic-Orchestra-Conducted/,03/01/2011,"321 Main St., Worcester, MA &nbsp;",Mechanics Hall,03/01/2011
"""Eye Spy, Playing with Perception""",http://thephoenix.com/Boston/Events/82125-Eye-Spy-Playing-with-Perception/,01/05/2011,"137 Essex St, Salem, MA &nbsp;",Peabody Essex Museum,05/01/2011
Evgeny Kissin,http://thephoenix.com/Boston/Concerts/80679-Evgeny-Kissin/,03/02/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,03/02/2011
Boston Baroque,http://thephoenix.com/Boston/Concerts/80802-Boston-Baroque/,03/04/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,03/05/2011
Teatro Lirico d'Europa,http://thephoenix.com/Boston/Concerts/92188-Teatro-Lirico-dEuropa/,03/04/2011,"219 Tremont St, Boston, MA &nbsp;",Cutler Majestic Theatre,03/06/2011
Radius Ensemble,http://thephoenix.com/Boston/Concerts/80901-Radius-Ensemble/,03/05/2011,"160 Memorial Drive, Cambridge, MA &nbsp;",MIT Killian Hall,03/05/2011
Collage New Music,http://thephoenix.com/Boston/Concerts/81011-Collage-New-Music/,03/06/2011,"27 Garden St, Cambridge, MA &nbsp;",Pickman Hall at Longy School of Music,03/06/2011
"Federico Diaz: ""Geometric Death Frequency-141""",http://thephoenix.com/Boston/Events/81979-Federico-Diaz-Geometric-Death-Frequency-141/,01/05/2011,"87 Marshall St, North Adams, MA &nbsp;",Massachusetts Museum of Contemporary Art,03/31/2011
Exsultemus Period Vocal Ensemble,http://thephoenix.com/Boston/Concerts/80725-Exsultemus-Period-Vocal-Ensemble/,03/06/2011,"299 Berkeley St, Boston, MA &nbsp;",First Lutheran Church of Boston,03/06/2011
Boston Symphony Orchestra conducted by James Levine,http://thephoenix.com/Boston/Concerts/80612-Boston-Symphony-Orchestra-conducted-by/,03/10/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,03/12/2011
Akademie für Alte Musik Berlin,http://thephoenix.com/Boston/Concerts/80659-Akademie-für-Alte-Musik-Berlin/,03/11/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,03/11/2011
Boston Lyric Opera,http://thephoenix.com/Boston/Concerts/80625-Boston-Lyric-Opera/,03/11/2011,"265 Tremont St, Boston, MA &nbsp;",Shubert Theatre,03/22/2011
"Francesca DiMattio: ""Banquet""",http://thephoenix.com/Boston/Events/81963-Francesca-DiMattio-Banquet/,01/05/2011,"100 Northern Ave, Boston, MA &nbsp;",Institute of Contemporary Art,08/14/2011
Emerson String Quartet,http://thephoenix.com/Boston/Concerts/80673-Emerson-String-Quartet/,03/11/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,03/11/2011
Masterworks Chorale conducted by Steven Karidoyanes,http://thephoenix.com/Boston/Concerts/80674-Masterworks-Chorale-conducted-by-Steven-/,03/11/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,03/11/2011
"""From Dover to Penzance: Watercolor Views of the English Channel""",http://thephoenix.com/Boston/Events/89609-From-Dover-to-Penzance-Watercolor/,01/05/2011,"224 Benefit St, Providence, RI &nbsp;",Rhode Island School of Design Museum,06/04/2011
Masterworks Chorale Conducted By Steven Karidoyanes,http://thephoenix.com/Boston/Concerts/80847-Masterworks-Chorale-Conducted-By-Steven-/,03/11/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,03/11/2011
Worcester Chorus Directed By Christopher Shepard,http://thephoenix.com/Boston/Concerts/80583-Worcester-Chorus-Directed-By-Christopher-Shepard/,03/11/2011,"321 Main St., Worcester, MA &nbsp;",Mechanics Hall,03/11/2011
"Gloria Calderón-Sáenz: ""Signs of Life""",http://thephoenix.com/Boston/Events/92451-Gloria-Calderón-Sáenz-Signs-of-Life/,01/05/2011,"41 Second St, Cambridge, MA &nbsp;",Cambridge Multicultural Arts Center,02/28/2011
Akademie für Alte Musik Berlin,http://thephoenix.com/Boston/Concerts/80697-Akademie-für-Alte-Musik-Berlin/,03/12/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,03/12/2011
"""Double-takes: One Text, Two Perspectives""",http://thephoenix.com/Boston/Concerts/80855-Double-takes-One-Text-Two-Perspectives/,03/12/2011,"11 Garden St, Cambridge, MA &nbsp;",First Congregational Church,03/12/2011
boston cecilia Conducted by Donald Teeters,http://thephoenix.com/Boston/Concerts/80843-boston-cecilia-Conducted-by-Donald-Teeters/,03/13/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,03/13/2011
"""Greetings from Boston: Vintage Postcards""",http://thephoenix.com/Boston/Events/82128-Greetings-from-Boston-Vintage-Postcards/,01/05/2011,"700 Boylston St, Boston, MA &nbsp;",Boston Public Library,03/31/2011
"""The Other Amazing Mr. Bach:  Symphonies and Concerti of C. P. E. Bach""",http://thephoenix.com/Boston/Concerts/80698-The-Other-Amazing-Mr-Bach/,03/15/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,03/15/2011
Discovery Ensemble Conducted by Courtney Lewis,http://thephoenix.com/Boston/Concerts/80734-Discovery-Ensemble-Conducted-by-Courtney-Lewis/,03/17/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,03/17/2011
American Repertory Theater,http://thephoenix.com/Boston/Concerts/92195-American-Repertory-Theater/,03/18/2011,"219 Tremont St, Boston, MA &nbsp;",Cutler Majestic Theatre,03/25/2011
"""Hazards of Modern Living"" Public Art Installation",http://thephoenix.com/Boston/Events/84031-Hazards-of-Modern-Living-Public-Art-Installation/,01/05/2011,"256 Marginal St, East Boston, MA &nbsp;",Harborarts Outdoor Gallery,12/31/2011
Cantana Singers Chamber Series,http://thephoenix.com/Boston/Concerts/80705-Cantana-Singers-Chamber-Series/,03/18/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,03/20/2011
Cantata Singers,http://thephoenix.com/Boston/Concerts/81002-Cantata-Singers/,03/18/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,03/20/2011
"""Heaven and Hell in Japanese Art""",http://thephoenix.com/Boston/Events/82091-Heaven-and-Hell-in-Japanese-Art/,01/05/2011,"465 Huntington Ave, Boston, MA &nbsp;",Museum of Fine Arts,05/01/2011
Handel and Haydn Society Conducted By Richard Egarr,http://thephoenix.com/Boston/Concerts/80649-Handel-and-Haydn-Society-Conducted/,03/18/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,03/20/2011
Historical Tour,http://thephoenix.com/Boston/Events/89204-Historical-Tour/,01/05/2011,"28 Chestnut St, Portsmouth, NH &nbsp;",Music Hall,06/01/2011
"""Bach Birthday Celebration 326""",http://thephoenix.com/Boston/Concerts/80748-Bach-Birthday-Celebration-326/,03/19/2011,"299 Berkeley St, Boston, MA &nbsp;",First Lutheran Church of Boston,03/19/2011
Blue Heron Renaissance Choir,http://thephoenix.com/Boston/Concerts/80741-Blue-Heron-Renaissance-Choir/,03/19/2011,"11 Garden St, Cambridge, MA &nbsp;",First Congregational Church,03/19/2011
Boston Camerata,http://thephoenix.com/Boston/Concerts/80834-Boston-Camerata/,03/19/2011,"299 Berkeley St, Boston, MA &nbsp;",First Lutheran Church of Boston,03/19/2011
Longwood Symphony Orchestra Conducted By Jonathan Mcphee,http://thephoenix.com/Boston/Concerts/80837-Longwood-Symphony-Orchestra-Conducted-By/,03/19/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,03/19/2011
Chorus Pro Musica,http://thephoenix.com/Boston/Concerts/80632-Chorus-Pro-Musica/,03/20/2011,"645 Boylston St, Boston, MA &nbsp;",Old South Church,03/20/2011
Matthew Polenzani,http://thephoenix.com/Boston/Concerts/80666-Matthew-Polenzani/,03/24/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,03/24/2011
Boston Symphony Orchestra conducted by Thomas Adès,http://thephoenix.com/Boston/Concerts/80613-Boston-Symphony-Orchestra-conducted-by-Thomas-Adès/,03/25/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,03/26/2011
Boston Classical Orchestra,http://thephoenix.com/Boston/Concerts/80876-Boston-Classical-Orchestra/,03/26/2011,"1 Faneuil Hall Sq, Boston, MA &nbsp;",Faneuil Hall,03/27/2011
Chameleon Arts Ensemble,http://thephoenix.com/Boston/Concerts/81007-Chameleon-Arts-Ensemble/,03/26/2011,"170 Beacon St, Boston, MA &nbsp;",Goethe-Institut,03/27/2011
"""The Royal Harp Consort: Music by William Lawes & his Contemporaries""",http://thephoenix.com/Boston/Concerts/80713-The-Royal-Harp-Consort-Music/,03/26/2011,"11 Garden St, Cambridge, MA &nbsp;",First Congregational Church,03/26/2011
"John Garrett: ""Caravan""",http://thephoenix.com/Boston/Events/81944-John-Garrett-Caravan/,01/05/2011,"455 Oak St, Brockton, MA &nbsp;",Fuller Craft Museum,03/27/2011
Boston Symphony Orchestra conducted by John Nelson,http://thephoenix.com/Boston/Concerts/80615-Boston-Symphony-Orchestra-conducted-by-John-Nelson/,03/31/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,04/02/2011
Leif Ove Andsnes,http://thephoenix.com/Boston/Concerts/80680-Leif-Ove-Andsnes/,04/01/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,04/01/2011
Tallis Scholars,http://thephoenix.com/Boston/Concerts/80699-Tallis-Scholars/,04/01/2011,"29 Mount Auburn St, Cambridge, MA &nbsp;",St. Paul Church,04/01/2011
"""Harry's Vocal Voyage""",http://thephoenix.com/Boston/Concerts/80650-Harrys-Vocal-Voyage/,04/02/2011,"Harvard Yard, Harvard University, Cambridge, MA &nbsp;",Memorial Church at Harvard,04/03/2011
"Jörg Immendorff: ""Student of Beuys""",http://thephoenix.com/Boston/Events/81973-Jörg-Immendorff-Student-of-Beuys/,01/05/2011,"87 Marshall St, North Adams, MA &nbsp;",Massachusetts Museum of Contemporary Art,05/01/2011
Boston Symphony Orchestra conducted by Sir Colin Davis,http://thephoenix.com/Boston/Concerts/80616-Boston-Symphony-Orchestra-conducted-by/,04/07/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,04/12/2011
"""Songs, Laments, and Madrigals of Monteverdi and D'India""",http://thephoenix.com/Boston/Concerts/80727-Songs-Laments-and-Madrigals-of/,04/10/2011,"299 Berkeley St, Boston, MA &nbsp;",First Lutheran Church of Boston,04/10/2011
St. Petersburg Philharmonic Conducted by Yuri Temirkanov,http://thephoenix.com/Boston/Concerts/80661-St-Petersburg-Philharmonic-Conducted-by/,04/10/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,04/10/2011
"Katharina Grosse: ""One Floor Up More Highly""",http://thephoenix.com/Boston/Events/91656-Katharina-Grosse-One-Floor-Up-More-Highly/,01/05/2011,"87 Marshall St, North Adams, MA &nbsp;",Massachusetts Museum of Contemporary Art,10/30/2011
St. Petersburg Philharmonic Conducted By Yuri Temirkanov,http://thephoenix.com/Boston/Concerts/80780-St-Petersburg-Philharmonic-Conducted-By/,04/10/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,04/10/2011
BU Symphony Orchestra & Symphonic Chorus Conducted By Ann Howard Jones,http://thephoenix.com/Boston/Concerts/80750-BU-Symphony-Orchestra-and-Symphonic/,04/11/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,04/11/2011
"""Kristin Baker: New Paintings""",http://thephoenix.com/Boston/Events/82068-Kristin-Baker-New-Paintings/,01/05/2011,"465 Huntington Ave, Boston, MA &nbsp;",Museum of Fine Arts,03/27/2011
BU Symphony Orchestra + Symophonic Chorus Conducted By Ann Howard Jones,http://thephoenix.com/Boston/Concerts/80607-BU-Symphony-Orchestra-Symophonic-Chorus/,04/11/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,04/11/2011
Boston Symphony Orchestra conducted by Sir Colin Davis,http://thephoenix.com/Boston/Concerts/80617-Boston-Symphony-Orchestra-conducted-by/,04/14/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,04/16/2011
"""Kutch Quilts from South Asia""",http://thephoenix.com/Boston/Events/89610-Kutch-Quilts-from-South-Asia/,01/05/2011,"224 Benefit St, Providence, RI &nbsp;",Rhode Island School of Design Museum,04/16/2011
Trio con Brio Copenhagen,http://thephoenix.com/Boston/Concerts/80590-Trio-con-Brio-Copenhagen/,04/14/2011,"Salisbury and Tuckerman Sts, Worcester, MA &nbsp;",Tuckerman Hall,04/14/2011
Dubravka Tomsic,http://thephoenix.com/Boston/Concerts/80681-Dubravka-Tomsic/,04/15/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,04/15/2011
New England String Orchestra Conducted By Federico Cortese,http://thephoenix.com/Boston/Concerts/80881-New-England-String-Orchestra-Conducted/,04/15/2011,"180 Main St., Andover, MA &nbsp;",Phillips Academy,04/15/2011
Boston Classical Orchestra,http://thephoenix.com/Boston/Concerts/80878-Boston-Classical-Orchestra/,04/16/2011,"1 Faneuil Hall Sq, Boston, MA &nbsp;",Faneuil Hall,04/17/2011
Emmanuel Music,http://thephoenix.com/Boston/Concerts/80651-Emmanuel-Music/,04/16/2011,"15 Newbury St, Boston, MA &nbsp;",Emmanuel Church,04/16/2011
"Manika Srivastav and Lenore Sempert: ""Parallel Journeys: A Shared Vision""",http://thephoenix.com/Boston/Events/92450-Manika-Srivastav-and-Lenore-Sempert/,01/05/2011,"41 Second St, Cambridge, MA &nbsp;",Cambridge Multicultural Arts Center,02/28/2011
New England String Orchestra Conducted By Federico Cortes,http://thephoenix.com/Boston/Concerts/80884-New-England-String-Orchestra-Conducted/,04/16/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,04/16/2011
Mark Bradford,http://thephoenix.com/Boston/Events/81965-Mark-Bradford/,01/05/2011,"100 Northern Ave, Boston, MA &nbsp;",Institute of Contemporary Art,03/13/2011
Boston Symphony Orchestra conducted by Maasaki Suzuki,http://thephoenix.com/Boston/Concerts/80618-Boston-Symphony-Orchestra-conducted-by/,04/21/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,04/23/2011
All-Beethoven Celebration,http://thephoenix.com/Boston/Concerts/80894-All-Beethoven-Celebration/,04/24/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,04/24/2011
Boston Symphony Orchestra conducted by Rafael Frühbeck de Burgos,http://thephoenix.com/Boston/Concerts/80621-Boston-Symphony-Orchestra-conducted-by/,04/28/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,04/30/2011
Boston Lyric Opera,http://thephoenix.com/Boston/Concerts/80629-Boston-Lyric-Opera/,04/29/2011,"265 Tremont St, Boston, MA &nbsp;",Shubert Theatre,05/10/2011
"""Masked Festivals of Canton Bo, Southwest Ivory Coast""",http://thephoenix.com/Boston/Events/82146-Masked-Festivals-of-Canton-Bo/,01/05/2011,"11 Divinity Ave, Cambridge, MA &nbsp;",Peabody Museum of Archaeology and Ethnology,03/31/2011
Dawn Upshaw,http://thephoenix.com/Boston/Concerts/80667-Dawn-Upshaw/,04/29/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,04/29/2011
"""Material World: Sculpture to Environment""",http://thephoenix.com/Boston/Events/81976-Material-World-Sculpture-to-Environment/,01/05/2011,"87 Marshall St, North Adams, MA &nbsp;",Massachusetts Museum of Contemporary Art,02/28/2011
Handel and Haydn Society Conducted By Harry Christophers,http://thephoenix.com/Boston/Concerts/80653-Handel-and-Haydn-Society-Conducted/,04/29/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,05/01/2011
Boston Philharmonic Orchestra conducted by Benjamin Zander,http://thephoenix.com/Boston/Concerts/80913-Boston-Philharmonic-Orchestra-conducted-by/,04/30/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,04/30/2011
New England Philharmonic,http://thephoenix.com/Boston/Concerts/80871-New-England-Philharmonic/,04/30/2011,"685 Commonwealth Ave, Boston, MA &nbsp;",Tsai Performance Center,04/30/2011
Boston Philharmonic Orchestra conducted by Benjamin Zander,http://thephoenix.com/Boston/Concerts/80914-Boston-Philharmonic-Orchestra-conducted-by/,05/01/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,05/01/2011
Boston Philharmonic Orchestra conducted by Benjamin Zander,http://thephoenix.com/Boston/Concerts/80915-Boston-Philharmonic-Orchestra-conducted-by/,05/02/2011,"45 Quincy St, Cambridge, MA &nbsp;",Sanders Theatre,05/02/2011
Boston Symphony Orchestra conducted by Charles Dutoit,http://thephoenix.com/Boston/Concerts/80622-Boston-Symphony-Orchestra-conducted-by/,05/05/2011,"301 Mass Ave, Boston, MA &nbsp;",Symphony Hall,05/07/2011
"""Millet and Rural France""",http://thephoenix.com/Boston/Events/82095-Millet-and-Rural-France/,01/05/2011,"465 Huntington Ave, Boston, MA &nbsp;",Museum of Fine Arts,05/30/2011
Boston Baroque Conducted by Martin Pearlman,http://thephoenix.com/Boston/Concerts/80807-Boston-Baroque-Conducted-by-Martin-Pearlman/,05/06/2011,"30 Gainsborough St, Boston, MA &nbsp;",Jordan Hall,05/07/2011
"""Mirror of Holland: Drawings from the Maida and George Abrams Collection""",http://thephoenix.com/Boston/Events/82075-Mirror-of-Holland-Drawings-from/,01/05/2011,"465 Huntington Ave, Boston, MA &nbsp;",Museum of Fine Arts,03/06/2011
Boston Musica Viva,http://thephoenix.com/Boston/Concerts/80899-Boston-Musica-Viva/,05/06/2011,"685 Commonwealth Ave, Boston, MA &nbsp;",Tsai Performance Center,05/06/2011
"""Modernist Photography 1910–1950""",http://thephoenix.com/Boston/Events/82073-Modernist-Photography-1910–1950/,01/05/2011,"465 Huntington Ave, Boston, MA &nbsp;",Museum of Fine Arts,07/02/2011
Opera Boston,http://thephoenix.com/Boston/Concerts/80888-Opera-Boston/,05/06/2011,"219 Tremont St, Boston, MA &nbsp;",Cutler Majestic Theatre,05/10/2011
"""Terpsichore: Renaissance Dance Music from Northern Europe""",http://thephoenix.com/Boston/Concerts/80714-Terpsichore-Renaissance-Dance-Music-from/,05/06/2011,"11 Garden St, Cambridge, MA &nbsp;",First Congregational Church,05/06/2011
"""New Works: Prints, Drawings, Collages""",http://thephoenix.com/Boston/Events/82094-New-Works-Prints-Drawings-Collages/,01/05/2011,"465 Huntington Ave, Boston, MA &nbsp;",Museum of Fine Arts,05/01/2011
Cantana Singers Chamber Series,http://thephoenix.com/Boston/Concerts/80706-Cantana-Singers-Chamber-Series/,05/13/2011,"11 Garden St, Cambridge, MA &nbsp;",First Congregational Church,05/13/2011
