moreInfo,eventDate,place,phone,imageLogo,description,price,address,name
http://www.sfstation.com/goat-festival-e862291,Sat Apr 17,Ferry Plaza Farmer's Market,,http://www.sfstation.com/images/ev/91/862291a_tn220x220.jpg,"10 - 11	<br />The Goat Girls (Jennifer Bice of Redwood Hill Farm and Creamery, Laura Howard of Laloos Goats Milk Ice Cream, and Mary Keehn of Cypress Grove Chevre), founders of Promote the Goat will give a talk about goat milk and all the different ways to use it.<br /><br />After their talk, the Goat Girls will have an education table with info and samples of goat milk products. CUESA will also have a guide to goat cheeses found in the market with samples.<br /><br />11:00	Seasonal Cooking Demonstration<br /> 	Mark Dommen, One Market<br />11:45	Seasonal Cooking Demonstration and Book Signing<br /> 	Maggie Foard author of Goat Cheese<br />12:30	 Book talk, interview, and book signing<br /> 	<br />Gordon Edgar author of Cheesemonger: A Life on the Wedge",,"One Ferry Building	       	      San Francisco, CA  	      94105",Goat Festival
http://www.sfstation.com/2nd-san-francisco-international-bachata-festival-e844061,Mon Jul 12 - Mon Jul 19,Parc 55 Hotel,415-577-0212,http://www.sfstation.com,"2nd Annual San Francisco BACHATA International Festival<br /><br />Two Live Bands:<br /><br />- MONTUNO SWING (PREPARTY THURSDAY)<br />- AVANCE LIVE  (Friday)<br />- DOMENIC MARTE AND HIS BAND (SATURDAY)<br />- MAZACOTE LIVE (Saturday)<br /><br /><br />Featuring TOP Teachers:<br />- TROY AND JORJET(HOUSTON)<br />- FRANK SANTOS AND ALINA (UK)<br />- ATACA Y LA ALEMANA (TAMPA)<br />- GREGORY AND NANDA (BELGIUM)<br />- ZEKE EL FABULOSA (CHICAGO)<br />- NIKAL KLEINSTREUER (NORTH CAROLINA)<br />- TATE BLOMQUIST (FLORIDA)<br />- ALBERTO ARCHILLA (HAWAII)<br />- DUNCAN STARK (AUSTRALIA)<br />- JORGE AND LESLIE (LOS ANGELES)<br />- VALI DAMASKOUS (AUSTRALIA)<br />- SARUNAS AND GIEDRE (LITHUANIA)<br />- EL GRINGUITO (DC)<br />- RICARDO SANCHEZ (SAN JOSE)<br />- EDWIN BANEGAS (SAN JOSE)<br />- ANDRE GAHRMANN (HOLLAND)<br />- DJ DOMINICANO RUBIO (FINLAND)<br />- VINCE TORRES (LOS ANGELES)<br />- JO QUINONES (LOS ANGELES)<br />- ALEJANDRO REY (LOS ANGELES)<br />- BRUCE AND SUMMER (ARIZONA)<br />- CAMILLE YANNANTUONO (SAN DIEGO)<br />- ANTHONY AND MARISSA (SAN DIEGO)<br />- AVA AND RODOLFO (SF)<br />- WILLEM ENGEL (HOLLAND)<br />- VALI DAMASKOU (AUSTRALIA)<br />- VESA PARKARRI (FINLAND)<br />- SALSACRAZY (SF)<br /><br />MORE TO COME...<br /><br />TOP DJ LINE-UP<br />- DJ EL GUAPO (SF)<br />- DJ ROMERO (SACRAMENTO)<br />- DJ TONY O (SF)<br />- DJ SUPER CHINO (SF)<br />- DJ ANDRE EL JEFE (HOLLAND)<br />- DJ JAZZY JEZZ (SAN JOSE)<br /><br />On July 2010, <br /><br />ONE WEEK OF DANCE CELEBRATION!<br /><br />$180 Early Bird Full Pass on sale ends April 15, 2010 ($200 AFTER)<br /><br />SOCIAL DANCING UNTIL 3 AM!!!<br /><br />TEACHERS, PERFORMERS, LIVE BANDS, AFTER-PARTIES, SIGHTSEEING, YOU NAME IT, WE GOT IT!!!<br /><br />LOCATED IN DOWNTOWN SAN FRANCISCO (AND SEVERAL LOCATIONS)!!!<br /><br />Location: PARC 55 HOTEL and multiple clubs in San Francisco<br /><br />WEBSITE: www. SFBIF.com<br /><br />SPONSORED BY:<br /><br />iBACHATA.COM<br />ROCCAPULCO<br />GLAS KAT<br />1-PRODUCTION<br />SALSAGANG.COM<br />SALSACRAZY.COM<br />JSMOOTHSALSA.COM<br />US SALSA OPEN",$180 - $250,"55 Cyril Magnin Street	       	      San Francisco, CA  	      94102",2ND SAN FRANCISCO INTERNATIONAL BACHATA FESTIVAL
http://www.sfstation.com/2nd-san-francisco-international-bachata-festival-e844061,Mon Jul 12 - Mon Jul 19,Glas Kat,415-577-0212,http://www.sfstation.com,"2nd Annual San Francisco BACHATA International Festival<br /><br />Two Live Bands:<br /><br />- MONTUNO SWING (PREPARTY THURSDAY)<br />- AVANCE LIVE  (Friday)<br />- DOMENIC MARTE AND HIS BAND (SATURDAY)<br />- MAZACOTE LIVE (Saturday)<br /><br /><br />Featuring TOP Teachers:<br />- TROY AND JORJET(HOUSTON)<br />- FRANK SANTOS AND ALINA (UK)<br />- ATACA Y LA ALEMANA (TAMPA)<br />- GREGORY AND NANDA (BELGIUM)<br />- ZEKE EL FABULOSA (CHICAGO)<br />- NIKAL KLEINSTREUER (NORTH CAROLINA)<br />- TATE BLOMQUIST (FLORIDA)<br />- ALBERTO ARCHILLA (HAWAII)<br />- DUNCAN STARK (AUSTRALIA)<br />- JORGE AND LESLIE (LOS ANGELES)<br />- VALI DAMASKOUS (AUSTRALIA)<br />- SARUNAS AND GIEDRE (LITHUANIA)<br />- EL GRINGUITO (DC)<br />- RICARDO SANCHEZ (SAN JOSE)<br />- EDWIN BANEGAS (SAN JOSE)<br />- ANDRE GAHRMANN (HOLLAND)<br />- DJ DOMINICANO RUBIO (FINLAND)<br />- VINCE TORRES (LOS ANGELES)<br />- JO QUINONES (LOS ANGELES)<br />- ALEJANDRO REY (LOS ANGELES)<br />- BRUCE AND SUMMER (ARIZONA)<br />- CAMILLE YANNANTUONO (SAN DIEGO)<br />- ANTHONY AND MARISSA (SAN DIEGO)<br />- AVA AND RODOLFO (SF)<br />- WILLEM ENGEL (HOLLAND)<br />- VALI DAMASKOU (AUSTRALIA)<br />- VESA PARKARRI (FINLAND)<br />- SALSACRAZY (SF)<br /><br />MORE TO COME...<br /><br />TOP DJ LINE-UP<br />- DJ EL GUAPO (SF)<br />- DJ ROMERO (SACRAMENTO)<br />- DJ TONY O (SF)<br />- DJ SUPER CHINO (SF)<br />- DJ ANDRE EL JEFE (HOLLAND)<br />- DJ JAZZY JEZZ (SAN JOSE)<br /><br />On July 2010, <br /><br />ONE WEEK OF DANCE CELEBRATION!<br /><br />$180 Early Bird Full Pass on sale ends April 15, 2010 ($200 AFTER)<br /><br />SOCIAL DANCING UNTIL 3 AM!!!<br /><br />TEACHERS, PERFORMERS, LIVE BANDS, AFTER-PARTIES, SIGHTSEEING, YOU NAME IT, WE GOT IT!!!<br /><br />LOCATED IN DOWNTOWN SAN FRANCISCO (AND SEVERAL LOCATIONS)!!!<br /><br />Location: PARC 55 HOTEL and multiple clubs in San Francisco<br /><br />WEBSITE: www. SFBIF.com<br /><br />SPONSORED BY:<br /><br />iBACHATA.COM<br />ROCCAPULCO<br />GLAS KAT<br />1-PRODUCTION<br />SALSAGANG.COM<br />SALSACRAZY.COM<br />JSMOOTHSALSA.COM<br />US SALSA OPEN",$180 - $250,"520 Fourth Street	       	      San Francisco, CA  	      94107",2ND SAN FRANCISCO INTERNATIONAL BACHATA FESTIVAL
http://www.sfstation.com/midsummer-mozart-festival-e865501,Fri Jul 16 - Fri Jul 23,San Francisco Conservatory of Music,,http://www.sfstation.com/images/ev/01/865501a_tn220x220.jpg,"The Bay Areas Midsummer Mozart Festival is one of the only festivals of its kind as it is fully dedicated to the life and work of Wolfgang Amadeus Mozart. Now celebrating its 36th anniversary, the festival will include internationally renowned soloists and local artists. This years program features special performances by 14-year-old Audrey Vardanega on piano, Robin Hansen on violin, pianist Seymour Lipkin and Basso Jeremy Galyon. <br /><br />The Midsummer Mozart Festival will take place in venues across the Bay Area, including Mission Santa Clara (at Santa Clara University), San Francisco Conservatory of Music Concert Hall, the Gundlach Bundschu Winery in Sonoma, the First Congregational Church in Berkeley, and the California Theater in San Jose.",,"50 Oak Street	       	      San Francisco, CA  	      94102",Midsummer Mozart Festival
http://www.sfstation.com/midsummer-mozart-festival-e874311,Fri Jul 16 - Fri Jul 23,San Francisco Conservatory of Music,415-627-9141,http://www.sfstation.com,"36th Anniversary Season of the Midsummer Mozart Festival, conducted by George Cleve. Program One features 14-year-old piano sensation Audrey Vardanega and violin soloist Robin Hansen.  Program Two spotlights beloved pianist Seymour Lipkin and basso Jeremy Galyon.  Maestro Cleve will lead the Festival Orchestra in eight Bay Area concerts in San Francisco, San Jose, Santa Clara, Sonoma, and Berkeley. Program One runs July 15-18, and Program Two July 22-25.",$20 - $65,"50 Oak Street	       	      San Francisco, CA  	      94102",Midsummer Mozart Festival
http://www.sfstation.com/2nd-san-francisco-international-bachata-festival-e844061,Mon Jul 12 - Mon Jul 19,Roccapulco,415-577-0212,http://www.sfstation.com,"2nd Annual San Francisco BACHATA International Festival<br /><br />Two Live Bands:<br /><br />- MONTUNO SWING (PREPARTY THURSDAY)<br />- AVANCE LIVE  (Friday)<br />- DOMENIC MARTE AND HIS BAND (SATURDAY)<br />- MAZACOTE LIVE (Saturday)<br /><br /><br />Featuring TOP Teachers:<br />- TROY AND JORJET(HOUSTON)<br />- FRANK SANTOS AND ALINA (UK)<br />- ATACA Y LA ALEMANA (TAMPA)<br />- GREGORY AND NANDA (BELGIUM)<br />- ZEKE EL FABULOSA (CHICAGO)<br />- NIKAL KLEINSTREUER (NORTH CAROLINA)<br />- TATE BLOMQUIST (FLORIDA)<br />- ALBERTO ARCHILLA (HAWAII)<br />- DUNCAN STARK (AUSTRALIA)<br />- JORGE AND LESLIE (LOS ANGELES)<br />- VALI DAMASKOUS (AUSTRALIA)<br />- SARUNAS AND GIEDRE (LITHUANIA)<br />- EL GRINGUITO (DC)<br />- RICARDO SANCHEZ (SAN JOSE)<br />- EDWIN BANEGAS (SAN JOSE)<br />- ANDRE GAHRMANN (HOLLAND)<br />- DJ DOMINICANO RUBIO (FINLAND)<br />- VINCE TORRES (LOS ANGELES)<br />- JO QUINONES (LOS ANGELES)<br />- ALEJANDRO REY (LOS ANGELES)<br />- BRUCE AND SUMMER (ARIZONA)<br />- CAMILLE YANNANTUONO (SAN DIEGO)<br />- ANTHONY AND MARISSA (SAN DIEGO)<br />- AVA AND RODOLFO (SF)<br />- WILLEM ENGEL (HOLLAND)<br />- VALI DAMASKOU (AUSTRALIA)<br />- VESA PARKARRI (FINLAND)<br />- SALSACRAZY (SF)<br /><br />MORE TO COME...<br /><br />TOP DJ LINE-UP<br />- DJ EL GUAPO (SF)<br />- DJ ROMERO (SACRAMENTO)<br />- DJ TONY O (SF)<br />- DJ SUPER CHINO (SF)<br />- DJ ANDRE EL JEFE (HOLLAND)<br />- DJ JAZZY JEZZ (SAN JOSE)<br /><br />On July 2010, <br /><br />ONE WEEK OF DANCE CELEBRATION!<br /><br />$180 Early Bird Full Pass on sale ends April 15, 2010 ($200 AFTER)<br /><br />SOCIAL DANCING UNTIL 3 AM!!!<br /><br />TEACHERS, PERFORMERS, LIVE BANDS, AFTER-PARTIES, SIGHTSEEING, YOU NAME IT, WE GOT IT!!!<br /><br />LOCATED IN DOWNTOWN SAN FRANCISCO (AND SEVERAL LOCATIONS)!!!<br /><br />Location: PARC 55 HOTEL and multiple clubs in San Francisco<br /><br />WEBSITE: www. SFBIF.com<br /><br />SPONSORED BY:<br /><br />iBACHATA.COM<br />ROCCAPULCO<br />GLAS KAT<br />1-PRODUCTION<br />SALSAGANG.COM<br />SALSACRAZY.COM<br />JSMOOTHSALSA.COM<br />US SALSA OPEN",$180 - $250,"3140 Mission Street	       	      San Francisco, CA  	      94110",2ND SAN FRANCISCO INTERNATIONAL BACHATA FESTIVAL
http://www.sfstation.com/cheb-khaled-e895651,Sat Jul 17,The Warfield,,http://www.sfstation.com,"Proceeds from this concert will go towards purchasing and shipping both western and eastern instruments to predetermined community centers selected by the Levantine Center located in Los Angeles, CA.  For more information about their mission you can visit their website at www.levantinecenter.org.<br /><br />This will be an unforgettable evening you will not want to miss! <br /><br /><br />The Legendary King of Rai, Cheb Khaled<br /><br />Cheb Khaled was born in Oran, Algeria, and began recording music as Cheb Khaled in his teens. Dubbed by many as the &quot;King of RaÃ¯&quot;, he popularized raÃ¯ music in his homeland and, together with producer Rachid Baba Ahmend, created the genre that became known as &quot;pop raÃ¯&quot;. His song &quot;Didi&quot; became the first raÃ¯ hit in France, and broke the genre onto the global pop music scene.<br /><br />Considered one of the most famous Algerian singers in the Arab world, Khaled has established himself as a major international star, working with producer Don Was and artists like Carlos Santana. His music has been featured in many films including &quot;The Fifth Element&quot; with Bruce Willis, and Bollywood's &quot;Shreeman Aashiqand&quot;, and his album &quot;N'ssi N'ssi&quot; became the soundtrack for French film-maker Betrand Blier's &quot;Un, deux, trois...Soleil&quot;, selling more than 2 million copies. Khaled is a winner of many prestigious awards, and has sold over 46 million albums worldwide including 10 diamond, platinum, and gold albums.<br /><br />www.demgmt.com<br /><br /><br />MC Rai<br /><br />MC Rai was born in the southern Tunisian city of Gabes. As a youth he was immersed in the folk music traditions of chabi, or mizoued, as it is known in Tunisia. At the age of eight he was performing live on the local radio station. In 1995, he began to turn his attention from chabi to rai music, and realized that he could develop a style of rai distinct from that emanating from Algeria, and infuse it with the traits of his Tunisian music.<br /><br />While many of his contemporaries relocated to France to garner an international audience, MC Rai chose instead to move to San Francisco in 2000. He has performed with well-known rai musician Khaled, and appeared on stage with artists such as Bonnie Raitt and Joan Baez. MC RAI appears in the soundtrack to the movie Rendition and released his album Raivolution in 2006 on Embarka Records. Currently based in Los Angeles, MC Rai is in the studio working on his latest work 'De GabÃ©s a Los Angeles' to be released in the summer of 2010.<br /><br />&quot;This SF-by-way-of-Tunisia album stands as one of the most mind-blowing local releases...taking the traditional music of North Africa and affixing it to a contemporary template which fused dub, electronica, hip-hop, and dancehall into one trance-inducing package.&quot; - East Bay Express<br /><br />www.mcrai.com<br /><br /> <br /><br />DJ Pheeko dubfunk<br /><br />Originally from Oran el Bahia in Algeria. Pheeko Dubfunk has been residing in San Francisco since 2002, he has been dishing out the best funky electro and tribal house tracks from Miami to SF as well as taking his music with him internationally. It was the works of Aretha Franklin, Delegation, and Alexander O'Neal that filled the ears a budding DJ with funk, reggae and R&amp;B. <br /><br />At his first US home in West Palm Beach and Miami, Pheeko was further exposed to house music and became a resident DJ at Club Bliss. He also graced the decks at Florida's hottest destination in South Beach Miami. After moving to San Francisco, Pheeko further had the chance to showcase his trademark silky smooth, dub filled funky house. He quickly acquired coveted residencies at clubs like Ruby Skye, Vessel, 1015, DNA Lounge and Harlot.<br /><br />The increasing recognition and acclaim of Pheekoâ&amp;#128;&amp;#153;s talent by the industry and house lovers alike, lead to the success of his track â&amp;#128;&amp;#156;Closer to Meâ&amp;#128; with Hideo Kobayashi and â&amp;#128;&amp;#156;Saharaâ&amp;#128;, which had the honor of gracing the late night mixed cd of the well-renowned group Groove Junkies.  â&amp;#128;&amp;#156;Closer to Meâ&amp;#128; made it to the top 10 download on beatport in 2006 and was chosen as one of the top secret weapons at the Winter Music Conference in Miami by Swank Recordings.<br /><br />www.myspace.com/pheekodubfunk",$60,"982 Market Street	       	      San Francisco, CA  	      94102",Cheb Khaled
http://www.sfstation.com/rob-halford-e895571,Sat Jul 17,Regency Ballroom,,http://www.sfstation.com,"Robert John Arthur &quot;Rob&quot; Halford (born 25 August 1951) is an English  singer-songwriter, best known as the Grammy Award winning lead vocalist for the heavy metal band Judas Priest, He has been nicknamed &quot;Metal God&quot;[1][2]  as a tribute to his influence on metal, after the Judas Priest song of the same name from 1980's British Steel.[3]  Halford claims, &quot;as a singer I just go out and, you know, sing as best as I can per night,&quot; and that &quot;I love to put that drama and that performance and that energy [while performing]&quot;. He is considered to be one of the most consistently powerful vocalists in rock, and has maintained his voice for more than 35 years. [4]<br /><br />Wikipedia",$37 - $40,"1290 Sutter Street	       	      San Francisco, CA  	      94109",Rob Halford
http://www.sfstation.com/ben-taylor-katie-herzig-e881181,Sat Jul 17,Bimbo's 365 Club,,http://www.sfstation.com,"Ben Taylor<br /><br />Son of music legends Carly Simon and James Taylor, Ben Taylor has way with melody and a mastery of the understated lyric. Although he was hesitant to follow in their footsteps, his music shows the influence of both his parents. Taylors folk-rock-pop melodies accentuate his smooth and effortless vocal quality and his immaculate guitar skills.<br /><br />Katie Herzig<br /><br />Katie Herzig moved to Nashville to strike it solo after several years of fronting the critically acclaimed Colorado-based band, Newcomers Home. The Grammy-nominated artist has steadily become a fixture in Nashvilles indie music scene with her quirky, heartfelt songs that nod to twangy, warm-voiced artists like Devon Sproule and Neko Case",$18,"1025 Columbus Avenue 	       	      San Francisco, CA  	      94133",Ben Taylor :: Katie Herzig
http://www.sfstation.com/2nd-san-francisco-international-bachata-festival-e844061,Mon Jul 12 - Mon Jul 19,Roccapulco,415-577-0212,http://www.sfstation.com,"2nd Annual San Francisco BACHATA International Festival<br /><br />Two Live Bands:<br /><br />- MONTUNO SWING (PREPARTY THURSDAY)<br />- AVANCE LIVE  (Friday)<br />- DOMENIC MARTE AND HIS BAND (SATURDAY)<br />- MAZACOTE LIVE (Saturday)<br /><br /><br />Featuring TOP Teachers:<br />- TROY AND JORJET(HOUSTON)<br />- FRANK SANTOS AND ALINA (UK)<br />- ATACA Y LA ALEMANA (TAMPA)<br />- GREGORY AND NANDA (BELGIUM)<br />- ZEKE EL FABULOSA (CHICAGO)<br />- NIKAL KLEINSTREUER (NORTH CAROLINA)<br />- TATE BLOMQUIST (FLORIDA)<br />- ALBERTO ARCHILLA (HAWAII)<br />- DUNCAN STARK (AUSTRALIA)<br />- JORGE AND LESLIE (LOS ANGELES)<br />- VALI DAMASKOUS (AUSTRALIA)<br />- SARUNAS AND GIEDRE (LITHUANIA)<br />- EL GRINGUITO (DC)<br />- RICARDO SANCHEZ (SAN JOSE)<br />- EDWIN BANEGAS (SAN JOSE)<br />- ANDRE GAHRMANN (HOLLAND)<br />- DJ DOMINICANO RUBIO (FINLAND)<br />- VINCE TORRES (LOS ANGELES)<br />- JO QUINONES (LOS ANGELES)<br />- ALEJANDRO REY (LOS ANGELES)<br />- BRUCE AND SUMMER (ARIZONA)<br />- CAMILLE YANNANTUONO (SAN DIEGO)<br />- ANTHONY AND MARISSA (SAN DIEGO)<br />- AVA AND RODOLFO (SF)<br />- WILLEM ENGEL (HOLLAND)<br />- VALI DAMASKOU (AUSTRALIA)<br />- VESA PARKARRI (FINLAND)<br />- SALSACRAZY (SF)<br /><br />MORE TO COME...<br /><br />TOP DJ LINE-UP<br />- DJ EL GUAPO (SF)<br />- DJ ROMERO (SACRAMENTO)<br />- DJ TONY O (SF)<br />- DJ SUPER CHINO (SF)<br />- DJ ANDRE EL JEFE (HOLLAND)<br />- DJ JAZZY JEZZ (SAN JOSE)<br /><br />On July 2010, <br /><br />ONE WEEK OF DANCE CELEBRATION!<br /><br />$180 Early Bird Full Pass on sale ends April 15, 2010 ($200 AFTER)<br /><br />SOCIAL DANCING UNTIL 3 AM!!!<br /><br />TEACHERS, PERFORMERS, LIVE BANDS, AFTER-PARTIES, SIGHTSEEING, YOU NAME IT, WE GOT IT!!!<br /><br />LOCATED IN DOWNTOWN SAN FRANCISCO (AND SEVERAL LOCATIONS)!!!<br /><br />Location: PARC 55 HOTEL and multiple clubs in San Francisco<br /><br />WEBSITE: www. SFBIF.com<br /><br />SPONSORED BY:<br /><br />iBACHATA.COM<br />ROCCAPULCO<br />GLAS KAT<br />1-PRODUCTION<br />SALSAGANG.COM<br />SALSACRAZY.COM<br />JSMOOTHSALSA.COM<br />US SALSA OPEN",$180 - $250,"3140 Mission Street	       	      San Francisco, CA  	      94110",2ND SAN FRANCISCO INTERNATIONAL BACHATA FESTIVAL
http://www.sfstation.com/2nd-san-francisco-international-bachata-festival-e844061,Mon Jul 12 - Mon Jul 19,Roccapulco,415-577-0212,http://www.sfstation.com,"2nd Annual San Francisco BACHATA International Festival<br /><br />Two Live Bands:<br /><br />- MONTUNO SWING (PREPARTY THURSDAY)<br />- AVANCE LIVE  (Friday)<br />- DOMENIC MARTE AND HIS BAND (SATURDAY)<br />- MAZACOTE LIVE (Saturday)<br /><br /><br />Featuring TOP Teachers:<br />- TROY AND JORJET(HOUSTON)<br />- FRANK SANTOS AND ALINA (UK)<br />- ATACA Y LA ALEMANA (TAMPA)<br />- GREGORY AND NANDA (BELGIUM)<br />- ZEKE EL FABULOSA (CHICAGO)<br />- NIKAL KLEINSTREUER (NORTH CAROLINA)<br />- TATE BLOMQUIST (FLORIDA)<br />- ALBERTO ARCHILLA (HAWAII)<br />- DUNCAN STARK (AUSTRALIA)<br />- JORGE AND LESLIE (LOS ANGELES)<br />- VALI DAMASKOUS (AUSTRALIA)<br />- SARUNAS AND GIEDRE (LITHUANIA)<br />- EL GRINGUITO (DC)<br />- RICARDO SANCHEZ (SAN JOSE)<br />- EDWIN BANEGAS (SAN JOSE)<br />- ANDRE GAHRMANN (HOLLAND)<br />- DJ DOMINICANO RUBIO (FINLAND)<br />- VINCE TORRES (LOS ANGELES)<br />- JO QUINONES (LOS ANGELES)<br />- ALEJANDRO REY (LOS ANGELES)<br />- BRUCE AND SUMMER (ARIZONA)<br />- CAMILLE YANNANTUONO (SAN DIEGO)<br />- ANTHONY AND MARISSA (SAN DIEGO)<br />- AVA AND RODOLFO (SF)<br />- WILLEM ENGEL (HOLLAND)<br />- VALI DAMASKOU (AUSTRALIA)<br />- VESA PARKARRI (FINLAND)<br />- SALSACRAZY (SF)<br /><br />MORE TO COME...<br /><br />TOP DJ LINE-UP<br />- DJ EL GUAPO (SF)<br />- DJ ROMERO (SACRAMENTO)<br />- DJ TONY O (SF)<br />- DJ SUPER CHINO (SF)<br />- DJ ANDRE EL JEFE (HOLLAND)<br />- DJ JAZZY JEZZ (SAN JOSE)<br /><br />On July 2010, <br /><br />ONE WEEK OF DANCE CELEBRATION!<br /><br />$180 Early Bird Full Pass on sale ends April 15, 2010 ($200 AFTER)<br /><br />SOCIAL DANCING UNTIL 3 AM!!!<br /><br />TEACHERS, PERFORMERS, LIVE BANDS, AFTER-PARTIES, SIGHTSEEING, YOU NAME IT, WE GOT IT!!!<br /><br />LOCATED IN DOWNTOWN SAN FRANCISCO (AND SEVERAL LOCATIONS)!!!<br /><br />Location: PARC 55 HOTEL and multiple clubs in San Francisco<br /><br />WEBSITE: www. SFBIF.com<br /><br />SPONSORED BY:<br /><br />iBACHATA.COM<br />ROCCAPULCO<br />GLAS KAT<br />1-PRODUCTION<br />SALSAGANG.COM<br />SALSACRAZY.COM<br />JSMOOTHSALSA.COM<br />US SALSA OPEN",$180 - $250,"3140 Mission Street	       	      San Francisco, CA  	      94110",2ND SAN FRANCISCO INTERNATIONAL BACHATA FESTIVAL
http://www.sfstation.com/the-dead-weather-e895631,Fri Jul 23,The Warfield,,http://www.sfstation.com/images/ev/31/895631a_tn220x220.jpg,"Another project founded by Jack White, Dead Weather began after the Raconteurs toured the U.S. with the Kills in summer 2008.  Composed of Alison Mosshart (of The Kills and Discount), Jack White (of The White Stripes and The Raconteurs), Dean Fertita (of Queens of the Stone Age) and Jack Lawrence (of The Raconteurs and The Greenhornes), the band made its live debut in March 2009, performing a short set for 150 friends at Third Man's offices to celebrate the release of the single Hang You from the Heavens/Are Friends Electric?. A month later, they played their first official gig at New York's Bowery Ballroom.<br /><br /> Horehound, Dead Weather's debut album, arrived that summer. The band kept up the rapid pace, continuing to tour and record through 2009. Mosshart  announced that Dead Weather's second album was halfway done that October, and in March 2010, the single Die by the Drop arrived. Sea of Cowards, is here in May 2010!",$40,"982 Market Street	       	      San Francisco, CA  	      94102",The Dead Weather
