price,description,fullAddress,name,moreInfoLink,venueLink,allDates
,"With Luke Bryan, The Band Perry</p>","<span class=""street-address"">2575 Glen Helen Parkway</span>;             <span class=""locality"">San Bernardino</span>             <span class=""region"">CA</span>",Tim McGraw,http://www.laweekly.com/events/tim-mcgraw-1173576/,http://www.laweekly.com/locations/san-manuel-amphitheater-269993/,06/04/2011
,,"<span class=""street-address"">6126 Hollywood Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Friendly Fires,http://www.laweekly.com/events/friendly-fires-1175352/,http://www.laweekly.com/locations/the-music-box-114677/,06/10/2011
,,"<span class=""street-address"">8901 W. Sunset Blvd.</span>;             <span class=""locality"">West Hollywood</span>             <span class=""region"">CA</span>",Socionic,http://www.laweekly.com/events/socionic-1193022/,http://www.laweekly.com/locations/whisky-a-go-go-217706/,06/10/2011
,,"<span class=""street-address"">2700 N. Vermont Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Dispatch,http://www.laweekly.com/events/dispatch-1186771/,http://www.laweekly.com/locations/the-greek-theatre-115420/,06/12/2011
,,"<span class=""street-address"">2700 N. Vermont Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Florence & the Machine,http://www.laweekly.com/events/florence-and-the-machine-1205856/,http://www.laweekly.com/locations/the-greek-theatre-115420/,06/13/2011
,"DJs Sean, Same and Neil play new and rare vinyl</p>","<span class=""street-address"">1455 Sunset Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Paper Creme,http://www.laweekly.com/events/paper-creme-844224/,http://www.laweekly.com/locations/short-stop-844214/,
,Latin soul and '60s grooves</p>,"<span class=""street-address"">12518 Burbank Blvd.</span>;             <span class=""locality"">Valley Village</span>             <span class=""region"">CA</span>",Mas Quenada,http://www.laweekly.com/events/mas-quenada-560491/,http://www.laweekly.com/locations/bar-one-147405/,
,"Soul, funk, Latin and dance tunes every third Thursday of the month</p>","<span class=""street-address"">1455 Sunset Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Boogaloo,http://www.laweekly.com/events/boogaloo-844228/,http://www.laweekly.com/locations/short-stop-844214/,
,Live dance performances accompanied by live bands</p>,"<span class=""street-address"">6555 Hollywood Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Floor Improv,http://www.laweekly.com/events/floor-improv-507036/,http://www.laweekly.com/locations/king-king-114939/,
,"Hip-hop, soul and reggae with DJ Al Jackson and The Soul Children on the second and fourth Saturday of the month</p>","<span class=""street-address"">12518 Burbank Blvd.</span>;             <span class=""locality"">Valley Village</span>             <span class=""region"">CA</span>",Intimate Connection,http://www.laweekly.com/events/intimate-connection-147407/,http://www.laweekly.com/locations/bar-one-147405/,
,"Lion's Den and Welcome Hunters present the dance party with DJs Dirty Talk and Sophenomenal spinning ghetto tech, italo, tenebrae, '80s and new wave</p>","<span class=""street-address"">473 Gin Ling Way</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Big Trouble In Little China,http://www.laweekly.com/events/big-trouble-in-little-china-346286/,http://www.laweekly.com/locations/the-mountain-bar-114734/,
,DJs Dave Rape and Chris Bowen spin party beats for pansexual art tarts</p>,"<span class=""street-address"">3211 Beverly Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Dada Dance Haus,http://www.laweekly.com/events/dada-dance-haus-339808/,http://www.laweekly.com/locations/medusa-lounge-252802/,
,"Fetish and goth fiends flock to the dance floor, upstairs for live bands and all around the spanking S&M displays at this fiery freakfest</p>","<span class=""street-address"">6356 Hollywood Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Hell,http://www.laweekly.com/events/hell-306881/,http://www.laweekly.com/locations/the-ivar-114498/,
,"DJ Randy Watson and guests spin rare grooves, funk and reggae. Art upstairs</p>","<span class=""street-address"">473 Gin Ling Way</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",LA Art,http://www.laweekly.com/events/la-art-273558/,http://www.laweekly.com/locations/the-mountain-bar-114734/,
,Hip-hop and soul squeezin' and pleasin'</p>,"<span class=""street-address"">1301 Fifth St.</span>;             <span class=""locality"">Santa Monica</span>             <span class=""region"">CA</span>",Tighten Up,http://www.laweekly.com/events/tighten-up-163344/,http://www.laweekly.com/locations/zanzibar-114514/,
,"DJs Bianca O'Blivion, Beex (Icy Lytes), the Keyishe, Knockout and Envy spin raw mashups, dance and heavy rhythms</p>","<span class=""street-address"">473 Gin Ling Way</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Pinche Way,http://www.laweekly.com/events/pinche-way-332743/,http://www.laweekly.com/locations/the-mountain-bar-114734/,
,,"<span class=""street-address"">2200 E. Katella Ave.</span>;             <span class=""locality"">Anaheim</span>             <span class=""region"">CA</span>",Steven Curtis Chapman,http://www.laweekly.com/events/steven-curtis-chapman-1210402/,http://www.laweekly.com/locations/grove-of-anaheim-114215/,04/28/2011
,,"<span class=""street-address"">3900 W. Manchester Blvd.</span>;             <span class=""locality"">Inglewood</span>             <span class=""region"">CA</span>",Rammstein,http://www.laweekly.com/events/rammstein-1210397/,http://www.laweekly.com/locations/the-forum-114609/,05/20/2011
,,"<span class=""street-address"">2200 E. Katella Ave.</span>;             <span class=""locality"">Anaheim</span>             <span class=""region"">CA</span>",Black Country Communion,http://www.laweekly.com/events/black-country-communion-1210401/,http://www.laweekly.com/locations/grove-of-anaheim-114215/,06/10/2011
,7-9 p.m</p>,"<span class=""street-address"">6701-B Hollywood Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Carlos Guitarlos,http://www.laweekly.com/events/carlos-guitarlos-1192980/,http://www.laweekly.com/locations/cafe-audrey-457330/,
,With Needtobreathe</p>,"<span class=""street-address"">1111 S. Figueroa St.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Taylor Swift,http://www.laweekly.com/events/taylor-swift-1180728/,http://www.laweekly.com/locations/staples-center-115126/,"08/27/2011, 08/28/2011"
,"With Kenny Chesney, Rascal Flatts, Carrie Underwood, Darius Rucker, Loretta Lynn, Leon Russell, Ricky Skaggs, The Jerry Douglas Trio, The Gatlin Brothers, Jack Ingram, Mel Tillis, Rodney Crowell, The Secret Sisters, Steel Magnolia, Wanda Jackson, Rosie Flores, Lukas Nelson & the Promise of the Real, Sara Watkins</p>","<span class=""street-address"">81-800 Avenue 51</span>;             <span class=""locality"">Indio</span>             <span class=""region"">CA</span>",Stagecoach Country Music Festival,http://www.laweekly.com/events/stagecoach-country-music-festival-1120549/,http://www.laweekly.com/locations/empire-polo-field-115478/,05/01/2011
,"With Foreigner, Night Ranger</p>","<span class=""street-address"">8808 Irvine Center Drive</span>;             <span class=""locality"">Irvine</span>             <span class=""region"">CA</span>",Journey,http://www.laweekly.com/events/journey-1222443/,http://www.laweekly.com/locations/verizon-wireless-amphitheater-114150/,07/23/2011
,,"<span class=""street-address"">2220 Beverly Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Mindy Smith,http://www.laweekly.com/events/mindy-smith-1215923/,http://www.laweekly.com/locations/bootleg-theater-115674/,04/30/2011
,,"<span class=""street-address"">1111 S. Figueroa St.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Glee,http://www.laweekly.com/events/glee-1198243/,http://www.laweekly.com/locations/staples-center-115126/,05/28/2011
,,"<span class=""street-address"">3101 Pico Blvd.</span>;             <span class=""locality"">Santa Monica</span>             <span class=""region"">CA</span>",Neil Innes,http://www.laweekly.com/events/neil-innes-1211072/,http://www.laweekly.com/locations/mccabes-115006/,06/05/2011
,,"<span class=""street-address"">6215 Sunset Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Adele,http://www.laweekly.com/events/adele-1200298/,http://www.laweekly.com/locations/hollywood-palladium-114022/,06/09/2011
,,"<span class=""street-address"">1238 Hermosa Ave.</span>;             <span class=""locality"">Hermosa Beach</span>             <span class=""region"">CA</span>",Hound Dog Dave & the Mel-tones,http://www.laweekly.com/events/hound-dog-dave-and-the-mel-tones-1211559/,http://www.laweekly.com/locations/cafe-boogaloo-114320/,05/27/2011
,,"<span class=""street-address"">1717 Silver Lake Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",The Airborne Toxic Event,http://www.laweekly.com/events/the-airborne-toxic-event-1216592/,http://www.laweekly.com/locations/the-satellite-114955/,04/25/2011
,,"<span class=""street-address"">1154 Glendale Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Vivian Girls,http://www.laweekly.com/events/vivian-girls-1215925/,http://www.laweekly.com/locations/the-echoplex-192377/,05/01/2011
,With Mayer Hawthorne & the County</p>,"<span class=""street-address"">100 Universal City Plaza</span>;             <span class=""locality"">Universal City</span>             <span class=""region"">CA</span>","Bruno Mars, Janelle Monae",http://www.laweekly.com/events/bruno-mars-janelle-monae-1210396/,http://www.laweekly.com/locations/gibson-amphitheatre-114548/,06/12/2011
,,"<span class=""street-address"">5151 State University Drive</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Tindersticks,http://www.laweekly.com/events/tindersticks-1205911/,http://www.laweekly.com/locations/luckman-fine-arts-complex-114030/,04/30/2011
,"With A.R. Rahman, Shreya Ghoshal, the Los Angeles Philharmonic</p>","<span class=""street-address"">2301 N. Highland Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Journey to India,http://www.laweekly.com/events/journey-to-india-1221307/,http://www.laweekly.com/locations/hollywood-bowl-115450/,07/10/2011
,"with Yellow Magic Orchestra, Cibo Matto, Towa Tei, Buffalo Daughter, Taiko Center of Los Angeles & Rev. Tom Kurai</p>","<span class=""street-address"">2301 N. Highland Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Big in Japan,http://www.laweekly.com/events/big-in-japan-1221309/,http://www.laweekly.com/locations/hollywood-bowl-115450/,06/26/2011
,,"<span class=""street-address"">100 Universal City Plaza</span>;             <span class=""locality"">Universal City</span>             <span class=""region"">CA</span>",Rush,http://www.laweekly.com/events/rush-1175365/,http://www.laweekly.com/locations/gibson-amphitheatre-114548/,06/22/2011
free,"Indie, electro, '80s and mod from DJs Lexx and Los as well as guest DJ Lil Soozie. Live painting and exhibition from the Hive Gallery upstairs</p>","<span class=""street-address"">473 Gin Ling Way</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Ultraluxx,http://www.laweekly.com/events/ultraluxx-269091/,http://www.laweekly.com/locations/the-mountain-bar-114734/,
,,"<span class=""street-address"">1154 Glendale Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Hanni El Khatib,http://www.laweekly.com/events/hanni-el-khatib-1215924/,http://www.laweekly.com/locations/the-echoplex-192377/,04/22/2011
,,"<span class=""street-address"">7813 Garvey Ave.</span>;             <span class=""locality"">Rosemead</span>             <span class=""region"">CA</span>",Nick Curran & the Low-Lifes,http://www.laweekly.com/events/nick-curran-and-the-low-lifes-1217460/,http://www.laweekly.com/locations/spikes-bar-and-billiards-115746/,04/25/2011
,,"<span class=""street-address"">1652 N. Cherokee Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>","The Sudden Passion, Bradley Riot & the Blackhands, Aggressive Opposition",http://www.laweekly.com/events/the-sudden-passion-bradley-riot-and-the-blackhands-aggressive-opposition-1217374/,http://www.laweekly.com/locations/boardners-114487/,04/27/2011
$23,"With Goldblade, Christ on Parade, Aztlan Underground</p>","<span class=""street-address"">301 S. Garey Ave.</span>;             <span class=""locality"">Pomona</span>             <span class=""region"">CA</span>",Steve Ignorant's Crass,http://www.laweekly.com/events/steve-ignorants-crass-1157507/,http://www.laweekly.com/locations/fox-theater-pomona-675838/,04/29/2011
,"With Drive A, New Medicine</p>","<span class=""street-address"">3790 Wilshire Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Hollywood Undead,http://www.laweekly.com/events/hollywood-undead-1210400/,http://www.laweekly.com/locations/the-wiltern-114303/,04/30/2011
,,"<span class=""street-address"">5151 State University Drive</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Angelique Kidjo,http://www.laweekly.com/events/angelique-kidjo-1211588/,http://www.laweekly.com/locations/luckman-fine-arts-complex-114030/,05/01/2011
,,"<span class=""street-address"">4700 Western Heritage Way</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Rhett Miller,http://www.laweekly.com/events/rhett-miller-1215928/,http://www.laweekly.com/locations/autry-national-center-200846/,05/04/2011
,,"<span class=""street-address"">5515 Wilshire Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Junip,http://www.laweekly.com/events/junip-1215935/,http://www.laweekly.com/locations/el-rey-theatre-114610/,05/06/2011
,,"<span class=""street-address"">6215 Sunset Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Ke$ha,http://www.laweekly.com/events/ke-ha-1216004/,http://www.laweekly.com/locations/hollywood-palladium-114022/,05/06/2011
,,"<span class=""street-address"">1911 W. Sunset Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>","Cave Country, The Crooked Paw, Fort Wilson Riot",http://www.laweekly.com/events/cave-country-the-crooked-paw-fort-wilson-riot-1222853/,http://www.laweekly.com/locations/taix-112401/,05/06/2011
,,"<span class=""street-address"">6215 Sunset Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Fleet Foxes,http://www.laweekly.com/events/fleet-foxes-1216005/,http://www.laweekly.com/locations/hollywood-palladium-114022/,05/07/2011
,,"<span class=""street-address"">800 W. Olympic Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Ghostland Observatory,http://www.laweekly.com/events/ghostland-observatory-1211123/,http://www.laweekly.com/locations/club-nokia-380046/,05/08/2011
,,"<span class=""street-address"">2200 E. Katella Ave.</span>;             <span class=""locality"">Anaheim</span>             <span class=""region"">CA</span>",Diddy Dirty Money,http://www.laweekly.com/events/diddy-dirty-money-1215929/,http://www.laweekly.com/locations/grove-of-anaheim-114215/,05/08/2011
,,"<span class=""street-address"">4700 Western Heritage Way</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",The Low Anthem,http://www.laweekly.com/events/the-low-anthem-1215927/,http://www.laweekly.com/locations/autry-national-center-200846/,05/09/2011
,"With Nevermore, Soilwork, Powerglove, Blackguard</p>","<span class=""street-address"">3790 Wilshire Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Symphony X,http://www.laweekly.com/events/symphony-x-1211111/,http://www.laweekly.com/locations/the-wiltern-114303/,05/10/2011
,,"<span class=""street-address"">4700 Western Heritage Way</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",The Knitters,http://www.laweekly.com/events/the-knitters-1215926/,http://www.laweekly.com/locations/autry-national-center-200846/,05/12/2011
,,"<span class=""street-address"">800 W. Olympic Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>","Soulive, Lettuce",http://www.laweekly.com/events/soulive-lettuce-1211122/,http://www.laweekly.com/locations/club-nokia-380046/,05/13/2011
,With Blackberry Smoke</p>,"<span class=""street-address"">2301 N. Highland Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",The Zac Brown Band,http://www.laweekly.com/events/the-zac-brown-band-1223063/,http://www.laweekly.com/locations/hollywood-bowl-115450/,05/14/2011
,"With Kelley Stoltz. Crocodile years: The British post-punk vets reprise their first two albums, Crocodiles and Heaven Up Here, live in concert</p>","<span class=""street-address"">800 W. Olympic Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Echo & the Bunnymen,http://www.laweekly.com/events/echo-and-the-bunnymen-1186774/,http://www.laweekly.com/locations/club-nokia-380046/,05/21/2011
,,"<span class=""street-address"">5515 Wilshire Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",100 Monkeys,http://www.laweekly.com/events/100-monkeys-1215936/,http://www.laweekly.com/locations/el-rey-theatre-114610/,05/21/2011
,,"<span class=""street-address"">3900 W. Manchester Blvd.</span>;             <span class=""locality"">Inglewood</span>             <span class=""region"">CA</span>","System of a Down, Gogol Bordello",http://www.laweekly.com/events/system-of-a-down-gogol-bordello-1221292/,http://www.laweekly.com/locations/the-forum-114609/,05/24/2011
,With Jenny Scheinman</p>,"<span class=""street-address"">5515 Wilshire Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Bruce Cockburn,http://www.laweekly.com/events/bruce-cockburn-1211070/,http://www.laweekly.com/locations/el-rey-theatre-114610/,05/31/2011
,,"<span class=""street-address"">6126 Hollywood Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Manchester Orchestra,http://www.laweekly.com/events/manchester-orchestra-1215939/,http://www.laweekly.com/locations/the-music-box-114677/,06/02/2011
,"With The Dillinger Escape Plan, Le Butcherettes</p>","<span class=""street-address"">6215 Sunset Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Deftones,http://www.laweekly.com/events/deftones-1200297/,http://www.laweekly.com/locations/hollywood-palladium-114022/,06/10/2011
,,"<span class=""street-address"">2301 N. Highland Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>","Motley Crue, Poison, New York Dolls",http://www.laweekly.com/events/motley-crue-poison-new-york-dolls-1222851/,http://www.laweekly.com/locations/hollywood-bowl-115450/,06/14/2011
,,"<span class=""street-address"">3101 Pico Blvd.</span>;             <span class=""locality"">Santa Monica</span>             <span class=""region"">CA</span>",Keren Ann,http://www.laweekly.com/events/keren-ann-1211071/,http://www.laweekly.com/locations/mccabes-115006/,06/24/2011
,,"<span class=""street-address"">1111 S. Figueroa St.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>","Rihanna, Cee Lo Green",http://www.laweekly.com/events/rihanna-cee-lo-green-1200343/,http://www.laweekly.com/locations/staples-center-115126/,06/28/2011
,,"<span class=""street-address"">5515 Wilshire Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Sondre Lerche,http://www.laweekly.com/events/sondre-lerche-1215934/,http://www.laweekly.com/locations/el-rey-theatre-114610/,06/29/2011
,,"<span class=""street-address"">2695 Katella Ave.</span>;             <span class=""locality"">Anaheim</span>             <span class=""region"">CA</span>","Rihanna, Cee Lo Green",http://www.laweekly.com/events/rihanna-cee-lo-green-1215922/,http://www.laweekly.com/locations/honda-center-114199/,06/29/2011
,,"<span class=""street-address"">2695 Katella Ave.</span>;             <span class=""locality"">Anaheim</span>             <span class=""region"">CA</span>","New Kids on the Block, Backstreet Boys",http://www.laweekly.com/events/new-kids-on-the-block-backstreet-boys-1215998/,http://www.laweekly.com/locations/honda-center-114199/,07/06/2011
,,"<span class=""street-address"">49500 Seminole Drive</span>;             <span class=""locality"">Cabazon</span>             <span class=""region"">CA</span>",The Monkees,http://www.laweekly.com/events/the-monkees-1211417/,http://www.laweekly.com/locations/morongo-casino-resort-and-spa-1199622/,07/15/2011
,,"<span class=""street-address"">2700 N. Vermont Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",The Monkees,http://www.laweekly.com/events/the-monkees-1211416/,http://www.laweekly.com/locations/the-greek-theatre-115420/,07/16/2011
,,"<span class=""street-address"">800 W. Olympic Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Owl City,http://www.laweekly.com/events/owl-city-1222776/,http://www.laweekly.com/locations/club-nokia-380046/,07/21/2011
,"With Stevie Wonder, Rickey Minor, Janelle Monae, Grace Potter, Ceci Bastida, Bombino, Rocky Dawuni, The Soul Seekers</p>","<span class=""street-address"">2301 N. Highland Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Global Soul,http://www.laweekly.com/events/global-soul-1221304/,http://www.laweekly.com/locations/hollywood-bowl-115450/,07/24/2011
,"With Toots Hibbert, Mighty Diamonds, Ras Michael</p>","<span class=""street-address"">2301 N. Highland Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Reggae Night X,http://www.laweekly.com/events/reggae-night-x-1221300/,http://www.laweekly.com/locations/hollywood-bowl-115450/,07/31/2011
,,"<span class=""street-address"">1111 S. Figueroa St.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Josh Groban,http://www.laweekly.com/events/josh-groban-1215921/,http://www.laweekly.com/locations/staples-center-115126/,08/17/2011
,"with Beck, China Forbes, Sean Lennon & Charlotte Kemp Muhl, Jean Claude Vannier, Mike Patton, Ed Droste, Victoria Legrand, Nika Roza Danilova</p>","<span class=""street-address"">2301 N. Highland Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Serge Gainsbourg Tribute,http://www.laweekly.com/events/serge-gainsbourg-tribute-1221299/,http://www.laweekly.com/locations/hollywood-bowl-115450/,08/28/2011
,"With The Human League, the B-52's, The Fixx, Berlin</p>","<span class=""street-address"">2301 N. Highland Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Totally '80s,http://www.laweekly.com/events/totally-80s-1221317/,http://www.laweekly.com/locations/hollywood-bowl-115450/,09/02/2011
,,"<span class=""street-address"">2301 N. Highland Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>","The National, Neko Case, Sharon Van Etten",http://www.laweekly.com/events/the-national-neko-case-sharon-van-etten-1221311/,http://www.laweekly.com/locations/hollywood-bowl-115450/,09/11/2011
,,"<span class=""street-address"">1651 W. Temple St.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Tribal Cafe Open Mic,http://www.laweekly.com/events/tribal-cafe-open-mic-958552/,http://www.laweekly.com/locations/tribal-cafe-353865/,
,,"<span class=""street-address"">332 S. Michigan Ave.</span>;             <span class=""locality"">Pasadena</span>             <span class=""region"">CA</span>",Capitol Steps,http://www.laweekly.com/events/capitol-steps-1167030/,http://www.laweekly.com/locations/caltech-beckman-auditorium-116186/,"04/29/2011, 04/30/2011"
,,"<span class=""street-address"">2200 E. 15th St.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Murder Junkies,http://www.laweekly.com/events/murder-junkies-1222857/,http://www.laweekly.com/locations/the-blue-star-116206/,05/15/2011
,With Lenny Kravitz</p>,"<span class=""street-address"">2000 Gene Autry Way</span>;             <span class=""locality"">Anaheim</span>             <span class=""region"">CA</span>",U2,http://www.laweekly.com/events/u2-994922/,http://www.laweekly.com/locations/angel-stadium-283269/,06/18/2011
,,"<span class=""street-address"">111 W. Mariposa Ave.</span>;             <span class=""locality"">El Segundo</span>             <span class=""region"">CA</span>",Western Boulevard,http://www.laweekly.com/events/western-boulevard-1223046/,http://www.laweekly.com/locations/el-segundo-library-1044528/,05/21/2011
,,"<span class=""street-address"">100 Universal City Plaza</span>;             <span class=""locality"">Universal City</span>             <span class=""region"">CA</span>",Invasion del Corrido,http://www.laweekly.com/events/invasion-del-corrido-1216007/,http://www.laweekly.com/locations/gibson-amphitheatre-114548/,04/30/2011
,,"<span class=""street-address"">10899 Wilshire Blvd.</span>;             <span class=""locality"">Westwood</span>             <span class=""region"">CA</span>","Mariachi de Uclatlan, The Music of Brazil Ensemble",http://www.laweekly.com/events/mariachi-de-uclatlan-the-music-of-brazil-ensemble-1215952/,http://www.laweekly.com/locations/hammer-museum-113822/,05/07/2011
,,"<span class=""street-address"">UCLA, 405 Hilgard Ave.</span>;             <span class=""locality"">Westwood</span>             <span class=""region"">CA</span>",Music of Asia,http://www.laweekly.com/events/music-of-asia-1215953/,http://www.laweekly.com/locations/jan-popper-theater-schoenberg-hall-114207/,05/11/2011
,,"<span class=""street-address"">111 S. Grand Ave.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Ravi Shankar,http://www.laweekly.com/events/ravi-shankar-1245431/,http://www.laweekly.com/locations/walt-disney-concert-hall-114573/,09/29/2011
