date,venue,address,website,lastDate,phone,moreInfoLink
11/12/2010,Hi Temp Fabrication,"79 Perry St,   Buffalo, NY 14203",http://www.hi-tempfab.com,11/12/2010,(716) 852-5656,http://calendar.artvoice.com/event/13922/beyondin-western-new-york-installations-by-michael-bosworth-jt-r
11/12/2010,Vizzi's,"967 Kenmore Ave,   Buffalo, NY 14217",,11/12/2010,(716) 871-1965,http://calendar.artvoice.com/event/14970/dr-z
11/12/2010,Merge Restaurant,"439 Delaware Ave,   Buffalo, NY 14201",http://mergebuffalo.com,11/12/2010,(716) 842-0600,http://calendar.artvoice.com/event/14330/hauntings-images-of-the-spirit-world-work-by-marilyn-hammer-esth
11/13/2010,Town Pub,"2309 Eggert Rd,   Tonawanda, NY 14150",,11/13/2010,(716) 837-0765,http://calendar.artvoice.com/event/14950/the-bravuras
11/13/2010,Hi Temp Fabrication,"79 Perry St,   Buffalo, NY 14203",http://www.hi-tempfab.com,11/13/2010,(716) 852-5656,http://calendar.artvoice.com/event/13922/beyondin-western-new-york-installations-by-michael-bosworth-jt-r
11/13/2010,Town Pub,"2309 Eggert Rd,   Tonawanda, NY 14150",,11/13/2010,(716) 837-0765,http://calendar.artvoice.com/event/11777/wbfo-887-presents-town-pub-blues-review-nationalregional-and-loc
11/13/2010,Merge Restaurant,"439 Delaware Ave,   Buffalo, NY 14201",http://mergebuffalo.com,11/13/2010,(716) 842-0600,http://calendar.artvoice.com/event/14330/hauntings-images-of-the-spirit-world-work-by-marilyn-hammer-esth
11/13/2010,Tudor Lounge,"335 Franklin St,   Buffalo, NY 14202",http://www.tudorlounge.com,11/13/2010,(716) 855-9643,http://calendar.artvoice.com/event/14933/the-heavenly-chillbillies-21-5-
11/14/2010,Hi Temp Fabrication,"79 Perry St,   Buffalo, NY 14203",http://www.hi-tempfab.com,11/14/2010,(716) 852-5656,http://calendar.artvoice.com/event/13922/beyondin-western-new-york-installations-by-michael-bosworth-jt-r
11/14/2010,Shores Waterfront Restaurant & Marina,"2 Detroit St,   North Tonawanda, NY 14120",http://www.shoreswaterfront.com,11/14/2010,(716) 693-7971,http://calendar.artvoice.com/event/11376/blues-projam
11/15/2010,Hi Temp Fabrication,"79 Perry St,   Buffalo, NY 14203",http://www.hi-tempfab.com,11/15/2010,(716) 852-5656,http://calendar.artvoice.com/event/13922/beyondin-western-new-york-installations-by-michael-bosworth-jt-r
11/14/2010,Tudor Lounge,"335 Franklin St,   Buffalo, NY 14202",http://www.tudorlounge.com,11/14/2010,(716) 855-9643,http://calendar.artvoice.com/event/451/jony-james
11/16/2010,Hi Temp Fabrication,"79 Perry St,   Buffalo, NY 14203",http://www.hi-tempfab.com,11/16/2010,(716) 852-5656,http://calendar.artvoice.com/event/13922/beyondin-western-new-york-installations-by-michael-bosworth-jt-r
11/16/2010,Merge Restaurant,"439 Delaware Ave,   Buffalo, NY 14201",http://mergebuffalo.com,11/16/2010,(716) 842-0600,http://calendar.artvoice.com/event/14330/hauntings-images-of-the-spirit-world-work-by-marilyn-hammer-esth
11/17/2010,Alternative Brews,"3488 Sheridan Dr,   Buffalo, NY 14226",http://www.alternativebrews.com,11/17/2010,(716) 446-0424,http://calendar.artvoice.com/event/14922/live-blues-projam-hosted-by-the-big-sauce-trio-w-speedy-parker-b
11/17/2010,Hi Temp Fabrication,"79 Perry St,   Buffalo, NY 14203",http://www.hi-tempfab.com,11/17/2010,(716) 852-5656,http://calendar.artvoice.com/event/13922/beyondin-western-new-york-installations-by-michael-bosworth-jt-r
11/17/2010,Parings Wine Bar,"5893 Main St,   Williamsville, NY 14221",,11/17/2010,(716) 630-5951,http://calendar.artvoice.com/event/12262/mark-winsicknbspsolo-acoustic
11/17/2010,Merge Restaurant,"439 Delaware Ave,   Buffalo, NY 14201",http://mergebuffalo.com,11/17/2010,(716) 842-0600,http://calendar.artvoice.com/event/14330/hauntings-images-of-the-spirit-world-work-by-marilyn-hammer-esth
11/18/2010,Mooney's Sports Bar & Grill,"1531 Military Rd,   Tonawanda, NY 14217",,11/18/2010,(716) 877-1800,http://calendar.artvoice.com/event/12130/the-bravuras
11/18/2010,Mooney's Sports Bar & Grill,"1531 Military Rd,   Tonawanda, NY 14217",,11/18/2010,(716) 877-1800,http://calendar.artvoice.com/event/13316/thursday-night-blues-session-with-the-bravuras-band
11/19/2010,Flattery's,"1130 Orchard Park Rd,   Buffalo, NY 14224",,11/19/2010,(716) 674-9963,http://calendar.artvoice.com/event/2342/ray-wood
11/19/2010,Vizzi's,"967 Kenmore Ave,   Buffalo, NY 14217",,11/19/2010,(716) 871-1965,http://calendar.artvoice.com/event/13431/harvey-amp-the-hurricanes
11/20/2010,Town Pub,"2309 Eggert Rd,   Tonawanda, NY 14150",,11/20/2010,(716) 837-0765,http://calendar.artvoice.com/event/14968/speedy-parker-blues-band
11/20/2010,Town Pub,"2309 Eggert Rd,   Tonawanda, NY 14150",,11/20/2010,(716) 837-0765,http://calendar.artvoice.com/event/11777/wbfo-887-presents-town-pub-blues-review-nationalregional-and-loc
11/09/2010,Colored Musicians' Club,"145 Broadway St,   Buffalo, NY 14203",http://www.coloredmusiciansclub.org,11/09/2010,(716) 855-9383,http://calendar.artvoice.com/event/540/joe-baido-big-band
11/09/2010,Chocolate Bar,"114 W Chippewa St,   Buffalo, NY 14202",http://www.buffalochocolatebar.com,11/09/2010,(716) 332-0484,http://calendar.artvoice.com/event/1472/saxman-slim
11/09/2010,Colored Musicians' Club,"145 Broadway St,   Buffalo, NY 14203",http://www.coloredmusiciansclub.org,11/09/2010,(716) 855-9383,http://calendar.artvoice.com/event/541/macy-favor-big-band
11/10/2010,Colored Musicians' Club,"145 Broadway St,   Buffalo, NY 14203",http://www.coloredmusiciansclub.org,11/10/2010,(716) 855-9383,http://calendar.artvoice.com/event/553/larry-salter-big-band
11/10/2010,Jewish Center of Greater Buffalo/Benderson Family Building,"Benderson Building,   	Getzville, NY 14068",http://www.jccbuffalo.org,11/10/2010,(716) 688-4033,http://calendar.artvoice.com/event/14500/moshe-ben-abraham-105-students
11/11/2010,Nietzsche's,"248 Allen St,   Buffalo, NY 14201",http://www.nietzsches.com,11/11/2010,(716) 886-8539,http://calendar.artvoice.com/event/6345/john-allen-amp-billy-thursdays-accordian-to-bill-sax-amp-accordi
11/10/2010,Church of Scientology,"836 Main St,   Buffalo, NY 14202",http://www.scientology-buffalo.org,11/10/2010,(716) 856-3910,http://calendar.artvoice.com/event/1666/you-can-be-more-able-than-you-are-attend-a-recorded-lecture-by-l
11/10/2010,UB Center for the Arts,"103 Center for the Arts,   Buffalo, NY 14260",http://www.ubcfa.org,11/10/2010,(716) 645-2787,http://calendar.artvoice.com/event/12219/ub-distinguished-speaker-series-greg-mortenson-author-of-three-c
11/11/2010,Brodo Soup and Wine Bar,"4548 Main St,   Buffalo, NY 14226",http://www.brodo.net,11/11/2010,(716) 635-1117,http://calendar.artvoice.com/event/7263/ground-level-jazz
11/13/2010,North Tonawanda History Museum,"54 Webster St,   North Tonawanda, NY 14120",http://www.nthistorymuseum.org,11/13/2010,(716) 213-0554,http://calendar.artvoice.com/event/14966/robert-emerson-executive-director-of-old-fort-niagara-will-speak
11/15/2010,UB Student Union,"Student Union,   Amherst, NY 14228",,11/15/2010,(716) 645-2055,http://calendar.artvoice.com/event/14926/rwanda-darfur-and-guantanamonbsp-the-struggle-for-human-rights-a
11/11/2010,Roycroft Inn,"40 S Grove St,   East Aurora, NY 14052",http://www.roycroftinn.com,11/11/2010,(716) 652-5552,http://calendar.artvoice.com/event/14822/dave-schiavone-friday-night-jazz-more-info-6525552
11/16/2010,UB Baird Hall,"Baird Hall,   Buffalo, NY 14228",,11/16/2010,,http://calendar.artvoice.com/event/15100/norman-lebrecht-cultural-commentator-amp-awardwinning-novelist-d
11/17/2010,Church of Scientology,"836 Main St,   Buffalo, NY 14202",http://www.scientology-buffalo.org,11/17/2010,(716) 856-3910,http://calendar.artvoice.com/event/1666/you-can-be-more-able-than-you-are-attend-a-recorded-lecture-by-l
11/12/2010,Shadow Lounge,"1504 Hertel Ave,   Buffalo, NY 14216",http://www.shadowloungebuffalo.com,11/12/2010,(716) 835-3975,http://calendar.artvoice.com/event/489/jazznbsp-on-the-patio-with-jim-bohm-amp-dave-calire
11/18/2010,Pine Lawn Cemetery Chapel,"2951 Harlem Rd,   Cheektowaga, NY 14225",,11/18/2010,(716) 892-6600,http://calendar.artvoice.com/event/15068/handling-the-holidays-by-nancy-weil-part-of-the-lazarus-lecture-
11/09/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/09/2010,(716) 873-9644,http://calendar.artvoice.com/event/14745/fact-fiction-amp-spectacle-the-trial-of-the-red-jacket-vintage-d
11/12/2010,Wegman's,"601 Amherst St,   Buffalo, NY 14207",http://www.wegmans.com,11/12/2010,(716) 877-0500,http://calendar.artvoice.com/event/14695/saxman-slim
11/09/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/09/2010,(716) 873-9644,http://calendar.artvoice.com/event/14333/niagara-square-the-evolution-of-a-premier-residential-address-to
11/09/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/09/2010,(716) 858-8900,http://calendar.artvoice.com/event/14464/the-ideal-book-william-morris-and-the-kelmscott-press-through-ja
11/12/2010,Oliver's,"2095 Delaware Ave,   Buffalo, NY 14216",http://www.oliverscuisine.com,11/12/2010,(716) 877-9662,http://calendar.artvoice.com/event/496/piano-music-of-george-jones
11/09/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/09/2010,(716) 885-4139,http://calendar.artvoice.com/event/14049/fourteen-presidents-before-washington-through-dec-31
11/12/2010,Anchor Bar,"1047 Main St,   Buffalo, NY 14209",http://www.anchorbar.com,11/12/2010,(716) 884-4083,http://calendar.artvoice.com/event/3265/the-jazz-example-featuring-lady-lita-larry-owens-greg-piontek-do
11/09/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/09/2010,(716) 885-4139,http://calendar.artvoice.com/event/14048/nursery-rhymes-original-illustrations-from-some-of-the-most-famo
11/10/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/10/2010,(716) 873-9644,http://calendar.artvoice.com/event/14745/fact-fiction-amp-spectacle-the-trial-of-the-red-jacket-vintage-d
11/12/2010,Hardware Cafe,"245 Allen St,   Buffalo, NY 14221",http://www.allenstreethardware.com/main.htm,11/12/2010,(716) 882-8843,http://calendar.artvoice.com/event/14764/brownman
11/10/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/10/2010,(716) 873-9644,http://calendar.artvoice.com/event/14333/niagara-square-the-evolution-of-a-premier-residential-address-to
11/10/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/10/2010,(716) 858-8900,http://calendar.artvoice.com/event/14464/the-ideal-book-william-morris-and-the-kelmscott-press-through-ja
11/13/2010,Brodo Soup and Wine Bar,"4548 Main St,   Buffalo, NY 14226",http://www.brodo.net,11/13/2010,(716) 635-1117,http://calendar.artvoice.com/event/7263/ground-level-jazz
11/10/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/10/2010,(716) 885-4139,http://calendar.artvoice.com/event/14049/fourteen-presidents-before-washington-through-dec-31
11/13/2010,Oliver's,"2095 Delaware Ave,   Buffalo, NY 14216",http://www.oliverscuisine.com,11/13/2010,(716) 877-9662,http://calendar.artvoice.com/event/511/george-jones-amp-the-allhands-trio
11/10/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/10/2010,(716) 885-4139,http://calendar.artvoice.com/event/14048/nursery-rhymes-original-illustrations-from-some-of-the-most-famo
11/13/2010,Anchor Bar,"1047 Main St,   Buffalo, NY 14209",http://www.anchorbar.com,11/13/2010,(716) 884-4083,http://calendar.artvoice.com/event/509/latin-jazz-project-with-kevin-doyle
11/11/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/11/2010,(716) 873-9644,http://calendar.artvoice.com/event/14745/fact-fiction-amp-spectacle-the-trial-of-the-red-jacket-vintage-d
11/11/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/11/2010,(716) 873-9644,http://calendar.artvoice.com/event/14333/niagara-square-the-evolution-of-a-premier-residential-address-to
11/11/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/11/2010,(716) 858-8900,http://calendar.artvoice.com/event/14464/the-ideal-book-william-morris-and-the-kelmscott-press-through-ja
11/11/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/11/2010,(716) 885-4139,http://calendar.artvoice.com/event/14049/fourteen-presidents-before-washington-through-dec-31
11/11/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/11/2010,(716) 885-4139,http://calendar.artvoice.com/event/14048/nursery-rhymes-original-illustrations-from-some-of-the-most-famo
11/14/2010,Sean Patrick's Banquet Room,"3480 Millersport Hwy,   Getzville, NY 14068",http://www.spatricks.com,11/14/2010,(716) 636-1709,http://calendar.artvoice.com/event/11615/ted-howes-nickel-city-clippers
11/12/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/12/2010,(716) 873-9644,http://calendar.artvoice.com/event/14745/fact-fiction-amp-spectacle-the-trial-of-the-red-jacket-vintage-d
11/14/2010,Elmwood Lounge,"522 Elmwood Ave,   Buffalo, NY 14222",http://www.theelmwoodlounge.com,11/14/2010,(716) 882-5881,http://calendar.artvoice.com/event/516/joe-giambra
11/12/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/12/2010,(716) 873-9644,http://calendar.artvoice.com/event/14333/niagara-square-the-evolution-of-a-premier-residential-address-to
11/12/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/12/2010,(716) 858-8900,http://calendar.artvoice.com/event/14464/the-ideal-book-william-morris-and-the-kelmscott-press-through-ja
11/14/2010,Colored Musicians' Club,"145 Broadway St,   Buffalo, NY 14203",http://www.coloredmusiciansclub.org,11/14/2010,(716) 855-9383,http://calendar.artvoice.com/event/6574/jazz-followed-by-a-jam-session
11/12/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/12/2010,(716) 885-4139,http://calendar.artvoice.com/event/14049/fourteen-presidents-before-washington-through-dec-31
11/14/2010,Nietzsche's,"248 Allen St,   Buffalo, NY 14201",http://www.nietzsches.com,11/14/2010,(716) 886-8539,http://calendar.artvoice.com/event/517/rose-bond-with-the-allen-street-jazz-band
11/12/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/12/2010,(716) 885-4139,http://calendar.artvoice.com/event/14048/nursery-rhymes-original-illustrations-from-some-of-the-most-famo
11/14/2010,Nietzsche's,"248 Allen St,   Buffalo, NY 14201",http://www.nietzsches.com,11/14/2010,(716) 886-8539,http://calendar.artvoice.com/event/13763/the-allen-st-jazz-band-feat-rose-bond-playing-jazz-amp-blues-sta
11/13/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/13/2010,(716) 873-9644,http://calendar.artvoice.com/event/14745/fact-fiction-amp-spectacle-the-trial-of-the-red-jacket-vintage-d
11/15/2010,Central Park Grill,"2519 Main St,   Buffalo, NY 14214",http://www.myspace.com/centralparkgrill,11/15/2010,(716) 836-9466,http://calendar.artvoice.com/event/1780/what-would-mingus-do-jazz-composers-workshop-with-kelly-bucheger
11/13/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/13/2010,(716) 873-9644,http://calendar.artvoice.com/event/14333/niagara-square-the-evolution-of-a-premier-residential-address-to
11/15/2010,Colored Musicians' Club,"145 Broadway St,   Buffalo, NY 14203",http://www.coloredmusiciansclub.org,11/15/2010,(716) 855-9383,http://calendar.artvoice.com/event/526/george-scott-big-band-featuring-melissa-kate
11/13/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/13/2010,(716) 858-8900,http://calendar.artvoice.com/event/14464/the-ideal-book-william-morris-and-the-kelmscott-press-through-ja
11/16/2010,Colored Musicians' Club,"145 Broadway St,   Buffalo, NY 14203",http://www.coloredmusiciansclub.org,11/16/2010,(716) 855-9383,http://calendar.artvoice.com/event/540/joe-baido-big-band
11/13/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/13/2010,(716) 885-4139,http://calendar.artvoice.com/event/14049/fourteen-presidents-before-washington-through-dec-31
11/16/2010,Chocolate Bar,"114 W Chippewa St,   Buffalo, NY 14202",http://www.buffalochocolatebar.com,11/16/2010,(716) 332-0484,http://calendar.artvoice.com/event/1472/saxman-slim
11/13/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/13/2010,(716) 885-4139,http://calendar.artvoice.com/event/14048/nursery-rhymes-original-illustrations-from-some-of-the-most-famo
11/11/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/11/2010,(716) 683-7767,http://calendar.artvoice.com/event/14010/desiderios-dinner-theater-wallys-cafe-3444-6837767
11/16/2010,Colored Musicians' Club,"145 Broadway St,   Buffalo, NY 14203",http://www.coloredmusiciansclub.org,11/16/2010,(716) 855-9383,http://calendar.artvoice.com/event/541/macy-favor-big-band
11/14/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/14/2010,(716) 873-9644,http://calendar.artvoice.com/event/14745/fact-fiction-amp-spectacle-the-trial-of-the-red-jacket-vintage-d
11/11/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/11/2010,(716) 683-7767,http://calendar.artvoice.com/event/12779/wallys-cafe-thurs-sat-amp-sun-through-nov21-dinner-amp-show-pack
11/17/2010,Colored Musicians' Club,"145 Broadway St,   Buffalo, NY 14203",http://www.coloredmusiciansclub.org,11/17/2010,(716) 855-9383,http://calendar.artvoice.com/event/553/larry-salter-big-band
11/14/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/14/2010,(716) 873-9644,http://calendar.artvoice.com/event/14333/niagara-square-the-evolution-of-a-premier-residential-address-to
11/13/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/13/2010,(716) 683-7767,http://calendar.artvoice.com/event/14010/desiderios-dinner-theater-wallys-cafe-3444-6837767
11/14/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/14/2010,(716) 858-8900,http://calendar.artvoice.com/event/14464/the-ideal-book-william-morris-and-the-kelmscott-press-through-ja
11/13/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/13/2010,(716) 683-7767,http://calendar.artvoice.com/event/12779/wallys-cafe-thurs-sat-amp-sun-through-nov21-dinner-amp-show-pack
11/14/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/14/2010,(716) 885-4139,http://calendar.artvoice.com/event/14049/fourteen-presidents-before-washington-through-dec-31
11/14/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/14/2010,(716) 683-7767,http://calendar.artvoice.com/event/14010/desiderios-dinner-theater-wallys-cafe-3444-6837767
11/14/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/14/2010,(716) 683-7767,http://calendar.artvoice.com/event/12779/wallys-cafe-thurs-sat-amp-sun-through-nov21-dinner-amp-show-pack
11/14/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/14/2010,(716) 885-4139,http://calendar.artvoice.com/event/14048/nursery-rhymes-original-illustrations-from-some-of-the-most-famo
11/18/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/18/2010,(716) 683-7767,http://calendar.artvoice.com/event/14010/desiderios-dinner-theater-wallys-cafe-3444-6837767
11/15/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/15/2010,(716) 858-8900,http://calendar.artvoice.com/event/14464/the-ideal-book-william-morris-and-the-kelmscott-press-through-ja
11/18/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/18/2010,(716) 683-7767,http://calendar.artvoice.com/event/12779/wallys-cafe-thurs-sat-amp-sun-through-nov21-dinner-amp-show-pack
11/15/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/15/2010,(716) 885-4139,http://calendar.artvoice.com/event/14049/fourteen-presidents-before-washington-through-dec-31
11/20/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/20/2010,(716) 683-7767,http://calendar.artvoice.com/event/14010/desiderios-dinner-theater-wallys-cafe-3444-6837767
11/15/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/15/2010,(716) 885-4139,http://calendar.artvoice.com/event/14048/nursery-rhymes-original-illustrations-from-some-of-the-most-famo
11/20/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/20/2010,(716) 683-7767,http://calendar.artvoice.com/event/12779/wallys-cafe-thurs-sat-amp-sun-through-nov21-dinner-amp-show-pack
11/16/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/16/2010,(716) 873-9644,http://calendar.artvoice.com/event/14745/fact-fiction-amp-spectacle-the-trial-of-the-red-jacket-vintage-d
11/21/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/21/2010,(716) 683-7767,http://calendar.artvoice.com/event/14010/desiderios-dinner-theater-wallys-cafe-3444-6837767
11/16/2010,Buffalo & Erie County Historical Society,"25 Nottingham Ct,   Buffalo, NY 14216",http://www.buffalohistory.org,11/16/2010,(716) 873-9644,http://calendar.artvoice.com/event/14333/niagara-square-the-evolution-of-a-premier-residential-address-to
11/21/2010,Desiderio's on Broadway,"5827 Broadway St,   Lancaster, NY 14086",http://desiderios.com,11/21/2010,(716) 683-7767,http://calendar.artvoice.com/event/12779/wallys-cafe-thurs-sat-amp-sun-through-nov21-dinner-amp-show-pack
11/16/2010,Buffalo & Erie County Public Library,"1 Lafayette Square,   Buffalo, NY 14203",http://www.buffalolib.org,11/16/2010,(716) 858-8900,http://calendar.artvoice.com/event/14464/the-ideal-book-william-morris-and-the-kelmscott-press-through-ja
11/16/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/16/2010,(716) 885-4139,http://calendar.artvoice.com/event/14049/fourteen-presidents-before-washington-through-dec-31
11/16/2010,Karpeles Manuscript Museum (Porter Hall),"453 Porter Ave,   Buffalo, NY 14201",http://www.rain.org/~karpeles,11/16/2010,(716) 885-4139,http://calendar.artvoice.com/event/14048/nursery-rhymes-original-illustrations-from-some-of-the-most-famo
