moreInfoLink,allDates,image,state,venueName,description,price,city,address,name
http://www.phoenixnewtimes.com/events/brett-dennen-2136591/,06/22/2011,,AZ,Marquee Theatre,With Dawes.</p>,$18-$20,Tempe,730 N. Mill Ave.,Brett Dennen
http://www.phoenixnewtimes.com/events/new-kids-on-the-block-and-backstreet-boys-2042315/,06/30/2011,,AZ,US Airways Center,,$34.25-$94.25,Phoenix,201 E. Jefferson St.,"New Kids on the Block, & Backstreet Boys"
http://www.phoenixnewtimes.com/events/katy-perry-2106778/,08/03/2011,,AZ,Comerica Theatre,,$27-$45,Phoenix,400 W. Washington St.,Katy Perry
http://www.phoenixnewtimes.com/events/ivan-harshman-2075606/,11/21/2011,,AZ,The Compound Grill,,,Phoenix,7000 E. Mayo Blvd.,Ivan Harshman
http://www.phoenixnewtimes.com/events/delinquency-feat-dj-johnny-volume-2002016/,,,AZ,Yucca Tap Room,,,Tempe,29 W. Southern Ave.,Delinquency feat. DJ Johnny Volume
http://www.phoenixnewtimes.com/events/the-biffos-2142944/,04/23/2011,,AZ,The Dubliner Irish Pub & Restaurant,,,Phoenix,3841 E. Thunderbird Rd.,The Biffos
http://www.phoenixnewtimes.com/events/brazen-heads-2142948/,05/06/2011,,AZ,The Dubliner Irish Pub & Restaurant,,,Phoenix,3841 E. Thunderbird Rd.,Brazen Heads
http://www.phoenixnewtimes.com/events/tony-cummins-2142949/,05/27/2011,,AZ,The Dubliner Irish Pub & Restaurant,,,Phoenix,3841 E. Thunderbird Rd.,Tony Cummins
http://www.phoenixnewtimes.com/events/the-bro-show-2132160/,04/21/2011,,AZ,The Comedy Spot,"With Trevor Thon, Danny Vega, Brian Rhoads, & more.</p>",$10,Scottsdale,7117 E. 3rd Ave.,The Bro Show
http://www.phoenixnewtimes.com/events/chelsea-handler-2149452/,05/13/2011,,AZ,Comerica Theatre,,$52-$82,Phoenix,400 W. Washington St.,Chelsea Handler
http://www.phoenixnewtimes.com/events/tommy-davidson-2032064/,06/03/2011,,AZ,Tempe Improv Comedy Club & Dinner Theatre,,$20,Tempe,930 E. University Dr.,Tommy Davidson
http://www.phoenixnewtimes.com/events/michelle-shocked-2165098/,05/14/2011,,AZ,Rhythm Room,,$22-$25,Phoenix,1019 E. Indian School Rd.,Michelle Shocked
http://www.phoenixnewtimes.com/events/mcdowell-mountain-music-festival-2165459/,05/01/2011,,AZ,The Compound Grill,"With JJ Grey and Mofro, Martin Sexton, Shawn Johnson and the Paper Snowmen, Courtney Marie Andrews, The Smith Family Band, & more (on April 29); Xavier Rudd, SOJA, 7 Walkers, George Porter Jr. and Runnin' Pardners, What Laura Says, Kinch, Banana Gun, Mergence, & more (on April 30); & Edward Sharpe and the Magnetic Zeros, Black Joe Lewis and the Honeybears, Rubblebucket, Orgone, The Hooves, Gospel Claws, & more (on May 1).</p>",$30-$135,Phoenix,7000 E. Mayo Blvd.,McDowell Mountain Music Festival
http://www.phoenixnewtimes.com/events/brian-mcknight-2187541/,05/12/2011,,AZ,Celebrity Theatre,,$30-$50,Phoenix,440 N. 32nd St.,Brian McKnight
http://www.phoenixnewtimes.com/events/yanni-2164102/,05/15/2011,,AZ,Jobing.com Arena,,$39.70-$63.70,Glendale,9400 W. Maryland Ave.,Yanni
http://www.phoenixnewtimes.com/events/diddy-2164741/,05/10/2011,,AZ,Ovations Live! Showroom at Wild Horse Pass Hotel & Casino,,Price TBA,Chandler,5040 Wild Horse Pass Blvd.,Diddy
http://www.phoenixnewtimes.com/events/soulive-2177358/,05/11/2011,,AZ,The Compound Grill,,$20,Phoenix,7000 E. Mayo Blvd.,Soulive
http://www.phoenixnewtimes.com/events/casa-de-ha-ha-cinco-de-mayo-show-2165426/,05/05/2011,,AZ,The Comedy Spot,,$10,Scottsdale,7117 E. 3rd Ave.,Casa de Ha-Ha Cinco De Mayo Show
http://www.phoenixnewtimes.com/events/ari-shaffir-2165414/,04/29/2011,,AZ,The Comedy Spot,,$10-$12,Scottsdale,7117 E. 3rd Ave.,Ari Shaffir
http://www.phoenixnewtimes.com/events/kevin-farley-2164083/,06/03/2011,,AZ,The Comedy Spot,,$15-$20,Scottsdale,7117 E. 3rd Ave.,Kevin Farley
http://www.phoenixnewtimes.com/events/stone-river-boys-2188069/,06/05/2011,,AZ,Rhythm Room,,$15,Phoenix,1019 E. Indian School Rd.,Stone River Boys
http://www.phoenixnewtimes.com/events/men-of-soul-2187540/,06/25/2011,,AZ,Celebrity Theatre,"With Peabo Bryson, Jeffrey Osborne, & Freddie Jackson.</p>",$50-$68.50,Phoenix,440 N. 32nd St.,Men of Soul
http://www.phoenixnewtimes.com/events/man-man-2173241/,05/10/2011,,AZ,Clubhouse Music Venue,,$15-$16,Tempe,1320 E. Broadway Rd.,Man Man
http://www.phoenixnewtimes.com/events/gruff-rhys-2173240/,05/30/2011,,AZ,Rhythm Room,,$11-$12,Phoenix,1019 E. Indian School Rd.,Gruff Rhys
http://www.phoenixnewtimes.com/events/joyce-manor-2173260/,07/09/2011,,AZ,The Underground,"With Rumspringer, Come on Die Young, & Juliet.</p>",$8,Mesa,105 W. Main St.,Joyce Manor
http://www.phoenixnewtimes.com/events/journey-2177334/,07/24/2011,,AZ,Ashley Furniture HomeStore Pavilion (formerly Cricket Pavilion),With Foreigner</p>,$44-$265,Phoenix,2121 N. 83rd Ave.,Journey
http://www.phoenixnewtimes.com/events/leon-russell-2177338/,05/11/2011,,AZ,Celebrity Theatre,,$35-$50,Phoenix,440 N. 32nd St.,Leon Russell
http://www.phoenixnewtimes.com/events/kanas-2164076/,06/03/2011,,AZ,Celebrity Theatre,,$35-$50,Phoenix,440 N. 32nd St.,Kanas
http://www.phoenixnewtimes.com/events/michael-burks-2188067/,05/06/2011,,AZ,Rhythm Room,,$10,Phoenix,1019 E. Indian School Rd.,Michael Burks
http://www.phoenixnewtimes.com/events/between-the-buried-and-me-2196084/,05/07/2011,,AZ,Nile Theater,"Between the Buried and Me, Job For a Cowboy, The Ocean, & Cephalic Carnage.</p>",$16,Mesa,105 W. Main St.,Between The Buried And Me
http://www.phoenixnewtimes.com/events/candye-kane-2188068/,05/20/2011,,AZ,Rhythm Room,,$12,Phoenix,1019 E. Indian School Rd.,Candye Kane
http://www.phoenixnewtimes.com/events/wayne-the-train-hancock-2188226/,05/24/2011,,AZ,Rhythm Room,,$12-$15,Phoenix,1019 E. Indian School Rd.,"Wayne ""The Train"" Hancock"
http://www.phoenixnewtimes.com/events/matt-and-kim-2173261/,06/14/2011,,AZ,Marquee Theatre,"With The Thermals, & DJ Autobot.</p>",$20-$22,Tempe,730 N. Mill Ave.,Matt and Kim
http://www.phoenixnewtimes.com/events/whos-bad-a-tribute-to-michael-jackson-2187527/,06/15/2011,,AZ,Marquee Theatre,,$20-$22,Tempe,730 N. Mill Ave.,Who's Bad - A Tribute to Michael Jackson
http://www.phoenixnewtimes.com/events/ted-nugent-2196053/,06/28/2011,,AZ,Celebrity Theatre,,$35-$60,Phoenix,440 N. 32nd St.,Ted Nugent
http://www.phoenixnewtimes.com/events/kamelot-2196067/,09/16/2011,,AZ,Clubhouse Music Venue,,$22,Tempe,1320 E. Broadway Rd.,Kamelot
http://www.phoenixnewtimes.com/events/larry-baily-2243431/,04/27/2011,,AZ,Char's Has the Blues,,free,Phoenix,4631 N. 7th Ave.,Larry Baily
http://www.phoenixnewtimes.com/events/sunset-sunday-2007690/,"05/22/2011, 05/29/2011, 06/05/2011, 06/12/2011, 06/19/2011, 06/26/2011, 07/03/2011, 07/17/2011, 07/10/2011, 04/24/2011, 05/01/2011, 05/08/2011, 05/15/2011",,AZ,Capitol Sports Lounge,,,Phoenix,1801 W. Van Buren St.,Sunset Sunday
http://www.phoenixnewtimes.com/events/randb-thursdays-feat-dj-moy-and-dj-jared-paul-1798327/,"06/30/2011, 07/14/2011, 07/07/2011, 06/23/2011, 06/16/2011, 06/09/2011, 06/02/2011, 05/26/2011, 05/19/2011, 05/12/2011, 05/05/2011, 04/28/2011, 04/21/2011",,AZ,27th Avenue Bar & Grill,,,Phoenix,2038 N. 27th Ave.,"R&B Thursdays feat. DJ Moy, & DJ Jared Paul"
http://www.phoenixnewtimes.com/events/js3-2007691/,"06/02/2011, 04/21/2011, 06/16/2011, 06/23/2011, 06/30/2011, 07/07/2011, 07/14/2011, 05/26/2011, 06/09/2011, 05/19/2011, 05/12/2011, 05/05/2011, 04/28/2011",,AZ,Capitol Sports Lounge,,,Phoenix,1801 W. Van Buren St.,JS3
http://www.phoenixnewtimes.com/events/aztex-2007679/,"07/14/2011, 04/21/2011, 04/28/2011, 05/05/2011, 05/12/2011, 05/19/2011, 05/26/2011, 06/02/2011, 06/09/2011, 06/16/2011, 06/23/2011, 06/30/2011, 07/07/2011",,AZ,Capitol Sports Lounge,,,Phoenix,1801 W. Van Buren St.,AzTex
http://www.phoenixnewtimes.com/events/railroad-revival-tour-2177357/,04/23/2011,http://vvoice.vo.llnwd.net/e14//6209375.45.jpg,AZ,5th St.,"If you haven't been following the story, here's the scoop: The Railroad Revival Tour, featuring Grammy-nominated Mumford & Sons, as well as Old Crow Medicine Show and Edward Sharpe & the Magnetic Zeros, was originally scheduled to take place in the Arizona Railway Museum in Chandler's Tumbleweed Park, but has since been relocated to a lot in Tempe, on 5th St. between Ash and Farmer. <br><br> Though the venue change looses some of the tour's locomotive theme, it's still a unique chance to catch some of the biggest stars of modern-folk. Mumford & Sons backed up a certain Mr. Bob Dylan at the Grammy's, which is, to say the least, a cred bump in the folkie department.  <br><br> And all is not lost for the trains, either. There's a railroad track just down the street. Here's hoping the conductors toot some horns.</p>",$55-$150,Tempe,5th St. between Ash & Farmer,Railroad Revival Tour
http://www.phoenixnewtimes.com/events/soul-power-2243427/,04/22/2011,,AZ,Char's Has the Blues,,free,Phoenix,4631 N. 7th Ave.,Soul Power
http://www.phoenixnewtimes.com/events/insects-hot-birds-and-chili-sauce-sugar-thieves-mozard-and-tklb-2243297/,04/27/2011,,AZ,The Sail Inn,,,Tempe,26 S. Farmer Ave.,"Insects, Hot Birds & Chili Sauce, Sugar Thieves, Mozard & TKLB"
http://www.phoenixnewtimes.com/events/earth-wind-and-fire-2205989/,05/25/2011,,AZ,Comerica Theatre,,$35-$72,Phoenix,400 W. Washington St.,"Earth, Wind & Fire"
http://www.phoenixnewtimes.com/events/lady-j-2243428/,04/26/2011,,AZ,Char's Has the Blues,,free,Phoenix,4631 N. 7th Ave.,Lady J
http://www.phoenixnewtimes.com/events/elixir-tanya-t-and-eric-g-2243426/,04/21/2011,,AZ,Char's Has the Blues,,free,Phoenix,4631 N. 7th Ave.,"Elixir, Tanya T, & Eric G"
http://www.phoenixnewtimes.com/events/family-funk-band-and-third-seven-2243295/,04/25/2011,,AZ,The Sail Inn,,,Tempe,26 S. Farmer Ave.,Family Funk Band & Third Seven
http://www.phoenixnewtimes.com/events/larry-bailey-and-kenny-brown-2007710/,"04/20/2011, 07/13/2011, 07/06/2011, 06/29/2011, 06/22/2011, 06/15/2011, 06/08/2011, 06/01/2011, 05/25/2011, 05/18/2011, 05/11/2011, 05/04/2011, 04/27/2011",,AZ,Char's Has the Blues,,,Phoenix,4631 N. 7th Ave.,"Larry Bailey, & Kenny Brown"
http://www.phoenixnewtimes.com/events/new-destiny-2007680/,"04/20/2011, 07/13/2011, 07/06/2011, 06/29/2011, 06/22/2011, 06/15/2011, 06/08/2011, 06/01/2011, 05/25/2011, 05/18/2011, 05/11/2011, 05/04/2011, 04/27/2011",,AZ,Capitol Sports Lounge,,,Phoenix,1801 W. Van Buren St.,New Destiny
http://www.phoenixnewtimes.com/events/nextfest-2208943/,04/30/2011,,AZ,The Sail Inn,"With Crusher Sound System, Mr. Meeble, DJ Radar, Super Stereo, Djentrification, DJ Pablo Gomez, Deconstruction, Orphans, Discombobulator, & more.</p>",$7-$10,Tempe,26 S. Farmer Ave.,NEXTfest
http://www.phoenixnewtimes.com/events/matthew-morrison-2243836/,07/19/2011,,AZ,Comerica Theatre,,$42-$62,Phoenix,400 W. Washington St.,Matthew Morrison
http://www.phoenixnewtimes.com/events/melissa-cox-and-reign-lee-2203906/,04/20/2011,,AZ,The Compound Grill,,free,Phoenix,7000 E. Mayo Blvd.,Melissa Cox & Reign Lee
http://www.phoenixnewtimes.com/events/the-boulevards-2243364/,04/23/2011,,AZ,Club Red,,,Tempe,2155 E. University Dr.,The Boulevards
http://www.phoenixnewtimes.com/events/the-ryche-2215615/,05/07/2011,,AZ,Club Red,A Tribute to Queensryche.</p>,,Tempe,2155 E. University Dr.,The Ryche
http://www.phoenixnewtimes.com/events/40-oz-to-freedom-sublime-tribute-band-2215614/,05/26/2011,,AZ,Club Red,,$5,Tempe,2155 E. University Dr.,40 Oz to Freedom- Sublime Tribute Band
http://www.phoenixnewtimes.com/events/scott-jeffers-1729249/,"05/11/2011, 05/18/2011, 05/25/2011, 06/01/2011, 06/08/2011, 06/15/2011, 05/04/2011, 04/27/2011, 04/20/2011, 06/22/2011, 07/13/2011, 07/06/2011, 06/29/2011",,AZ,The Dubliner Irish Pub & Restaurant,,,Phoenix,3841 E. Thunderbird Rd.,Scott Jeffers
http://www.phoenixnewtimes.com/events/michael-jacksonand-146-s-the-immortal-world-tour-2106366/,12/30/2011,,AZ,US Airways Center,,$54.75-$179.75,Phoenix,201 E. Jefferson St.,Michael Jackson&#146;s The Immortal World Tour
http://www.phoenixnewtimes.com/events/grateful-dead-tribute-feat-the-noodles-1916619/,"04/24/2011, 07/17/2011, 07/10/2011, 07/03/2011, 06/26/2011, 06/19/2011, 06/12/2011, 06/05/2011, 05/29/2011, 05/22/2011, 05/15/2011, 05/08/2011, 05/01/2011",,AZ,The Sail Inn,,,Tempe,26 S. Farmer Ave.,Grateful Dead Tribute feat. The Noodles
http://www.phoenixnewtimes.com/events/jay-taylor-1729221/,"5/28/2011, 4/30/2011, 6/25/2011",,AZ,Cup O' Karma,,,Mesa,1710 W. Southern Ave.,Jay Taylor
http://www.phoenixnewtimes.com/events/phoenicia-wood-1882955/,"05/10/2011, 04/26/2011, 04/19/2011, 07/12/2011, 07/05/2011, 06/28/2011, 06/21/2011, 06/14/2011, 06/07/2011, 05/31/2011, 05/24/2011, 05/17/2011, 05/03/2011",,AZ,O'Kelley's Sports Bar & Grill,,,Mesa,2120 W. Guadalupe Rd.,Phoenicia Wood
http://www.phoenixnewtimes.com/events/showstoppers-live-2088497/,"05/13/2011, 07/16/2011, 07/15/2011, 07/14/2011, 07/09/2011, 07/08/2011, 07/07/2011, 07/02/2011, 07/01/2011, 06/30/2011, 06/25/2011, 06/24/2011, 06/23/2011, 06/18/2011, 06/17/2011, 06/16/2011, 06/11/2011, 06/10/2011, 06/09/2011, 06/04/2011, 06/03/2011, 06/02/2011, 05/28/2011, 05/27/2011, 05/26/2011, 05/21/2011, 05/20/2011, 05/19/2011, 05/14/2011, 05/12/2011, 05/07/2011, 05/06/2011, 05/05/2011, 04/30/2011, 04/29/2011, 04/28/2011, 04/23/2011, 04/22/2011, 04/21/2011",,AZ,Casino Arizona at Salt River,,$5,Scottsdale,524 N. 92nd St.,Showstoppers Live
http://www.phoenixnewtimes.com/events/ronnie-glover-and-trio-rio-2080079/,"06/03/2011, 05/13/2011, 05/06/2011, 04/29/2011, 04/22/2011, 07/15/2011, 07/08/2011, 07/01/2011, 06/24/2011, 06/17/2011, 06/10/2011, 05/27/2011, 05/20/2011",,AZ,Pranksters Too,,,Scottsdale,7919 E. Thomas Rd.,Ronnie Glover and Trio Rio
http://www.phoenixnewtimes.com/events/whiskey-wednesdays-feat-carey-slade-and-friends-2106786/,"06/21/2011, 06/14/2011, 06/28/2011, 04/19/2011, 04/26/2011, 05/03/2011, 05/10/2011, 05/17/2011, 05/24/2011, 05/31/2011, 06/07/2011, 07/05/2011, 07/12/2011",,AZ,The Sail Inn,,,Tempe,26 S. Farmer Ave.,Whiskey Wednesdays feat. Carey Slade and Friends
http://www.phoenixnewtimes.com/events/jeremiah-clay-neal-2141961/,"06/30/2011, 07/14/2011, 07/07/2011, 06/23/2011, 06/16/2011, 06/09/2011, 06/02/2011, 05/26/2011, 05/19/2011, 05/12/2011, 05/05/2011, 04/28/2011, 04/21/2011",,AZ,Macayo's Depot Cantina,,,Tempe,300 S. Ash Ave.,Jeremiah Clay Neal
http://www.phoenixnewtimes.com/events/jeremiah-clay-neal-2141960/,"06/25/2011, 06/18/2011, 06/11/2011, 06/04/2011, 05/28/2011, 04/30/2011, 05/21/2011, 05/07/2011, 05/14/2011, 07/16/2011, 07/02/2011, 07/09/2011, 04/23/2011",,AZ,Macayo's Depot Cantina,,,Tempe,300 S. Ash Ave.,Jeremiah Clay Neal
http://www.phoenixnewtimes.com/events/jeremiah-clay-neal-and-bobby-st-vincent-2141963/,"05/09/2011, 04/25/2011, 04/18/2011, 05/30/2011, 05/23/2011, 05/16/2011, 05/02/2011, 07/18/2011, 07/11/2011, 07/04/2011, 06/27/2011, 06/20/2011, 06/13/2011, 06/06/2011",,AZ,The Vine Tavern,,,Tempe,801 E. Apache Blvd.,"Jeremiah Clay Neal, & Bobby St. Vincent"
http://www.phoenixnewtimes.com/events/jeremiah-clay-neal-2141962/,"04/20/2011, 07/13/2011, 04/27/2011, 06/22/2011, 06/29/2011, 05/04/2011, 05/11/2011, 05/18/2011, 05/25/2011, 06/01/2011, 06/08/2011, 06/15/2011, 07/06/2011",,AZ,Jersey's,,,Chandler,5945 W. Ray Rd.,Jeremiah Clay Neal
http://www.phoenixnewtimes.com/events/mcdowell-mountain-music-festival-2165459/,04/29/2011,,AZ,The Compound Grill,"With JJ Grey and Mofro, Martin Sexton, Shawn Johnson and the Paper Snowmen, Courtney Marie Andrews, The Smith Family Band, & more (on April 29); Xavier Rudd, SOJA, 7 Walkers, George Porter Jr. and Runnin' Pardners, What Laura Says, Kinch, Banana Gun, Mergence, & more (on April 30); & Edward Sharpe and the Magnetic Zeros, Black Joe Lewis and the Honeybears, Rubblebucket, Orgone, The Hooves, Gospel Claws, & more (on May 1).</p>",$30-$135,Phoenix,7000 E. Mayo Blvd.,McDowell Mountain Music Festival
http://www.phoenixnewtimes.com/events/flight-amp-2222168/,04/18/2011,,AZ,The Rogue Bar,"With Via Vengeance, Rituals, Tintype.</p>",,Scottsdale,423 N. Scottsdale Rd.,Flight Amp
http://www.phoenixnewtimes.com/events/selfless-2203675/,04/22/2011,,AZ,Martini Ranch,"With Signs of Solace, Bloomfield, & Contrary to Reason.</p>",$5,Scottsdale,7295 E. Stetson Dr.,Selfless
http://www.phoenixnewtimes.com/events/rising-pain-cathexis-cave-dweller-the-wakening-and-more--2229759/,04/30/2011,,AZ,Chasers Bar & Night Club,,$8-$10,Scottsdale,8005 E. Roosevelt St.,"Rising Pain, Cathexis,  Cave Dweller, The Wakening and more."
http://www.phoenixnewtimes.com/events/terror-2196085/,05/04/2011,,AZ,Nile Theater,"With Stick to Your Guns, Close Your Eyes, Trapped Under Ice, & Your Demise.</p>",$15,Mesa,105 W. Main St.,Terror
http://www.phoenixnewtimes.com/events/metal-head-fest-v-sepultura-d-r-i-and-more--2243470/,05/07/2011,,AZ,Clubhouse Music Venue,"With Sepultura, D.R.I., Hate, Belfegor, Keep of Kalessin, Hemoptysis, Neuraxis, Bonded By Blood, Scattered Guts, Wynterborne, Sinister Ego, & Jameson.</p>",$25-$60,Tempe,1320 E. Broadway Rd.,"Metal Head Fest V: Sepultura, D.R.I. & more."
http://www.phoenixnewtimes.com/events/torche-2243840/,08/09/2011,,AZ,Martini Ranch,With Big Business & Thrones.</p>,$12,Scottsdale,7295 E. Stetson Dr.,Torche
http://www.phoenixnewtimes.com/events/david-sedaris-1750467/,04/22/2011,http://vvoice.vo.llnwd.net/e14//6220620.45.jpg,AZ,Gammage Auditorium,"<p>&#147;If you aren&#146;t cute, you may as well be clever,&#148; author David Sedaris said in his bestselling essay collection, Me Talk Pretty One Day. Judging from his success and wit, Sedaris takes his own advice: His published works Naked, Dress Your Family in Corduroy and Denim, and When You Are Engulfed in Flames, are also New York Times bestsellers, generating a combined seven million copies.</p> <p>     Sedaris is a virtuoso of a brand of snarky, autobiographical and self-deprecating humor popular these days. It runs on one part incongruous family and social life, one part cultural heritage and several parts drug use, travel, odd jobs and questionable life choices (for example, Sedaris did time as a Macy&#146;s Santaland elf and relocated to Japan to quit smoking).</p>      Sedaris will read from his latest works and answer audience questions, with a book signing to follow. </p></p>",$29-$59,Tempe,1200 S. Forest Ave.,David Sedaris
http://www.phoenixnewtimes.com/events/poetry-night-1724793/,"06/02/2011, 05/26/2011, 05/19/2011, 05/12/2011, 05/05/2011, 04/28/2011, 04/21/2011, 07/14/2011, 07/07/2011, 06/30/2011, 06/23/2011, 06/16/2011, 06/09/2011",,AZ,Mighty Cup & Spoon Coffee House & Gallery,,,Glendale,7021 N. 57th Ave.,Poetry Night
http://www.phoenixnewtimes.com/events/homebase-1270132/,"6/19/2011, 7/17/2011, 5/15/2011",,AZ,Doc's Place,"<p>Harold Branch III (a.k.a. HB) might roll with Chicago&#146;s Enigma Poets, but it's no mystery as to the wordsmith's role in Phoenix's spoken-word scene.   The poet grew up amid the turmoil of Chi-town&#146;s west side and settled into Arizona life as a teen, determined to make a difference with his words and deeds. He did exactly that with the cultivation of HomeBase, a haven for hard-hitting verbal spitting.</p>  <p>Community service has been a hallmark of the accomplished writer and performer&#146;s approach to life. Seeing him on stage, you get a hint of the kind of personal power that he encourages people to tap into, because every word that HB speaks &#150; whether a slow whisper or a sonic boom &#150; is crafted to make an impact. With HomeBase, there's an emphasis on pumping positivity, but the purity of uncensored expression is king.</p></p>",$5,Phoenix,40 E. Camelback Rd.,HomeBase
http://www.phoenixnewtimes.com/events/salt-river-brass-rags-to-riches-2202032/,05/01/2011,,AZ,Ikeda Theater at Mesa Arts Center,,$17-$22,Mesa,1 E. Main St.,"Salt River Brass - ""Rags to Riches"""
http://www.phoenixnewtimes.com/events/east-valley-mormon-choral-organization-amazing-grace-2202067/,05/21/2011,,AZ,Ikeda Theater at Mesa Arts Center,With Collin Raye.</p>,$15-$35,Mesa,1 E. Main St.,"East Valley Mormon Choral Organization - ""Amazing Grace"""
http://www.phoenixnewtimes.com/events/phoenix-childrens-chorus-sounds-of-spring-2202047/,05/22/2011,,AZ,Ikeda Theater at Mesa Arts Center,,$10-$20,Mesa,1 E. Main St.,"Phoenix Children's Chorus - ""Sounds of Spring"""
