Website,moreInfoLink,latitude,title,phone,image,longitude,description,venue,date,address
http://www.summitareaymca.org,http://summit.patch.com/events/reduced-rate-summer-memberships-at-summit-y,40.71596,Reduced Rate Summer Memberships at Summit Y,908-273-3330,"http://o1.aolcdn.com/dims-shared/dims3/PATCH/collapsed/135x88/crop/88x88+24+0/http://hss-prod.hss.aol.com/hss/storage/patch/720e447be411f489fe57c33f635cdbf2?1278806954, http://o1.aolcdn.com/dims-shared/dims3/PATCH/collapsed/135x88/crop/88x88+24+0/http://hss-prod.hss.aol.com/hss/storage/patch/720e447be411f489fe57c33f635cdbf2?1278806954",-74.35947,"<p>The Summit  Y is now offering a special three month reduced rate summer membership for adults, families, seniors. This special membership offer began on June 1, and will expire on September 30, 2010. College students, home for the summer, can also enjoy special monthly reduced rates. Sign up is currently ongoing.</p>&#13; <p>Enjoy our two pools, wellness center, free weight room, climbing wall, open gym, group exercise classes including spin and yoga, sports classes for youth and preschoolers, youth swim lessons, family swim and adult aquatic classes. Personal training available, open 7 days a week.</p>",YMCA,"Daily, 6:00am–10:00pm","67 Maple St, Summit, NJ 07901"
http://www.summitareaymca.org,http://summit.patch.com/events/summit-y-summer-programs-registration,40.71596,Summit Y Summer Programs Registration,908-273-3330,"http://o4.aolcdn.com/dims-shared/dims3/PATCH/collapsed/135x88/crop/88x88+24+0/http://hss-prod.hss.aol.com/hss/storage/patch/7d745b71038c3ef39fb793ac3c5aabe6?1278807178, http://o4.aolcdn.com/dims-shared/dims3/PATCH/collapsed/135x88/crop/88x88+24+0/http://hss-prod.hss.aol.com/hss/storage/patch/7d745b71038c3ef39fb793ac3c5aabe6?1278807178",-74.35947,"<p>Registration for the Summer Program Session at the Summit YMCA continues throughout the summer.  </p>&#13; <p>All classes are open to non-members.  Summer session runs from June 28 through August 29 and features classes for parent/child, preschool and youth aquatics, preschool sports, and youth and teen sports clinics.</p>&#13; <p>Classes are continuous throughout the summer and registration will be ongoing either online at www.summitareaymca.org, or in person at the Y.</p>&#13; <p>For a complete listing of programs and to download a copy of the Summer Program Guide visit www.summitareaymca.org. The Summit YMCA is located at 67 Maple Street, 908-273-3330. Financial assistance is available for Y programs and membership to all qualified youth and families. </p>&#13; <p>           </p>",YMCA,"Daily, 6:00am–10:00pm","67 Maple St, Summit, NJ 07901"
http://www.lilreadingscientists.com,http://summit.patch.com/events/free-literacy-screening-4,40.745755,Free Literacy Screening,973-822-3200,"http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/133x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/e2524b79d0dc1e8bab0cc83aa27c34f3?1278889463, http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/133x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/e2524b79d0dc1e8bab0cc83aa27c34f3?1278889463",-74.428794,"<p>Lil' Reading Scientists is a literacy learning center for children ages 4-12 years old, offering small group classes and individual tutoring in reading, writing, spelling, handwriting, and reading comprehension and fluency. Lil' Reading Scientists is offering free reading screenings for children ages 4-12 daily from 8:30-5:30. Please call the center at 973-822-3200 to make an appointment. We Build Strong Readers!</p>&#13; <p>Become a fan of Lil' Reading Scientists on Facebook to read Miss Jenelle's Weekly Tips on literacy.</p>",,"Daily, 8:30am–5:30pm","641 Shunpike Rd, Chatham, NJ 07928"
http://www.theconnectiononline.org,http://summit.patch.com/events/summer-day-camps-begin-at-the-connection,40.71452,SUMMER DAY CAMPS BEGIN AT THE CONNECTION,908-273-4242,"http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/117x88/crop/88x88+15+0/http://hss-prod.hss.aol.com/hss/storage/patch/2939123ec811d7f67a87b163d876c01c?1278945982, http://o1.aolcdn.com/dims-shared/dims3/PATCH/collapsed/88x95/crop/88x88+0+4/http://hss-prod.hss.aol.com/hss/storage/patch/e8d375cc0673521b873097406b630165?1278946957, http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/102x88/crop/88x88+7+0/http://hss-prod.hss.aol.com/hss/storage/patch/e1b0d5d4e04cad4a5d4fabd9f42136ef?1278946956, http://o1.aolcdn.com/dims-shared/dims3/PATCH/collapsed/115x88/crop/88x88+13+0/http://hss-prod.hss.aol.com/hss/storage/patch/3fa18d738e6d88768443bf7533457d82?1278945986, http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/117x88/crop/88x88+15+0/http://hss-prod.hss.aol.com/hss/storage/patch/2939123ec811d7f67a87b163d876c01c?1278945982, http://o1.aolcdn.com/dims-shared/dims3/PATCH/collapsed/88x95/crop/88x88+0+4/http://hss-prod.hss.aol.com/hss/storage/patch/e8d375cc0673521b873097406b630165?1278946957, http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/102x88/crop/88x88+7+0/http://hss-prod.hss.aol.com/hss/storage/patch/e1b0d5d4e04cad4a5d4fabd9f42136ef?1278946956, http://o1.aolcdn.com/dims-shared/dims3/PATCH/collapsed/115x88/crop/88x88+13+0/http://hss-prod.hss.aol.com/hss/storage/patch/3fa18d738e6d88768443bf7533457d82?1278945986",-74.36004,"<p>Summer Day Camps begin at The Connection, 79 Maple Street, on June 28 and run through August 20, offering eight weekly sessions for girls and boys ages 3 and older.</p>&#13; <p> In addition, the beginner golf camp is back by popular demand for the week of Aug. 23-27 for boys and girls ages 5-11. New this year is Olympic Camp, Aug 30 – Sept 3.</p>&#13; <p>You can still join in the fun…check out Summerfun Camp for boys and girls ages 3- grade 3, Girls' Gymnastics Camp for ages 4 and up, Lights, Camera, Action, a 2 week theater camp for ages 4 and up, Camp Cool, and afternoon camp for ages 4 and up, plus Sports Camp and Soccer Camp which focuses solely on soccer.</p>&#13; <p>All of the day camps at The Connection for Women and Families provide a variety of scheduling options that can create an extended day, such as Sunrisers early morning drop-off as early as 7:30 am, or Camper Club until 6 pm.</p>&#13; <p>For more information about the summer day camps and afternoon mini-camps, call The Connection at 908-273-4242 or visit www.TheConnectionOnline.org</p>",The Connection for Women and Families,"Daily, 8:30am–4:30pm","79 Maple St, Summit, NJ 07901"
http://www.lilreadingscientists.com,http://summit.patch.com/events/kindergarten-enrichment-at-lil-reading-scientists-10,40.745755,Kindergarten Enrichment at Lil' Reading Scientists,973-822-3200,"http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/133x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/e2524b79d0dc1e8bab0cc83aa27c34f3?1278889463, http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/133x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/e2524b79d0dc1e8bab0cc83aa27c34f3?1278889463",-74.428794,"<p>Beginning in September of 2010, Lil' Reading Scientists will offer a Kindergarten Enrichment program for children attending half day public kindergarten.  Parents can choose between AM or PM enrichment classes, with AM classes meeting from 9:00-11:00 and PM classes meeting from 1:00-3:00.</p>&#13; <p>The curriculum will focus on phonics, reading, writing, spelling, handwriting, and mathematics, and each class is limited to six students.  Children may attend two, three or five days per week.</p>&#13; <p>Lil' Reading Scientists is a literacy learning center for children ages 4-12 years old.  The center's mission is to create strong readers, and utilizes the Orton Gillingham method to teach the alphabet, letter sounds, beginning, advanced, and remedial reading.  Lil' Reading Scientists is located in the Hickory Square Mall at 641 Shunpike Road in Chatham.  Director Jenelle Erickson Boyd is a NJ State Certified Reading Specialist with 30 years of teaching experience with children and adults.  </p>",,"Daily, 8:30am–5:30pm","641 Shunpike Rd, Chatham, NJ 07928"
http://www.lilreadingscientists.com,http://summit.patch.com/events/lil-reading-scientists-summer-registration-5,40.745755,Lil' Reading Scientists Summer Registration,973-822-3200,"http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/133x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/e2524b79d0dc1e8bab0cc83aa27c34f3?1278889463, http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/133x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/e2524b79d0dc1e8bab0cc83aa27c34f3?1278889463",-74.428794,"<p>Registration has begun for our Summer classes.  Lil' Reading Scientists is a literacy learning center for children ages 4-12 years old, offering small group classes and individual tutoring in reading, writing, spelling, handwriting, and reading comprehension and fluency.  Please call the center at 973-822-3200 to make an appointment for your free reading screening. We Build Strong Readers! </p>&#13; <p>Become a fan of Lil' Reading Scientists on Facebook to read Miss Jenelle's Weekly Tips on literacy.</p>",,"Daily, 8:30am–5:30pm","641 Shunpike Rd, Chatham, NJ 07928"
http://www.lilreadingscientists.com,http://summit.patch.com/events/lil-reading-scientists-fall-registration-5,40.745755,Lil' Reading Scientists Fall Registration,973-822-3200,"http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/133x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/e2524b79d0dc1e8bab0cc83aa27c34f3?1278889463, http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/133x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/e2524b79d0dc1e8bab0cc83aa27c34f3?1278889463",-74.428794,"<p>Registration has begun for our Fall classes, including our new Kindergarten Enrichment program.  Lil' Reading Scientists is a literacy learning center for children ages 4-12 years old, offering small group classes and individual tutoring in reading, writing, spelling, handwriting, and reading comprehension and fluency.  Please call the center at 973-822-3200 to make an appointment for your free reading screening. We Build Strong Readers! </p>&#13; <p>Become a fan of Lil' Reading Scientists on Facebook to read Miss Jenelle's Weekly Tips on literacy.</p>",,"Daily, 8:30am–5:30pm","641 Shunpike Rd, Chatham, NJ 07928"
http://www.newcanaaanlibrary.org,http://newcanaan.patch.com/events/drop-in-summer-srotytimes-at-the-new-canaan-library,41.145885,Drop-In Summer Srotytimes at the New Canaan Library,203-594-5002,,-73.49178,<p>Childrens Drop-In Summer Storytimes at the New Canaan Library</p>&#13; <p> </p>&#13; <p>The New Canaan Library will Have Childrens read aloud stroy programs at 10:00 am Turesday July 20th and July 27th. For Children ages 3-5 years old.</p>&#13; <p> </p>,New Canaan Library,"Weekly on Tuesdays, 10:00am","151 Main St, New Canaan, CT 06840"
http://www.thelearninglabllc.com,http://summit.patch.com/events/free-summer-story-hour-3,40.7593,Free Summer Story Hour,973-520-8245,"http://o5.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/cece2888c8d2c2a8d362f01ba775be7b?1278925201, http://o4.aolcdn.com/dims-shared/dims3/PATCH/collapsed/88x93/crop/88x88+0+3/http://hss-prod.hss.aol.com/hss/storage/patch/71ae7f67cf5f169e0e23752994e07aea?1278883860, http://o5.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/5bbf6cb3fcea68326be31d31f6231b4b?1278919163, http://o5.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/cece2888c8d2c2a8d362f01ba775be7b?1278925201, http://o4.aolcdn.com/dims-shared/dims3/PATCH/collapsed/88x93/crop/88x88+0+3/http://hss-prod.hss.aol.com/hss/storage/patch/71ae7f67cf5f169e0e23752994e07aea?1278883860, http://o5.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/5bbf6cb3fcea68326be31d31f6231b4b?1278919163",-74.41591,"<p>Beginning June 30th, The Learning Laboratory will host a weekly free event: Story Hour with Ms. Allison. The free weekly event will take place on Wednesdays during the summer, from 2:30-3:30 pm. Each week will feature a new theme, award-winning children's literature, songs and crafts. Group size will be limited. </p>&#13; <p> </p>&#13; <p>The Learning Lab is a full-service learning center located in downtown Madison. The center provides Pre-K and Kindergarten enrichment classes, elementary-school skill classes, individual tutoring, education testing and school consultation. The center is staffed by certified teachers.</p>&#13; <p>For more information about the free Story Hour, please call or email the center. </p>",,"Daily, 9:00am–5:00pm","36 Main St, Madison, NJ 07940 (Parking in rear of building)"
http://www.newcanaanlibrary.org,http://newcanaan.patch.com/events/childrens-crafts-at-the-new-canaan-library,41.145885,Children's Crafts at the New Canaan Library,203-594-5002,,-73.49178,"<p>Children's Crafts at the New Canaan Library</p>&#13; <p>A drop-in event for children of all ages and their parents. Every Tuesdayin the New Canaan Library Children's Programs Room, from 3:30pm-4:30pm July 20th til August 24th. If your child loves markers, stickers, glitter tissue paper and crafts be sure to come!</p>",New Canaan Library,"Weekly on Tuesdays, 3:30pm–4:30pm","151 Main St, New Canaan, CT 06840"
,http://summit.patch.com/events/summer-inclusion-playground-program-in-westfield,40.65728,Summer Inclusion Playground Program in Westfield,908-789-4080,,-74.3608,"<p>The event requires registration, which begins on June 1.</p>&#13; <p>The program is being offered by the Westfield Recreation Department in collaboration with TryCAN. It is designed for children who will enter first to sixth grade in September. There will be two session. The morning one will be from 9am - 11:45am, and the afternoon one will be from 1pm - 3:45pm. You can register in person at the Westfield Recreation, 425 E. Broad Street, Westfield, NJ. For more information, call Dee Kay at the number provided.</p>",Franklin Elementary School,"Daily, 9:00am–11:45am","700 Prospect St, Westfield, NJ 07090 (Playground)"
,http://summit.patch.com/events/drawing-for-free-kindergarten-enrichment-class-3,40.7593,Drawing for Free Kindergarten Enrichment Class,,"http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/388f5cb7c5c6c525c7a2c5b7181d7444?1278975302, http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/d6dfdad481a418061fafdcca93b01231?1278975274, http://o1.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/19096a05287cfbac878c25745e421162?1278973648, http://o4.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/f875a84285ca26fb841420eaafc8737?1278973708, http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/d6dfdad481a418061fafdcca93b01231?1278975274, http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/388f5cb7c5c6c525c7a2c5b7181d7444?1278975302, http://o1.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/19096a05287cfbac878c25745e421162?1278973648, http://o5.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/7720c48b6a5892d7ea0ba363ca6b2fa0?1278973647, http://o4.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/f875a84285ca26fb841420eaafc8737?1278973708, http://o5.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/7720c48b6a5892d7ea0ba363ca6b2fa0?1278973647",-74.41591,"&#13; &#13; <p>The Learning Laboratory in downtown Madison is holding a drawing for a free Kindergarten Enrichment Class. The half-day, full year program is designed to extend fun and learning for students in half-day public school programs. The program features hands-on active learning, using interesting themes that encompass math, literacy, science and cultural lessons. Class size is limited to 6 students with 2 certified teachers. The drawing will include one first prize winner, who will receive a free class and 2 second prize winners, who will both receive 50% off. Non-winning entrants will receive a $500 off coupon. Interested families can stop by the center to fill out an entry form or email contact information to the center at thelearninglaboratory@gmail.com. The drawing will be held on July 31st and winners will be notified by telephone and email. </p>&#13; <p>Learning Lab owners Polly Scott and Nancy DiPaola are certified teachers with 20 years' experience in teaching. To learn more about The Learning Lab, check out our website at  www.TheLearningLabLlc.com and see our photos and discussion on Facebook! </p>&#13;",,"Daily, 9:00am","36 Main St, Madison, NJ 07940"
http://www.newcanaanlibrary.org,http://newcanaan.patch.com/events/pj-stroytimes-at-the-new-canaan-library,41.145885,PJ Stroytimes at the New Canaan Library,203-594-5002,,-73.49178,"<p>PJ Storytime at the New Canaan Library</p>&#13; <p>For ages 3 - 8 years old and their parents. Come and enjoy stories, a film and refreshments in the Children's Program Room</p>&#13; <p> </p>",New Canaan Library,"Weekly on Tuesdays, 6:30pm–7:15pm","151 Main St, New Canaan, CT 06840"
http://www.summitareaymca.org,http://summit.patch.com/events/summer-camps-in-full-swim-at-summit-y,40.71596,Summer Camps in Full Swim at Summit Y,908-273-3330,"http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/132x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/11919a3643bbf27042c6dc2c327b6b58?1279721746, http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/132x88/crop/88x88+22+0/http://hss-prod.hss.aol.com/hss/storage/patch/11919a3643bbf27042c6dc2c327b6b58?1279721746",-74.35947,"<p>The Summit Y camps are an exciting, safe community for young people to explore the outdoors, build self-esteem, develop interpersonal skills and make lasting friendships and memories. At the Y we believe that all kids deserve the opportunity to discover who they are and what they can achieve.</p>&#13; <p>All summer camps are in full swing at the Summit Y, and run for weekly sessions though August 27. Extended care options are available, as well as financial assistance.</p>&#13; <p><br />The Summit Area Y offers a variety of camps for ages 3 through teens, and features preschool camps, traditional day camps, specialty camps and teen trek and leadership camps. Complete details about camp programs can be found at www.summitareaymca.org. The Summit Y is located at 67 Maple Street, 908-273-3330. Registration is available either in person at the Y or online at www.summitareaymca.org.</p>",YMCA,"Daily, 9:00am–5:00am","67 Maple St, Summit, NJ 07901"
http://newcanaan.info,http://newcanaan.patch.com/events/waveny-park-cross-country-races-2,41.12651,Waveny Park Cross Country Races,,,-73.485369,"<p>Runners of all ages are welcome to participate in Waveny Park's Tuesday night cross country race series. All races begin at 7pm, with sign-up at 6:30. No advance registration is necessary.</p>&#13; <p>Races for kids 8-13 - a half-mile loop with prizes - are scheduled for Tuesday June 15, July 20 and Aug. 24. Meet adjacent to the west parking lot at Waveny Park.</p>&#13; <p>Adult cross country races commence from Waveny's west parking lot:</p>&#13; &#13; June 15, Standard race",Waveny Park,"Weekly on Tuesdays, 7:00pm","677 South Ave, New Canaan, CT 06840"
http://www.thelearninglabllc.com,http://summit.patch.com/events/fine-motor-class-offered-in-august-2,40.7593,Fine Motor Class Offered in August,973-520-8245,"http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/7f3c9230d0f6018a4b9280999e194f6b?1279668571, http://o5.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/f341d0c66fc7e639eda58a7710179283?1279669091, http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/13f5690dde7b577671786830c1dac9b0?1279668744, http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/13f5690dde7b577671786830c1dac9b0?1279668744, http://o4.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/845071d0adabe7ce6fd2a87a9abf6c41?1279667654, http://o2.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/7f3c9230d0f6018a4b9280999e194f6b?1279668571, http://o4.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/845071d0adabe7ce6fd2a87a9abf6c41?1279667654, http://o5.aolcdn.com/dims-shared/dims3/PATCH/collapsed/116x88/crop/88x88+14+0/http://hss-prod.hss.aol.com/hss/storage/patch/f341d0c66fc7e639eda58a7710179283?1279669091",-74.41591,"<p>The Learning Lab will offer a fine motor class in August for children ages 4-6. The class will focus on developing fine motor skills, hand-eye coordination, tracing, cutting and writing skills through fun hands-on activities. </p>&#13; <p>The class will run Wednesdays, beginning August 4th from 10-11 am and will be limited to 4 students with one certified teacher.  For information or to register, please contact the center. </p>",,"Daily, 9:00am","36 Main St, Madison, NJ 07940"
http://www.ChineseLanguageSchool.org,http://newcanaan.patch.com/events/chinese-programs-in-new-canaan,41.146792,Chinese Programs in New Canaan,866.301.4906,,-73.493994,"<p>Students Participate in Chinese Art and Culture Programs -- Redding-based Artist Introduces Children to Chinese-Themed Mixed-Media Art -- “VP Art &amp; Culture Katy Chen Myers is an energetic, true professional, dedicated to exploring Chinese history and culture with students via art, and we are all so lucky to have her,” noted CLSC Principal, Daisy Chen Laone. Riverside, CT, July 1, 2010 – The Chinese Language School of Connecticut (www.ChineseLanguageSchool.org), the fully-accredited, non-profit, Riverside, CT-based provider of Chinese language programs to students, schools and corporations, is pleased to announce expansion of their preschool, tutoring, and Art and Culture programs for academic year 2010 - 2011. New Canaan resident, Susan Serven, explained, “Many New Canaan parents have expressed interest in our preschool Chinese classes, as well as After School programs and our Art &amp; Culture Workshops, but they may not have been able to make the trip down to Greenwich on weekends or during the school week. We’re pleased to announce that we will now be able to offer our programs at various locations in the New Canaan area, along with private tutoring for NCHS students needing additional practice with their Chinese.” During the Art and Culture section of CLSC’s classes this year, VP Art &amp; Culture Katy Chen Myers, of Redding, CT, developed and ran segments whereby students studied traditions and celebrations focused on Chinese folktales and festivals such as the Moon festival. Handcrafted lanterns have been designed by CLSC students for an art shows in Westport and Greenwich this fall and winter. Ms. Myers explained, Children love to cook, and eat, and are usually very interested in what others’ meals are like, as well. In our segment “The Chinese Diet” we studied agricultural traditions of northern and southern China, culminating with a look at traditional Chinese foods, and the banquet foods of the Qing Dynasty. China has a tradition of travelling performers creating shadow puppet theaters during the Ming Dynasty, and up to the modern era. Our younger students were able to design their own shadow puppets as they learned about these Chinese entertainment traditions. We created our own, authentic traveling Chinese Shadow Puppet theater, probably the only one in the tri-state area, and students assisted in recent puppet performances.” Ms. Myers continued, “One of our goals is to introduce Chinese as a second language to students while allowing them to explore Chinese culture via art in age appropriate ways. Our older students’ main focus centered on answering the question: Who am I? by creating a mixed-media project which involved students telling their own story by creating a biography in Chinese characters, and by creating self portraits using the graphic novel “American Born Chinese by Gene Yang as their inspiration. Another project for this upcoming school year is the Chinese Cherry &amp; plum blossom quilt which will also be readied for exhibit in upcoming shows. One of the highlights of this past year was that in addition to showcasing work at various children’s venues, art created by CLSC students was accepted into a professional artist exhibit at Weston Art’s Center in Weston CT. The seven Sages of the Bamboo Grove, a series of four paintings by students from CLSC levels 3-8, was displayed alongside works by professional illustrators, photographers and print makers from all over the US. We are currently working with various venues to plan more exhibits as professionals, in New Canaan, Ridgefield and New York City for the 2010-2011 academic year. The main theme for CLSC’s art and culture segments next year will be the Silk Road. Many exciting projects are currently being planned for all levels with the goal being exhibition in various schools and libraries in Fairfield County. I’m so pleased to be able to share my passion for art, and Chinese culture, with students of all ages, via CLSC’s programs. ” For information on CLSC’s weekend or weekday language classes, summer programs, private tutoring, corporate services, or any of their other programs, please visit www.ChineseLanguageSchool.org or email them at info@ChineseLanguageSchool.org. * * *</p>",New Canaan CARES,"Daily, 10:00pm–6:00pm","91 Elm St, New Canaan, CT 06840"
http://www.summit.colormemine.com,http://summit.patch.com/events/summer-art-camp,40.717663,COLOR ME MINE Summer Art Camp,(908) 598-0248,"http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/88x115/crop/88x88+0+14/http://hss-prod.hss.aol.com/hss/storage/patch/56660ec3ece34fbfd6f0d236b65bf0c6?1278950812, http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/88x115/crop/88x88+0+14/http://hss-prod.hss.aol.com/hss/storage/patch/56660ec3ece34fbfd6f0d236b65bf0c6?1278950812",-74.359983,"<p>Ages:  Open to kids 8 years and older</p>&#13; <p>Fee:    $225 per week (plus tax)</p>&#13; <p>We do not allow single day class registrations</p>&#13; <p>Lunch:  Bring bag lunch Monday - Thursday, drinks provided.  Pizza party on Friday.</p>&#13; <p>Every week, the camp will have a different theme.  Each day, kids will create a project in that theme under the instruction of our studio teaching staff.  Projects will be multi-media.  On some days, not all, a ceramic project will also be created in the theme.  Ceramic pieces that need to be fired can be picked up seven days from the day of the class after being fired in our kilns.  Multi-media art projects that do not need to be fired will be taken home the same day.  See the full class schedule on the website:  www.summit.colormemine.com. </p>",Color Me Mine,"Weekly on Mondays, Tuesdays, Wednesdays, Thursdays, and Fridays, 10:00am–2:00pm","438 Springfield Ave, Summit, NJ 07901"
http://www.newcanaan.info,http://newcanaan.patch.com/events/nctv-airs-on-the-town-with-jeb-walker-the-new-canaan-community-foundations-annual-grant-distrubution-program-the-town-meeting-on-cellphone-tower-placement,41.148195,"NCTV Airs &quot;On the Town with Jeb Walker&quot;, The New Canaan Community Foundation's Annual Grant Distrubution Program &amp; The Town Meeting on Cellphone Tower Placement",203-219-2525,,-73.493025,"<p>Starting on Friday, July 23rd - Thursday, July 29th</p>&#13; <p> At 10am, 2pm, 4pm &amp; 8pm<br />""On the Town with Jeb Walker""<br />The First Selectman discusses the 2010 Town Wide Survey with John Rice,<br />Chairman of the Conservation Commission      </p>&#13; <p>At Noon &amp; 6pm<br />The New Canaan Community Foundation's Annual Grant Distrubution Program<br />Held at Morrill Hall at St. Mark's Church on May 19th  </p>&#13; <p>At 10pm<br />The Town Meeting on Cellphone Tower Placement held on July 13th</p>",NCTV Channel 79,Daily,"77 Main St, New Canaan, CT 06840"
http://www.cityofsummit.org/,http://summit.patch.com/events/hot-summer-nights-free-concert-series,40.71624,Hot Summer Nights Free Concert Series,908-277-2932 x12,"http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/88x114/crop/88x88+0+13/http://hss-prod.hss.aol.com/hss/storage/patch/be08f6ae7f2e4ad63476c0ee6b3900d5?1278941902, http://o3.aolcdn.com/dims-shared/dims3/PATCH/collapsed/88x114/crop/88x88+0+13/http://hss-prod.hss.aol.com/hss/storage/patch/be08f6ae7f2e4ad63476c0ee6b3900d5?1278941902",-74.35936,"<p>Summit's Village  Green rocks every Tuesday night in July as the Department of Community  Programs presents the Hot Summer Nights Concert Series.The line  up for this exciting concert series has been announced for 2010. The  concerts are held at 7:00 PM on the Village Green.</p>&#13; <p>This year's  concert series is made possible with thanks to the Presenting Sponsor  Investors Savings Bank. Their generous donation and entertainment at  each of the concerts makes the Hot Summer Nights Concert Series the best  in the region. Each night, the Investors Savings staff surprises our  residents with something new and exciting. Premium Sponsors for the  event to date are Otterstedt Insurance and PNC Bank. Without their  assistance, the series could not be a reality. Additional sponsors are  sought for these great concerts.</p>&#13; <p>Mark your calendar and invite your friends. Each Tuesday night in July,  join the Department of Community Programs on the Village Green in Summit  as we rock the Green! For further information or details on how to  become a sponsor, call 908-277-2932.</p>&#13; <p>Summer Concert Schedule:</p>&#13; <p>July 6th ""The Bronx Wanderers""<br /> July 13th ""The  Beth Anne Clayton Band""<br /> July 20th ""Carnaby Street""<br /> July  27th ""The B Street Band""</p>",Village Green,"Weekly on Tuesdays, 7:00pm","Broad St & Maple St, Summit, NJ 07901"
