longitude,eventPhoneNumber,state,image,street,city,price,description,venue,latitude,moreInfoLink,zipCode,title,website
-110.969,520-622-8997,,,"439 N. Sixth Ave., Ste. 171",Tucson,free,"<p>Conrad Wilde opens the fall season with ""Structures."" Through sculpture, drawing and printmaking, the exhibit examines the building blocks of form and physical geometries. Featured artists: Kim Matthews, Garry Mitchell, Tim Mosman and Miles Conrad.</p><br>",Conrad Wilde Gallery,32.2274,http://tucson.metromix.com/arts-culture/gallery_exhibit/structures-downtown/2152785/content,,"""Structures""",http://tucson.metromix.com/arts-culture/contemporary/conrad-wilde-gallery-downtown/683147/content
-87.6255,312-742-8497,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/2045634,66 E. Randolph St.,Chicago,$20; $15 for students,"<p>500 Clown ensemble member Molly Brennan portrays Madam Barker, a recently deceased singer who comes back from the dead to host her own funeral. Features performances by magicians, clowns, sideshow freaks and burlesque dancers with appearances by pianist John Fournier, Frontera Grill owner Rick Bayless (Bravo TV's ""Top Chef Masters"") and Peter Sagal (host of NPR's ""Wait, Wait...Don't Tell Me!"").</p><br>",Chicago DCA Storefront Theater,41.8845,http://chicago.metromix.com/theater/theater_event/madam-barkers-halloween-variety-loop/2045634/content,,Madam Barker's Halloween Variety Show,http://chicago.metromix.com/theater/theater/chicago-dca-storefront-theater-loop/142954/content
-87.6219,312-850-8440,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/2037640,220 E. Chicago Ave.,Chicago,$15-$20; $10 for kids ages 3-10,"<dl>   <dt>Photos:</dt>     <dd>                                                                                                                 </dd> </dl>                                                                      <p>A large-scale, shadow-puppet spectacle on the MCA's outdoor plaza portrays an astronaut's journey to save Earth, and features a five-story-high graphic novel designed by Frank Maugeri (Redmoon artistic director), Jim Lasko (City of Chicago artist-in-residence), Chris Burnham (Marvel Comics illustrator), Phineas X. Jones (local illustrator) and other comic book artists.</p><br>",Museum of Contemporary Art,41.8968,http://chicago.metromix.com/theater/theater_event/the-astronauts-birthday-gold-coast/2037640/content,,The Astronaut's Birthday,http://chicago.metromix.com/museums/alternative_art/museum-of-contemporary-art-gold-coast/136436/content
-87.6597,773-561-4665,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/1913563,4830 N. Broadway,Chicago,$15,"<p>A dark comedy about the family of 19th Century New England hatchet murderess Lizzie Borden explores the public's fascination with murder and violence.</p>  <p>&gt;&gt; Read our interview with ""40 Whacks"" writer Aggie Hewitt and director Irene Marquette.<br></p><br>",The Annoyance Theatre,41.9698,http://chicago.metromix.com/theater/theater_event/40-whacks-uptown/1913563/content,,40 Whacks,http://chicago.metromix.com/theater/theater/the-annoyance-theatre-uptown/146606/content
-90.5886,636-537-1718,,,16955 Chesterfield Airport,Chesterfield,Free,<p>Stop by and marvel at these two-door sport cars as they idle side by side on the outdoor Sachs&rsquo; Plaza. Admission into the museum has been reduced to $5 for this event.  Food and beverages will also be available for purchase. Don't miss out on the opportunity to see these beautiful cars up-close.</p><br>,Kemp Auto Museum,38.669,http://stlouis.metromix.com/events/museum_exhibit/all-porsche-auto-show-chesterfield-valley/2092842/content,,All Porsche Auto Show,http://stlouis.metromix.com/museums/museum/kemp-auto-museum-chesterfield-valley/2084678/content
-87.6297,800-979-3370,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/148873,632 N. Dearborn St.,Chicago,$25; includes two drinks. Advance purchase recommended,"<p>Explore Chicago's allegedly paranormal past during this one-man show starring necromancer Neil Tobin. The 90-minute performance blends local tales with interactive demonstrations inside the building noted by A&amp;E's ""Sightings"" as one of the city's most haunted.</p>  <p>Read a review of the show.</p>  <p><br></p><br>",Excalibur,41.8935,http://chicago.metromix.com/theater/theater_event/supernatural-chicago-river-north/148873/content,,Supernatural Chicago,http://chicago.metromix.com/bars-and-clubs/dance_club/excalibur-river-north/137067/content
-87.6695,773-275-5255,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/2026580,5153 N. Ashland Ave.,Chicago,$15; $10 for students; pay-what-you-can on Thursdays and for previews through Aug. 20,"<p>Stunt men dressed in jumpsuits perform an adaptation of Shakespeare's classic tale of revenge, passion and failure.</p><br>",,41.9755,http://chicago.metromix.com/theater/theater_event/daredevils-hamlet-ravenswood/2026580/content,,Daredevils' Hamlet,http://chicago.metromix.com/theater/theater/the-neo-futurarium-ravenswood/134045/content
-87.6283,800-775-2000,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/1810367,18 W. Monroe St.,Chicago,$18-$85,"<dl>   <dt>Photos:</dt>     <dd>                                                                                          </dd> </dl>                                                                      <p>Tony Award nominee and ""Idol"" finalist Constantine Maroulis stars in the rock 'n' roll romance set to hits from Journey, Styx, REO Speedwagon, Foreigner, Pat Benetar, Whitesnake and other '80s music icons.</p><br>",Bank of America Theatre,41.8807,http://chicago.metromix.com/theater/theater_event/rock-of-ages/1810367/content,,Rock of Ages,http://chicago.metromix.com/theater/community_venue/bank-of-america-theatre-loop/133774/content
-87.6716,773-499-8838,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/2138896,6130 S. Wolcott Ave.,Chicago,$25-$35; $15-$20 for students,"Phoenix Tyler                                                                          <p>A dramedy by local playwright Phoenix Tyler explores issues of paternity, state aid and parental obligations through the experiences of two male and two female characters.</p><br>",Lindbloom High School,41.7824,http://chicago.metromix.com/theater/theater_event/child-support/2138896/content,,Child Support,http://chicago.metromix.com/theater/venue/lindbloom-high-school-englewood-auburn-gresham/2138895/content
-87.6187,312-922-9410,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/293242,1400 S. Lake Shore Drive,Chicago,Free,<p>Applies to general admission.</p><br>,Field Museum,41.8626,http://chicago.metromix.com/museums/museum_exhibit/free-days-chicago/293242/content,,Free days,http://chicago.metromix.com/museums/museum/field-museum-chicago/136928/content
-87.6219,312-280-2660,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/2173852,220 E. Chicago Ave.,Chicago,$28; $10 for students,"<p>European troupe Superamas weaves together a Napoleonic battle, a modern-day party and an Afghanistan documentary-style enactment in a performance which explores the media's influence on popular opinion and the role of politics in art.</p><br>",Museum of Contemporary Art,41.8968,http://chicago.metromix.com/theater/theater_event/empire-art-and-politics-gold-coast/2173852/content,,Empire (Art & Politics),http://chicago.metromix.com/museums/alternative_art/museum-of-contemporary-art-gold-coast/136436/content
-87.5803,773-684-1414,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/946551,5700 S. Lake Shore Drive,Chicago,"$15-$25, includes general admission","<p>The ""green"" home, constructed on the museum grounds, reopens with a remodeled interior, new technologies and updated landscaping. The home features energy-saving techniques and environmentally friendly and recycled materials.</p>  <p>Please note: Museum hours are extended until 5:30 p.m. daily March 18-April 1.</p>  <p>&nbsp;</p><br>",Museum of Science and Industry,41.7924,http://chicago.metromix.com/museums/museum_exhibit/smart-home-green-wired-hyde-park-university-of/946551/content,,Smart Home: Green + Wired,http://chicago.metromix.com/museums/childrens/museum-of-science-and-hyde-park-university-of/136967/content
-87.6483,312-335-1650,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/2026961,1650 N. Halsted St.,Chicago,$20 per show or $45 for three-play pass,"The playwrights                                                                          <p>The sixth annual program features three developmental productions of new plays by Oppenheimer Award-winner Robert O'Hara (""Insurrection: Holding History""), New York playwright Sam Marks (""The Joke"") and local playwright Jason Wells (""Perfect Mendacity,"" ""Men of Tortuga"").</p><br>",Steppenwolf Theatre Company,41.9119,http://chicago.metromix.com/theater/theater_event/first-look-repertory-of-sheffield-de-paul/2026961/content,,First Look Repertory of New Work,http://chicago.metromix.com/theater/theater/steppenwolf-theatre-company-sheffield-de-paul/133407/content
-87.6192,312-939-2438,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/1545475,1200 S. Lake Shore Drive,Chicago,Free with general admission $17.95-$24.95; free for kids ages 3 and under,"<p>The newest permanent Oceanarium show features sea lions, penguins, dolphins, beluga whales and other aquatic life. Show times vary.</p><br>",Shedd Aquarium,41.8672,http://chicago.metromix.com/museums/museum_exhibit/fantasea-grant-park-museums/1545475/content,,Fantasea,http://chicago.metromix.com/museums/aquarium/shedd-aquarium-grant-park-museums/136601/content
-87.6248,312-369-8640,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/2189079,82 E. 11th St.,Chicago,$15,"<p>In her humorous and poignant solo show, Chicago native Erica Watson (best known as a recurring panelist on BET's ""My Two Cents"") explores African-American women's--and American society's--views on the female shape.</p><br>","Getz Theatre, Columbia College Chicago",41.8693,http://chicago.metromix.com/theater/theater_event/fat-bitch-south-loop/2189079/content,,Fat Bitch!,http://chicago.metromix.com/theater/venue/getz-theatre-columbia-college-south-loop/1889029/content
-87.6317,312-642-4600,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/1639393,1601 N. Clark St.,Chicago,Free with museum admission; $12-$14. Free on Mondays and for kids ages 12 and under,"<p>A multimedia exhibition features video clips, artifacts and photographs from current and former residents of the Chicago neighborhood.</p><br>",Chicago History Museum,41.9112,http://chicago.metromix.com/museums/museum_exhibit/my-chinatown/1639393/content,,My Chinatown,http://chicago.metromix.com/museums/history/chicago-history-museum-gold-coast/133702/content
-87.6283,800-775-2000,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/2190018,18 W. Monroe St.,Chicago,$25-$60,"<p>From ""Stomp"" co-creators Luke Cresswell and Steve McNicholas comes a musical spectacle featuring veteran ""Stomp"" performers, classical musicians, physical comedians, aerialists and a 30-member choir, who perform with musical saws, bottles, whirly toys, traffic cones and other homemade objects.</p><br>",Bank of America Theatre,41.8807,http://chicago.metromix.com/theater/theater_event/pandemonium-the-lost-and-loop/2190018/content,,Pandemonium: The Lost and Found Orchestra,http://chicago.metromix.com/theater/community_venue/bank-of-america-theatre-loop/133774/content
-87.6187,312-922-9410,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/1766313,1400 S. Lake Shore Drive,Chicago,"Free with general admission, $12-$15; $8-$10 for kids ages 3-11","<p>See two dozen examples of the ancient art form, used to preserve images of the deceased, share famous literature and more.</p><br>",Field Museum,41.8626,http://chicago.metromix.com/museums/museum_exhibit/lasting-impressions-chinese-rubbings-chicago/1766313/content,,Lasting Impressions: Chinese Rubbings from the Field Museum,http://chicago.metromix.com/museums/museum/field-museum-chicago/136928/content
-87.6494,800-838-3006,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/2162294,3641 N. Halsted St.,Chicago,$15-$25,"<p>Local cabaret duo Scott Bradley and Jonny Stax (a.k.a. The Scooty &amp; JoJo Show) revive their musical tribute to the 1978 John Carpenter slasher flick ""Halloween"" for this fourth annual production. Bradley leads the eight-member cast backed by a three-piece band.</p><br>",Circuit,41.9468,http://chicago.metromix.com/theater/theater_event/carpenters-halloween-boystown/2162294/content,,Carpenters' Halloween,http://chicago.metromix.com/bars-and-clubs/dance_club/circuit-boystown/137063/content
-87.7177,847-475-1030,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/2013652,3001 Central St.,Evanston,$2.50-$5; free admission every first Friday of the month,"<p>A showcase of beadwork, bags, moccasins, dolls and other objects representing the tribes of the Great Plains from the 1880s to 1930s.</p>  <p>At 2 p.m. July 3, a curator leads a tour of the exhibition.</p><br>",Mitchell Museum of the American Indian,42.0644,http://chicago.metromix.com/museums/museum_exhibit/dazzling-colors-the-evolution-chicago/2013652/content,,Dazzling Colors: The Evolution of Plains Reservation Art,http://chicago.metromix.com/arts-culture/ethnic/mitchell-museum-of-the-evanston/143139/content
-87.6492,773-348-4000,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/148571,3133 N. Halsted St.,Chicago,$49-$69; $32 for student rush tickets,"<dl>   <dt>Photos:</dt>     <dd>                                                                                                                 </dd> </dl>                                                                      <p>Schedule note: Shows generally take place Thursdays through Sundays. There are occasional Monday, Tuesday and Wednesday performances as well. (See hours, above.)<br><br>This long-running and constantly evolving hit show combines performance art and slapstick comedy into a unique theatrical event.</p><br>",Briar Street Theatre,41.939,http://chicago.metromix.com/theater/theater_event/blue-man-group-chicago/148571/content,,Blue Man Group,http://chicago.metromix.com/theater/theater/briar-street-theatre-chicago/136277/content
-87.5803,773-684-1414,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/2110339,5700 S. Lake Shore Drive,Chicago,"$2-$5 in addition to general admission, $9-$15","<p>Explore the mind behind iconic puppets such as Kermit the Frog and Bert and Ernie in this interactive exhibit, showcasing Muppets such as Miss Piggy and characters from Henson's 1982 film, ""The Dark Crystal,"" and his TV show, ""Fraggle Rock,"" plus rare photos and drawings. Also, create your own puppet or movie soundtrack.</p><br>",Museum of Science and Industry,41.7924,http://chicago.metromix.com/museums/museum_exhibit/jim-hensons-fantastic-world-hyde-park-university-of/2110339/content,,Jim Henson's Fantastic World,http://chicago.metromix.com/museums/childrens/museum-of-science-and-hyde-park-university-of/136967/content
-87.6597,773-561-4665,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/430600,4830 N. Broadway,Chicago,$15,"<p>The Annoyance Theatre remounts its long-running inaugural production, a campy musical comedy about the adventures of male and female inmates serving time for sex offenses.</p><br>",The Annoyance Theatre,41.9698,http://chicago.metromix.com/theater/theater_event/co-ed-prison-sluts-uptown/430600/content,,Co-Ed Prison Sluts,http://chicago.metromix.com/theater/theater/the-annoyance-theatre-uptown/146606/content
-87.6723,312-738-1503,,,1852 W. 19th St.,Chicago,Free,<p>The annual exhibit honoring the bicentennial and centennial of Mexico&rsquo;s independence and revolution features alters and artwork from local and international artists. Includes daily sugar skull making demonstrations through Nov. 2. Meet the local artists at an opening night reception.</p><br>,National Museum of Mexican Art,41.8559,http://chicago.metromix.com/museums/museum_exhibit/vida-breve-day-of-little-tuscany/2127404/content,,Vida Breve: Day of the Dead,http://chicago.metromix.com/museums/art/national-museum-of-mexican-little-tuscany/133990/content
-87.6521,773-935-6100,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/697107,2540 N. Lincoln Ave.,Chicago,$25-$77.50,"<p>This musical--which moves to the Apollo directly from a run at Goodman Theatre--recreates a legendary, impromptu 1956 Sun Records recording session featuring Elvis Presley, Carl Perkins, Johnny Cash and Jerry Lee Lewis and includes the hit songs ""Blue Suede Shoes,"" ""My Baby,"" ""16 Tons"" and more.</p>  <p>Everyone's a critic. Even you!<br>Have you seen this show? Tell us what you think by clicking the ""Add your own"" link in the comments section above. Not a registered user? Sign up now. It just takes a sec!</p><br>",Apollo Theater,41.9278,http://chicago.metromix.com/theater/theater_event/million-dollar-quartet-sheffield-de-paul/697107/content,,Million Dollar Quartet,http://chicago.metromix.com/theater/theater/apollo-theater-sheffield-de-paul/134811/content
-87.5803,773-684-1414,,,5700 S. Lake Shore Drive,Chicago,Free,"<p>Fees apply to parking, Omnimax shows, the ""U-505"" tour and the exhibition ""Smart Home: Green + Wired.""</p><br>",Museum of Science and Industry,41.7924,http://chicago.metromix.com/museums/museum_exhibit/free-general-admission/961414/content,,Free general admission,http://chicago.metromix.com/museums/childrens/museum-of-science-and-hyde-park-university-of/136967/content
-87.6242,312-443-3600,,,111 S. Michigan Ave.,Chicago,"$10-$18, includes museum admission. Thursdays free after 5 p.m.",<p>An exhibition features 17 Mexican sculptures dating from 900 B.C. to 1521 A.D.</p><br>,Art Institute of Chicago,41.8807,http://chicago.metromix.com/museums/museum_exhibit/ballplayers-gods-and-rainmaker-grant-park-museums/2167293/content,,"Ballplayers, Gods and Rainmaker Kings: Masterpieces from Ancient Mexico",http://chicago.metromix.com/museums/art/art-institute-of-chicago-grant-park-museums/136880/content
-87.6287,800-775-2000,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/1340652,24 W. Randolph St.,Chicago,$28-$100,"<p>The touring production of the Tony Award-winning Broadway musical by Elton John and Lee Hall, directed by Stephen Daldry (who also directed the 2000 film of the same title) begins an extended run in Chicago. The storyline follows the struggles of a young boy in 1980s working-class England who discovers a passion for dancing while on his way to a boxing lesson.</p>  <p>Ten limited view $25 rush tickets go on sale at 10 a.m. daily (11 a.m. on Sundays) at the box office.</p>  <p>Through Sept. 16: Get one free kids' ticket (ages 14 and under) with purchase of adult ticket for Tuesday-Thursday performances</p><br>","Ford Center for the Performing Arts, Oriental Theatre",41.8844,http://chicago.metromix.com/theater/theater_event/billy-elliot-the-musical-loop/1340652/content,,Billy Elliot the Musical,http://chicago.metromix.com/theater/theater/ford-center-for-the-loop/137286/content
-87.6326,800-775-2000,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/1729842,151 W. Randolph St.,Chicago,$45.14-$106.71,<dl>   <dt>Photos:</dt>     <dd>                                                                                                                 </dd> </dl>                                                                      <p>The Tony Award-winning musical returns to Chicago for an eight-week engagement. The story follows the odyssey of two unlikely friends in the Land of Oz: the fiery Wicked Witch of the West and Glinda the Good Witch.<br></p><br>,Cadillac Palace Theatre,41.8844,http://chicago.metromix.com/theater/theater_event/wicked-loop/1729842/content,,Wicked,http://chicago.metromix.com/theater/theater/cadillac-palace-theatre-loop/142333/content
-87.7164,773-638-1766,,,300 N. Central Park Ave.,Chicago,Free,"<p>A permanent exhibition details how air, water and light make sugar.</p><br>",Garfield Park Conservatory,41.8862,http://chicago.metromix.com/museums/museum_exhibit/sugar-from-the-sun-garfield-park/297801/content,,Sugar from the Sun,http://chicago.metromix.com/leisure/recreation_facilities/garfield-park-conservatory-garfield-park/134256/content
-87.6535,773-348-4975,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/1733833,954 W. Belmont Ave.,Chicago,$5,"<p>Local comics Adam Guerino and The Puterbaugh Sisterz and DJ Greg Haus host a variety show featuring performance art, burlesque, live music and more. A dance party with the cast follows.</p><br>",Berlin,41.9399,http://chicago.metromix.com/bars-and-clubs/bar_club_event/nightcaps-lakeview/1733833/content,,Nightcaps,http://chicago.metromix.com/bars-and-clubs/dance_club/berlin-lakeview/134152/content
-87.6068,773-947-0600,,,740 E. 56th Pl.,Chicago,"Free with general admission, $1-$3.","<p>More than 100 military artifacts, objects, images and documents spanning the Revolutionary War to the Vietnam War highlight the service and hardships of African-American soldiers.</p><br>",,41.7928,http://chicago.metromix.com/museums/museum_exhibit/red-white-blue-and-washington-park-woodlawn/377580/content,,"Red, White, Blue and Black: A History of Blacks in the Armed Forces",http://chicago.metromix.com/museums/cultural_center/dusable-museum-of-african-washington-park-woodlawn/136019/content
-87.6326,800-775-2000,,http://chicago.metromix.com/content_image/thumbnail/4x3/180/1756868,151 W. Randolph St.,Chicago,$25-$97,<p>The Tony Award-winning musical about the coming of age struggles of an African lion returns to Chicago for a nine-week engagement.</p><br>,Cadillac Palace Theatre,41.8844,http://chicago.metromix.com/theater/theater_event/disneys-the-lion-king-loop/1756868/content,,Disney's The Lion King,http://chicago.metromix.com/theater/theater/cadillac-palace-theatre-loop/142333/content
-87.6242,312-443-3600,,,111 S. Michigan Ave.,Chicago,"Free with general admission, $12-$18. Free after 5 p.m. Thursdays",<p>A showcase of 17 books that have received top honors for their illustrations.</p><br>,Art Institute of Chicago,41.8807,http://chicago.metromix.com/museums/museum_exhibit/picture-perfect-art-from-grant-park-museums/1211537/content,,"Picture Perfect: Art from the Caldecott Award Books, 2006-2009",http://chicago.metromix.com/museums/art/art-institute-of-chicago-grant-park-museums/136880/content
-87.6483,312-335-1650,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/1810634,1650 N. Halsted St.,Chicago,$20-$73,Stephen Louis Grush with ensemble member Sally Murphy. Photo by Saverio Truglia.                                                                          <p>In this dramedy by local playwright Laura Eason--first seen at Steppenwolf&rsquo;s 2009 First Look Repertory--complications arise when a female writer with a stalled career hooks up with a man who's becoming famous for blogging about his sex life.</p><br>,Steppenwolf Theatre Company,41.9119,http://chicago.metromix.com/theater/theater_event/sex-with-strangers/1810634/content,,Sex with Strangers,http://chicago.metromix.com/theater/theater/steppenwolf-theatre-company-sheffield-de-paul/133407/content
-87.6244,312-922-3432,,,224 S. Michigan Ave.,Chicago,Free,"<p>A large-scale, 400-block representation of the Loop includes 1,000 highly detailed buildings. City photographs, maps and videos complement the display.</p><br>",Chicago Architecture Foundation,41.8792,http://chicago.metromix.com/events/museum_exhibit/chicago-model-city-grant-park-museums/1256379/content,,Chicago Model City,http://chicago.metromix.com/museums/community_venue/chicago-architecture-foundation-grant-park-museums/144087/content
-87.6295,312-443-3800,,http://chicago.metromix.com/content_image/thumbnail/3x4/180/1828234,170 N. Dearborn St.,Chicago,$25-$75,"<p>A world premiere trio of interconnected one-acts by Regina Taylor (""Magnolia,"" ""Crowns"") includes ""Rain,"" in which a woman must deal with family secrets when she returns home to recover from her divorce; ""Jar Fly,"" about two female cousins whose relationship is tested when one reveals a secret; and ""Ghoststory,"" which pits a woman against her past during an attempted marital reconciliation.</p><br>",Goodman Theatre,41.8848,http://chicago.metromix.com/theater/theater_event/the-trinity-river-plays-loop/1828234/content,,The Trinity River Plays,http://chicago.metromix.com/theater/theater/goodman-theatre-loop/143104/content
-87.6219,312-280-2660,,,220 E. Chicago Ave.,Chicago,"Free with general admission, $7-$12. Tuesdays free","<p>Experimental filmmaker Ben Russell explores trance, travel and psychedelic journeys in his ""Trypps"" film series.</p>  <p>Exhibit openings coincide with First Fridays.</p><br>",Museum of Contemporary Art,41.8968,http://chicago.metromix.com/museums/museum_exhibit/12-x-12-new/1395409/content,,12 x 12: New Artists/New Work,http://chicago.metromix.com/museums/alternative_art/museum-of-contemporary-art-gold-coast/136436/content
