from,times,latitude,tickets,moreInfoLink,title,ticketPhone,longitude,email,state,zipcode,image,city,address,to,description,venue
07/16/2011,"Sat, Jul 16, 2011 at 2pm and 6:30pm",43.0232493,All seats $20,http://www.geneseefun.com/event/detail/440742459/MAGNUS_MIDWEST_DANCE_INTENSIVE,MAGNUS MIDWEST DANCE INTENSIVE,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440742459/tchome_joffrey_medium.jpg,Flint,1241 E. Kearsley Street,07/16/2011,"Ticket Center: 810-237-7333 - Featuring the choreography of renowned Artistic Director John Magnus, the Magnus Midwest Dance Intensive is the culmination of four weeks of intense work and dedication of 100 of the most talented young dancers from the U.S. Create memories with your family this summer as the dancers of tomorrow bring classic ballet to life in a performance you won&rsquo;t want to miss.</p>			</p>    			<br><br>",The Whiting
07/30/2011,"Saturday, 10:00am - 8:00pm",43.1807685,,http://www.geneseefun.com/event/detail/440957141/Clio_Area_Festival_of_Fine_Arts,Clio Area Festival of Fine Arts,,-83.7341233,,MI,48420,http://www.geneseefun.com/sites/geneseefun.com/images/placeholder.png,Clio,301 Rogers Lodge Dr,07/31/2011,Featuring fine art of various mediums from local and state wide artisans. Performing arts entertainment thoughout the day. A childrens craft tent will include face painting and other crafts. Food Vendors available.			</p>    			<br><br>,Clio Area Art Society
09/08/2011,9 AM - 5 PM,43.0130141,FREE at most sites. More information forth coming,http://www.geneseefun.com/event/detail/440956189/2011_Flint_Festival_of_Quilts,2011 Flint Festival of Quilts,,-83.6882677,flintexpress@yahoo.com,MI,48502,http://www.geneseefun.com/sites/geneseefun.com/images/event/440956189/ffofquilts10_medium.jpg,Flint,816 S. Saginaw St.,09/10/2011,"Quilts, quilts and more quilts<br> <br> <br> If you would like to register to exhibit or be an exhbitiion site&nbsp;in downtown Flint&nbsp;give the Arts Council a call at 810.238.ARTS.<br> <br> <br> Site listings are; Flint Public Library, African American Quilters Guild, Greater Flint Arts Council, Michigan Quilters Invitational, Hoffman's Deli, Material Girls, Lunch STudio, Flint Handmade, Stockton Center at Spring Grove, Historical Quilts and many more to be added. Continue to look for updates.</p>			</p>    			<br><br>",Greater Flint Arts Council
03/13/2011,"Sun, Mar 13, 2011 at 3pm &amp; 7pm",43.0232493,$12 / $20 / $28 / $39,http://www.geneseefun.com/event/detail/440742445/LEMONY_SNICKETS_THE_COMPOSER_IS_DEAD,LEMONY SNICKET’S THE COMPOSER IS DEAD,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440742445/lemonysnicketweb_medium.jpg,Flint,1241 E. Kearsley Street,03/13/2011,"Ticket Center: 810-237-7333 - Renowned children&rsquo;s author Lemony Snicket and the critically-acclaimed Phantom Limb Company join forces for this breathtaking theatrical adaptation of The New York Times best-selling picture book The Composer is Dead. There is a mystery to solve at Symphony Hall, and the suspects are all lurking somewhere onstage! Follow the Inspector as he interrogates each section of the orchestra. Where exactly were the violins on the night in question? Did anyone see the harp? Aren&rsquo;t the trumpets protesting a bit too boisterously? Every instrument is brought to life in this enchantingly uproarious musical mystery.</p>			</p>    			<br><br>",The Whiting
09/12/2010,M-W &amp; Fr. 12- 5p Thur 12-9p Sat. 10a-5p Sun 1p-5p,43.0224995,Adults $7 Childen under 12 free Seniors and students with ID $5 Target Free Saturdays,http://www.geneseefun.com/event/detail/440897949/Unbroken_Ties_Dialogues_in_Cuban_Art,Unbroken Ties: Dialogues in Cuban Art,,-83.6779263,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/org/19/fiafrontview[1]_(2)_edited-1_medium.jpg,Flint,1120 E. Kearsley,12/07/2014,"Unbroken Ties: Dialogues in Cuban Art is an exhibition of over 50 works by artists who have remained in Cuba, side by side with artists who left as children or mid career. The Cuba imagined and the Cuba remembered- a complex portait of the day to day reality of the Cuban experience.</p>			</p>    			<br><br>",Flint Institute of Arts
03/10/2011,"Thu, Mar 10, 2011 at 8pm",43.0232493,$18 / $30 / $40 / $49,http://www.geneseefun.com/event/detail/440742441/PINK_FLOYD_EXPERIENCE,PINK FLOYD EXPERIENCE,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440742441/pinkfloydexperienceweb_medium.jpg,Flint,1241 E. Kearsley Street,03/10/2011,"Ticket Center: 810-237-7333 - This performance echoes everything that made Pink Floyd one of rock &amp; roll&rsquo;s greatest icons. It&rsquo;s a celebration of the music, the themes and the innovation that this great band brought to its fans around the world. It&rsquo;s Pink Floyd up close and personal, with six musicians, $2.5 million worth of production equipment, quadraphonic sound, amazing video and a massive light show. The show features live &lsquo;note-for-note&rsquo; musical recreations of Pink Floyd&rsquo;s hits and is a visual spectacle that includes mind-blowing moving lighting and stylized surreal video as well as several &lsquo;classic&rsquo; Pink Floyd icons including a collapsible wall, the bulb man, marching hammers and yes, the gigantic pig blimp! Don&rsquo;t miss this truly unforgettable concert experience for audiences of all ages.</p>			</p>    			<br><br>",The Whiting
03/19/2011,8pm,43.0232493,$7.50-$58,http://www.geneseefun.com/event/detail/440911973/Flint_Symphony_Orchestra_Classical_Concert,Flint Symphony Orchestra Classical Concert,810.237.7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440911973/alessio_bax_press-6691_medium.jpg,Flint,1241 E. Kearsley Street,03/19/2011,"Flint Symphony Orchestra Classical concert featuring Alessio Bax, piano. Musical selections include: Debussy, Petite Suite; Rachmaninoff, Rhapsody on a Theme of Paganini; R Strauss, Aus Italien.</p>			</p>    			<br><br>",The Whiting
03/25/2011,8PM,43.0232493,$15 - $37,http://www.geneseefun.com/event/detail/440842705/Johnny_Winter,Johnny Winter,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/placeholder.png,Flint,1241 E. Kearsley Street,03/25/2011,Johnny Winter with Special Guest: The Rusty Wright Band</p>			</p>    			<br><br>,The Whiting
04/16/2011,8pm,43.0232493,$7.50-$58,http://www.geneseefun.com/event/detail/440911981/Flint_Symphony_Orchestra_Classical_Concert,Flint Symphony Orchestra Classical Concert,810.237.7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440911981/img_5795_medium.jpg,Flint,1241 E. Kearsley Street,04/16/2011,"The final Flint Symphony Orchestra Classical Concert of the 2010-2011 season 'From the Eternal City.' Guest Artist is 2010 Byrd Winner Youngmi Kim, soprano. The concert features the music of Tchaikovsky including Capriccio Italien, Manfred Symphony and Italian Arias.</p>			</p>    			<br><br>",The Whiting
02/26/2011,"Sat, Feb 26, 2011 at 8pm Sun, Feb 27, 2011 at 2pm",43.0232493,$19 / $30 / $43 / $53,http://www.geneseefun.com/event/detail/440742437/CIRQUE_SHANGHAI_BAI_XI_,CIRQUE SHANGHAI: BAI XI,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440742437/cirqueshangaiweb_medium.jpg,Flint,1241 E. Kearsley Street,02/27/2011,"Ticket Center: 810-237-7333 - Cirque Shanghai: Bai Xi is a grand theatrical production performed in spectacular costumes, both on the stage and high in the air. Featuring state-of-the-art computerized lighting and beautiful orchestrations that range from exotic Oriental to trend setting electronic faction, Cirque Shanghai: Bai XI is a breathtaking spectacle that establishes a new standard of acrobatic and entertainment excellence. &ldquo;Flawless feats of acrobatic brilliance!&rdquo; &ndash; Daily Herald</p>			</p>    			<br><br>",The Whiting
02/25/2011,Friday/Saturday: 8PM Show Sunday: 2:30PM Show,43.013575,All Seats: $20,http://www.geneseefun.com/event/detail/440828077/Apartment_3A,Apartment 3A,810-239-7469,-83.6886836,vertigotheatrics@ail.com,MI,48502,http://www.geneseefun.com/sites/geneseefun.com/images/event/440828077/logo-backcopy_medium.jpg,Flint,755 S. Saginaw,02/27/2011,"February 2011 Studio Show (non-dinner performance) Apartment 3A By Jeff Daniels Reeling from the loss of what she thought was the love of her life, Annie Wilson searches for a reason to hope again with a mysterious next-door neighbor who teaches her what it truly means to be in love forever. Life has a way of creating skeptics and Annie is one of them (although she is passionate about her job at PBS). Though her station cohort, landlord and new acquaintance insist that life does and should have deeper meaning, she attempts to remain resolute in her theory that without proof of the existential, it does not exist. Therefore All we have to look forward to is the pain and discomfort this world and the human beings living in it have to offer. This densely layered, poignant comedy is brilliantly crafted, funny and clever. It is considered to be Jeff Daniels most passionate and inventive work to date. Vertigo Theatrics is delighted to bring this mid-Michigan premier of this heart warming comedy penned by one of Michigan&rsquo;s own to our stage. Show Dates: Friday, 2/25/11 Saturday, 2/26/11 Performance: 8PM 1Matinee: Sunday, 2/27/11 Performance: 2:30PM All Seats: $20 Apartment 3A is presented by special arrangement with Dramatists Play Service, Inc. 440 Park Avenue South New York, NY. 10016 Originally produced by the Purple Rose Theatre Company (1996) Jeff Daniels, Executive Director Guy Sanville, Artistic Director Alan Ribant, Managing Director</p>			</p>    			<br><br>",Masonic Temple
03/13/2011,"Sun, Mar 13, 2011 at 3pm &amp; 7pm",43.0232493,$12 / $20 / $28 / $39,http://www.geneseefun.com/event/detail/440742445/LEMONY_SNICKETS_THE_COMPOSER_IS_DEAD,LEMONY SNICKET’S THE COMPOSER IS DEAD,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440742445/lemonysnicketweb_medium.jpg,Flint,1241 E. Kearsley Street,03/13/2011,"Ticket Center: 810-237-7333 - Renowned children&rsquo;s author Lemony Snicket and the critically-acclaimed Phantom Limb Company join forces for this breathtaking theatrical adaptation of The New York Times best-selling picture book The Composer is Dead. There is a mystery to solve at Symphony Hall, and the suspects are all lurking somewhere onstage! Follow the Inspector as he interrogates each section of the orchestra. Where exactly were the violins on the night in question? Did anyone see the harp? Aren&rsquo;t the trumpets protesting a bit too boisterously? Every instrument is brought to life in this enchantingly uproarious musical mystery.</p>			</p>    			<br><br>",The Whiting
03/18/2011,Friday/Saturday: 7PM Dinner/8PM Show Sunday: 1:30PM Lunch/2:30 PM Show,43.013575,Dinner Seats: $45/$40 in advance Performance Only Seats $30,http://www.geneseefun.com/event/detail/440828079/MidLife_The_Crisis_Musical,Mid-Life The Crisis Musical,810-239-7469,-83.6886836,vertigotheatrics@aol.com,MI,48502,http://www.geneseefun.com/sites/geneseefun.com/images/event/440828079/logo-backcopy_medium.jpg,Flint,755 S. Saginaw,03/27/2011,"Mid-Life! The Crisis Musical Book, Music &amp; Lyrics By Bob Walton and Jim Walton With a balanced look at the &quot;joys&quot; of growing older, through a cast of three men and three women, MID-LIFE! will strike a chord with all regardless of age. A series of scenes and sketches poke fun at the frustrations of mammograms, love handles, weekend warriors and proctology exams. The cleverly crafted songs celebrate forgetfulness, reading glasses and menopause, but also touch on the sentimental wisdom that the later years afford us. MID-LIFE! Is a hilarious romp with an honest humor about the trials and tribulations of the unavoidable aging process, Welcome to MID-LIFE! Vertigo Theatrics is happy to bring to the stage this musical celebrating the joys and trials of life in style. It is through laughter we heal the spirit and receive the rejuvenation to &ldquo;take one day at a time&rdquo; and create lasting smiles and memories. Show Dates: Friday, 3/18/11 Saturday, 3/19/11 Friday, 3/25/11 &amp; Saturday, 3/26/11 Sunday, 3/27/2011 Dinner Seats: $45/$40 in advance - online through PayPal or by calling (810) 239-7469 Performance only Seats: $30 Mid-Life! The Crisis Musical is presented through special arrangement with R &amp; H Theatricals www.rnhtheatricals.com</p>			</p>    			<br><br>",Masonic Temple
04/10/2011,"Sun, Apr 10, 2011 at 2pm &amp; 7pm",43.0232493,$23 / $43 / $57 / $67,http://www.geneseefun.com/event/detail/440742451/THE_COLOR_PURPLE,THE COLOR PURPLE,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440742451/purple_medium.jpg,Flint,1241 E. Kearsley Street,04/10/2011,"Ticket Center: 810-237-7333 - THE COLOR PURPLE, a soul-stirring musical based on the classic Pulitzer Prize-winning novel by Alice Walker and the moving film by Steven Spielberg. Nominated for eleven Tony&reg; Awards, THE COLOR PURPLE is a landmark theatrical event, a celebration of love, and a Broadway phenomenon. With a joyous GRAMMY&reg;-nominated score featuring jazz, gospel and blues, THE COLOR PURPLE is capturing the hearts of young and old, and uniting audiences in a community of joy. ASL interpreted &quot;A SOARING, EPIC TALE. It made a JOYFUL noise in my heart.&quot; --Richard Corliss, TIME Magazine</p>			</p>    			<br><br>",The Whiting
04/26/2011,"Tue, Apr 26, 2011 at 7pm Sat Apr 30, 2011 at 7pm",43.0232493,All seats $30,http://www.geneseefun.com/event/detail/440742455/FAHRENHEIT_451,FAHRENHEIT 451,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440742455/fahrenheit-451_medium.jpg,Flint,1241 E. Kearsley Street,04/30/2011,"Ticket Center: 810-237-7333 - From the Novel by Ray Bradbury. Performed by Rich Orlo. Adapted and Directed by Wynn Handman. The Whiting, in collaboration with The American Place Theatre in New York City, presents professionally staged verbatim theatrical adaptations of significant American literary works. This classic American novel presents a frightening vision of the future where &ldquo;firemen&rdquo; don't put out fires; they start them in order to burn books. Written in the midst of the Cold War, this futuristic tale of lawlessness and censorship is as captivating today as it was when it was first published in 1953.This presentation of FAHRENHEIT 451 is a production of The American Place Theatre&rsquo;s Literature to Life Arts Education Program, led by Artistic Director Wynn Handman.</p>			</p>    			<br><br>",The Whiting
10/13/2010,8-10pm,,"(proceeds to Carriage Town Ministry's new Job Training Program), $3.00",http://www.geneseefun.com/event/detail/440950975/Comedy_Night_Churchills_Food_Spirits,Comedy Night @ Churchills Food & Spirits,,,flintexpress@yahoo.com,MI,48502,http://www.geneseefun.com/sites/geneseefun.com/images/event/440950975/churchills_medium.jpg,Flint,,05/25/2011,"Churchill&rsquo;s Food &amp; Spirits Comedy Night.<br> <br> Every Wednesday night 8-10pm<br> <br> Show starts at 8pm with open Mic featuring some of the area&rsquo;s best and upcoming stand-up Comedians.<br> <br> Then at 9pm, Audience Interactive Improv!<br> <br> Two hours of Comedy for only $3!<br> <br> Food specials: Pizza and a beer only $4.99! <br> <br> We look forward to seeing you there!<br> <br> <br> <br> If you have the urge to try your hand (or mouth) at standup comedy, contact us at facebook; Finding Flints Funniest.<br> <br> &nbsp;</p>			</p>    			<br><br>",Downtown Flint
02/26/2011,"Sat, Feb 26, 2011 at 8pm Sun, Feb 27, 2011 at 2pm",43.0232493,$19 / $30 / $43 / $53,http://www.geneseefun.com/event/detail/440742437/CIRQUE_SHANGHAI_BAI_XI_,CIRQUE SHANGHAI: BAI XI,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440742437/cirqueshangaiweb_medium.jpg,Flint,1241 E. Kearsley Street,02/27/2011,"Ticket Center: 810-237-7333 - Cirque Shanghai: Bai Xi is a grand theatrical production performed in spectacular costumes, both on the stage and high in the air. Featuring state-of-the-art computerized lighting and beautiful orchestrations that range from exotic Oriental to trend setting electronic faction, Cirque Shanghai: Bai XI is a breathtaking spectacle that establishes a new standard of acrobatic and entertainment excellence. &ldquo;Flawless feats of acrobatic brilliance!&rdquo; &ndash; Daily Herald</p>			</p>    			<br><br>",The Whiting
02/25/2011,Friday/Saturday: 8PM Show Sunday: 2:30PM Show,43.013575,All Seats: $20,http://www.geneseefun.com/event/detail/440828077/Apartment_3A,Apartment 3A,810-239-7469,-83.6886836,vertigotheatrics@ail.com,MI,48502,http://www.geneseefun.com/sites/geneseefun.com/images/event/440828077/logo-backcopy_medium.jpg,Flint,755 S. Saginaw,02/27/2011,"February 2011 Studio Show (non-dinner performance) Apartment 3A By Jeff Daniels Reeling from the loss of what she thought was the love of her life, Annie Wilson searches for a reason to hope again with a mysterious next-door neighbor who teaches her what it truly means to be in love forever. Life has a way of creating skeptics and Annie is one of them (although she is passionate about her job at PBS). Though her station cohort, landlord and new acquaintance insist that life does and should have deeper meaning, she attempts to remain resolute in her theory that without proof of the existential, it does not exist. Therefore All we have to look forward to is the pain and discomfort this world and the human beings living in it have to offer. This densely layered, poignant comedy is brilliantly crafted, funny and clever. It is considered to be Jeff Daniels most passionate and inventive work to date. Vertigo Theatrics is delighted to bring this mid-Michigan premier of this heart warming comedy penned by one of Michigan&rsquo;s own to our stage. Show Dates: Friday, 2/25/11 Saturday, 2/26/11 Performance: 8PM 1Matinee: Sunday, 2/27/11 Performance: 2:30PM All Seats: $20 Apartment 3A is presented by special arrangement with Dramatists Play Service, Inc. 440 Park Avenue South New York, NY. 10016 Originally produced by the Purple Rose Theatre Company (1996) Jeff Daniels, Executive Director Guy Sanville, Artistic Director Alan Ribant, Managing Director</p>			</p>    			<br><br>",Masonic Temple
03/13/2011,"Sun, Mar 13, 2011 at 3pm &amp; 7pm",43.0232493,$12 / $20 / $28 / $39,http://www.geneseefun.com/event/detail/440742445/LEMONY_SNICKETS_THE_COMPOSER_IS_DEAD,LEMONY SNICKET’S THE COMPOSER IS DEAD,810-237-7333,-83.6776107,flintexpress@yahoo.com,MI,48503,http://www.geneseefun.com/sites/geneseefun.com/images/event/440742445/lemonysnicketweb_medium.jpg,Flint,1241 E. Kearsley Street,03/13/2011,"Ticket Center: 810-237-7333 - Renowned children&rsquo;s author Lemony Snicket and the critically-acclaimed Phantom Limb Company join forces for this breathtaking theatrical adaptation of The New York Times best-selling picture book The Composer is Dead. There is a mystery to solve at Symphony Hall, and the suspects are all lurking somewhere onstage! Follow the Inspector as he interrogates each section of the orchestra. Where exactly were the violins on the night in question? Did anyone see the harp? Aren&rsquo;t the trumpets protesting a bit too boisterously? Every instrument is brought to life in this enchantingly uproarious musical mystery.</p>			</p>    			<br><br>",The Whiting
