moreInfoLink,venueLink,image,endDate,fullAddress,name,startDate,price,description
http://www.laweekly.com/events/vision-of-the-past-song-of-the-shaman-875998/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>","Vision of the Past, Song of the Shaman:",12/04/2010,,"Pre-Columbian art from Mexico and Central America, including ceramics and stone art.</p>"
http://www.laweekly.com/events/extreme-exposure-clyde-butcher-michael-nichols-paul-nicklen-and-donna-and-stephen-james-omeara-photographs-1093496/,http://www.laweekly.com/locations/annenberg-space-for-photography-495965/,,04/17/2011,"<span class=""street-address"">2000 Avenue of the Stars</span>;             <span class=""locality"">Century City</span>             <span class=""region"">CA</span>","""Extreme Exposure"": Clyde Butcher, Michael Nichols, Paul Nicklen and Donna and Stephen James O'Meara, photographs",12/03/2010,,
http://www.laweekly.com/events/strange-kozmic-experience-895391/,http://www.laweekly.com/locations/the-grammy-museum-433392/,http://vvoice.vo.llnwd.net/e5/4639177.47.jpg,04/05/2011,"<span class=""street-address"">800 W. Olympic Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Strange Kozmic Experience:,12/10/2010,,Among the more-than 60 artifacts documenting rock's hippie years are Jim Morrison's journals and Janis Joplin's 1965 Porsche.</p>
http://www.laweekly.com/events/allensworth-a-place-a-people-a-story--1046775/,http://www.laweekly.com/locations/california-african-american-museum-113853/,,02/27/2011,"<span class=""street-address"">600 State Dr.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Allensworth: A place. A people. A story.:,12/10/2010,,"Contemporary photographs of Allensworth, California, the state's first town founded and governed by African-Americans in 1908.</p>"
http://www.laweekly.com/events/flamenco-dinner-theater-124192/,http://www.laweekly.com/locations/el-cid-114202/,,02/27/2011,"<span class=""street-address"">4212 Sunset Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Flamenco Dinner Theater,12/10/2010,,
http://www.laweekly.com/events/strange-kozmic-experience-895391/,http://www.laweekly.com/locations/the-grammy-museum-433392/,http://vvoice.vo.llnwd.net/e5/4639177.47.jpg,04/05/2011,"<span class=""street-address"">800 W. Olympic Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Strange Kozmic Experience:,12/02/2010,,Among the more-than 60 artifacts documenting rock's hippie years are Jim Morrison's journals and Janis Joplin's 1965 Porsche.</p>
http://www.laweekly.com/events/allensworth-a-place-a-people-a-story--1046775/,http://www.laweekly.com/locations/california-african-american-museum-113853/,,02/27/2011,"<span class=""street-address"">600 State Dr.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Allensworth: A place. A people. A story.:,12/02/2010,,"Contemporary photographs of Allensworth, California, the state's first town founded and governed by African-Americans in 1908.</p>"
http://www.laweekly.com/events/ancient-arts-of-china-a-5000-year-legacy-875991/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Ancient Arts of China: A 5000 Year Legacy:,12/02/2010,,"Paintings, sculpture, pottery, ivory and robes on loan from the Shanghai Museum.</p>"
http://www.laweekly.com/events/extreme-exposure-clyde-butcher-michael-nichols-paul-nicklen-and-donna-and-stephen-james-omeara-photographs-1093496/,http://www.laweekly.com/locations/annenberg-space-for-photography-495965/,,04/17/2011,"<span class=""street-address"">2000 Avenue of the Stars</span>;             <span class=""locality"">Century City</span>             <span class=""region"">CA</span>","""Extreme Exposure"": Clyde Butcher, Michael Nichols, Paul Nicklen and Donna and Stephen James O'Meara, photographs",12/02/2010,,
http://www.laweekly.com/events/california-legacies-missions-and-ranchos-1768-1848-875992/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",California Legacies: Missions and Ranchos (1768-1848):,12/02/2010,,"Paintings, clothing, statues and daily objects from O.C.'s missions and ranchos.</p>"
http://www.laweekly.com/events/classic-california-recently-conserved-paintings-from-the-permanent-collection-875994/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Classic California: Recently Conserved Paintings from the Permanent Collection:,12/02/2010,,"Landscapes, portraits and still-lifes from the 1850s to the 1930s.</p>"
http://www.laweekly.com/events/fashioning-fashion-european-dress-in-detail-1700-1915-1069134/,http://www.laweekly.com/locations/los-angeles-county-museum-of-art-114213/,,04/03/2011,"<span class=""street-address"">5905 Wilshire Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>","Fashioning Fashion: European Dress in Detail, 1700-1915:",12/02/2010,,"Gowns, suits, textiles and accessories from the ""Age of Enlightenment to World War I.""</p>"
http://www.laweekly.com/events/first-californians-875996/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",First Californians:,12/02/2010,,"Native American art and artifacts, including basketry and feathers.</p>"
http://www.laweekly.com/events/hammer-projects-mark-flores-1100736/,http://www.laweekly.com/locations/hammer-museum-113822/,,04/14/2011,"<span class=""street-address"">10899 Wilshire Blvd.</span>;             <span class=""locality"">Westwood</span>             <span class=""region"">CA</span>",Hammer Projects: Mark Flores:,12/02/2010,,The local artist's 99 painting displayed in the museum's lobby alongside a slide show.</p>
http://www.laweekly.com/events/japan-in-blue-and-white-888362/,http://www.laweekly.com/locations/pacific-asia-museum-114453/,,03/25/2011,"<span class=""street-address"">46 N. Los Robles Ave.</span>;             <span class=""locality"">Pasadena</span>             <span class=""region"">CA</span>",Japan In Blue and White:,12/02/2010,,"The history of blue pigments in Japan as seen in ceramics, textiles and woodblock prints.</p>"
http://www.laweekly.com/events/masters-of-adornment-the-miao-people-of-china-875999/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Masters of Adornment: The Miao People of China:,12/02/2010,,"Textiles from skirts to embroidered silk, as well as jewelry.</p>"
http://www.laweekly.com/events/spirits-and-headhunters-art-of-the-pacific-islands-875988/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Spirits and Headhunters: Art of the Pacific Islands:,12/02/2010,,"Masks, bowls, currency, weapons, personal adornments and other objects from Micronesia, Melanesia, Polynesia and New Guinea.</p>"
http://www.laweekly.com/events/vision-of-the-past-song-of-the-shaman-875998/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>","Vision of the Past, Song of the Shaman:",12/02/2010,,"Pre-Columbian art from Mexico and Central America, including ceramics and stone art.</p>"
http://www.laweekly.com/events/strange-kozmic-experience-895391/,http://www.laweekly.com/locations/the-grammy-museum-433392/,http://vvoice.vo.llnwd.net/e5/4639177.47.jpg,04/05/2011,"<span class=""street-address"">800 W. Olympic Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Strange Kozmic Experience:,12/06/2010,,Among the more-than 60 artifacts documenting rock's hippie years are Jim Morrison's journals and Janis Joplin's 1965 Porsche.</p>
http://www.laweekly.com/events/fashioning-fashion-european-dress-in-detail-1700-1915-1069134/,http://www.laweekly.com/locations/los-angeles-county-museum-of-art-114213/,,04/03/2011,"<span class=""street-address"">5905 Wilshire Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>","Fashioning Fashion: European Dress in Detail, 1700-1915:",12/06/2010,,"Gowns, suits, textiles and accessories from the ""Age of Enlightenment to World War I.""</p>"
http://www.laweekly.com/events/strange-kozmic-experience-895391/,http://www.laweekly.com/locations/the-grammy-museum-433392/,http://vvoice.vo.llnwd.net/e5/4639177.47.jpg,04/05/2011,"<span class=""street-address"">800 W. Olympic Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Strange Kozmic Experience:,12/05/2010,,Among the more-than 60 artifacts documenting rock's hippie years are Jim Morrison's journals and Janis Joplin's 1965 Porsche.</p>
http://www.laweekly.com/events/allensworth-a-place-a-people-a-story--1046775/,http://www.laweekly.com/locations/california-african-american-museum-113853/,,02/27/2011,"<span class=""street-address"">600 State Dr.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Allensworth: A place. A people. A story.:,12/05/2010,,"Contemporary photographs of Allensworth, California, the state's first town founded and governed by African-Americans in 1908.</p>"
http://www.laweekly.com/events/ancient-arts-of-china-a-5000-year-legacy-875991/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Ancient Arts of China: A 5000 Year Legacy:,12/05/2010,,"Paintings, sculpture, pottery, ivory and robes on loan from the Shanghai Museum.</p>"
http://www.laweekly.com/events/extreme-exposure-clyde-butcher-michael-nichols-paul-nicklen-and-donna-and-stephen-james-omeara-photographs-1093496/,http://www.laweekly.com/locations/annenberg-space-for-photography-495965/,,04/17/2011,"<span class=""street-address"">2000 Avenue of the Stars</span>;             <span class=""locality"">Century City</span>             <span class=""region"">CA</span>","""Extreme Exposure"": Clyde Butcher, Michael Nichols, Paul Nicklen and Donna and Stephen James O'Meara, photographs",12/05/2010,,
http://www.laweekly.com/events/california-legacies-missions-and-ranchos-1768-1848-875992/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",California Legacies: Missions and Ranchos (1768-1848):,12/05/2010,,"Paintings, clothing, statues and daily objects from O.C.'s missions and ranchos.</p>"
http://www.laweekly.com/events/classic-california-recently-conserved-paintings-from-the-permanent-collection-875994/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Classic California: Recently Conserved Paintings from the Permanent Collection:,12/05/2010,,"Landscapes, portraits and still-lifes from the 1850s to the 1930s.</p>"
http://www.laweekly.com/events/fashioning-fashion-european-dress-in-detail-1700-1915-1069134/,http://www.laweekly.com/locations/los-angeles-county-museum-of-art-114213/,,04/03/2011,"<span class=""street-address"">5905 Wilshire Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>","Fashioning Fashion: European Dress in Detail, 1700-1915:",12/05/2010,,"Gowns, suits, textiles and accessories from the ""Age of Enlightenment to World War I.""</p>"
http://www.laweekly.com/events/first-californians-875996/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",First Californians:,12/05/2010,,"Native American art and artifacts, including basketry and feathers.</p>"
http://www.laweekly.com/events/japan-in-blue-and-white-888362/,http://www.laweekly.com/locations/pacific-asia-museum-114453/,,03/25/2011,"<span class=""street-address"">46 N. Los Robles Ave.</span>;             <span class=""locality"">Pasadena</span>             <span class=""region"">CA</span>",Japan In Blue and White:,12/05/2010,,"The history of blue pigments in Japan as seen in ceramics, textiles and woodblock prints.</p>"
http://www.laweekly.com/events/masters-of-adornment-the-miao-people-of-china-875999/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Masters of Adornment: The Miao People of China:,12/05/2010,,"Textiles from skirts to embroidered silk, as well as jewelry.</p>"
http://www.laweekly.com/events/spirits-and-headhunters-art-of-the-pacific-islands-875988/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Spirits and Headhunters: Art of the Pacific Islands:,12/05/2010,,"Masks, bowls, currency, weapons, personal adornments and other objects from Micronesia, Melanesia, Polynesia and New Guinea.</p>"
http://www.laweekly.com/events/vision-of-the-past-song-of-the-shaman-875998/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>","Vision of the Past, Song of the Shaman:",12/05/2010,,"Pre-Columbian art from Mexico and Central America, including ceramics and stone art.</p>"
http://www.laweekly.com/events/flamenco-dinner-theater-124192/,http://www.laweekly.com/locations/el-cid-114202/,,02/27/2011,"<span class=""street-address"">4212 Sunset Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Flamenco Dinner Theater,12/04/2010,,
http://www.laweekly.com/events/strange-kozmic-experience-895391/,http://www.laweekly.com/locations/the-grammy-museum-433392/,http://vvoice.vo.llnwd.net/e5/4639177.47.jpg,04/05/2011,"<span class=""street-address"">800 W. Olympic Blvd.</span>;             <span class=""locality"">L.A.</span>             <span class=""region"">CA</span>",Strange Kozmic Experience,12/14/2010,,Among the more-than 60 artifacts documenting rock's hippie years are Jim Morrison's journals and Janis Joplin's 1965 Porsche.</p>
http://www.laweekly.com/events/ancient-arts-of-china-a-5000-year-legacy-875991/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Ancient Arts of China: A 5000 Year Legacy,12/14/2010,,"Paintings, sculpture, pottery, ivory and robes on loan from the Shanghai Museum.</p>"
http://www.laweekly.com/events/california-legacies-missions-and-ranchos-1768-1848-875992/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",California Legacies: Missions and Ranchos (1768-1848),12/14/2010,,"Paintings, clothing, statues and daily objects from O.C.'s missions and ranchos.</p>"
http://www.laweekly.com/events/classic-california-recently-conserved-paintings-from-the-permanent-collection-875994/,http://www.laweekly.com/locations/bowers-museum-326885/,,03/05/2011,"<span class=""street-address"">2002 N. Main St.</span>;             <span class=""locality"">Santa Ana</span>             <span class=""region"">CA</span>",Classic California: Recently Conserved Paintings from the Permanent Collection,12/14/2010,,"Landscapes, portraits and still-lifes from the 1850s to the 1930s.</p>"
