moreinfo,phone,title,website,state,zipcode,city,startDate,address,description,venue
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81064,412-882-8687,Souled Out,http://www.thelindengrove.com,PA,15234,Castle Shannon,,1100 Grove Rd.,,Linden Grove
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87088,412-381-3497,The Rhythm Aces,,PA,15203,Pittsburgh,,1908 E. Carson St.,,The Inn'Termission
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72594,412-665-2770,R&B Night,,PA,15206,Pittsburgh,,5929 Baum Blvd.,Rotating bands.,Tana Ethiopian Cuisine
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21000,412-381-4300,Wil E Tri and the Bluescasters,,PA,15211,Pittsburgh,,217 Shiloh St.,Thursdays,Sloppy Joe's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62426,412-364-1066,The Contenders,,PA,15237,Ross,,3385 Babcock Boulevard,,Sunseri's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81064,412-882-8687,Souled Out,http://www.thelindengrove.com,PA,15234,Castle Shannon,,1100 Grove Rd.,,Linden Grove
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87088,412-381-3497,The Rhythm Aces,,PA,15203,Pittsburgh,,1908 E. Carson St.,,The Inn'Termission
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72594,412-665-2770,R&B Night,,PA,15206,Pittsburgh,,5929 Baum Blvd.,Rotating bands.,Tana Ethiopian Cuisine
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21000,412-381-4300,Wil E Tri and the Bluescasters,,PA,15211,Pittsburgh,,217 Shiloh St.,Thursdays,Sloppy Joe's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62426,412-364-1066,The Contenders,,PA,15237,Ross,,3385 Babcock Boulevard,,Sunseri's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81064,412-882-8687,Souled Out,http://www.thelindengrove.com,PA,15234,Castle Shannon,,1100 Grove Rd.,,Linden Grove
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86850,412-237-9400 x120,Blues Orphans,,PA,15212,Pittsburgh,"Fri., Nov. 5 and First Friday of every month,  Continues  May 6",800 Vinial St.,,Penn Brewery
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80135,412-931-1690,Bobby Hawkins & The Blues Train Band,,PA,15202,Pittsburgh,,395 Jacks Run Road,,The Grove Irish Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87088,412-381-3497,The Rhythm Aces,,PA,15203,Pittsburgh,,1908 E. Carson St.,,The Inn'Termission
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72594,412-665-2770,R&B Night,,PA,15206,Pittsburgh,,5929 Baum Blvd.,Rotating bands.,Tana Ethiopian Cuisine
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21000,412-381-4300,Wil E Tri and the Bluescasters,,PA,15211,Pittsburgh,,217 Shiloh St.,Thursdays,Sloppy Joe's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62426,412-364-1066,The Contenders,,PA,15237,Ross,,3385 Babcock Boulevard,,Sunseri's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81064,412-882-8687,Souled Out,http://www.thelindengrove.com,PA,15234,Castle Shannon,,1100 Grove Rd.,,Linden Grove
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79211,412-664-0297,Tube City Dukes,,PA,15132,McKeesport,,3413 Versailles Ave,With special guests.,The Viking Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80359,724-457-1471,Johnny (Holiday) Pia,,PA,15108,Coraopolis,,1300 Broadhead Rd.,,Viola's Pasta &#38; More
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:63443,412-462-2739,Good Brother Earl,http://www.rockbottom.com,PA,15120,Homestead,,171 E. Bridge St.,,Rock Bottom
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79211,412-664-0297,Tube City Dukes,,PA,15132,McKeesport,,3413 Versailles Ave,With special guests.,The Viking Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66501,412-682-1074,Elevated Thursdays w/ DJ Zimmie,,PA,15232,Pittsburgh,,728 Copeland St.,,Alto
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66983,412-683-5993,'80s Night: Mockster & Swank Cat,http://www.arsenalbowl.com,PA,15201,Pittsburgh,,212 44th Street,,Arsenal Bowling Lanes
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:48027,412-363-8277,Champion Sound,http://www.shadowlounge.net,PA,15206,Pittsburgh,,126 S. Highland Avenue,"Dan Dabber, Vybz Machine, Phinesse & Gangsta Shack. Roots/reggae/dancehall.",AVA Bar &#38; Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53406,412-687-2555,Neon,,PA,15201,Pittsburgh,,4016 Butler Street,DJ Hatesyou. 80s.,Belvedere's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:54410,724-327-3535,Drew Bentley,,PA,15668,Murrysville,,4917 William Penn Hwy.,,Bruschetta's Bar & Grille
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78755,412-642-2377,Roger Humphries & RH Factor Jazz Jam Session,,PA,15201,Pittsburgh,,2901 Penn Avenue,,CJ's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88067,724-934-7880,Jack Knight,,PA,15090,Wexford,,100 Village Club Dr.,,Grazie Restaurant & Events Center
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86648,412-931-9917,DJ Shane,,PA,15229,West View,,517 Perry Hwy.,,Highland Bar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:59999,724-258-4212,Open stage w/ Rick Ashcroft,,PA,15063,Monongahela,,807 Dry Run Rd.,,Hot House Tap & Grille
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:75464,724-327-1660,Open Stage,,PA,15626,Delmont,,785 Rt. 22,Hosted by Mark Cyler.,Hot Rod Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,Open Stage,,PA,15644,Jeannette,,416 Clay Ave,All genres of music welcome.,Keynote Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80880,412-392-2217,Jessica Lee & Friends,,PA,15222,Pittsburgh,,949 Liberty Ave.,Entrepreneurial Thursdays.,Little E's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:89198,412-828-2040,Acoustic Open Stage,http://www.moondogs.us/,PA,15238,Blawnox,,378 Freeport Road,,Moondog's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21375,724-224-2124,"Nicole Belli, Jeff Pogas, Derrick Edwards",,PA,15014,Brackenridge,,907 1st Avenue,Acoustic. Thursdays.,Parkview Bar & Grill
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57966,412-687-3330,Noetik 5000,http://www.pittsburghcafe.com,PA,15213,Pittsburgh,,226 Meyran Ave.,"Hip hop, club & R&B.",Pittsburgh Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82485,412-458-1081,Open Stage,,PA,15136,McKees Rocks,,704 Thompson Ave.,Hosted by The Scott Albert Project.,Revolutionaries Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79212,412-697-3120,Salsamba,http://www.seviche.com,PA,15222,Pittsburgh,,930 Penn Ave.,Latin jazz trio.,Seviche
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:37934,724-863-7918,Gil's Blues Power Open Stage,,PA,15642,Irwin,,681 Jackson St.,Hosted by Gil Snyder. Weekly special guests.,Shafton Fire Hall
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21000,412-381-4300,Wil E Tri and the Bluescasters,,PA,15211,Pittsburgh,,217 Shiloh St.,Thursdays,Sloppy Joe's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82098,724-772-7000,DJ Brandon,,PA,16066,Cranberry,,1708 Route 228,,Smokey Bones BBQ
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82099,412-683-5844,"DJ Hank D, DJ Spaed",http://groups.myspace.com/sonnystaverninpittsburgh.com,PA,15224,Pittsburgh,,630 S. Millvale Ave.,,Sonny's Tavern
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62426,412-364-1066,The Contenders,,PA,15237,Ross,,3385 Babcock Boulevard,,Sunseri's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80080,412-381-8454,College Night: Top 40/Hip Hop,,PA,15203,Pittsburgh,,2003 E. Carson St.,,Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21551,724-852-2022,Acoustic,,PA,15301,Washington,,595 W. High Street,Hosted by Larry the Kidman,Trinity's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:21552,724-274-9500,Open Stage,,PA,15144,Springdale,,1101 Pittsburgh Street,Hosted by Bighouse Pete & Doc,Valentine's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79211,412-664-0297,Tube City Dukes,,PA,15132,McKeesport,,3413 Versailles Ave,With special guests.,The Viking Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53438,412-431-1800,Taste:Z,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,Hazey & Elysium. Old school hip hop & house.,Z-Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82684,724-934-1177,Mark Pipas,,PA,15090,Wexford,,10150 Old Perry Hwy.,,Billy's Roadhouse Bar &#38; Grill
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:88196,724-934-7880,Grazie Open Stage,,PA,15090,Wexford,,100 Village Club Dr.,,Grazie Restaurant & Events Center
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:84237,412-381-4977,The Gypsy Strings,,PA,15203,Pittsburgh,,1330 Bingham St.,,Gypsy Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87499,412-372-1595,Spider Rondinelli & the Pittsburgh Jazz Giants,,PA,15146,Monroeville,,4089 William Penn Hwy,,Nardis Restaurant
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:62440,412-434-1230,Rob Chilldren,,PA,15222,Pittsburgh,,2216 Penn Ave.,Hip hop & downtempo.,Firehouse Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:69606,412-683-5993,Tito & Co.,http://www.arsenalbowl.com,PA,15201,Pittsburgh,,212 44th Street,,Arsenal Bowling Lanes
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:48066,412-363-8277,Ready or Not,http://www.shadowlounge.net,PA,15206,Pittsburgh,,126 S. Highland Avenue,"DJ Vex & guests. Hip hop, dance & soul. Blue room.",AVA Bar &#38; Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82011,412-488-4483,ZeldaLeft,http://www.beehivebuzz.com/,PA,15203,Pittsburgh,,1327 E. Carson St.,Electro/house/mashups.,Beehive
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:83815,412-257-9877,DJ Joe,,PA,15017,Bridgeville,,3249 Washington Pike,,Bee'z Bistro &#38; Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78343,412-456-6666,Salsa Fridays,http://www.pgharts.org,PA,15222,Pittsburgh,,655 Penn Avenue,"DJ Jeff Shirey, DJ Carlton, DJ Paul Mitchell.",Cabaret at Theatre Square
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72290,412-362-1250,Bombo Claat Fridays,,PA,15206,Pittsburgh,,6001 Penn Ave.,"Roots/reggae/dancehall w/ Vybz Machine Intl. Sound System, Fudgie Springer.",Capri Ristorante
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:70036,412-820-7427,DJ Xavier,,PA,15139,Oakmont,,215 Allegheny Ave.,,Carnivores
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:77506,412-390-1111,Survivor Open Mic Series,http://www.doublewidegrill.com,PA,15203,Pittsburgh,,2339 E. Carson St.,,Double Wide Grill
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85803,412-635-2300,Graham Denmon,,PA,15237,McCandless,,9101 Perry Hwy.,Fiddler.,Fiddlers Bar &#38; Grill
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:79252,412-205-3691,Ol Skool Friday: DJ Tracey Lee,,PA,15120,Homestead,,519 E. Eighth Ave.,,Highrollers Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:33887,412-638-5263,Open Stage,,PA,15644,Jeannette,,416 Clay Ave,All genres of music welcome.,Keynote Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53418,412-277-7615,XBar,,PA,15222,Pittsburgh,,1400 Smallman St.,DJ Bill Bara. Dance.,Krobar
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53421,412-431-5282,'80s Dance Alternative,http://www.myspace.com/lavaloungepgh,PA,15203,Pittsburgh,,2204 East Carson Street,DJ Doug.,Lava Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:81064,412-882-8687,Souled Out,http://www.thelindengrove.com,PA,15234,Castle Shannon,,1100 Grove Rd.,,Linden Grove
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:56456,412-682-6414,"Mad Tom Brown, Colin Pierce",,PA,15201,Pittsburgh,,4421 Butler St.,House & funk.,The New Amsterdam
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55194,412-673-5155,DJ Sarkaztic,,PA,15137,North Versailles,,3507 Fifth Ave.,Hip hop & R&B.,Nigro's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55068,412-687-3330,DJ FunkNJunk,http://www.pittsburghcafe.com,PA,15213,Pittsburgh,,226 Meyran Ave.,"Underground hip hop, funk & soul.",Pittsburgh Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53428,412-431-5910,DJ Nitro,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,DJ CJ,,PA,15644,Jeanette,,312 Clay Ave.,,Thunder Rolls
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,DJ Luke Duke,,PA,15203,Pittsburgh,,2003 E. Carson St.,"Dance, hip hop, rock & top 40.",Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76714,724-443-5211,DJ Dan Bogan,http://www.tiltspub.com,PA,15044,Gibsonia,,4109 Bakerstown Road,Top 40.,Tilt's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:80359,724-457-1471,Johnny (Holiday) Pia,,PA,15108,Coraopolis,,1300 Broadhead Rd.,,Viola's Pasta &#38; More
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53440,412-431-1800,Ambition,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,Elysium & special guests. House.,Z-Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:85182,412-362-1250,Funk Friday Happy Hour,,PA,15206,Pittsburgh,,6001 Penn Ave.,Live jazz.,Capri Ristorante
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:63622,412-683-5993,Tito & DJ Dave,http://www.arsenalbowl.com,PA,15201,Pittsburgh,,212 44th Street,Karaoke 9 p.m.-12 a.m.; crowd favorites 12-2 a.m.,Arsenal Bowling Lanes
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:86649,412-367-9610,DJ Shane,http://perrytownedrafthouse.com/,PA,15237,McCandless,,1002 Perry Highway,,Perrytowne Draft House
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:64901,724-375-3434,Southern Star,,PA,15001,Aliquippa,,1928 Irwin St.,,American Italian Club
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:78359,412-362-1250,DJ Tee Jay & Special Guests,,PA,15206,Pittsburgh,,6001 Penn Ave.,"Old school hip hop, R&B, funk, dance, soul.",Capri Ristorante
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53414,412-481-1811,DJ Midas,,PA,15203,Pittsburgh,,1500 East Carson,,Elixir Ultralounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:64838,724-258-2161,Bill Couch,,PA,15063,Monongahela,,Route 136,,Fine's Castaway Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53417,412-434-1230,DJ Strobe,,PA,15222,Pittsburgh,,2216 Penn Ave.,Global house.,Firehouse Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:71646,412-431-5282,Pop Rocks,http://www.myspace.com/lavaloungepgh,PA,15203,Pittsburgh,,2204 East Carson Street,Huck Finn. Indie dance party.,Lava Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:69609,724-265-2515,DJ Dan Bogan,,PA,15084,Pittsburgh,,1336 Saxonburg Blvd.,Top 40.,Mad Dawgs
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:76454,412-255-0525,The Vagrants,http://www.olive-twist.com/,PA,15222,Pittsburgh,,140 Sixth St.,,Olive Or Twist
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53429,412-431-5910,DJ Cadillac,http://www.rumshakers-pgh.com,PA,15203,Pittsburgh,,1224 E. Carson St.,Hip hop & top 40.,Rumshakers
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:65748,724-527-5005,DJ CJ,,PA,15644,Jeanette,,312 Clay Ave.,,Thunder Rolls
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53431,412-381-8454,DJ Luke Duke,,PA,15203,Pittsburgh,,2003 E. Carson St.,"Dance, hip hop, rock & top 40.",Tiki Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:66609,412-488-9000,DJ Bobby D,http://www.tuscatapas.com/,PA,15203,Pittsburgh,,2773 Sidney St.,Salsa.,Tusca Global Tapas
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:53441,412-431-1800,Happy Ending,http://www.zloungepgh.com,PA,15203,Pittsburgh,,2108 E. Carson Street,Chico & Nature. Old school hip hop & breaks.,Z-Lounge
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57274,412-322-0647,Open Talent,,PA,15212,Pittsburgh,,507 Foreland St.,,Amani International Coffeehouse & Cafe
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:74969,412-244-4050,Donny's Honey Dew,,PA,15208,Pittsburgh,,553 Brushton Ave.,Presented by Black & White Productions.,Donny's
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87088,412-381-3497,The Rhythm Aces,,PA,15203,Pittsburgh,,1908 E. Carson St.,,The Inn'Termission
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:87753,412-381-1330,Rock n Roll Saturday Nights,http://www.pghrugby.com/ruggerspub,PA,15203,Pittsburgh,,40 South 22nd St.,Hosted by Bobby LaMonde.,Rugger's Pub
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:55113,412-431-8800,DJ CK,http://www.dieselpgh.com/,PA,15203,Pittsburgh,,1601 East Carson Street,,Diesel
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:72594,412-665-2770,R&B Night,,PA,15206,Pittsburgh,,5929 Baum Blvd.,Rotating bands.,Tana Ethiopian Cuisine
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:57506,412-683-5993,DJ Swank Cat,http://www.arsenalbowl.com,PA,15201,Pittsburgh,,212 44th Street,,Arsenal Bowling Lanes
http://www.pittsburghcitypaper.ws/gyrobase/Event?event=oid:82580,412-586-7794,Kurt Giamatte,http://www.cassispittsburgh.com,PA,15233,Pittsburgh,,900 Western Ave.,,Cassis
