telephone,moreInfoLink,cost,website,endDate,startTime,streetAddress,description,venue,endTime,name,startDate,images
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=4&startyear=2010&endmonth=6&endday=30&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/04/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Food+%26+Wine&startmonth=6&startday=4&startyear=2010&endmonth=6&endday=30&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3693,Free,,01/01/2013,11:00 am,"3401 E. Ridgeview, 				Springfield, MO","<p>				     				     				 				  				<p>At the Diamond Ridge Market,  We have wine and cheese tasting everyday, all day long.  I usually have almost 30 different wines from sweet, semi-sweet, to dry open to taste on a daily basis.  With 600 different wines to choose from, you’re sure to find your new favorite.  Prices per bottle range from $6.99 to $699.99.  If you are a novice wine drinker that would like to gain more knowledge, or an advanced wine connoisseur looking for impossible to find cult wines, this is the place for you! We are open 11A.M. to 7 P.m. Monday through Saturday, and 11 A.M. to 5 p.M. Sunday.</p></p>","<p class=""event-description"">  Diamond Ridge Market",,Diamond Ridge Market,06/04/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3693/drlogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=23&startyear=2010&endmonth=6&endday=23&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=14&startyear=2010&endmonth=6&endday=14&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=20&startyear=2010&endmonth=6&endday=20&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=10&startyear=2010&endmonth=6&endday=10&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=19&startyear=2010&endmonth=6&endday=19&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=26&startyear=2010&endmonth=6&endday=26&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Food+%26+Wine&startmonth=6&startday=14&startyear=2010&endmonth=6&endday=14&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3693,Free,,01/01/2013,11:00 am,"3401 E. Ridgeview, 				Springfield, MO","<p>				     				     				 				  				<p>At the Diamond Ridge Market,  We have wine and cheese tasting everyday, all day long.  I usually have almost 30 different wines from sweet, semi-sweet, to dry open to taste on a daily basis.  With 600 different wines to choose from, you’re sure to find your new favorite.  Prices per bottle range from $6.99 to $699.99.  If you are a novice wine drinker that would like to gain more knowledge, or an advanced wine connoisseur looking for impossible to find cult wines, this is the place for you! We are open 11A.M. to 7 P.m. Monday through Saturday, and 11 A.M. to 5 p.M. Sunday.</p></p>","<p class=""event-description"">  Diamond Ridge Market",,Diamond Ridge Market,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3693/drlogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=28&startyear=2010&endmonth=6&endday=28&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=30&startyear=2010&endmonth=6&endday=30&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Food+%26+Wine&startmonth=6&startday=21&startyear=2010&endmonth=6&endday=21&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3693,Free,,01/01/2013,11:00 am,"3401 E. Ridgeview, 				Springfield, MO","<p>				     				     				 				  				<p>At the Diamond Ridge Market,  We have wine and cheese tasting everyday, all day long.  I usually have almost 30 different wines from sweet, semi-sweet, to dry open to taste on a daily basis.  With 600 different wines to choose from, you’re sure to find your new favorite.  Prices per bottle range from $6.99 to $699.99.  If you are a novice wine drinker that would like to gain more knowledge, or an advanced wine connoisseur looking for impossible to find cult wines, this is the place for you! We are open 11A.M. to 7 P.m. Monday through Saturday, and 11 A.M. to 5 p.M. Sunday.</p></p>","<p class=""event-description"">  Diamond Ridge Market",,Diamond Ridge Market,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3693/drlogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=27&startyear=2010&endmonth=6&endday=27&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=12&startyear=2010&endmonth=6&endday=12&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=11&startyear=2010&endmonth=6&endday=11&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=17&startyear=2010&endmonth=6&endday=17&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=15&startyear=2010&endmonth=6&endday=15&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=18&startyear=2010&endmonth=6&endday=18&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=29&startyear=2010&endmonth=6&endday=29&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Food+%26+Wine&startmonth=6&startday=28&startyear=2010&endmonth=6&endday=28&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3693,Free,,01/01/2013,11:00 am,"3401 E. Ridgeview, 				Springfield, MO","<p>				     				     				 				  				<p>At the Diamond Ridge Market,  We have wine and cheese tasting everyday, all day long.  I usually have almost 30 different wines from sweet, semi-sweet, to dry open to taste on a daily basis.  With 600 different wines to choose from, you’re sure to find your new favorite.  Prices per bottle range from $6.99 to $699.99.  If you are a novice wine drinker that would like to gain more knowledge, or an advanced wine connoisseur looking for impossible to find cult wines, this is the place for you! We are open 11A.M. to 7 P.m. Monday through Saturday, and 11 A.M. to 5 p.M. Sunday.</p></p>","<p class=""event-description"">  Diamond Ridge Market",,Diamond Ridge Market,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3693/drlogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=24&startyear=2010&endmonth=6&endday=24&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=9&startyear=2010&endmonth=6&endday=9&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
417-833-8864,http://www.417mag.com/417-Magazine/417-Calendar/Calendar/index.php?categoryfilter=Music&startmonth=6&startday=25&startyear=2010&endmonth=6&endday=25&endyear=2010&view=view_event&submit=Search&cpevents=1&sievents=0&itm=3516,varies,http://www.uglymuglive.com,12/31/2011,,"3050 N. Kentwood , 		Springfield, MO",<p>				     				     				 				  				The Ugly Mug Live Music Tavern is open Thursday-Saturday from 8-1. With premium lighting and sound The Mug is the latest and greatest way to see live music in Southwest MO. Please visit www.uglymuglive.com for up to date show info.</p>,"<p class=""event-description"">  The Ugly Mug Live Music Tavern",,Live Music at The Ugly Mug,06/09/2010,http://www.417mag.com/core/includes/phpThumb/phpThumb.php?src=/images/events/3516/uglymuglogo.jpg&amp;w=145
