image,time,description,price,venueName,startDate,name,moreInfoLink,fullLocation
,7:30pm,A book discussion group; open to all. Call for information.,,Eureka Valley/Harvey Milk Branch Library,Ongoing,Eureka Valley/Harvey Milk Memorial Branch Book Discussion Group,http://www.sfweekly.com/events/eureka-valley-harvey-milk-memorial-branch-book-discussion-group-32658/,"1 Jose Sarria (at 16th St.), San Francisco CA"
,4:00pm,Various films of interest to gay and lesbian audiences and their friends.,,San Francisco LGBT Community Center,Ongoing,Movie Night at the Center,http://www.sfweekly.com/events/movie-night-at-the-center-9689/,"1800 Market (at Octavia), San Francisco CA"
,6:30pm,"In the name of Miriam Bengoetxea, Basque bike engineer (of Orbea Orca fame), we command you to attend WTF: the Women, Transgenderqueer, and Femme bike-fix night! Bengoetxea is one of the only women in the world designing carbon-fiber bicycle frames, partly because she's had the support of the world-famous Mondragón collective. Local ladies and transmen, meanwhile, have the Bike Kitchen, a collective dedicated to equality and bicycles. So, if you've ever felt like ""Fuck it, dudes are rotten teachers. I'll just buy a car,"" give cycling one more chance at an evening of tubes, patch kits, and 5 mm Allen wrenches just for you.",free,Bike Kitchen,Ongoing,"WTF: Women's, Trans/Genderqueer, and Femmes' Night",http://www.sfweekly.com/events/wtf-womens-trans-genderqueer-and-femmes-night-598773/,"650H Florida (at 19th St.), San Francisco CA"
,10:00pm,,$5,Powerhouse,Ongoing,"""Nasty""",http://www.sfweekly.com/events/nasty-1787715/,"1347 Folsom (at Ninth St.), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4503441.1.jpg,10:00pm,"House, electro, & breaks DJs spin until noon Sunday.",$10+,Endup,Ongoing,"""The Show""",http://www.sfweekly.com/events/the-show-784487/,"401 Sixth St. (at Harrison), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/3971168.1.jpg,7:00pm,w/ BeBe Sweetbriar & guests,$5,Martuni's,Ongoing,"""Sweetbriar: Live & Unplugged""",http://www.sfweekly.com/events/sweetbriar-live-and-unplugged-1811422/,"4 Valencia (at Market), San Francisco CA"
,10:00pm,w/ DJs Nuxx & Zax,$7,Rickshaw Stop,Ongoing,"""Cockblock""",http://www.sfweekly.com/events/cockblock-695993/,"155 Fell (at Van Ness), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/3971168.1.jpg,7:00pm,w/ Trauma Flintstone,$5,Martuni's,Ongoing,"""Bijou""",http://www.sfweekly.com/events/bijou-56298/,"4 Valencia (at Market), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4417544.1.jpg,9:00pm,,,Eight,Ongoing,"""Wet & Wild""",http://www.sfweekly.com/events/wet-and-wild-1744746/,"1151 Folsom (at Seventh St.), San Francisco CA"
,12:00am,,,Divas,Ongoing,"""Talent Tuesdays""",http://www.sfweekly.com/events/talent-tuesdays-648260/,"1081 Post (at Polk), San Francisco CA"
,7:00pm,"Relax with the Lou Sullivan Society, which  ""exists to provide information, education, support, community building and advocacy for transgender, transsexual, and genderqueer people assigned female at birth and their loved ones.""",,Church Street Cafe and Coffee House,Ongoing,FTMs and Friends Community Social,http://www.sfweekly.com/events/ftms-and-friends-community-social-783669/,"260 Church (at Market), San Francisco CA"
,7:00pm,"Monthly open mike for musicians, poets, dancers, and others with a yen to command the stage for five minutes at a time. FTMs and those who love them are the staple performers.",free,Eros,Ongoing,"""Retool and Grind""",http://www.sfweekly.com/events/retool-and-grind-22294/,"2051 Market (at Church), San Francisco CA"
,8:00pm,Weekly game night in the Castro.,,Harvey's,Ongoing,"""Play with BeBe""",http://www.sfweekly.com/events/play-with-bebe-1957509/,"500 Castro (at 18th St.), San Francisco CA"
,8:00pm,,,Badlands,Ongoing,Video Dance Club,http://www.sfweekly.com/events/video-dance-club-1025210/,"4121 18th St. (at Castro), San Francisco CA"
,9:00pm,Juanita More & Joshua J steer a cruise-y musical love boat.,$2,Q Bar,Ongoing,"""Booty Call""",http://www.sfweekly.com/events/booty-call-1334994/,"456 Castro (at Market), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4271964.1.jpg,9:00pm,With Kelly Anneken & guests.,$3,The Stud,Ongoing,Comedy at the Stud,http://www.sfweekly.com/events/comedy-at-the-stud-1782025/,"399 Ninth St. (at Harrison), San Francisco CA"
,9:00pm,,$9,Moby Dick,Ongoing,"""Dick&#146;s Co""",http://www.sfweekly.com/events/dickand-146-s-co-1848725/,"4049 18th St. (at Hartford), San Francisco CA"
,9:00pm,,,440 Castro,Ongoing,DJ Jim Hopkins,http://www.sfweekly.com/events/dj-jim-hopkins-1585880/,"440 Castro (at Market), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4701707.1.jpg,9:00pm,,$4,The Cafe,Ongoing,"""Hump Wednesdays""",http://www.sfweekly.com/events/hump-wednesdays-1635714/,"2369 Market (at Castro), San Francisco CA"
,9:00pm,A night for gays who miss those towel-snapping high school days.,,Chaps II,Ongoing,"""Locker Room""",http://www.sfweekly.com/events/locker-room-1868431/,"1225 Folsom (at Eighth St.), San Francisco CA"
,9:00pm,w/ DJ Jay-R,$5 (free before 10 p.m.),Bench & Bar,Ongoing,"""PersuAsian""",http://www.sfweekly.com/events/persuasian-1957510/,"510 17th St. (at Telegraph), Oakland CA"
http://vvoice.vo.llnwd.net/e15/2945799.1.jpg,10:00pm,weekly drag king revue,$3,White Horse Inn,Ongoing,East Bay Kings Club,http://www.sfweekly.com/events/east-bay-kings-club-1099367/,"6551 Telegraph (at 66th St.), Oakland CA"
,10:00pm,w/ DJ Liebe,free,Powerhouse,Ongoing,"""Macho""",http://www.sfweekly.com/events/macho-578860/,"1347 Folsom (at Ninth St.), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4701706.1.jpg,10:00pm,"w/ Cookie Dough, Suppositori Spelling, & Pollo Del Mar",$5,Lookout,Ongoing,"""Mary-Go-Round""",http://www.sfweekly.com/events/mary-go-round-1383561/,"3600 16th St. (at Noe), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4701706.1.jpg,4:00pm,Unique happy hour where drinks start at 50 cents and escalate every 30 minutes.,,Lookout,Ongoing,Beat the Clock Happy Hour,http://www.sfweekly.com/events/beat-the-clock-happy-hour-1875607/,"3600 16th St. (at Noe), San Francisco CA"
,6:30pm,For youth 18-25. Free food provided.,,Dimensions Clinic,Ongoing,Blur-Transgender & Gender-Variant Support Group,http://www.sfweekly.com/events/blur-transgender-and-gender-variant-support-group-32622/,"3850 17th St. (at Pond), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4219803.1.jpg,6:30pm-10:30pm,Gay-friendly country dancing.,$5,Space 550,Ongoing,"""Sundance Saloon""",http://www.sfweekly.com/events/sundance-saloon-682899/,"550 Barneveld (at Industrial), San Francisco CA"
,8:00pm-10:00pm,With BeBe Sweetbriar & DJ Aubrey.,,Mix,Ongoing,"""Cocktail Party""",http://www.sfweekly.com/events/cocktail-party-1181243/,"4086 18th St. (at Castro), San Francisco CA"
,9:00pm,"w/ DJs Dedan, Chris, & Olga T",free,Bench & Bar,Ongoing,"""Beautiful""",http://www.sfweekly.com/events/beautiful-1719133/,"510 17th St. (at Telegraph), Oakland CA"
http://vvoice.vo.llnwd.net/e15/4455355.1.jpg,9:00pm,,free,Deco Lounge,Ongoing,Karaoke with KJ Paul,http://www.sfweekly.com/events/karaoke-with-kj-paul-1770361/,"510 Larkin (at Turk), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/2945799.1.jpg,9:00pm,w/ DJ Edwardo,$3,White Horse Inn,Ongoing,"""Ltin-Hop""",http://www.sfweekly.com/events/ltin-hop-904439/,"6551 Telegraph (at 66th St.), Oakland CA"
http://vvoice.vo.llnwd.net/e15/4701707.1.jpg,9:00pm,,$5,The Cafe,Ongoing,"""&iexcl;Pan Dulce!""",http://www.sfweekly.com/events/andiexcl-pan-dulce--56053/,"2369 Market (at Castro), San Francisco CA"
,9:00pm,With DJ Jacatac.,$12-$15,Club 21,Ongoing,"""Tasty""",http://www.sfweekly.com/events/tasty-1727399/,"2111 Franklin (at 21st St.), Oakland CA"
,9:00pm,w/ DJ Jay-R,free,Q Bar,Ongoing,"""Throwback Thursday""",http://www.sfweekly.com/events/throwback-thursday-1561655/,"456 Castro (at Market), San Francisco CA"
,9:00pm,"w/ Alexis Von Fierce, DJs Dank & Dingbat, guests",$5,Club 93,Ongoing,"""Toolbox""",http://www.sfweekly.com/events/toolbox-1939896/,"93 Ninth St. (at Mission), San Francisco CA"
,9:00pm,,$5,Powerhouse,Ongoing,"""Underwear Party""",http://www.sfweekly.com/events/underwear-party-828657/,"1347 Folsom (at Ninth St.), San Francisco CA"
,10:00pm,w/ DJ Underdog,,440 Castro,Ongoing,"""CDXL""",http://www.sfweekly.com/events/cdxl-921137/,"440 Castro (at Market), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4219804.1.jpg,10:00pm,,,Trigger,Ongoing,"""Juicy""",http://www.sfweekly.com/events/juicy-1830654/,"2344 Market (at Castro), San Francisco CA"
,10:30pm,,,Divas,Ongoing,"""Diva Darlings""",http://www.sfweekly.com/events/diva-darlings-1794936/,"1081 Post (at Polk), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/2968909.1.jpg,,Local film series; screenings are followed by wine and vegan cookie receptions including question and answer sessions with the filmmakers. Also features a visual open mike: Submit short (five minutes or less) films or video pieces at 7:30 p.m.,,Femina Potens,Ongoing,"""Open Eyes: Queer Film Friday""",http://www.sfweekly.com/events/open-eyes-queer-film-friday-872153/,"2199 Market (at Sanchez), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4219804.1.jpg,5:00pm-9:00pm,Happy hour charity benefit event with BeBe Sweetbriar & VJ Mark Andrus.,,Trigger,Ongoing,"""Happy Fridays: A Gentleman&#146;s Cabaret Fundraiser""",http://www.sfweekly.com/events/happy-fridays-a-gentlemanand-146-s-cabaret-fundraiser-1897286/,"2344 Market (at Castro), San Francisco CA"
,8:00pm,,,Mix,Ongoing,"""Funky Fridays""",http://www.sfweekly.com/events/funky-fridays-1744621/,"4086 18th St. (at Castro), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4532538.1.jpg,9:00pm-10:00pm,Devilish dykes drink dollar margaritas for 60 sweet minutes.,free,Lexington Club,Ongoing,Bad Girl Cocktail Hour,http://www.sfweekly.com/events/bad-girl-cocktail-hour-1364582/,"3464 19th St. (at Valencia), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4701707.1.jpg,9:00pm,,$5,The Cafe,Ongoing,"""Boy Bar""",http://www.sfweekly.com/events/boy-bar-1644261/,"2369 Market (at Castro), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4417544.1.jpg,9:00pm-3:00am,,free before 10 p.m,Eight,Ongoing,"""Club Dragon""",http://www.sfweekly.com/events/club-dragon-56266/,"1151 Folsom (at Seventh St.), San Francisco CA"
,9:00pm,,,Divas,Ongoing,DJ Feel & DJ PussPuss,http://www.sfweekly.com/events/dj-feel-and-dj-pusspuss-648258/,"1081 Post (at Polk), San Francisco CA"
,9:00pm,,free,Q Bar,Ongoing,DJ J-Cue,http://www.sfweekly.com/events/dj-j-cue-1561656/,"456 Castro (at Market), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/2945799.1.jpg,9:00pm,,$5,White Horse Inn,Ongoing,DJ Mixtress Ryan,http://www.sfweekly.com/events/dj-mixtress-ryan-792729/,"6551 Telegraph (at 66th St.), Oakland CA"
,9:00pm,"Gay Latin pop, house, and hip-hop with DJ Jose Kuervo.",,Bench & Bar,Ongoing,"""Latin Explosion""",http://www.sfweekly.com/events/latin-explosion-751841/,"510 17th St. (at Telegraph), Oakland CA"
http://vvoice.vo.llnwd.net/e15/4399741.1.jpg,9:00pm,,free,The Bar on Church,Ongoing,"""The Party""",http://www.sfweekly.com/events/the-party-1858554/,"198 Church (at Market), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4455362.1.jpg,10:00pm,w/ DJ Jeff Lawrence,,Truck,Ongoing,"""Automatic""",http://www.sfweekly.com/events/automatic-1970803/,"1900 Folsom (at 15th St.), San Francisco CA"
,10:00pm,w/ DJ Sergio,free,Cafe Flore,Ongoing,"""Kinky Beats""",http://www.sfweekly.com/events/kinky-beats-1159213/,"2298 Market (at Noe), San Francisco CA"
,10:00pm,w/ DJ Michael Mangiaforte,,Powerhouse,Ongoing,"""Pec Night""",http://www.sfweekly.com/events/pec-night-682865/,"1347 Folsom (at Ninth St.), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4219804.1.jpg,10:00pm,w/ Electromagnetic DJs,,Trigger,Ongoing,"""Radar""",http://www.sfweekly.com/events/radar-1980444/,"2344 Market (at Castro), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4701706.1.jpg,10:00pm,"w/ resident DJs Party Ben, Jay-R, Kidd Sysko, & more",$2,Lookout,Ongoing,"""Ver/Sus""",http://www.sfweekly.com/events/ver-sus-1635688/,"3600 16th St. (at Noe), San Francisco CA"
http://vvoice.vo.llnwd.net/e15/4503441.1.jpg,11:00pm,House DJs spinning for gays (and straights) until 11 a.m.,$15-$20 (free before midnight),Endup,Ongoing,"""Ghettodisco""",http://www.sfweekly.com/events/ghettodisco-969701/,"401 Sixth St. (at Harrison), San Francisco CA"
,12:00am,w/ Alexis Miranda,,Divas,Ongoing,"""Midnight Show""",http://www.sfweekly.com/events/midnight-show-648259/,"1081 Post (at Polk), San Francisco CA"
,5:30pm,Weekly general meeting to counter gay consumerism.,,Modern Times Bookstore,Ongoing,Gay Shame,http://www.sfweekly.com/events/gay-shame-1003417/,"888 Valencia (at 20th St.), San Francisco CA"
,8:00pm,w/ DJ Ken Vulsion,free,Cafe Flore,Ongoing,"""Bistrotheque""",http://www.sfweekly.com/events/bistrotheque-712429/,"2298 Market (at Noe), San Francisco CA"
