moreInfo,latitude,hours,phone,venueLink,longitude,state,endDate,image,name,address,city,startDate,price,description,time,venue
http://www.thestranger.com/seattle/Event?event=4700679,47.62108,Mon - Thurs: 10:00 a.m. - 5:00 p.m. Fri - Sun: 10:00 a.m. - 6:00 p.m.,(206) 770-2700,http://www.thestranger.com/seattle/experience-music-project-science-fiction-museum/Location?oid=34729,-122.34776,WA,,,Free First Thursdays,325 Fifth Ave N     &nbsp;&nbsp;,Seattle,,,,8 pm.,Experience Music Project | Science Fiction Museum.
http://www.thestranger.com/seattle/Event?event=4517917,47.61459,,(206) 441-9729,http://www.thestranger.com/seattle/jazz-alley/Location?oid=23889,-122.33891,WA,08/18/2011,,"Jeff Lorber Fusion feat. Eric Marienthal, Jimmy Haslip, and Will Kennedy",2033 Sixth Ave     &nbsp;&nbsp;,Seattle,09/16/2010,$28.50 w/ reservations,,,Jazz Alley
http://www.thestranger.com/seattle/Event?event=4700679,47.62108,Mon - Thurs: 10:00 a.m. - 5:00 p.m. Fri - Sun: 10:00 a.m. - 6:00 p.m.,(206) 770-2700,http://www.thestranger.com/seattle/experience-music-project-science-fiction-museum/Location?oid=34729,-122.34776,WA,,,Free First Thursdays,325 Fifth Ave N     &nbsp;&nbsp;,Seattle,,,,8 pm.,Experience Music Project | Science Fiction Museum.
http://www.thestranger.com/seattle/Event?event=4700679,47.62108,Mon - Thurs: 10:00 a.m. - 5:00 p.m. Fri - Sun: 10:00 a.m. - 6:00 p.m.,(206) 770-2700,http://www.thestranger.com/seattle/experience-music-project-science-fiction-museum/Location?oid=34729,-122.34776,WA,,,Free First Thursdays,325 Fifth Ave N     &nbsp;&nbsp;,Seattle,,,,8 pm.,Experience Music Project | Science Fiction Museum.
http://www.thestranger.com/seattle/Event?event=4700679,47.62108,Mon - Thurs: 10:00 a.m. - 5:00 p.m. Fri - Sun: 10:00 a.m. - 6:00 p.m.,(206) 770-2700,http://www.thestranger.com/seattle/experience-music-project-science-fiction-museum/Location?oid=34729,-122.34776,WA,,,Free First Thursdays,325 Fifth Ave N     &nbsp;&nbsp;,Seattle,,,,8 pm.,Experience Music Project | Science Fiction Museum.
http://www.thestranger.com/seattle/Event?event=5529798,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,02/24/2011,http://www.thestranger.com/binary/300c/AstroMan.jpg,"The Crocodile Presents:                                       Man or Astro Man?, The Octopus Project",2200 Second Ave     &nbsp;&nbsp;,2200 Second Ave,02/24/2011,$15 adv,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=4459647,47.54902,"Tues-Thurs 6-10 pm, Fri-Sat 6 pm-2 am",(206) 767-0280,http://www.thestranger.com/seattle/the-mix/Location?oid=24790,-122.31709,WA,02/24/2011,,"Jazz Night:                                       Don Mock, Steve Kim, Jacques Willis",6004 12th Ave S     &nbsp;&nbsp;,Seattle,02/24/2011,,,8 pm.,The Mix
http://www.thestranger.com/seattle/Event?event=5698579,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,02/26/2011,http://www.thestranger.com/binary/a25d/BiffyClyro.jpg1291668524-original.jpg,"AP and The Showbox Presents:                                       Biffy Clyro, Moving Mountains, And Special Guests",2200 Second Ave     &nbsp;&nbsp;,2200 Second Ave,02/26/2011,$12 adv,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=6097464,47.60323,,(206) 621-7777,http://www.thestranger.com/seattle/owl-n-thistle-irish-pub/Location?oid=23896,-122.33548,WA,07/19/2011,,New Forge,808 Post Ave &nbsp;&nbsp;,Seattle,07/19/2011,,,,Owl N' Thistle Irish Pub
http://www.thestranger.com/seattle/Event?event=3550920,47.62237,,(206) 254-2824,http://www.thestranger.com/seattle/lo-fi-performance-gallery/Location?oid=24231,-122.3293,WA,11/12/2011,,"Emerald City Soul Club:                                       Kenny Mac, Gene Balk, Marc Muller, Alvin Mangosing, Mike Chrietzberg, Brian Everett, George Gell, Mike ""Sexual Healer"" Nipper",429 Eastlake Ave E &nbsp;&nbsp;,Seattle,11/12/2011,$10,,,Lo-Fi Performance Gallery
http://www.thestranger.com/seattle/Event?event=4700679,47.62108,Mon - Thurs: 10:00 a.m. - 5:00 p.m. Fri - Sun: 10:00 a.m. - 6:00 p.m.,(206) 770-2700,http://www.thestranger.com/seattle/experience-music-project-science-fiction-museum/Location?oid=34729,-122.34776,WA,,,Free First Thursdays:                                       Us on Roofs,325 Fifth Ave N &nbsp;&nbsp;,Seattle,,Free,,8 pm.,Experience Music Project | Science Fiction Museum.
http://www.thestranger.com/seattle/Event?event=5875479,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/07/2011,http://www.thestranger.com/binary/195c/TheDears_copy.jpg1295288604-original.jpg,The Crocodile Presents: The Dears with The Tender Box and Special Guests,2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/07/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=635461,47.61028,Daily 11:30 am-2 am,(206) 728-1916,http://www.thestranger.com/seattle/kells/Location?oid=24229,-122.34199,WA,03/07/2011,,Liam Gallagher,1916 Post Alley &nbsp;&nbsp;,Seattle,03/07/2011,,,9 pm.,Kell's
http://www.thestranger.com/seattle/Event?event=5316962,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/08/2011,http://www.thestranger.com/binary/8933/TapesNTapes.jpg1291668548-original.jpg,"Monqui Presents:                                       Tapes N' Tapes, Dale Earnhardt Jr. Jr.",2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/08/2011,$15 adv,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=4459647,47.54902,"Tues-Thurs 6-10 pm, Fri-Sat 6 pm-2 am",(206) 767-0280,http://www.thestranger.com/seattle/the-mix/Location?oid=24790,-122.31709,WA,03/08/2011,,"Jazz Night:                                       Don Mock, Steve Kim, Jacques Willis",6004 12th Ave S &nbsp;&nbsp;,Seattle,03/08/2011,,,8 pm.,The Mix
http://www.thestranger.com/seattle/Event?event=635461,47.61028,Daily 11:30 am-2 am,(206) 728-1916,http://www.thestranger.com/seattle/kells/Location?oid=24229,-122.34199,WA,03/08/2011,,Liam Gallagher,1916 Post Alley &nbsp;&nbsp;,Seattle,03/08/2011,,,9 pm.,Kell's
http://www.thestranger.com/seattle/Event?event=6367599,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/12/2011,,The Crocodile Presents: Greensky Bluegrass with Special Guests,2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/12/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=6265854,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/17/2011,,The Crocodile Presents: See Me River with S and John Atkins,2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/17/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=4459647,47.54902,"Tues-Thurs 6-10 pm, Fri-Sat 6 pm-2 am",(206) 767-0280,http://www.thestranger.com/seattle/the-mix/Location?oid=24790,-122.31709,WA,03/17/2011,,"Jazz Night:                                       Don Mock, Steve Kim, Jacques Willis",6004 12th Ave S &nbsp;&nbsp;,Seattle,03/17/2011,,,8 pm.,The Mix
http://www.thestranger.com/seattle/Event?event=5844464,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/18/2011,http://www.thestranger.com/binary/c44e/Destroyer.jpg1292540281-original.jpg,The Crocodile Presents: Destroyer with War On Drugs and Yuni in Taxco,2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/18/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=5787780,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/21/2011,http://www.thestranger.com/binary/8e62/MEN.jpg1292540535-original.jpg,"MEN (ex Le Tigre), Secret Shoppers",2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/21/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=635461,47.61028,Daily 11:30 am-2 am,(206) 728-1916,http://www.thestranger.com/seattle/kells/Location?oid=24229,-122.34199,WA,03/21/2011,,Liam Gallagher,1916 Post Alley &nbsp;&nbsp;,Seattle,03/21/2011,,,9 pm.,Kell's
http://www.thestranger.com/seattle/Event?event=5472256,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/26/2011,http://www.thestranger.com/binary/56b4/Telekinesis.jpg,"The Crocodile Presents:                                       Telekinesis, And Special Guests",2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/26/2011,$10 adv,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=5382642,47.61396,,(206) 709-9442,http://www.thestranger.com/seattle/neumos/Location?oid=24256,-122.32034,WA,03/26/2011,,Electric Six,925 E Pike St &nbsp;&nbsp;,Seattle,03/26/2011,$13 adv,RESCHEDULED from Oct. 25th show. All tickets will be honored on the new date.,8 pm.,Neumos
http://www.thestranger.com/seattle/Event?event=5857040,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/27/2011,http://www.thestranger.com/binary/7aab/ToroMoi_copy.jpg1292539871-original.jpg,"Toro Y Moi, Cloud Nothings, Braids",2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/27/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=5739028,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/30/2011,,"Miniature Tigers, Pepper Rabbit, Special Guests",2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/30/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=6282268,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/04/2011,http://www.thestranger.com/binary/9de7/NorthMissAllstars_copy.jpg1295288572-original.jpg,The Crocodile Presents: North Mississippi Allstars with Special Guests,2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/04/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=3897532,47.66153,,(206) 633-1824,http://www.thestranger.com/seattle/seamonster/Location?oid=44726,-122.33227,WA,03/04/2011,,Funky 2 Death,2202 N 45th St &nbsp;&nbsp;,Seattle,03/04/2011,Free,,10 pm.,SeaMonster
http://www.thestranger.com/seattle/Event?event=3418122,47.51636,,,http://www.thestranger.com/seattle/snoqualmie-casino/Location?oid=1461081,-121.843,WA,03/04/2011,,Old School,37500 SE North Bend Way &nbsp;&nbsp;,Snoqualmie,03/04/2011,,,,Snoqualmie Casino
http://www.thestranger.com/seattle/Event?event=6210725,47.62129,,262-3245,http://www.thestranger.com/seattle/emp/Location?oid=2012036,-122.3448,WA,03/05/2011,,Sound Off Finals:                                       Guests,330 Sixth Ave N &nbsp;&nbsp;,Seattle,03/05/2011,$7/$10,,7:30 pm.,EMP
http://www.thestranger.com/seattle/Event?event=5842956,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,03/05/2011,http://www.thestranger.com/binary/c38c/JuradoViva_copy.jpg1294343901-original.jpg,The Crocodile Presents: Damien Jurado with Viva Voce and Loch Lomond,2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,03/05/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=2400310,47.59943,,(206) 329-1534,http://www.thestranger.com/seattle/hidmo-eritrean-restaurant/Location?oid=24554,-122.30619,WA,03/05/2011,,Ladies First: Female MC & DJ Showcase:                                       Guests,2000 S Jackson St &nbsp;&nbsp;,Seattle,03/05/2011,Free/donation,,8 pm.,Hidmo Eritrean Restaurant
http://www.thestranger.com/seattle/Event?event=2461019,47.64145,,(206) 325-0081,http://www.thestranger.com/seattle/louisas-cafe-and-bakery/Location?oid=31471,-122.3261,WA,03/05/2011,,Slim Pickins,2379 Eastlake Ave E &nbsp;&nbsp;,Seattle,03/05/2011,,,8 pm.,Louisa's Cafe & Bakery
http://www.thestranger.com/seattle/Event?event=5050609,47.60786,4 pm-2 am every day (kitchen closes at 10 pm),(206) 397-4053,http://www.thestranger.com/seattle/vitos-restaurant-and-lounge/Location?oid=24798,-122.32711,WA,03/05/2011,,Ruby Bishop,927 9th Ave &nbsp;&nbsp;,Seattle,03/05/2011,Free,,,Vito's Restaurant & Lounge
http://www.thestranger.com/seattle/Event?event=3897359,47.66153,,(206) 633-1824,http://www.thestranger.com/seattle/seamonster/Location?oid=44726,-122.33227,WA,03/05/2011,,Sound Dialog:                                       Guests,2202 N 45th St &nbsp;&nbsp;,Seattle,03/05/2011,,,10:30 pm.,SeaMonster
http://www.thestranger.com/seattle/Event?event=3249604,47.61533,,(206) 325-2149,http://www.thestranger.com/seattle/capitol-club/Location?oid=24518,-122.32654,WA,02/23/2011,,Island Style:                                       DJ Bookem,414 E Pine St &nbsp;&nbsp;,Seattle,02/23/2011,Free,,10 pm.,Capitol Club
http://www.thestranger.com/seattle/Event?event=1128696,47.61268,,(206) 374-3733,http://www.thestranger.com/seattle/see-sound-lounge/Location?oid=25076,-122.34491,WA,02/23/2011,,"Fade:                                       DJ Chinkyeye, DJ Christyle",115 Blanchard St &nbsp;&nbsp;,Seattle,02/23/2011,,,10 pm.,See Sound Lounge
http://www.thestranger.com/seattle/Event?event=4986548,47.61396,,(206) 709-9951,http://www.thestranger.com/seattle/moe-bar/Location?oid=242778,-122.32037,WA,02/24/2011,,Moe Mod:                                       Guest DJs,925 E Pike St &nbsp;&nbsp;,Seattle,02/24/2011,,,,Moe Bar
http://www.thestranger.com/seattle/Event?event=4986549,47.61396,,(206) 709-9951,http://www.thestranger.com/seattle/moe-bar/Location?oid=242778,-122.32037,WA,02/24/2011,,Moe Mod:                                       Guest DJs,925 E Pike St &nbsp;&nbsp;,Seattle,02/24/2011,,,,Moe Bar
http://www.thestranger.com/seattle/Event?event=52035,47.61431,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,http://www.thestranger.com/seattle/neighbours/Location?oid=23893,-122.321,WA,02/24/2011,,"Rock Lobster:                                       Billy the Kid, DJ Trent Von",1509 Broadway &nbsp;&nbsp;,Seattle,02/24/2011,,,,Neighbours
http://www.thestranger.com/seattle/Event?event=6454968,47.61264,"Lunch Tue-Fri 11:30 am-3 pm; Fri-Sat 4 pm-2 am, Sun-Thu 5 pm-2 am",(206) 956-9329,http://www.thestranger.com/seattle/ohana-restaurant-and-sushi-bar/Location?oid=165251,-122.34565,WA,02/24/2011,,Chill:                                       DJ MS,2207 1st Ave &nbsp;&nbsp;,Seattle,02/24/2011,,,,'Ohana Restaurant & Sushi Bar
http://www.thestranger.com/seattle/Event?event=5942786,47.61268,,(206) 374-3733,http://www.thestranger.com/seattle/see-sound-lounge/Location?oid=25076,-122.34491,WA,02/24/2011,,"Trend:                                       DJ Kazan, Dirty Harry, rotating guests",115 Blanchard St &nbsp;&nbsp;,Seattle,02/24/2011,Free before 11 pm,,,See Sound Lounge
http://www.thestranger.com/seattle/Event?event=4927966,47.60156,,(206) 447-4140,http://www.thestranger.com/seattle/trinity/Location?oid=25171,-122.33349,WA,02/24/2011,,"Free.BASS Cardroom:                                       Guest DJs, DJ Tre",111 Yesler Way &nbsp;&nbsp;,Seattle,02/24/2011,Free,,,Trinity
http://www.thestranger.com/seattle/Event?event=2750449,47.66654,Daily 4:30 pm-1 am,453-5014,http://www.thestranger.com/seattle/bastille-cafe-and-bar/Location?oid=1767096,-122.38362,WA,02/24/2011,,Soiree Internationale:                                       DJ ELXR,5307 Ballard Ave NW &nbsp;&nbsp;,Seattle,02/24/2011,,,8:30 pm.,Bastille Cafe & Bar
http://www.thestranger.com/seattle/Event?event=756332,47.61396,,(206) 324-7263,http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,-122.32044,WA,02/24/2011,,Century Salsa:                                       Guest DJs,"915 E Pine St, second floor &nbsp;&nbsp;",Seattle,02/24/2011,$7,,9 pm.,Century Ballroom
http://www.thestranger.com/seattle/Event?event=3138349,47.62237,,(206) 254-2824,http://www.thestranger.com/seattle/lo-fi-performance-gallery/Location?oid=24231,-122.3293,WA,02/24/2011,,London Loves:                                       Guest DJs,429 Eastlake Ave E &nbsp;&nbsp;,Seattle,02/24/2011,$3,,9 pm.,Lo-Fi Performance Gallery
http://www.thestranger.com/seattle/Event?event=3138070,47.59843,,(206) 382-8454,http://www.thestranger.com/seattle/tiki-bobs/Location?oid=24133,-122.3324,WA,02/24/2011,,Live Island:                                       Guests,166 S King St &nbsp;&nbsp;,Seattle,02/24/2011,Free,,9 pm.,Tiki Bob's
http://www.thestranger.com/seattle/Event?event=2952373,47.61343,,(206) 324-8000,http://www.thestranger.com/seattle/chop-suey/Location?oid=24704,-122.31499,WA,02/25/2011,,"Comeback vs The House of Aviance:                                       Pony Boy, Colby B, Guest DJs",1325 E Madison St &nbsp;&nbsp;,Seattle,02/25/2011,$5 before 11PM,,9 pm.,Chop Suey
http://www.thestranger.com/seattle/Event?event=1027142,47.6141,,(206) 324-7263,http://www.thestranger.com/seattle/halo/Location?oid=99842,-122.3255,WA,02/25/2011,,All Ages Salsa Dance:                                       Guests,"500 E Pike St, Second Floor &nbsp;&nbsp;",Seattle,02/25/2011,$7,,,HaLo
http://www.thestranger.com/seattle/Event?event=1169214,47.61644,"Mon-Sat 11 am-2 am, Sun 11 am-midnight",(425) 289-7000,http://www.thestranger.com/seattle/parlor-ultra-lounge/Location?oid=603593,-122.2015,WA,02/25/2011,,Ultradance:                                       Kemal,"700 Bellevue Way NE, Ste 300 &nbsp;&nbsp;",Bellevue,02/25/2011,Free,,,Parlor Ultra Lounge
http://www.thestranger.com/seattle/Event?event=4124324,47.61439,,(206) 388-4818,http://www.thestranger.com/seattle/steamworks/Location?oid=3832741,-122.32531,WA,02/25/2011,,DJ Chavez,1520 Summit Ave &nbsp;&nbsp;,Seattle,02/25/2011,,,11:30 pm.,Steamworks
http://www.thestranger.com/seattle/Event?event=2952375,47.61343,,(206) 324-8000,http://www.thestranger.com/seattle/chop-suey/Location?oid=24704,-122.31499,WA,02/26/2011,,"Talcum:                                       Gene Balk, Mike ""Purple Panted Warrior"" Nipper, Marc Muller, Mike Chrietzberg",1325 E Madison St &nbsp;&nbsp;,Seattle,02/26/2011,$5,,9 pm.,Chop Suey
http://www.thestranger.com/seattle/Event?event=1027163,47.6141,,(206) 324-7263,http://www.thestranger.com/seattle/halo/Location?oid=99842,-122.3255,WA,02/26/2011,,All Ages Swing Dance:                                       Guests,"500 E Pike St, Second Floor &nbsp;&nbsp;",Seattle,02/26/2011,$7,,9 pm.,HaLo
http://www.thestranger.com/seattle/Event?event=1169214,47.61644,"Mon-Sat 11 am-2 am, Sun 11 am-midnight",(425) 289-7000,http://www.thestranger.com/seattle/parlor-ultra-lounge/Location?oid=603593,-122.2015,WA,02/26/2011,,Ultradance:                                       Kemal,"700 Bellevue Way NE, Ste 300 &nbsp;&nbsp;",Bellevue,02/26/2011,Free,,,Parlor Ultra Lounge
http://www.thestranger.com/seattle/Event?event=3229613,47.61637,,233-9873,http://www.thestranger.com/seattle/re-bar/Location?oid=1216384,-122.33131,WA,02/26/2011,,"Cherry:                                       Amateur Youth, Mathematix",1114 Howell St &nbsp;&nbsp;,Seattle,02/26/2011,$5/$7 after 11 pm,,10 pm.,Re-bar
http://www.thestranger.com/seattle/Event?event=3832751,47.61439,,(206) 388-4818,http://www.thestranger.com/seattle/steamworks/Location?oid=3832741,-122.32531,WA,02/26/2011,,DJ Chavez,1520 Summit Ave &nbsp;&nbsp;,Seattle,02/26/2011,,,11:30 pm.,Steamworks
http://www.thestranger.com/seattle/Event?event=6453752,47.60741,,(206) 215-4700,http://www.thestranger.com/seattle/benaroya-hall/Location?oid=559878,-122.33705,WA,03/03/2011,,Vadim Repin Plays Symphonie espagnole,200 University St &nbsp;&nbsp;,Seattle,03/03/2011,$49-$105,,7:30 pm.,Benaroya Hall
http://www.thestranger.com/seattle/Event?event=6297647,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,02/23/2011,http://www.thestranger.com/binary/c81f/wessmall.jpg1295116542-original.jpg,"The Crocodile Presents: Wesafari, Gems, Lazer Kitty",2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,02/23/2011,,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=4459680,47.54902,"Tues-Thurs 6-10 pm, Fri-Sat 6 pm-2 am",(206) 767-0280,http://www.thestranger.com/seattle/the-mix/Location?oid=24790,-122.31709,WA,02/23/2011,,Open Mic!,6004 12th Ave S &nbsp;&nbsp;,Seattle,02/23/2011,,,8 pm.,The Mix
http://www.thestranger.com/seattle/Event?event=1941719,47.61008,,(206) 443-3241,http://www.thestranger.com/seattle/pink-door/Location?oid=23898,-122.34227,WA,02/23/2011,,Casey MacGill & the Blue 4 Trio,1919 Post Alley &nbsp;&nbsp;,Seattle,02/23/2011,,,8 pm.,Pink Door
http://www.thestranger.com/seattle/Event?event=6419306,47.66569,Daily 8 pm-2 am,(206) 789-3599,http://www.thestranger.com/seattle/tractor-tavern/Location?oid=23904,-122.38258,WA,02/23/2011,,Bob Schneider,5213 Ballard Ave NW &nbsp;&nbsp;,Seattle,02/23/2011,$20,,8 pm.,Tractor Tavern
http://www.thestranger.com/seattle/Event?event=5050578,47.60786,4 pm-2 am every day (kitchen closes at 10 pm),(206) 397-4053,http://www.thestranger.com/seattle/vitos-restaurant-and-lounge/Location?oid=24798,-122.32711,WA,02/23/2011,,"Jerry Zimmerman, Guests",927 9th Ave &nbsp;&nbsp;,Seattle,02/23/2011,Free,,8 pm.,Vito's Restaurant & Lounge
http://www.thestranger.com/seattle/Event?event=672923,47.67998,,(206) 522-1168,http://www.thestranger.com/seattle/little-red-hen/Location?oid=23949,-122.3248,WA,02/23/2011,,Karaoke with DJ Forrest Gump:                                       Guests,7115 Woodlawn Ave NE &nbsp;&nbsp;,Seattle,02/23/2011,,,9 pm.,Little Red Hen
http://www.thestranger.com/seattle/Event?event=1128581,47.62237,,(206) 254-2824,http://www.thestranger.com/seattle/lo-fi-performance-gallery/Location?oid=24231,-122.3293,WA,02/23/2011,,Rub:                                       Guests,429 Eastlake Ave E &nbsp;&nbsp;,Seattle,02/23/2011,$5,,9 pm.,Lo-Fi Performance Gallery
http://www.thestranger.com/seattle/Event?event=5529798,47.61349,,info@thecrocodile.com,http://www.thestranger.com/seattle/crocodile/Location?oid=23881,-122.34443,WA,02/24/2011,http://www.thestranger.com/binary/300c/AstroMan.jpg,"The Crocodile Presents:                                       Man or Astro Man?, The Octopus Project",2200 Second Ave &nbsp;&nbsp;,2200 Second Ave,02/24/2011,$15 adv,,8 pm.,Crocodile
http://www.thestranger.com/seattle/Event?event=5527800,47.66155,,(206) 547-4134,http://www.thestranger.com/seattle/district-lounge/Location?oid=396400,-122.31448,WA,02/24/2011,,Cassia DeMayo Quintet,4507 Brooklyn Ave NE &nbsp;&nbsp;,Seattle,02/24/2011,Free,,8 pm.,District Lounge
http://www.thestranger.com/seattle/Event?event=4459647,47.54902,"Tues-Thurs 6-10 pm, Fri-Sat 6 pm-2 am",(206) 767-0280,http://www.thestranger.com/seattle/the-mix/Location?oid=24790,-122.31709,WA,02/24/2011,,"Jazz Night:                                       Don Mock, Steve Kim, Jacques Willis",6004 12th Ave S &nbsp;&nbsp;,Seattle,02/24/2011,,,8 pm.,The Mix
http://www.thestranger.com/seattle/Event?event=5773438,47.61008,,(206) 443-3241,http://www.thestranger.com/seattle/pink-door/Location?oid=23898,-122.34227,WA,02/24/2011,,Bric-a-Brac,1919 Post Alley &nbsp;&nbsp;,Seattle,02/24/2011,,,8 pm.,Pink Door
