moreInfo,timeDate,images,name,venue,description,price
http://artsneworleans.eventsframed.com/events_framed/detail/3763/Simone-Dinnerstein-piano,,http://artsneworleans.eventsframed.com/_user/images/wides/9245856679bd9ef79df69fde514e9ffd.jpg,"Simone Dinnerstein,&nbsp;piano",Dixon Hall Tulane University,"American pianist Simone Dinnerstein has been gaining international attention since making a triumphant New York recital debut at Carnegie Hall&#8217;s Weill Recital Hall in 2005 where she performed Bach&#8217;s Goldberg Variations. A debut solo CD of the Variations on Telarc earned the No. 1 spot on the Billboard Classical Chart during its first week of sales. In addition to appearing on many “Best of 2007” lists, the disc received the prestigious Diapason d’Or Award in France in September 2008. </p>  	<p>&#8220;Dinnerstein is a throwback to such high priestesses of music as Wanda Landowska and Myra Hess… [She] is touring. Go hear her, and get religion. And if you can&#8217;t, there&#8217;s always the record.&#8221; – Slate.com</p>  	<p>A pre-concert lecture will begin at 7pm and conclude at 7:40pm in time for the 8pm show start time.</p>","$25 Adults, $10 Students"
http://artsneworleans.eventsframed.com/events_framed/detail/5400/Harry-Connick-Jr.-and-Orchestra,,"http://artsneworleans.eventsframed.com/_user/images/wides/130dd4e9c84ecbbf25281be5c892ffde.jpg, http://artsneworleans.eventsframed.com/_user/images/wides/74fd679ae3c14dc03fc11fd779c6b341.jpg","Harry Connick, Jr. and&nbsp;Orchestra",Mahalia Jackson Theater for the Performing Arts,"Harry Connick, Jr. &amp; Orchestra give a concert to benefit the Ellis Marsalis Center for Music. This is the first time in over a decade that Harry has performed in a theater in his hometown of New Orleans. The Ellis Marsalis Center for Music is the centerpiece of the Musicians&#8217; Village, located in the Upper Ninth Ward. The Center is slated to be completed in the spring. 100% of the net proceeds from this concert will be donated to the Center and earmarked to fund programming.</p>  	<p>For more information about the Center, visit <a href=""http://www.nolamusiciansvillage.org"">http://www.nolamusiciansvillage.org</a>.</p>","$50-$150, all tickets subject to applicable service charges and fees.  100% of net proceeds from this concert will be donated to the Center and earmarked to fund programming."
http://artsneworleans.eventsframed.com/events_framed/detail/4883/The-Residents-with-Consortium-of-Genius,,http://artsneworleans.eventsframed.com/_user/images/wides/6d7a65b993675b6e00eba5e7ef1d62b5.jpg,The Residents with Consortium of&nbsp;Genius,Republic New Orleans,"Over the course of a recording career spanning several decades, The Residents have remained a riddle of Sphinx-like proportions; cloaking their lives and music in a haze of wilful obscurity, the band&#8217;s members never identified themselves by name, always appearing in public in disguise &#8212; usually tuxedos, top hats and giant eyeball masks &#8212; and refusing to grant media interviews.</p>  	<p>Doors 8pm | Show 9pm | Advance Tickets: $17 | Door Tickets: $20 | 18+<br /> NO <span class=""caps"">TICKET</span> <span class=""caps"">FEES</span>!!!<br /> Purchase tickets, read more, and listen here:<br /> <a href=""http://www.republicnola.com/live-music-republic-neworleans.html"">http://www.republicnola.com/live-music-republic-neworleans.html</a></p>",Advance Tickets: $17 | Door Tickets: $20
http://artsneworleans.eventsframed.com/events_framed/detail/5282/Carousel-Bar-Booth-Dedication,,"http://artsneworleans.eventsframed.com/_user/images/wides/98c12bc4141682ff9d6ee96ae4ce0103.jpg, http://artsneworleans.eventsframed.com/_user/images/wides/df264660f8096e7fe9bd0315f5098c6f.jpg",Carousel Bar Booth&nbsp;Dedication,Carousel Lounge @ Hotel Monteleone,"Be a part of our history as we dedicate the booths in the newly renovated Carousel Bar at 11:00am to honorees including Louis Prima, Dr. John, Etta James, Pete Fountain, Allen Toussaint, Jr. Purchase a CD assembled by the Hotel Monteleone’s acclaimed pianist, John Autin, of the musical artists we’re recognizing.</p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://twitter.com/hotelmonteleone"">twitter</a></span><span class=""social""><a target=""_blank"" href=""http://hotelmonteleoneblog.com/"">blog</a></span><span class=""social""><a target=""_blank"" href=""http://www.facebook.com/TheHotelMonteleone"">facebook</a></span></p>",
http://artsneworleans.eventsframed.com/events_framed/detail/5287/Legacy-Series-Luncheon-2-The-Hotel-Monteleone-Makes-Music,,"http://artsneworleans.eventsframed.com/_user/images/wides/e641d60956bd39e094432a8ad11248f5.jpg, http://artsneworleans.eventsframed.com/_user/images/wides/e8455d763fa17c80c12a14a8fc240b06.jpg",Legacy Series Luncheon 2: The Hotel Monteleone Makes&nbsp;Music,Hotel Monteleone,"The second luncheon in our Legacy Series Luncheons will follow the booth dedication ceremony at 12 noon. Led by local media personality Jeff Crouere the panel discussion will showcase various musical legends that have performed in or stayed at the Hotel Monteleone including Dr. John, Louis Prima and Etta James. Panelists for this event include, Laura Cottingim from New Orleans Jazz and Heritage Festival; Jan Ramsey, Publisher of OffBeat Magazine; Mike Shepherd, Founder of President of LA Music Hall of Fame; Keith Spera, Music Columnist, New Orleans Times Picayune; Vince Vance, Singer, Band Leader, Song writer and Inductee of LA Music Hall of Fame and John Blancher.  The cost for the luncheon is $35.00.</p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://twitter.com/hotelmonteleone"">twitter</a></span><span class=""social""><a target=""_blank"" href=""http://hotelmonteleoneblog.com/"">blog</a></span><span class=""social""><a target=""_blank"" href=""http://www.facebook.com/TheHotelMonteleone"">facebook</a></span></p>",
http://artsneworleans.eventsframed.com/events_framed/detail/5408/Del-The-Funky-Homosapien-20th-Anniversary-Tour,,http://artsneworleans.eventsframed.com/_user/images/wides/b7a37f282b145fc4c4560a31dbbdced2.jpg,Del The Funky Homosapien 20th Anniversary&nbsp;Tour,The Parish @ House of Blues,"On Tuesday April 5th 2011 The Parish @ The House of Blues Presents Del The Funky Homosapien 20th Anniversary Tour. Hailing from Oakland, California Del The Funky Homosapien no doubt is a true innovator and legend in the world of underground Hip-hop. Del The Funky Homosapien has grown from the 17 year-old protégé of Ice Cube, to a crafted artist, whose hypnotic voice has transcended the norm, taking underground Hip-Hop to an even deeper level. Come celebrate the maturity of a master MCs. Opening for the show Del The Funky Homosapien will be DJ Yamin of The Reklaw Collective.</p>  	<p>Event Information <br /> Del The Funky Homosapien <br /> Friday April 5th, 2011<br /> 9:00 pm &#8211; 1:00 am<br /> Location: The Parish @ House of Blues – 229 Decatur St, <span class=""caps"">NOLA</span></p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://www.facebook.com/event.php?eid=102382569847044#!/LurnPReklaw"">facebook</a></span></p>",$13 in advance/ $15 day of
http://artsneworleans.eventsframed.com/events_framed/detail/5016/Tulane-University-Marching-Band-FREE-SPRING-CONCERT,,http://artsneworleans.eventsframed.com/_user/images/wides/4c38e8482f196d899dbdb74871565810.jpg,Tulane University Marching Band FREE SPRING&nbsp;CONCERT,"Dixon Performing Arts Center, Tulane University's Uptown Campus","Wednesday, April 6, Dixon Hall, 7pm<br /> Tulane University Marching Band IN <span class=""caps"">CONCERT</span></p>  	<p>Free &amp; open to the public.<br /> Come hear the Tulane University Marching Band perform<br /> For more information on the Marching Band visit <a href=""http://www.tulaneband.org/"">http://www.tulaneband.org/</a><br /> or call 504.314.BAND (.2263)</p>  	<p>For a map to Dixon Hall visit:  <a href=""http://tulane.edu/about/maps/dixon-hall.cfm"">http://tulane.edu/about/maps/dixon-hall.cfm</a><br /> Concert goers will enjoy music with a Latin-Jazz influence, plus feature performances by the Green Wave Brass Band and <span class=""caps"">TUMB</span> Color Guard. The show culminates with our Mardi Gras finale, highlighting the music and spirit of the carnival season. Light refreshments will be served following the performance.<br /> This is a great music event for children &#8211; the exuberant, infectious arrangements keep them engaged, excited and entertained!</p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://www.facebook.com/pages/Tulane-University-Marching-Band/84532710354#!/pages/Tulane-University-Marching-Band/84532710354"">facebook</a></span></p>","FREE - public invited, children welcome!"
http://artsneworleans.eventsframed.com/events_framed/detail/5349/Kicks-N-Snares-Celebrity-Beat-Battle-Feat.-Mannie-Fresh,,http://artsneworleans.eventsframed.com/_user/images/wides/d97cfd84b6d881a9dbc36b8d871a065e.jpg,Kicks N Snares Celebrity Beat Battle Feat. Mannie&nbsp;Fresh,Howlin' Wolf,New Orleans&#8217; best step up to the mic April 6th to show off their MC skills.</p>,$0.00
http://artsneworleans.eventsframed.com/events_framed/detail/4884/Warpaint-with-PVT-Family-Band,,http://artsneworleans.eventsframed.com/_user/images/wides/05eb2f5d8272935ff95400c4c8e93a1f.jpg,Warpaint with PVT + Family&nbsp;Band,Republic New Orleans,"War Paint is a jammy, psychedelic dreamy riffage indie all-girl quartet from Los Angeles. The group has gone through many line-up changes, including actress Shannyn Sossamon and Red Hot Chili Peppers guitarist Josh Klinghoffer. The group currently consists of Jenny Lee Lindberg (vocals / bass), Emily Kokal (vocals / guitar), Theresa Wayman (vocals / guitar) and Stella Mozgawa (drums). The band weaves intricate guitar lines, hypnotic vocals, and driving post-punk rhythms into gorgeous, sprawling songs that skirt the line between the soundscapes of psychedelia and intimacy. With a buzz already in the air, War Paint is now beginning to stir the masses with praise in the US and abroad. Dazed and Confused calls &#8220;Exquisite Corpse&#8221;, their 2009 self-released debut EP &#8220;a collection of magical psychedelia drifting over sublime moments of raw melody courtesy of the three free ethereal vocalists.&#8221; Onstage, War Paint&#8217;s disarmingly authentic package can shake a room into a dance frenzy, while simultaneously holding it in a trance-like dreamworld. Presented by Winter Circle Productions and Republic.</p>  	<p>Doors 8pm | Show 9pm | Advance Tickets: $12 | Door Tickets: $14 | 18+<br /> NO <span class=""caps"">TICKET</span> <span class=""caps"">FEES</span>!!!<br /> Purchase tickets, read more, and listen here:<br /> <a href=""http://www.republicnola.com/live-music-republic-neworleans.html"">http://www.republicnola.com/live-music-republic-neworleans.html</a></p>",Advance Tickets: $12 | Door Tickets: $14
http://artsneworleans.eventsframed.com/events_framed/detail/5215/Aquarium-Drunkard-presents-The-Pains-of-Being-Pure-at-Heart-with-Twin-Shadow,,"http://artsneworleans.eventsframed.com/_user/images/wides/d0ebf73db9fcae5d36d303d85306e633.jpg, http://artsneworleans.eventsframed.com/_user/images/wides/83eac21dba522b942726cdc20e34691d.jpg",Aquarium Drunkard presents The Pains of Being Pure at Heart with Twin&nbsp;Shadow,One Eyed Jacks,"Do The Pains of Being Pure At Heart belong? After garnering widespread acclaim from the likes of The New York Times, Pitchfork and <span class=""caps"">NME</span> to countless indiepop forums, blogs and even Live Journals for their out-of-nowhere s/t 2009 Slumberland debut, have The Pains made the kind of record that will matter to the kind of people to whom records still matter?</p>  	<p>From the opening explosions of electric guitar on &#8220;Belong&#8221; (&#8220;We don&#8217;t&#8221;) and the sumptuously synthetic dance pop perfection of &#8220;The Body&#8221; to the prom-in-heaven chorus of &#8220;Even in Dreams&#8221; and the closing moments of the uncommonly sincere and affecting &#8220;Strange&#8221; (&#8220;…and dreams can still come true&#8221;) the answer is an unqualified, resounding (and damn good sounding) &#8220;Yes.&#8221;</p>  	<p>Having moved beyond mimicking, albeit exquisitely, their impressive record collections, this album is a celebration of the possibilities of pop from New York City&#8217;s pre-eminent indiepop believers. It is as much an affirmative answer to &#8220;can they&#8221; (rise above their influences? Capture the magic of their debut without repeating it? Use color on their album sleeves?) as it opens the door to the more difficult question of &#8220;how do they?&#8221;</p>  	<p>Or more precisely, how do they make such affecting, yet unaffected pop music? How do they sound at once confidently vulnerable and carelessly thoughtful? How does a band on Slumberland make a record with two of the most recognized producers in the world and come out the other end sounding even more like themselves than before? The dichotomies are daunting, but their resolution on Belong is nothing short of stunning.</p>  	<p>Recorded with the production and mixing team of Flood (Depeche Mode, U2) and Alan Moulder (Smashing Pumpkins, Jesus and Mary Chain, Ride), Belong unleashes added power, while retaining all the sweet sweet melodies that still hit that pop spot.</p>  	<p>&#8220;I definitely see this album as keeping with what we started doing at the beginning, only more,&#8221; says singer/guitarist Kip Berman. &#8220;More immediate, more noisy, more beautiful. We never stopped believing in noise and pop, but now we&#8217;ve pushed both further. Compared to the last record, It&#8217;s far more visceral, more vital, more of the body. It&#8217;s about feeling, not feelings.&#8221;</p>  	<p>A continuation of what they started is a good thing, considering the loyal admirers and grass-roots support for what &#8220;could be the most promising indie pop group around&#8221; (Pitchfork). Never ones to get bogged down in self-seriousness, though, what we&#8217;ve got here is a band who tends to spend most interviews talking about how barely-remembered underground pop bands of the 80s and 90s are far superior to their own music, eats copious amounts of Haribo Gummi Candy and plays Boggle and Basketball on the road.</p>  	<p>&#8220;The whole experience has just been a lot of fun for us &#8211; and a huge learning process,&#8221; says singer/keyboardist Peggy Wang, &#8220;We&#8217;ve really always gone more on intuition than technique. We&#8217;ve always followed our heart. My favorite bands are the ones where you can tell the people are true friends and would be hanging out together even without playing music – or at least that&#8217;s what we are and I wouldn&#8217;t want it any other way.&#8221; </p>  	<p>One can certainly feel the intuitiveness and immediacy in each of the album&#8217;s ten tracks. But where past offerings might&#8217;ve cocooned front man Kip Berman&#8217;s woozy tales and beckoning high tenor in layers of gauze, Belong bathes them in a cathedral-like stained-glass light, revealing the beauty and pop perfection that once hid beneath fuzz and reverb. Radiant and heavenly, the band exults in the freedom and possibilities of pushing their sound beyond simple fuzz pop motifs and, liberated from the burden of those fuzzy memories, elevates their songwriting to new heights.</p>  	<p>&#8220;Alan Moulder and Flood had a lot to do with helping us believe in ourselves, but they didn&#8217;t try to change the way we did things,&#8221; says Berman. &#8220;They just helped us focus on the things that made us &#8216;us,&#8217; and allowed us to go all-in on the things we loved and strip away the things we didn&#8217;t. It was an amazingly validating experience to even get a chance to work with them, since they came into this because they saw something in our music, not because we were some kind of fat paycheck or will win them a Grammy.</p>  	<p>Perhaps not, but The Pains of Being Pure at Heart have come a long way since their beginnings as drum-machine equipped neophytes playing a legendary 5 song, ten-minute set at Peggy&#8217;s birthday party in March of 2007.</p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://twitter.com/#!/oejnola"">twitter</a></span><span class=""social""><a target=""_blank"" href=""http://www.facebook.com/group.php?gid=137996059560738#!/pages/One-Eyed-Jacks/238764903809"">facebook</a></span></p>","Tickets are $14, Doors 7:30pm"
http://artsneworleans.eventsframed.com/events_framed/detail/5350/Benefit-for-Mission-Honduras-featuring-The-Benjy-Davis-Project,,http://artsneworleans.eventsframed.com/_user/images/wides/71ecb940bea64730653217be874ce13f.jpg,Benefit for Mission Honduras featuring The Benjy Davis&nbsp;Project,Howlin' Wolf,A good cause and a good band to come out and support.</p>,$15.00
http://artsneworleans.eventsframed.com/events_framed/detail/5404/Heyoka-Octopus-Nebula,,http://artsneworleans.eventsframed.com/_user/images/wides/9e68c0b42159a8d10c0fecf2883c770b.jpg,Heyoka + Octopus&nbsp;Nebula,The Hookah,"Winter Circle Productions presents…</p>  	<p><span class=""caps"">HEYOKA</span><br /> <span class=""caps"">OCTOPUS</span> <span class=""caps"">NEBULA</span><br /> + more <span class=""caps"">TBA</span><br /> …<br /> Live at The Hookah<br /> 309 Decatur<br /> <span class=""caps"">NOLA</span><br /> Tickets on-sale at <a href=""http://wcproductions.inticketing.com/"">http://wcproductions.inticketing.com/</a></p>  	<p>Heyoka, <span class=""caps"">AKA</span> Andrei Olenev, is a cosmic auditory scientist found in the Bay Area noosphere, who has been blowing minds with his sonic manipulations.Muti Music first released Heyoka’s “Space Case EP” in 2008 and included him on their growing roster of talented artists. His albums ‘Whomp Gland &amp; Pineal Dub’, ‘Gate Code’ and the all new ‘Marklar’ album in 2010 have shown that he is a producer consistently evolving his musical style while managing to maintain a signature sound that is distinctively ‘Heyoka’.</p>  	<p>His early influences in Downtempo, Dub and <span class=""caps"">IDM</span> combined with midtempo dancefloor genres have helped create a very unique sound that combines relentless basslines, hip hop rhythms, dub vibes, and musicality and melody, all within an atmosphere of heavy psychedelia and alien dimensions.</p>  	<p>The response to his emergence so far has been overwhelming with Heyoka developing audiences and playing festivals from US to Canada and Australia. For a mind bending experience in dub inspired Glitch Hop, keep your ear to the ground for Heyoka playing a city or festival near you.</p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://www.facebook.com/event.php?eid=181902371852875"">facebook</a></span><span class=""social""><a target=""_blank"" href=""http://www.myspace.com/andreism"">myspace</a></span></p>",$12
http://artsneworleans.eventsframed.com/events_framed/detail/4885/Jean-Eric,,http://artsneworleans.eventsframed.com/_user/images/wides/f37643af2d361d5f748947705ab972d9.jpg,Jean-Eric,Republic New Orleans,"With the band fully formed, Jean-Eric set out to fill the void of lounge-crunk in the world. Their aim seems to be precisely deriving the fun out of any situation, infusing it with spirit and passing it out to everyone present in an elegantly adorned goblet.</p>  	<p>Doors 10pm | Show 11pm | Tickets: $5 | 18+</p>",$5
http://artsneworleans.eventsframed.com/events_framed/detail/4998/Leroy-Jones-Original-Hurricane-Brass-Band-French-Quarter-Fest,,http://artsneworleans.eventsframed.com/_user/images/wides/527bfad6616a39748784bb5ba57511bf.jpg,Leroy Jones' Original Hurricane Brass Band @ French Quarter&nbsp;Fest,"French Quarter Festival, Riverside Legacy Stage, Woldenberg Riverfront Park","The Original Hurricane Brass Band was initially founded in 1974 by New Orleans trumpet legend Leroy Jones. Back in the day, the band was formed around the core of the Fairview Baptist Church Brass Band and included, in addition to Mr. Jones, among others the legendary tuba player Anthony &#8220;Tuba Fats&#8221; Lacen, trumpeter Gregg Stafford, trombonist (then snare drummer) Lucien Barbarin, bass drummer Charles Barbarin, clarinetist Joseph Torregano, tenor saxophonist Henry Freeman, trombonist Michael Johnson, trumpeter Gregory &#8220;Blodie&#8221; Davis, trombonist Charles Joseph and sousaphonist Kirk Joseph.</p>  	<p>In those days the Hurricane Brass Band was an undeniable force on the local brass band and Second Line scene and contributed greatly to what is nowadays known as contemporary New Orleans&#8217; brass band music. The Hurricane Brass Band was one of the first bands to incorporate more modern elements into its repertoire and today&#8217;s most popular brass bands like the Hot 8 and ReBirth can be seen as its direct descendants. When Leroy Jones moved on to work as the leader of his own Quintet in the late seventies, some of the Hurricane Brass Band&#8217;s musicians proceeded to form the Dirty Dozen Brass Band.</p>  	<p>In October 2005, upon returning to New Orleans from Dallas where he was evacuated for six weeks, Leroy Jones was called to do one of the first post-Katrina Second Lines. The band that played the event was then appropriately named the Hurricane Brass Band and played a successful Second Line through New Orleans&#8217; historic neighborhoods. Since then the band, with alternating line-ups, has been performing for various events like the French Quarter Festival and Satchmo Summerfest, funerals and private engagements. The present combos include some of New Orleans&#8217; finest traditional jazz musicians; among them have been trumpet players Leroy Jones, Gregg Stafford, William Smith and Raymond Williams, trombonists Freddie Lonzo, Ronell Johnson, Lucien Barbarin and Rick Trolsen, saxophonists Alonzo Bowens, Allen Dejan Jr. and Brent Rose, sousaphonists Rob Espino, Dimitri Smith and Jeffrey Hills, and drummers Gerald French, Brian Lewis, Katja Toivola and Burnell Brunious.</p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://www.facebook.com/SpiritOfNewOrleansProductions"">facebook</a></span><span class=""social""><a target=""_blank"" href=""http://www.myspace.com/originalhurricanebrassband"">myspace</a></span></p>",Free
http://artsneworleans.eventsframed.com/events_framed/detail/5415/Kourtney-Heart-Live-The-Hookah,,http://artsneworleans.eventsframed.com/_user/images/wides/7628fb426ee9de5e6906580513056223.jpg,Kourtney Heart Live @ The&nbsp;Hookah,The Hookah,"Kourtney Heart Live @ The Hookah<br /> Friday, April 8th 2011</p>  	<p>Kourtney Heart and her band perform at The Hookah on Friday, April<br /> 8th!!!!</p>  	<p>Kourtney’s hit song “My Boy” featuring Magnolia Shorty took the scene by storm last year and her star continues to soar. Kourtney has opened for award winning artists like Kelly Price and Trey Songz. She is a vibrant and dynamic singer/songwriter with a Hip-Hop and R&amp;B appeal. She is a young soul with powerful and captivating vocals, unmistakable talent and a sparkling personality.</p>  	<p>She is the Heart of New Orleans. She is Kourtney Heart and she is playing at the Hookah!<br /> DJ E.F. Cuttin spinning before and after the performance.<br /> Doors – 10pm<br /> 21+</p>  	<p>Tickets on sale now: <a href=""http://www.eventbrite.com/event/1500665531"">http://www.eventbrite.com/event/1500665531</a></p>  	<p>The Hookah<br /> 309 Decatur, one block down from the House of Blues.</p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://www.facebook.com/event.php?eid=192256647478864"">facebook</a></span><span class=""social""><a target=""_blank"" href=""http://www.youtube.com/watch?v=Hob_FNnOBgk"">youtube</a></span></p>",$10
http://artsneworleans.eventsframed.com/events_framed/detail/5351/Lillian-Axe,,http://artsneworleans.eventsframed.com/_user/images/wides/46413246f7af3b3d278319185ef72fc3.jpg,Lillian&nbsp;Axe,Howlin' Wolf,"Bring your lighters to the Howlin&#8217; Wolf Friday, April 8th, to belt out some ballads with Lillian Axe.</p>",$15.00
http://artsneworleans.eventsframed.com/events_framed/detail/5362/Straight-From-The-Crates,,"http://artsneworleans.eventsframed.com/_user/images/wides/3cbd4fc8f7b5c4839dbb1d5b37671a59.jpg, http://artsneworleans.eventsframed.com/_user/images/wides/57bf5843ddbb8cf0a42014008ec4da00.jpg",Straight From The&nbsp;Crates,3 Ring Circus  Arts Education Center's The Big Top,"An all vinyl Dancing Room Only jaunt.  <br /> NinjaPlease spinning Funk 45s<br /> Tony Skratchere spinning Golden-Era Hip Hop<br /> Dubla Spinning Rollerskate Jams.</p>  	<p>Free Admission!</p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://twitter.com/dancingroomonly"">twitter</a></span><span class=""social""><a target=""_blank"" href=""http://dancingroomonly.com"">blog</a></span><span class=""social""><a target=""_blank"" href=""http://facebook.com/dancingroomonly"">facebook</a></span></p>",Free
http://artsneworleans.eventsframed.com/events_framed/detail/5403/LIVE-IN-THE-DEN-Strange-Roux-w-Wasted-Lives,,"http://artsneworleans.eventsframed.com/_user/images/wides/aa79e170007a9a6ab76426feaa412e8f.jpg, http://artsneworleans.eventsframed.com/_user/images/wides/b77266563d2a861a98e282e6906f61e2.jpg, http://artsneworleans.eventsframed.com/_user/images/wides/f4c2f4abb0e2776b1119b54d1879bb07.jpg",LIVE IN THE DEN: Strange Roux w/ Wasted&nbsp;Lives,Howlin' Wolf,Swamp rock stories of growing up with the Loup Garou in the swamps of Louisana will inhabit the Howlin Wolf Den April 8th.</p>,$7.00
http://artsneworleans.eventsframed.com/events_framed/detail/4756/Leroy-Jones-Quintet-Bombay-Club,,http://artsneworleans.eventsframed.com/_user/images/wides/289adda55e7c36401897ee50c3e47a82.jpg,Leroy Jones Quintet @ Bombay&nbsp;Club,Bombay Club,"&#8220;Jones is truly remarkable. As the music builds up, the people in the room seem to unwind, relax and unwarily slip into the sweet swing of notes. He plays a variety of standards with sophisticated improvisation, covering the ground the jazz trumpet has traveled from Louis Armstrong to Miles Davis. He also sings and plays his own compositions.&#8221; Suwathana Decha-umphai / The Nation (Bangkok)</p>  	<p>Go here for menus and more info: <a href=""http://www.thebombayclub.com/"">http://www.thebombayclub.com/</a></p> 			<p>Visit us on <span class=""social""><a target=""_blank"" href=""http://www.facebook.com/SpiritOfNewOrleansProductions"">facebook</a></span><span class=""social""><a target=""_blank"" href=""http://www.myspace.com/leroyjonesmusic"">myspace</a></span></p>",Free
