moreInfoLink,webSite,title,fullDetails,phone,endDate,price,venue,eMail,address,startDate
http://www.eventsetter.com/events/USA/California/Orange-County/Exhibitions-Openings-Screenings/event122145.html,http://www.arts.uci.edu/event/undergraduate-art-honors-project-march-31-april-15,Undergraduate Honors Project,"<p>The original work of a talented undergraduate student in Studio Art  is on display in the Room Gallery.</p><br> <p>Gallery is open Tuesday - Saturday, Noon - 5:00 p.m.&nbsp; Admission is  free.&nbsp; Public is welcome.</p><br> <p>More information: (949) 824-9854&nbsp; or www.ucigallery.com</p>",949-824-2787,04/15/2011,Free,,,"4000 Mesa Rd, Irvine, CA",03/31/2011
http://www.eventsetter.com/events/USA/California/Orange-County/Exhibitions-Openings-Screenings/event122025.html,http://www.arts.uci.edu/event/beall-center-chico-macmurtrie-opens-feb-3,Works of Chico MacMurtrie,"<p>During the past 20 years, Chico MacMurtrie&#39;s kinetic, monumental  sculputral installations have focused on different representations of  the body -- both human and animal.&nbsp;</p><br> <p>Expanding and contracting in various configurations, the sculptures  developed for the Beall Center exhibition are controlled by  computational methods.&nbsp; Using the principles of a skeletal-muscular  system powered by compressed air, MacMurtrie&#39;s objects oscillate,  creating the illusion of living objects.&nbsp; MacMurtrie&#39;s work dynamically  responds to the movements of its viewers to create a menagerie of moving  forms.</p><br> <p>Exhibition organized by David Familian, Beall Center Artistic  Director</p><br> <p>Gallery Hours:&nbsp; Tuesday - Wednesday: Noon - 5:00  p.m.&nbsp;&nbsp;&nbsp;&nbsp; Thursday - Saturday: Noon - 8:00 p.m. <br>Admission is free.&nbsp;  Public is welcome.</p><br> <p>Artist&#39;s Reception:&nbsp; Thursday,&nbsp;Feb. 3&nbsp;&nbsp;&nbsp; 6:00 - 9:00  p.m.<br>Family Day includes hands-on art and science projects,  art and technology demonstrations, videos and more.&nbsp; All ages welcome&nbsp;&nbsp;&nbsp;  FREE:&nbsp;Saturday,&nbsp;April 16&nbsp;&nbsp;&nbsp;&nbsp; 11:00 a.m. - 3:00 p.m.</p><br> <p>On the campus of the Claire Trevor School of the Arts, University of California, Irvine<br>More  information:&nbsp;&nbsp; (949) 824-6206&nbsp; or &nbsp;http://beallcenter.uci.edu</p>",949-824-6206,05/07/2011,Free,,,"4000 Mesa Rd, Irvine, CA",02/03/2011
http://www.eventsetter.com/events/USA/Florida/Miami/Families-Children/event122587.html,http://gcrm.org,Day Out With Thomas the Tank Engine,"<p>Day Out With Thomas&trade; offers an opportunity for children and their families to take a 25 minute ride with Thomas the Tank Engine&trade; and to meet Sir Topham Hatt&trade;, the Controller of the Railway. Every event includes Thomas &amp; Friends&trade; storytelling, a viewing station for Thomas &amp; Friends videos, temporary tattoos, and Build with MEGA&reg; BLOKS Bricks in the Imagination Station. The activities on site at Day Out With Thomas&trade; are for you and your children to enjoy for several hours or more. You should arrive at least one hour before your scheduled train departure.</p><p>For more information about this event (directions, FAQs, ADA accommodations, etc.) please visit the Gold Coast Railroad website, or call 305-253-0063.</p>",305-253-0063,03/19/2011,$14-$18,Gold Coast Railroad Museum,reservations@gcrm.org,"12450 SW 152nd Street, Miami, FL 33177",03/05/2011
http://www.eventsetter.com/events/usa/florida/Miami/Concerts-Musical_Events/event122201.html,http://www.magiccitycasino.com,GRACIAS MIAMI CONCERT,"Join us for this amazing night of Latin Stars! The Kiwanis of Little Havana Foundation presents Los Tres De La Habana, Issac Delgado &amp; Albita performing LIVE at the Magic City Casino! General Admission $25, go to www.magiccitycasino.com to purchase your tickets or call 305-460-6579",305-460-6579,,$25.00,Magic City Casino,,450 N.W. 37th Ave.,
http://www.eventsetter.com/events/USA/Michigan/Ann-Arbor/Classes-Workshops-Clinics/event121356.html,http://www.teensusingdrugs.org,Teens Using Drugs: What To Know and What To Do,"Teens Using Drugs: What To Know and What To Do&quot; is a FREE, ongoing, two-part workshop series designed to help participants learn to understand, identify and address adolescent alcohol/other drug problems.&nbsp; Part 1 is presented on the first Tuesday of each month from October through June, provides information on how to understand and recognize the signs of a teen substance abuse problem, and includes a short video. Part 2 is presented on the second Tuesday of each month from October through June, provides information on what should and should not be done when a teen substance abuse problem is recognized, and concludes with an open talk by a teen speaker in recovery. The series is presented by Ronald E. Harrison, and is co-sponsored by Dawn Farm, the Livingston/Washtenaw Safe and Drug Free Schools and Communities Act Consortium, and Saint Joseph Mercy Health System Greenbrook Recovery Center. All workshops are free and open to all.&nbsp; The presentations are targeted primarily to parents and caretakers of teens, but are also inclusive of teens, family members, people who work with teens, students, and anyone interested in attending for any reason.&nbsp; All are welcome to attend! Registration is not required. A certificate to document attendance can be provided on request. For information, please contact us at (734) 973-7892 or teensusingdrugs@gmail.com, or see http://www.teensusingdrugs.org.&nbsp; &nbsp;",734-973-7892,03/08/2011,FREE,St. Joseph Mercy Hospital Education Center,teensusingdrugs@gmail.com,"5305 Elliott Drive, Ypsilanti, Michigan 48197",01/11/2011
http://www.eventsetter.com/events/USA/Michigan/Ann-Arbor/Classes-Workshops-Clinics/event121356.html,http://www.teensusingdrugs.org,Teens Using Drugs: What To Know and What To Do,"Teens Using Drugs: What To Know and What To Do&quot; is a FREE, ongoing, two-part workshop series designed to help participants learn to understand, identify and address adolescent alcohol/other drug problems.&nbsp; Part 1 is presented on the first Tuesday of each month from October through June, provides information on how to understand and recognize the signs of a teen substance abuse problem, and includes a short video. Part 2 is presented on the second Tuesday of each month from October through June, provides information on what should and should not be done when a teen substance abuse problem is recognized, and concludes with an open talk by a teen speaker in recovery. The series is presented by Ronald E. Harrison, and is co-sponsored by Dawn Farm, the Livingston/Washtenaw Safe and Drug Free Schools and Communities Act Consortium, and Saint Joseph Mercy Health System Greenbrook Recovery Center. All workshops are free and open to all.&nbsp; The presentations are targeted primarily to parents and caretakers of teens, but are also inclusive of teens, family members, people who work with teens, students, and anyone interested in attending for any reason.&nbsp; All are welcome to attend! Registration is not required. A certificate to document attendance can be provided on request. For information, please contact us at (734) 973-7892 or teensusingdrugs@gmail.com, or see http://www.teensusingdrugs.org.&nbsp; &nbsp;",734-973-7892,03/08/2011,FREE,St. Joseph Mercy Hospital Education Center,teensusingdrugs@gmail.com,"5305 Elliott Drive, Ypsilanti, Michigan 48197",01/11/2011
http://www.eventsetter.com/events/USA/Michigan/Ann-Arbor/Classes-Workshops-Clinics/event121344.html,http://www.dawnfarm.org,Relapse Prevention,"<p>&quot;Relapse Prevention&quot; will be presented on Tuesday March 15, 2011, from 7:30 pm to 9:00 pm; by Robin Edison, M.Ed., LPC, NCC, CAAC; Coordinator, Dawn Farm Downtown program. The relapse process begins before alcohol/other drug use resumes. This program will discuss the dynamics of relapse, the warning signs that lead the chemically dependent person into a relapse, and strategies to prevent relapse and handle high-risk situations. This program is part of the FREE, annual Dawn Farm Education Series.&nbsp; Our presentations offer helpful information that supports chemically dependent people in achieving, maintaining, and strengthening their recoveries. The series educates family members on issues relating to addiction and its effect on the family, and offers information that will be useful for friends and family members in relating to addicts whether they are actively using or in recovery. Professionals and students will also benefit from this pertinent information. All programs are free and open to anyone interested.&nbsp; Registration is not required. 1.5 hours of free C.E. approved by MCBAP (Michigan Certification Board for Addiction Professionals) is offered for each workshop. A certificate to document attendance is provided on request. The Education Series is organized by Dawn Farm, a non-profit community of programs providing a continuum of chemical dependency services. </p>",734-485-8725,03/15/2011,FREE,St. Joseph Mercy Hospital Education Center,info@dawnfarm.org,"5305 Elliott Drive, Ypsilanti, Michigan 48197",03/15/2011
http://www.eventsetter.com/events/USA/Tennessee/Nashville/Classes-Workshops-Clinics/event122022.html,http://www.outsetgroup.com,IIBA Business Analysis Four: Management Skills for Business Analyst Professionls,"<p>IIBA Business Analysis Four: Management Skills for Business analysis professionals&nbsp;&nbsp;&nbsp;</p><p>Learn how to be assertive in the role of business analyst. Learn how to influence others and operate effectively with little or no authority (stakeholder management). Learn powerful methods of accountability, proactive com-munication, consensus, and fearlessness framed in enlightened self-interest. Learn how to fill a leadership role and master the challenges coming at you in an agile or a more traditional setting. </p><p>&nbsp;</p><p>Learn how to plan out a business analysis effort, and how to see your plans integrated into the project plan (collaboration with project management). </p><p>&nbsp;</p><p>Learn how to deal with troublesome personalities and threatening situations without fighting or retreating. </p><p>Learn a set of common sense principles from the fields of group facilitation, behavior modification, negotiation, political science, and martial arts. Learn how to maintain a centered position, and how to operate from this position of strength to influence others, resolve conflict, and keep things moving forward. <br><br><br></p><p>&nbsp;</p><p>At the end of this seminar, students will know how to: </p><p>&nbsp;</p><ul><li>Educate stakeholders, including executives and team members, on the business analysis approach to be used. </li><li>Establish and document stakeholder roles and responsibilities in the upcoming business analysis effort </li><li>Use targeted communication tools to move people and projects forward. </li><li>Act as a liaison between all involved parties, a &ldquo;language coach, not a translator&rdquo;* </li><li>Get yourself (and others) out of the &ldquo;reactive&rdquo; mode </li><li>Deploy a &ldquo;win-win&rdquo; management style that keeps the focus on business objectives and accountability. </li><li>Practice the art of leadership from a position of mutual respect. It is a position that is free from guilt, fear, and the burden of other people&rsquo;s personal issues. </li><li>Learn how to fill the leadership role required of a business analyst </li><li>Deal with conflicting agendas and personalities from a position of strength, without fighting or retreating. </li><li>Learn principles of psychology, diplomacy, and martial arts that build consensus and allow people to move forward in a business environment </li></ul><p>&nbsp;</p><p>This seminar applies Steven Covey&rsquo;s classic definition of being proactive - &quot;Our basic nature is to act, and not be acted upon...&rdquo; . It teaches business analysts how to get in front of the curve and operate from a *proactive* posi-tion of strength rather than a *reactive* position of weakness, by opening channels of communication, building accountability, taking an agile approach, and running action-oriented meetings to drive performance. </p><p>J. Kent Crawford, PMP <br><br></p><p>&nbsp;</p><p>Business analysis professionals who wish to strengthen their knowledge and skills in the management realm will benefit from this seminar. <br></p><p>&nbsp;</p><p><br>&ldquo;Full of career-enhancing knowledge... The instructor&#39;s professional experience and knowledge of the management process was exceptional. Great speaker, organized and excellent command of subject material.&quot;</p><p>Did you know that The Outset Group can customize <br>any of our professional programs to fit the needs of your organization?<br>Click Here to have an Outset Group Representative contact you. <br><br>The Outset Group - An Endorsed Education Provider with the IIBA <br>(International Institute of Business Analysis)</p><p>&nbsp;</p>",(615)292.2411,03/24/2011,"$1,595.00",Scarritt-Bennett Center,admin@outsetgroup.com,"1008 19th Avenue South Nashville, TN 37212",03/22/2011
http://www.eventsetter.com/events/USA/Michigan/Ann-Arbor/Classes-Workshops-Clinics/event121345.html,http://www.dawnfarm.org,Codependency,"&quot;Codependency&quot; will be presented on Tuesday March 22, 2011, from 7:30 pm to 9:00 pm; by Ronald E. Harrison; Chemical Dependency Therapist. This program will discuss the symptoms and progression of codependency and describe actions and resources that help codependent people to recover from codependency. This program is part of the FREE, annual Dawn Farm Education Series.&nbsp; Our presentations offer helpful information that supports chemically dependent people in achieving, maintaining, and strengthening their recoveries. The series educates family members on issues relating to addiction and its effect on the family, and offers information that will be useful for friends and family members in relating to addicts whether they are actively using or in recovery. Professionals and students will also benefit from this pertinent information. All programs are free and open to anyone interested.&nbsp; Registration is not required. 1.5 hours of free C.E. approved by MCBAP (Michigan Certification Board for Addiction Professionals) is offered for each workshop. A certificate to document attendance is provided on request. The Education Series is organized by Dawn Farm, a non-profit community of programs providing a continuum of chemical dependency services.",734-485-8725,03/22/2011,FREE,St. Joseph Mercy Hospital Education Center,info@dawnfarm.org,"5305 Elliott Drive, Ypsilanti, Michigan 48197",03/22/2011
http://www.eventsetter.com/events/USA/Michigan/Ann-Arbor/Classes-Workshops-Clinics/event121346.html,http://www.dawnfarm.org,Spirituality and Recovery From Addiction,"&quot;Spirituality and Recovery From Addiction&quot; will be presented on Tuesday March 29, 2011; 7:30 pm to 9:00 pm; by Edward Conlin, BSEd, CAC-R; Addiction Counselor, Detroit Capuchin Service System. This program will describe how spirituality relates to recover from chemical dependency, explore personal spiritual needs and life choices, and discuss the Twelve Steps as a spiritual program which can benefit anyone (recovering or not.)&nbsp;This program is part of the FREE, annual Dawn Farm Education Series.&nbsp; Our presentations offer helpful information that supports chemically dependent people in achieving, maintaining, and strengthening their recoveries. The series educates family members on issues relating to addiction and its effect on the family, and offers information that will be useful for friends and family members in relating to addicts whether they are actively using or in recovery. Professionals and students will also benefit from this pertinent information. All programs are free and open to anyone interested.&nbsp; Registration is not required. 1.5 hours of free C.E. approved by MCBAP (Michigan Certification Board for Addiction Professionals) is offered for each workshop. A certificate to document attendance is provided on request. The Education Series is organized by Dawn Farm, a non-profit community of programs providing a continuum of chemical dependency services.",734-485-8725,03/29/2011,FREE,St. Joseph Mercy Hospital Education Center,info@dawnfarm.org,"5305 Elliott Drive, Ypsilanti, Michigan 48197",03/29/2011
http://www.eventsetter.com/events/USA/Michigan/Ann-Arbor/Classes-Workshops-Clinics/event121357.html,http://www.teensusingdrugs.org,Teens Using Drugs: What To Know and What To Do,"Teens Using Drugs: What To Know and What To Do&quot; is a FREE, ongoing, two-part workshop series designed to help participants learn to understand, identify and address adolescent alcohol/other drug problems.&nbsp; Part 1 is presented on the first Tuesday of each month from October through June, provides information on how to understand and recognize the signs of a teen substance abuse problem, and includes a short video. Part 2 is presented on the second Tuesday of each month from October through June, provides information on what should and should not be done when a teen substance abuse problem is recognized, and concludes with an open talk by a teen speaker in recovery. The series is presented by Ronald E. Harrison, and is co-sponsored by Dawn Farm, the Livingston/Washtenaw Safe and Drug Free Schools and Communities Act Consortium, and Saint Joseph Mercy Health System Greenbrook Recovery Center. All workshops are free and open to all.&nbsp; The presentations are targeted primarily to parents and caretakers of teens, but are also inclusive of teens, family members, people who work with teens, students, and anyone interested in attending for any reason.&nbsp; All are welcome to attend! Registration is not required. A certificate to document attendance can be provided on request. For information, please contact us at (734) 973-7892 or teensusingdrugs@gmail.com, or see http://www.teensusingdrugs.org.&nbsp; &nbsp;",734-973-7892,06/07/2011,FREE,St. Joseph Mercy Hospital Education Center,teensusingdrugs@gmail.com,"5305 Elliott Drive, Ypsilanti, Michigan 48197",04/05/2011
http://www.eventsetter.com/events/USA/Michigan/Ann-Arbor/Classes-Workshops-Clinics/event121348.html,http://www.dawnfarm.org,A History of Alcoholics Anonymous,"&quot;A History of Alcoholics Anonymous&quot; will be presented on Tuesday April 19, 2011, from 7:30 pm to 9:00 pm; by James Balmer; President, Dawn Farm. This program will present a fascinating overview and slide show of the history and development of the Alcoholics Anonymous (A.A.) program, including its founding and growth. The discussion will include a brief overview of the Twelve Steps of A.A. (Dawn Farm is not affiliated with any twelve Step program.) &nbsp;This program is part of the FREE, annual Dawn Farm Education Series.&nbsp; Our presentations offer helpful information that supports chemically dependent people in achieving, maintaining, and strengthening their recoveries. The series educates family members on issues relating to addiction and its effect on the family, and offers information that will be useful for friends and family members in relating to addicts whether they are actively using or in recovery. Professionals and students will also benefit from this pertinent information. All programs are free and open to anyone interested.&nbsp; Registration is not required. 1.5 hours of free C.E. approved by MCBAP (Michigan Certification Board for Addiction Professionals) is offered for each workshop. A certificate to document attendance is provided on request. The Education Series is organized by Dawn Farm, a non-profit community of programs providing a continuum of chemical dependency services.",734-485-8725,04/19/2011,FREE,St. Joseph Mercy Hospital Education Center,info@dawnfarm.org,"5305 Elliott Drive, Ypsilanti, Michigan 48197",04/19/2011
http://www.eventsetter.com/events/USA/Michigan/Ann-Arbor/Classes-Workshops-Clinics/event121349.html,http://www.dawnfarm.org,The Physiology of Addiction,"&quot;The Physiology of Addiction&quot; will be presented on Tuesday April 26, 2011, from 7:30 pm to 9:00 pm; by Carl Christensen, MD, Ph.D.; Addictionologist. This program will explore the differences in neurochemistry between the addicted brain and the normal brain, the progression of physiological changes that occur in chemically dependent individuals, the mechanisms of physiologic tolerance and withdrawal, and the effects of treatment on the addicted brain. This program is part of the FREE, annual Dawn Farm Education Series.&nbsp; Our presentations offer helpful information that supports chemically dependent people in achieving, maintaining, and strengthening their recoveries. The series educates family members on issues relating to addiction and its effect on the family, and offers information that will be useful for friends and family members in relating to addicts whether they are actively using or in recovery. Professionals and students will also benefit from this pertinent information. All programs are free and open to anyone interested.&nbsp; Registration is not required. 1.5 hours of free C.E. approved by MCBAP (Michigan Certification Board for Addiction Professionals) is offered for each workshop. A certificate to document attendance is provided on request. The Education Series is organized by Dawn Farm, a non-profit community of programs providing a continuum of chemical dependency services.",734-485-8725,04/26/2011,FREE,St. Joseph Mercy Hospital Education Center,info@dawnfarm.org,"5305 Elliott Drive, Ypsilanti, Michigan 48197",04/26/2011
