venueLink,hours,phone,latitude,moreInfo,venue,time,price,description,address,name,startDate,city,image,endDate,state,longitude
http://www.thestranger.com/seattle/club-motor/Location?oid=700861,,,47.58561,http://www.thestranger.com/seattle/Event?event=6961039,Club Motor,,$15 per day/$25 for two day pass,,1950 First Ave S &nbsp;&nbsp;,"Seattle's Psychobilly Brawl:                                       The Barnyard Ballers, Graveyard Shift, the Load Levelers, Hard Money Saints, Spiderface, James Hunnicutt, Total Wreck, Hot Roddin' Romeos, Repo Men, Angie And The Car Wrecks, Whiskey Tooth, Guests",04/29/2011,Seattle,,04/30/2011,WA,-122.334
http://www.thestranger.com/seattle/neighbours-underground/Location?oid=24964,,324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=7139883,Neighbours Underground,,,,1509 Broadway &nbsp;&nbsp;,"Club Vogue:                                       DJ Chance, DJ Eternal Darkness",04/16/2011,Seattle,,04/16/2011,WA,-122.321
http://www.thestranger.com/seattle/blue-moon-tavern/Location?oid=23919,,(206) 675-9116,47.66143,http://www.thestranger.com/seattle/Event?event=1197811,Blue Moon Tavern,8 pm.,,,712 NE 45th St &nbsp;&nbsp;,Open Mic With Linda Lee:                                       Guests,04/13/2011,Seattle,,04/13/2011,WA,-122.32052
http://www.thestranger.com/seattle/chop-suey/Location?oid=24704,,(206) 324-8000,47.61343,http://www.thestranger.com/seattle/Event?event=7120502,Chop Suey,6 pm.,$15,,1325 E Madison St &nbsp;&nbsp;,"Terror, Stick To Your Guns, Trapped Under Ice, Close Your Eyes, Your Demise",04/27/2011,Seattle,,04/27/2011,WA,-122.31499
http://www.thestranger.com/seattle/blue-moon-tavern/Location?oid=23919,,(206) 675-9116,47.66143,http://www.thestranger.com/seattle/Event?event=7416601,Blue Moon Tavern,,,,712 NE 45th St &nbsp;&nbsp;,"Autumn Electric, Sewblue, Everything But Marriage",04/23/2011,Seattle,,04/23/2011,WA,-122.32052
http://www.thestranger.com/seattle/waids/Location?oid=117769,11 am-2 am daily.,(206) 328-6493,47.60633,http://www.thestranger.com/seattle/Event?event=7615687,Waid's,,,,1212 E Jefferson St &nbsp;&nbsp;,"Truckasauras, DJ Destrukt, DJ Speshul-K",04/29/2011,Seattle,,04/29/2011,WA,-122.31648
http://www.thestranger.com/seattle/ballroom/Location?oid=24032,Daily 4 pm-2 am,(206) 634-2575,47.65207,http://www.thestranger.com/seattle/Event?event=6181972,Ballroom,,Free,,456 N 36th St &nbsp;&nbsp;,DJ Rob,04/21/2011,Seattle,,04/21/2011,WA,-122.35307
http://www.thestranger.com/seattle/bara/Location?oid=24713,,(206) 325-8263,47.61433,http://www.thestranger.com/seattle/Event?event=7140248,Barça,,Free,,1510 11th Ave &nbsp;&nbsp;,Clark Gibson Trio,04/21/2011,Seattle,,04/21/2011,WA,-122.31789
http://www.thestranger.com/seattle/blue-moon-tavern/Location?oid=23919,,(206) 675-9116,47.66143,http://www.thestranger.com/seattle/Event?event=7416605,Blue Moon Tavern,,,,712 NE 45th St &nbsp;&nbsp;,"Remedios the Beauty, The Apollos, Guests",04/28/2011,Seattle,,04/28/2011,WA,-122.32052
http://www.thestranger.com/seattle/cafe-venusmars-bar/Location?oid=24055,,(206) 624-4516,47.62445,http://www.thestranger.com/seattle/Event?event=7416879,Cafe Venus/Mars Bar,,,,609 Eastlake Ave &nbsp;&nbsp;,"Liquiddrives, High Tension Line, Ohmega Mu",04/28/2011,Seattle,,04/28/2011,WA,-122.3293
http://www.thestranger.com/seattle/chapel-performance-space/Location?oid=179289,,(206) 789-1939,47.66383,http://www.thestranger.com/seattle/Event?event=7177213,Chapel Performance Space,,$5-$15,,4649 Sunnyside Ave N &nbsp;&nbsp;,Splash!,04/28/2011,Seattle,,04/30/2011,WA,-122.33032
http://www.thestranger.com/seattle/fremont-abbey/Location?oid=4536614,,,47.6591,http://www.thestranger.com/seattle/Event?event=6743680,Fremont Abbey,,$10,,4272 Fremont Ave N &nbsp;&nbsp;,In the Great Hall:                                       Tuning the Air,Ongoing,Seattle,,06/30/2011,WA,-122.34986
http://www.thestranger.com/seattle/hula-hula/Location?oid=146146,4 pm-close daily,(206) 284-5003,47.6188,http://www.thestranger.com/seattle/Event?event=3523542,Hula Hula,9:30 pm.,Free,,106 First Ave N &nbsp;&nbsp;,Hula Hula Karaoke:                                       Guests,04/14/2011,Seattle,,04/14/2011,WA,-122.35521
http://www.thestranger.com/seattle/vera-project/Location?oid=24743,,(206) 956-8372,47.62197,http://www.thestranger.com/seattle/Event?event=7012007,Vera Project,7:30 pm.,$11,,Republican St and Warren Ave N &nbsp;&nbsp;,"Fake Problems, Pomegranates, Laura Stevenson",04/26/2011,Seattle,,04/26/2011,WA,-122.34839
http://www.thestranger.com/seattle/sonic-boom-records/Location?oid=23913,,206-568-BOOM,47.62348,http://www.thestranger.com/seattle/Event?event=7630555,Sonic Boom Records,5 pm.,Free,,1525 Melrose Ave &nbsp;&nbsp;,Record Store Day:                                       Telekinesis,04/16/2011,1525 Melrose Ave,,04/16/2011,WA,-122.31239
http://www.thestranger.com/seattle/halo/Location?oid=99842,,(206) 324-7263,47.6141,http://www.thestranger.com/seattle/Event?event=3323436,HaLo,9 pm.,$4,,"500 E Pike St, Second Floor &nbsp;&nbsp;",Bachata:                                       DJ Alison,04/20/2011,Seattle,,04/20/2011,WA,-122.3255
http://www.thestranger.com/seattle/halo/Location?oid=99842,,(206) 324-7263,47.6141,http://www.thestranger.com/seattle/Event?event=1027142,HaLo,,$7,,"500 E Pike St, Second Floor &nbsp;&nbsp;",All Ages Salsa Dance:                                       DJ Cebrina,04/15/2011,Seattle,,04/15/2011,WA,-122.3255
http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,,(206) 324-7263,47.61396,http://www.thestranger.com/seattle/Event?event=7627911,Century Ballroom,,$10/$15,,"915 E Pine St, second floor &nbsp;&nbsp;",DJ Victor,04/16/2011,Seattle,,04/16/2011,WA,-122.32044
http://www.thestranger.com/seattle/century-ballroom/Location?oid=24789,,(206) 324-7263,47.61396,http://www.thestranger.com/seattle/Event?event=7627912,Century Ballroom,,$5/$7,,"915 E Pine St, second floor &nbsp;&nbsp;",Outdancing in East Hall:                                       MC Koop,04/16/2011,Seattle,,04/16/2011,WA,-122.32044
http://www.thestranger.com/seattle/bilbao-tapas-bar/Location?oid=255928,,(206) 547-5034,47.66153,http://www.thestranger.com/seattle/Event?event=7140140,Bilbao Tapas Bar,7:30 pm.,Free,,4500 Ninth Ave NE &nbsp;&nbsp;,Miki Piza & Paraiso,04/16/2011,Seattle,,04/16/2011,WA,-122.31818
http://www.thestranger.com/seattle/kirkland-performance-center/Location?oid=24087,,(425) 893-9900,47.67563,http://www.thestranger.com/seattle/Event?event=7615833,Kirkland Performance Center,8 pm.,$30/$35,,350 Kirkland Ave &nbsp;&nbsp;,"Flamenco de Raiz:                                       Eric ""El Comanche Gitano"", Encarnacin ""La Paloma"", Rafael de Utrera, El Torombo, Juanma ""El Negro""",04/30/2011,Kirkland,,04/30/2011,WA,-122.20243
http://www.thestranger.com/seattle/black-lodge/Location?oid=659969,,,0.0,http://www.thestranger.com/seattle/Event?event=7173452,Black Lodge,,,,Secret location &nbsp;&nbsp;,"Capsule, Owen Hart, Ghostlimb, Heiress, Tempest",04/29/2011,seattle,,04/29/2011,WA,0.0
http://www.thestranger.com/seattle/blue-moon-tavern/Location?oid=23919,,(206) 675-9116,47.66143,http://www.thestranger.com/seattle/Event?event=7416622,Blue Moon Tavern,,,,712 NE 45th St &nbsp;&nbsp;,"Tugboat Country, the Scarlets, Maximo Hombre",04/29/2011,Seattle,,04/29/2011,WA,-122.32052
http://www.thestranger.com/seattle/havana/Location?oid=55817,,(206) 323-CUBA,47.61423,http://www.thestranger.com/seattle/Event?event=55820,Havana,,$5,,1010 E Pike St &nbsp;&nbsp;,"Rotating DJs:                                       DV One, Soul One, Curtis, Nostalgia B, Sean Cee",04/15/2011,1010 E Pike St,,04/15/2011,WA,-122.31919
http://www.thestranger.com/seattle/neighbours/Location?oid=23893,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=7140057,Neighbours,,,,1509 Broadway &nbsp;&nbsp;,Ultimate Dance Party:                                       DJ Richard Dalton,04/15/2011,Seattle,,04/15/2011,WA,-122.321
http://www.thestranger.com/seattle/neighbours-underground/Location?oid=24964,,324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=6145519,Neighbours Underground,9 pm.,$5,,1509 Broadway &nbsp;&nbsp;,Vicious Dolls:                                       DJ Rachael,04/19/2011,Seattle,,04/19/2011,WA,-122.321
http://www.thestranger.com/seattle/noc-noc/Location?oid=24139,,(206) 223-1333,47.60961,http://www.thestranger.com/seattle/Event?event=2229223,Noc Noc,9 pm.,Free,,1516 Second Ave &nbsp;&nbsp;,DJ Shane,04/19/2011,Seattle,,04/19/2011,WA,-122.33894
http://www.thestranger.com/seattle/neighbours/Location?oid=23893,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=7140095,Neighbours,,,,1509 Broadway &nbsp;&nbsp;,Dubstep:                                       DJ Keano Martinez,04/19/2011,Seattle,,04/19/2011,WA,-122.321
http://www.thestranger.com/seattle/re-bar/Location?oid=1216384,,233-9873,47.61637,http://www.thestranger.com/seattle/Event?event=55566,Re-bar,9 pm.,,,1114 Howell St &nbsp;&nbsp;,Flammable:                                       DJ Wesley Holmes,04/17/2011,Seattle,,04/17/2011,WA,-122.33131
http://www.thestranger.com/seattle/healthy-times-fun-club/Location?oid=426937,,,0.0,http://www.thestranger.com/seattle/Event?event=7418307,Healthy Times Fun Club,,,,secret &nbsp;&nbsp;,"Wah Wah Exit Wound, Happy Birthday Secret Weapon, Bone Cave Ballet, Eighteen Individual Eyes",04/16/2011,Seattle,,04/16/2011,WA,0.0
http://www.thestranger.com/seattle/easy-street-records/Location?oid=24145,,(206) 691-3279,47.62473,http://www.thestranger.com/seattle/Event?event=7174031,Easy Street Records,2 pm.,Free,,20 Mercer Street &nbsp;&nbsp;,Duff McKagan's Loaded,04/16/2011,Seattle,,04/16/2011,WA,-122.35632
http://www.thestranger.com/seattle/vera-project/Location?oid=24743,,(206) 956-8372,47.62197,http://www.thestranger.com/seattle/Event?event=7011874,Vera Project,7:30 pm.,$10,,Republican St and Warren Ave N &nbsp;&nbsp;,"BirthDIY Fest:                                       Wild Orchid Children, The Pharmacy, Kids & Animals, iji",04/16/2011,Seattle,,04/16/2011,WA,-122.34839
http://www.thestranger.com/seattle/moore-theatre/Location?oid=24641,,(206) 292-2787,47.61129,http://www.thestranger.com/seattle/Event?event=7096627,Moore Theatre,9 pm.,$16/$18,,1932 Second Ave &nbsp;&nbsp;,"The Head And The Heart, Lemolo, The Devil Whale",04/30/2011,Seattle,,04/30/2011,WA,-122.34083
http://www.thestranger.com/seattle/ohana-restaurant-and-sushi-bar/Location?oid=165251,"Lunch Tue-Fri 11:30 am-3 pm; Fri-Sat 4 pm-2 am, Sun-Thu 5 pm-2 am",(206) 956-9329,47.61264,http://www.thestranger.com/seattle/Event?event=3658170,'Ohana Restaurant & Sushi Bar,,,,2207 1st Ave &nbsp;&nbsp;,Karaoke:                                       Guests,04/17/2011,Seattle,,04/17/2011,WA,-122.34565
http://www.thestranger.com/seattle/ohana-restaurant-and-sushi-bar/Location?oid=165251,"Lunch Tue-Fri 11:30 am-3 pm; Fri-Sat 4 pm-2 am, Sun-Thu 5 pm-2 am",(206) 956-9329,47.61264,http://www.thestranger.com/seattle/Event?event=1159311,'Ohana Restaurant & Sushi Bar,,,,2207 1st Ave &nbsp;&nbsp;,Live Island Music:                                       Guests,04/20/2011,Seattle,,04/20/2011,WA,-122.34565
http://www.thestranger.com/seattle/temple-billiards/Location?oid=25084,,,47.59933,http://www.thestranger.com/seattle/Event?event=7119920,Temple Billiards,10 pm.,$5,,126 S Jackson St &nbsp;&nbsp;,Babylon System,04/23/2011,Seattle,,04/23/2011,WA,-122.33267
http://www.thestranger.com/seattle/the-white-rabbit/Location?oid=6736089,"Mon-Thurs 4 pm-1:30 am, Fri-Sat 4 pm-2 am, Sun noon-midnight",(206) 588-0155,47.65163,http://www.thestranger.com/seattle/Event?event=7529164,The White Rabbit,,$5,,513 N 36th St &nbsp;&nbsp;,High Fidelity 80s:                                       Guests,04/27/2011,Seattle,,04/27/2011,WA,-122.35224
http://www.thestranger.com/seattle/ballroom/Location?oid=24032,Daily 4 pm-2 am,(206) 634-2575,47.65207,http://www.thestranger.com/seattle/Event?event=4967920,Ballroom,,,,456 N 36th St &nbsp;&nbsp;,Dirty Harry from KUBE,04/20/2011,Seattle,,04/20/2011,WA,-122.35307
http://www.thestranger.com/seattle/last-supper-club/Location?oid=23920,,(206) 748-9975,47.60103,http://www.thestranger.com/seattle/Event?event=3987824,Last Supper Club,,Free,,124 S Washington St &nbsp;&nbsp;,Put the Bump in Your Hump:                                       Guest DJs,04/20/2011,Seattle,,04/20/2011,WA,-122.33355
http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,,(206) 441-5660,47.61363,http://www.thestranger.com/seattle/Event?event=52084,Lava Lounge,,,,2226 Second Ave &nbsp;&nbsp;,Mod Fuck Explosion:                                       DJ Deutscher Meister,04/20/2011,Seattle,,04/20/2011,WA,-122.34468
http://www.thestranger.com/seattle/neighbours/Location?oid=23893,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=52040,Neighbours,,Free,,1509 Broadway &nbsp;&nbsp;,Stripshow:                                       DJ Trent Von,04/20/2011,Seattle,,04/20/2011,WA,-122.321
http://www.thestranger.com/seattle/seattle-center/Location?oid=58619,,(206) 684-7200,47.6186,http://www.thestranger.com/seattle/Event?event=7615715,Seattle Center,,Free,,305 Harrison St &nbsp;&nbsp;,"World Rhythm Festival:                                       Northwest Taiko, Deseo Carmin, Arturo Rodriguez, Naby Camara, Bumpity Thump, Guests",04/22/2011,Seattle,,04/22/2011,WA,-122.3503
http://www.thestranger.com/seattle/bilbao-tapas-bar/Location?oid=255928,,(206) 547-5034,47.66153,http://www.thestranger.com/seattle/Event?event=5315532,Bilbao Tapas Bar,8 pm.,Free,,4500 Ninth Ave NE &nbsp;&nbsp;,Flamenco:                                       Esther Marion,04/22/2011,Seattle,,04/22/2011,WA,-122.31818
http://www.thestranger.com/seattle/halo/Location?oid=99842,,(206) 324-7263,47.6141,http://www.thestranger.com/seattle/Event?event=1025187,HaLo,7:30 pm.,$4/$6,,"500 E Pike St, Second Floor &nbsp;&nbsp;",Salsa Practica:                                       Guests,04/18/2011,Seattle,,04/18/2011,WA,-122.3255
http://www.thestranger.com/seattle/gallery-1412/Location?oid=25157,,(206) 322-1513,47.61314,http://www.thestranger.com/seattle/Event?event=7615845,Gallery 1412,8 pm.,$5-$15,,1412 18th Ave &nbsp;&nbsp;,"Lara Candland, Christian Asplund with Greg Campbell, Guests",04/29/2011,Seattle,,04/29/2011,WA,-122.30867
http://www.thestranger.com/seattle/faire/Location?oid=33943,"Mon-Thurs 7 am-midnight, Fri 7 am-1 am, Sat 9 am-1 am, Sun 9 am-midnight",(206) 652-0781,47.61674,http://www.thestranger.com/seattle/Event?event=6097977,Faire,8 pm.,,,1351 E Olive Way &nbsp;&nbsp;,Special O.P.S. (Open Free Jazz Jam):                                       Guests,Ongoing,Seattle,,04/30/2011,WA,-122.32722
http://www.thestranger.com/seattle/meany-hall/Location?oid=23891,,543-4880,47.60577,http://www.thestranger.com/seattle/Event?event=7596219,Meany Hall,7:30 pm.,$10,,UW Campus &nbsp;&nbsp;,Wind Ensemble and Symphonic Band,04/25/2011,Seattle,,04/25/2011,WA,-122.32943
http://www.thestranger.com/seattle/faire/Location?oid=33943,"Mon-Thurs 7 am-midnight, Fri 7 am-1 am, Sat 9 am-1 am, Sun 9 am-midnight",(206) 652-0781,47.61674,http://www.thestranger.com/seattle/Event?event=7598734,Faire,,Free,,1351 E Olive Way &nbsp;&nbsp;,Monktail Creative Music Concern,04/24/2011,Seattle,,04/24/2011,WA,-122.32722
http://www.thestranger.com/seattle/owl-n-thistle-irish-pub/Location?oid=23896,,(206) 621-7777,47.60323,http://www.thestranger.com/seattle/Event?event=52029,Owl N' Thistle Irish Pub,,,,808 Post Ave &nbsp;&nbsp;,Jazz Improv Night:                                       Guests,04/19/2011,Seattle,,04/19/2011,WA,-122.33548
http://www.thestranger.com/seattle/new-orleans/Location?oid=37125,,(206) 622-2563,47.60157,http://www.thestranger.com/seattle/Event?event=1185413,New Orleans,7 pm.,,,114 First Ave S &nbsp;&nbsp;,Holotradband,04/19/2011,Seattle,,04/19/2011,WA,-122.33399
http://www.thestranger.com/seattle/club-motor/Location?oid=700861,,,47.58561,http://www.thestranger.com/seattle/Event?event=7595832,Club Motor,,$5,,1950 First Ave S &nbsp;&nbsp;,"Follow the Kites, Hello Electric, Guests",04/17/2011,Seattle,,04/17/2011,WA,-122.334
http://www.thestranger.com/seattle/new-orleans/Location?oid=37125,,(206) 622-2563,47.60157,http://www.thestranger.com/seattle/Event?event=1185408,New Orleans,,,,114 First Ave S &nbsp;&nbsp;,"Legacy Band, Clarence Acox",04/20/2011,Seattle,,04/20/2011,WA,-122.33399
http://www.thestranger.com/seattle/lava-lounge/Location?oid=23928,,(206) 441-5660,47.61363,http://www.thestranger.com/seattle/Event?event=6956860,Lava Lounge,,,,2226 Second Ave &nbsp;&nbsp;,DJ David James,04/22/2011,Seattle,,04/22/2011,WA,-122.34468
http://www.thestranger.com/seattle/keyarena/Location?oid=73500,,684-7200,47.62194,http://www.thestranger.com/seattle/Event?event=6961128,KeyArena,,,,"305 Harrison St, Seattle Center &nbsp;&nbsp;","Rod Stewart, Stevie Nicks",04/23/2011,Seattle,,04/23/2011,WA,-122.34817
http://www.thestranger.com/seattle/hard-rock-cafe/Location?oid=3495210,"Sun-Thurs  11 am-11 pm, Fri-Sat  11 am-2 am",(206) 204-2233,47.60893,http://www.thestranger.com/seattle/Event?event=7418174,Hard Rock Cafe,,Free,,116 Pike Street &nbsp;&nbsp;,Open Mic:                                       Guests,04/18/2011,Seattle,,04/18/2011,WA,-122.33986
http://www.thestranger.com/seattle/contour/Location?oid=23990,,(206) 447-7704,47.60337,http://www.thestranger.com/seattle/Event?event=1469240,Contour,,,,807 First Ave &nbsp;&nbsp;,"Broken Gooves:                                       Filthy Rich, Mendicants, DJ Ronnie Paul",04/17/2011,Seattle,,04/17/2011,WA,-122.33521
http://www.thestranger.com/seattle/cuff-complex/Location?oid=24134,Daily 2 pm-2 am,(206) 323-1525,47.61454,http://www.thestranger.com/seattle/Event?event=1799774,Cuff Complex,,$5 after 6PM,,1533 13th Ave &nbsp;&nbsp;,Tea Dance:                                       John England,04/17/2011,Seattle,,04/17/2011,WA,-122.3157
http://www.thestranger.com/seattle/havana/Location?oid=55817,,(206) 323-CUBA,47.61423,http://www.thestranger.com/seattle/Event?event=55820,Havana,,$5,,1010 E Pike St &nbsp;&nbsp;,"Rotating DJs:                                       DV One, Soul One, Curtis, Nostalgia B, Sean Cee",04/16/2011,1010 E Pike St,,04/16/2011,WA,-122.31919
http://www.thestranger.com/seattle/bilbao-tapas-bar/Location?oid=255928,,(206) 547-5034,47.66153,http://www.thestranger.com/seattle/Event?event=5315532,Bilbao Tapas Bar,8 pm.,Free,,4500 Ninth Ave NE &nbsp;&nbsp;,Flamenco:                                       Esther Marion,04/15/2011,Seattle,,04/15/2011,WA,-122.31818
http://www.thestranger.com/seattle/neighbours-underground/Location?oid=24964,,324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=7139820,Neighbours Underground,,,,1509 Broadway &nbsp;&nbsp;,The Get Down:                                       Karl K,04/22/2011,Seattle,,04/22/2011,WA,-122.321
http://www.thestranger.com/seattle/chop-suey/Location?oid=24704,,(206) 324-8000,47.61343,http://www.thestranger.com/seattle/Event?event=7628034,Chop Suey,,$7,,1325 E Madison St &nbsp;&nbsp;,"Tennis Pro, Whiskey Tango",04/17/2011,Seattle,,04/17/2011,WA,-122.31499
http://www.thestranger.com/seattle/comet/Location?oid=24067,,(206) 322-9272,47.61423,http://www.thestranger.com/seattle/Event?event=7628799,Comet,,$6,,922 E Pike St &nbsp;&nbsp;,"They Rise, We Die, Case & Ctrl, Ten Suns, Early Atoms",04/17/2011,Seattle,,04/17/2011,WA,-122.32037
http://www.thestranger.com/seattle/baltic-room/Location?oid=23875,"Mon-Fri 7 am-2 am, Sat-Sun 8:30 am-2 am",(206) 625-4444,47.61486,http://www.thestranger.com/seattle/Event?event=599760,Baltic Room,9 pm.,,,1207 Pine St &nbsp;&nbsp;,"Drum & Bass Tuesdays:                                       The Bassinvaders, Jason Curtis vs Stylus, Lunchmoney",04/19/2011,Seattle,,04/19/2011,WA,-122.32838
http://www.thestranger.com/seattle/little-red-hen/Location?oid=23949,,(206) 522-1168,47.67998,http://www.thestranger.com/seattle/Event?event=1089267,Little Red Hen,,Free,,7115 Woodlawn Ave NE &nbsp;&nbsp;,Karaoke with DJ Forrest Gump:                                       Guests,04/18/2011,Seattle,,04/18/2011,WA,-122.3248
http://www.thestranger.com/seattle/ballroom/Location?oid=24032,Daily 4 pm-2 am,(206) 634-2575,47.65207,http://www.thestranger.com/seattle/Event?event=1093825,Ballroom,,,,456 N 36th St &nbsp;&nbsp;,DJ Tamm of KISS fm,04/22/2011,Seattle,,04/22/2011,WA,-122.35307
http://www.thestranger.com/seattle/balmar/Location?oid=31857,Mon-Wed 5 pm-2 am Thurs-Fri 4 pm-2 am Sat-Sun Noon-2 am,(206) 297-0500,47.66805,http://www.thestranger.com/seattle/Event?event=6660012,BalMar,,Free,,5449 Ballard Ave NW &nbsp;&nbsp;,Body Movin' Fridays:                                       DJ Ben Meadow,04/22/2011,Seattle,,04/22/2011,WA,-122.38572
http://www.thestranger.com/seattle/buddha-belltown/Location?oid=140973,,(206) 441-4449,47.61361,http://www.thestranger.com/seattle/Event?event=1956083,Buddha Belltown,,Free,,2222 Second Ave &nbsp;&nbsp;,Love My Wave:                                       DJ Miss B. Wonder Jones,04/22/2011,Seattle,,04/22/2011,WA,-122.34464
http://www.thestranger.com/seattle/havana/Location?oid=55817,,(206) 323-CUBA,47.61423,http://www.thestranger.com/seattle/Event?event=55820,Havana,,$5,,1010 E Pike St &nbsp;&nbsp;,"Rotating DJs:                                       DV One, Soul One, Curtis, Nostalgia B, Sean Cee",04/22/2011,1010 E Pike St,,04/22/2011,WA,-122.31919
http://www.thestranger.com/seattle/juju/Location?oid=568021,,(206) 728-4053,47.61359,http://www.thestranger.com/seattle/Event?event=3816682,Juju,,Free,,2224 Second Ave &nbsp;&nbsp;,Vudu:                                       DJ Swervewon,04/22/2011,Seattle,,04/22/2011,WA,-122.34463
http://www.thestranger.com/seattle/neighbours/Location?oid=23893,"Sun-Wed 9 pm-2 am, Thurs 9 pm-3 am, Fri-Sat 9 pm-4 am",(206) 324-5358,47.61431,http://www.thestranger.com/seattle/Event?event=7140057,Neighbours,,,,1509 Broadway &nbsp;&nbsp;,Ultimate Dance Party:                                       DJ Richard Dalton,04/22/2011,Seattle,,04/22/2011,WA,-122.321
http://www.thestranger.com/seattle/hula-hula/Location?oid=146146,4 pm-close daily,(206) 284-5003,47.6188,http://www.thestranger.com/seattle/Event?event=3523542,Hula Hula,9:30 pm.,Free,,106 First Ave N &nbsp;&nbsp;,Hula Hula Karaoke:                                       Guests,04/15/2011,Seattle,,04/15/2011,WA,-122.35521
http://www.thestranger.com/seattle/meany-hall/Location?oid=23891,,543-4880,47.60577,http://www.thestranger.com/seattle/Event?event=7596205,Meany Hall,7:30 pm.,$10/$15,,UW Campus &nbsp;&nbsp;,Ethnomusicology Visiting Artist Recital:                                       Guests,04/26/2011,Seattle,,04/26/2011,WA,-122.32943
http://www.thestranger.com/seattle/chop-suey/Location?oid=24704,,(206) 324-8000,47.61343,http://www.thestranger.com/seattle/Event?event=2952375,Chop Suey,9 pm.,$5,,1325 E Madison St &nbsp;&nbsp;,"Talcum:                                       Gene Balk, Mike ""Groovy Grubworm"" Nipper, Marc Muller, Mike Chrietzberg",04/30/2011,Seattle,,04/30/2011,WA,-122.31499
