phone,website,moreInfo,location,startDate,name,venue,description,image,endDate
,http://www.sandiego.org/eventurl/9430,http://www.sandiego.org/event/Visitors/9430,Downtown,08/31/2010,Counter Cultures: The Secret Lives of Games,San Diego Museum of Man,"See over a hundred different board, card, and tile games from all over the world. Learn about the history of games and why we love to play them so much. Step onto a floor-sized game board and travel along spaces that take you through the exhibit! Or rest your feet in our players lounge and play some of your favorite boardgames.",,04/11/2011
,http://www.sandiego.org/eventurl/7628,http://www.sandiego.org/event/Visitors/7628,,09/12/2010,miXtape,Lamb's Players,"Take a seriously wild musical ride back to the most awesome of decades.  Reagan was in the White House, Michael Jackson was at the top of the charts, lycra and legwarmers were the accessories du jour, and a “mix tape” of favorite tunes was the ultimate in self-expression.  The lousy economy was about to bounce back like we’d never seen, set to the synthesized beat of 80s Rock.  The Cold War was heating up, and with fingers on the nuclear button, the world was sure to end any moment.  But for Generation X, life was just beginning.  Put on your suspenders, pull out the Members Only jacket, do your hair up with a scrunchy, and “everybody cut footloose” with us in this totally rad musical world premiere.",http://www.sandiego.org/images/display.php?id=8695,10/24/2011
,http://www.sandiego.org/eventurl/9430,http://www.sandiego.org/event/Visitors/9430,Downtown,09/12/2010,Counter Cultures: The Secret Lives of Games,San Diego Museum of Man,"See over a hundred different board, card, and tile games from all over the world. Learn about the history of games and why we love to play them so much. Step onto a floor-sized game board and travel along spaces that take you through the exhibit! Or rest your feet in our players lounge and play some of your favorite boardgames.",,04/11/2011
,http://www.sandiego.org/eventurl/9430,http://www.sandiego.org/event/Visitors/9430,Downtown,09/13/2010,Counter Cultures: The Secret Lives of Games,San Diego Museum of Man,"See over a hundred different board, card, and tile games from all over the world. Learn about the history of games and why we love to play them so much. Step onto a floor-sized game board and travel along spaces that take you through the exhibit! Or rest your feet in our players lounge and play some of your favorite boardgames.",,04/11/2011
,http://www.sandiego.org/eventurl/7628,http://www.sandiego.org/event/Visitors/7628,,09/13/2010,miXtape,Lamb's Players,"Take a seriously wild musical ride back to the most awesome of decades.  Reagan was in the White House, Michael Jackson was at the top of the charts, lycra and legwarmers were the accessories du jour, and a “mix tape” of favorite tunes was the ultimate in self-expression.  The lousy economy was about to bounce back like we’d never seen, set to the synthesized beat of 80s Rock.  The Cold War was heating up, and with fingers on the nuclear button, the world was sure to end any moment.  But for Generation X, life was just beginning.  Put on your suspenders, pull out the Members Only jacket, do your hair up with a scrunchy, and “everybody cut footloose” with us in this totally rad musical world premiere.",http://www.sandiego.org/images/display.php?id=8695,10/24/2011
,http://www.sandiego.org/eventurl/9570,http://www.sandiego.org/event/Visitors/9570,,10/19/2010,Art of Elan Season 4: One Voice,Art of Elan,"For the past 3 years, Art of Élan has been filling the San Diego Museum of Art’s Hibben Gallery with adventurous music lovers in search of an innovative approach to classical music.  Led by San Diego Symphony musicians Kate Hatmaker and Demarre McGill, Art of Élan has not disappointed. Their creative one-hour programming has helped break down barriers that surround classical music. The five concert 2010-11 Season promises to continue to engage and energize audiences under the heading of “One Voice."" <br />  <br />  See website for more info. Concert dates are: Oct 19, Nov 30, Jan 18, March 8 and May 3. All at 7 pm at San Diego Museum of Art",http://www.sandiego.org/images/display.php?id=8633,05/04/2011
,http://www.sandiego.org/eventurl/9430,http://www.sandiego.org/event/Visitors/9430,Downtown,09/30/2010,Counter Cultures: The Secret Lives of Games,San Diego Museum of Man,"See over a hundred different board, card, and tile games from all over the world. Learn about the history of games and why we love to play them so much. Step onto a floor-sized game board and travel along spaces that take you through the exhibit! Or rest your feet in our players lounge and play some of your favorite boardgames.",,04/11/2011
,http://www.sandiego.org/eventurl/7628,http://www.sandiego.org/event/Visitors/7628,,09/30/2010,miXtape,Lamb's Players,"Take a seriously wild musical ride back to the most awesome of decades.  Reagan was in the White House, Michael Jackson was at the top of the charts, lycra and legwarmers were the accessories du jour, and a “mix tape” of favorite tunes was the ultimate in self-expression.  The lousy economy was about to bounce back like we’d never seen, set to the synthesized beat of 80s Rock.  The Cold War was heating up, and with fingers on the nuclear button, the world was sure to end any moment.  But for Generation X, life was just beginning.  Put on your suspenders, pull out the Members Only jacket, do your hair up with a scrunchy, and “everybody cut footloose” with us in this totally rad musical world premiere.",http://www.sandiego.org/images/display.php?id=8695,10/24/2011
,,http://www.sandiego.org/event/Visitors/9685,Downtown,10/03/2010,Zandra Rhodes -- A Lifelong Love Affair with Textiles,Mingei International Museum,"Since the 1960s, this internationally renowned British designer, who lives and works half the year in the San Diego area, has been creating imaginative, colorful fabrics and clothing. This retrospective will present her textiles as well as high fashion garments she has created. Rhodes will also select textiles or objects from a number of the cultures represented in Mingei International’s collection to display alongside her work, initiating a lively conversation about influences and inspirations. The exhibition has previously been seen in London, Italy, Australia, and Mexico City.",,04/03/2011
,http://www.sandiego.org/eventurl/7628,http://www.sandiego.org/event/Visitors/7628,,10/01/2010,miXtape,Lamb's Players,"Take a seriously wild musical ride back to the most awesome of decades.  Reagan was in the White House, Michael Jackson was at the top of the charts, lycra and legwarmers were the accessories du jour, and a “mix tape” of favorite tunes was the ultimate in self-expression.  The lousy economy was about to bounce back like we’d never seen, set to the synthesized beat of 80s Rock.  The Cold War was heating up, and with fingers on the nuclear button, the world was sure to end any moment.  But for Generation X, life was just beginning.  Put on your suspenders, pull out the Members Only jacket, do your hair up with a scrunchy, and “everybody cut footloose” with us in this totally rad musical world premiere.",http://www.sandiego.org/images/display.php?id=8695,10/24/2011
,http://www.sandiego.org/eventurl/9430,http://www.sandiego.org/event/Visitors/9430,Downtown,10/01/2010,Counter Cultures: The Secret Lives of Games,San Diego Museum of Man,"See over a hundred different board, card, and tile games from all over the world. Learn about the history of games and why we love to play them so much. Step onto a floor-sized game board and travel along spaces that take you through the exhibit! Or rest your feet in our players lounge and play some of your favorite boardgames.",,04/11/2011
,http://www.sandiego.org/eventurl/7628,http://www.sandiego.org/event/Visitors/7628,,10/11/2010,miXtape,Lamb's Players,"Take a seriously wild musical ride back to the most awesome of decades.  Reagan was in the White House, Michael Jackson was at the top of the charts, lycra and legwarmers were the accessories du jour, and a “mix tape” of favorite tunes was the ultimate in self-expression.  The lousy economy was about to bounce back like we’d never seen, set to the synthesized beat of 80s Rock.  The Cold War was heating up, and with fingers on the nuclear button, the world was sure to end any moment.  But for Generation X, life was just beginning.  Put on your suspenders, pull out the Members Only jacket, do your hair up with a scrunchy, and “everybody cut footloose” with us in this totally rad musical world premiere.",http://www.sandiego.org/images/display.php?id=8695,10/24/2011
,http://www.sandiego.org/eventurl/7628,http://www.sandiego.org/event/Visitors/7628,,10/12/2010,miXtape,Lamb's Players,"Take a seriously wild musical ride back to the most awesome of decades.  Reagan was in the White House, Michael Jackson was at the top of the charts, lycra and legwarmers were the accessories du jour, and a “mix tape” of favorite tunes was the ultimate in self-expression.  The lousy economy was about to bounce back like we’d never seen, set to the synthesized beat of 80s Rock.  The Cold War was heating up, and with fingers on the nuclear button, the world was sure to end any moment.  But for Generation X, life was just beginning.  Put on your suspenders, pull out the Members Only jacket, do your hair up with a scrunchy, and “everybody cut footloose” with us in this totally rad musical world premiere.",http://www.sandiego.org/images/display.php?id=8695,10/24/2011
,,http://www.sandiego.org/event/Visitors/9685,Downtown,10/12/2010,Zandra Rhodes -- A Lifelong Love Affair with Textiles,Mingei International Museum,"Since the 1960s, this internationally renowned British designer, who lives and works half the year in the San Diego area, has been creating imaginative, colorful fabrics and clothing. This retrospective will present her textiles as well as high fashion garments she has created. Rhodes will also select textiles or objects from a number of the cultures represented in Mingei International’s collection to display alongside her work, initiating a lively conversation about influences and inspirations. The exhibition has previously been seen in London, Italy, Australia, and Mexico City.",,04/03/2011
619-232-6203,http://www.sandiego.org/eventurl/5876,http://www.sandiego.org/event/Visitors/5876,,10/12/2010,Creating an Artistic Basis:  Local Artists Groups from the Early 20th Century,Museum of San Diego History and Research Library,"Entering the 20th century, the City of San Diego experienced tremendous growth and development.   In a time of population increase and economic diversification, local artists groups began to shine.  Join us for a look at the work of four unique groups of local artists that helped shape San Diego's artistic identity during the first half of the 20th century.  All artworks on view are from the vast holdings of the San Diego Fine Art Collection.",,04/06/2011
,http://www.sandiego.org/eventurl/9430,http://www.sandiego.org/event/Visitors/9430,Downtown,10/12/2010,Counter Cultures: The Secret Lives of Games,San Diego Museum of Man,"See over a hundred different board, card, and tile games from all over the world. Learn about the history of games and why we love to play them so much. Step onto a floor-sized game board and travel along spaces that take you through the exhibit! Or rest your feet in our players lounge and play some of your favorite boardgames.",,04/11/2011
,http://www.sandiego.org/eventurl/2725,http://www.sandiego.org/event/Visitors/2725,Downtown,10/12/2010,18th Annual Sea Chantey Festival  - Dates TBD,Maritime Museum of San Diego,"For centuries, sailor's have honed their shipboard skills to the cadence of songs recounting the adventure, tragedy and romance of life at sea. These ""sea chanteys"" come to life in a dramatic way on board the majestic sailing ship Star of India. <br />  The Maritime Museum of San Diego, along with San Diego Folk Heritage, presents the 18th Annual Sea Chantey Fest. This year's lineup TBD",http://www.sandiego.org/images/display.php?id=4318,06/17/2011
,http://www.sandiego.org/eventurl/2970,http://www.sandiego.org/event/Visitors/2970,Downtown,10/12/2010,Fireworks and BBQ - 4th of July on the Berkeley ferry,Maritime Museum of San Diego,"4th of July Fireworks and BBQ in San Diego! Celebrate with family, friends and the supporters of the Maritime Museum of San Diego with a BBQ dinner, live entertainment, photo opportunites, and views of incredible fireworks from multiple locations. The evening begins on the beautiful 1898 steam ferry Berkeley where we'll enjoy a delicious BBQ dinner and entertainment on the strategically located Berkeley upper deck. After dinner, you can relocate and find your preferred spot on the Berkeley, Star of India, Surprise, or the B-39 submarine to enjoy the multiple fireworks shows on San Diego Bay. This annual event is hosted by the devoted volunteers of the Star of India Auxiliary to benefit the Maritime Museum of San Diego. The event is always a sell-out and huge success as the BBQ is delicious and its one of the best locations to view the multiple fireworks displays on San Diego Bay.",http://www.sandiego.org/images/display.php?id=4326,07/04/2011
(619) 232-6203,http://www.sandiego.org/eventurl/5809,http://www.sandiego.org/event/Visitors/5809,,10/15/2010,Dressing the Part:  Costume Design at the Old Globe Theatre,Museum of San Diego History and Research Library,"San Diego History Center teams up with the Old Globe Theatre for a dynamic and engaging exhibition that highlights the entire costume design process for main stage productions.  Guests will see first-hand through video footage, sketch books, fabric swatches, dress forms, etc. how the vision of costume designers comes to fruition in final costume pieces on stage.  Hands-on activities invite guests to try on real costumes made by the Old Globe Costume Shop, as well as to bring those costumes to life by acting out their own created scenes on our interactive stage.  This exhibition commemorates the 75th anniversary of the Old Globe Theatre.",,04/11/2011
619-232-6203,http://www.sandiego.org/eventurl/5985,http://www.sandiego.org/event/Visitors/5985,,10/18/2010,History for Half Pints,Museum of San Diego History and Research Library,"Children, ages 3 to 6, and a favorite adult of their choosing are invited to share some fun-filled, hands-on adventures, which will connect them to the important people, places, and events that have shaped San Diego’s history. Each ""History for Half Pints"" program includes a story time, an outdoor experience (weather permitting), interactive play and a craft project which can be taken home.  Children must be accompanied by an adult during each program.",,12/30/2011
619-232-6203,http://www.sandiego.org/eventurl/5876,http://www.sandiego.org/event/Visitors/5876,,10/14/2010,Creating an Artistic Basis:  Local Artists Groups from the Early 20th Century,Museum of San Diego History and Research Library,"Entering the 20th century, the City of San Diego experienced tremendous growth and development.   In a time of population increase and economic diversification, local artists groups began to shine.  Join us for a look at the work of four unique groups of local artists that helped shape San Diego's artistic identity during the first half of the 20th century.  All artworks on view are from the vast holdings of the San Diego Fine Art Collection.",,04/06/2011
,http://www.sandiego.org/eventurl/5610,http://www.sandiego.org/event/Visitors/5610,,11/13/2010,Grandparents & Me:  Theatre Workshops,Museum of San Diego History and Research Library,"San Diego Junior Theatre and San Diego History Center pair up for a fun, interactive program that engages guests in the creativity of theatre.  In this series of workshops, learn how make-up transforms a person into a ""character""; how movement and body language act out a scene without words; or how costumes add dimension and depth to any theatrical performance.  Workshops are on Saturdays, Nov. 13, 27, Dec. 18, 2010 and January 15, Feb. 19, and March 19, 2011.  12:30pm - 1:30pm",,04/11/2011
,http://www.sandiego.org/eventurl/7628,http://www.sandiego.org/event/Visitors/7628,,10/14/2010,miXtape,Lamb's Players,"Take a seriously wild musical ride back to the most awesome of decades.  Reagan was in the White House, Michael Jackson was at the top of the charts, lycra and legwarmers were the accessories du jour, and a “mix tape” of favorite tunes was the ultimate in self-expression.  The lousy economy was about to bounce back like we’d never seen, set to the synthesized beat of 80s Rock.  The Cold War was heating up, and with fingers on the nuclear button, the world was sure to end any moment.  But for Generation X, life was just beginning.  Put on your suspenders, pull out the Members Only jacket, do your hair up with a scrunchy, and “everybody cut footloose” with us in this totally rad musical world premiere.",http://www.sandiego.org/images/display.php?id=8695,10/24/2011
,,http://www.sandiego.org/event/Visitors/9685,Downtown,10/14/2010,Zandra Rhodes -- A Lifelong Love Affair with Textiles,Mingei International Museum,"Since the 1960s, this internationally renowned British designer, who lives and works half the year in the San Diego area, has been creating imaginative, colorful fabrics and clothing. This retrospective will present her textiles as well as high fashion garments she has created. Rhodes will also select textiles or objects from a number of the cultures represented in Mingei International’s collection to display alongside her work, initiating a lively conversation about influences and inspirations. The exhibition has previously been seen in London, Italy, Australia, and Mexico City.",,04/03/2011
,http://www.sandiego.org/eventurl/9430,http://www.sandiego.org/event/Visitors/9430,Downtown,10/14/2010,Counter Cultures: The Secret Lives of Games,San Diego Museum of Man,"See over a hundred different board, card, and tile games from all over the world. Learn about the history of games and why we love to play them so much. Step onto a floor-sized game board and travel along spaces that take you through the exhibit! Or rest your feet in our players lounge and play some of your favorite boardgames.",,04/11/2011
,http://www.sandiego.org/eventurl/2725,http://www.sandiego.org/event/Visitors/2725,Downtown,10/14/2010,18th Annual Sea Chantey Festival  - Dates TBD,Maritime Museum of San Diego,"For centuries, sailor's have honed their shipboard skills to the cadence of songs recounting the adventure, tragedy and romance of life at sea. These ""sea chanteys"" come to life in a dramatic way on board the majestic sailing ship Star of India. <br />  The Maritime Museum of San Diego, along with San Diego Folk Heritage, presents the 18th Annual Sea Chantey Fest. This year's lineup TBD",http://www.sandiego.org/images/display.php?id=4318,06/17/2011
,http://www.sandiego.org/eventurl/9764,http://www.sandiego.org/event/Visitors/9764,,12/03/2010,Southern California Gray Whale Migration 2010/2011,A Whale Adventure-Newport Landing Whale Watching,Migrating grey whales  travel south along our coastline to the waters off Baja California to breed and then back to their summer feeding grounds.  Newport Landing Whale Watching offers cruises daily with  96% success rate.,http://www.sandiego.org/images/display.php?id=8793,02/28/2011
,,http://www.sandiego.org/event/Visitors/9685,Downtown,10/27/2010,Zandra Rhodes -- A Lifelong Love Affair with Textiles,Mingei International Museum,"Since the 1960s, this internationally renowned British designer, who lives and works half the year in the San Diego area, has been creating imaginative, colorful fabrics and clothing. This retrospective will present her textiles as well as high fashion garments she has created. Rhodes will also select textiles or objects from a number of the cultures represented in Mingei International’s collection to display alongside her work, initiating a lively conversation about influences and inspirations. The exhibition has previously been seen in London, Italy, Australia, and Mexico City.",,04/03/2011
619-232-6203,http://www.sandiego.org/eventurl/5876,http://www.sandiego.org/event/Visitors/5876,,10/27/2010,Creating an Artistic Basis:  Local Artists Groups from the Early 20th Century,Museum of San Diego History and Research Library,"Entering the 20th century, the City of San Diego experienced tremendous growth and development.   In a time of population increase and economic diversification, local artists groups began to shine.  Join us for a look at the work of four unique groups of local artists that helped shape San Diego's artistic identity during the first half of the 20th century.  All artworks on view are from the vast holdings of the San Diego Fine Art Collection.",,04/06/2011
,http://www.sandiego.org/eventurl/9430,http://www.sandiego.org/event/Visitors/9430,Downtown,10/27/2010,Counter Cultures: The Secret Lives of Games,San Diego Museum of Man,"See over a hundred different board, card, and tile games from all over the world. Learn about the history of games and why we love to play them so much. Step onto a floor-sized game board and travel along spaces that take you through the exhibit! Or rest your feet in our players lounge and play some of your favorite boardgames.",,04/11/2011
(619) 232-6203,http://www.sandiego.org/eventurl/5809,http://www.sandiego.org/event/Visitors/5809,,10/27/2010,Dressing the Part:  Costume Design at the Old Globe Theatre,Museum of San Diego History and Research Library,"San Diego History Center teams up with the Old Globe Theatre for a dynamic and engaging exhibition that highlights the entire costume design process for main stage productions.  Guests will see first-hand through video footage, sketch books, fabric swatches, dress forms, etc. how the vision of costume designers comes to fruition in final costume pieces on stage.  Hands-on activities invite guests to try on real costumes made by the Old Globe Costume Shop, as well as to bring those costumes to life by acting out their own created scenes on our interactive stage.  This exhibition commemorates the 75th anniversary of the Old Globe Theatre.",,04/11/2011
,http://www.sandiego.org/eventurl/9570,http://www.sandiego.org/event/Visitors/9570,,10/27/2010,Art of Elan Season 4: One Voice,Art of Elan,"For the past 3 years, Art of Élan has been filling the San Diego Museum of Art’s Hibben Gallery with adventurous music lovers in search of an innovative approach to classical music.  Led by San Diego Symphony musicians Kate Hatmaker and Demarre McGill, Art of Élan has not disappointed. Their creative one-hour programming has helped break down barriers that surround classical music. The five concert 2010-11 Season promises to continue to engage and energize audiences under the heading of “One Voice."" <br />  <br />  See website for more info. Concert dates are: Oct 19, Nov 30, Jan 18, March 8 and May 3. All at 7 pm at San Diego Museum of Art",http://www.sandiego.org/images/display.php?id=8633,05/04/2011
,http://www.sandiego.org/eventurl/2725,http://www.sandiego.org/event/Visitors/2725,Downtown,10/27/2010,18th Annual Sea Chantey Festival  - Dates TBD,Maritime Museum of San Diego,"For centuries, sailor's have honed their shipboard skills to the cadence of songs recounting the adventure, tragedy and romance of life at sea. These ""sea chanteys"" come to life in a dramatic way on board the majestic sailing ship Star of India. <br />  The Maritime Museum of San Diego, along with San Diego Folk Heritage, presents the 18th Annual Sea Chantey Fest. This year's lineup TBD",http://www.sandiego.org/images/display.php?id=4318,06/17/2011
,http://www.sandiego.org/eventurl/9492,http://www.sandiego.org/event/Visitors/9492,Downtown,10/27/2010,Strange Bones: Curiosities of the Human Skeleton,San Diego Museum of Man,"This exhibition will focus on the many different strange, odd, and curious things that happen to our skeletons.  In addition to information on bone remodeling and adaptation, examples of skeletal congenital anomalies, diseases that disfigure the skeleton, strange healing patterns of traumatic injuries, and cultural modification of the skeleton and teeth will be highlighted.  This exhibition will scientifically focus on how the human skeleton is extremely interesting and adaptable, and will teach our visitors about the biological forces behind certain skeletal diseases and disfiguration.",,09/06/2011
619-232-6203,http://www.sandiego.org/eventurl/5985,http://www.sandiego.org/event/Visitors/5985,,10/27/2010,History for Half Pints,Museum of San Diego History and Research Library,"Children, ages 3 to 6, and a favorite adult of their choosing are invited to share some fun-filled, hands-on adventures, which will connect them to the important people, places, and events that have shaped San Diego’s history. Each ""History for Half Pints"" program includes a story time, an outdoor experience (weather permitting), interactive play and a craft project which can be taken home.  Children must be accompanied by an adult during each program.",,12/30/2011
619-232-6203,http://www.sandiego.org/eventurl/5876,http://www.sandiego.org/event/Visitors/5876,,10/30/2010,Creating an Artistic Basis:  Local Artists Groups from the Early 20th Century,Museum of San Diego History and Research Library,"Entering the 20th century, the City of San Diego experienced tremendous growth and development.   In a time of population increase and economic diversification, local artists groups began to shine.  Join us for a look at the work of four unique groups of local artists that helped shape San Diego's artistic identity during the first half of the 20th century.  All artworks on view are from the vast holdings of the San Diego Fine Art Collection.",,04/06/2011
(619) 232-6203,http://www.sandiego.org/eventurl/5809,http://www.sandiego.org/event/Visitors/5809,,10/30/2010,Dressing the Part:  Costume Design at the Old Globe Theatre,Museum of San Diego History and Research Library,"San Diego History Center teams up with the Old Globe Theatre for a dynamic and engaging exhibition that highlights the entire costume design process for main stage productions.  Guests will see first-hand through video footage, sketch books, fabric swatches, dress forms, etc. how the vision of costume designers comes to fruition in final costume pieces on stage.  Hands-on activities invite guests to try on real costumes made by the Old Globe Costume Shop, as well as to bring those costumes to life by acting out their own created scenes on our interactive stage.  This exhibition commemorates the 75th anniversary of the Old Globe Theatre.",,04/11/2011
619-232-6203,http://www.sandiego.org/eventurl/5985,http://www.sandiego.org/event/Visitors/5985,,10/30/2010,History for Half Pints,Museum of San Diego History and Research Library,"Children, ages 3 to 6, and a favorite adult of their choosing are invited to share some fun-filled, hands-on adventures, which will connect them to the important people, places, and events that have shaped San Diego’s history. Each ""History for Half Pints"" program includes a story time, an outdoor experience (weather permitting), interactive play and a craft project which can be taken home.  Children must be accompanied by an adult during each program.",,12/30/2011
,http://www.sandiego.org/eventurl/9570,http://www.sandiego.org/event/Visitors/9570,,10/30/2010,Art of Elan Season 4: One Voice,Art of Elan,"For the past 3 years, Art of Élan has been filling the San Diego Museum of Art’s Hibben Gallery with adventurous music lovers in search of an innovative approach to classical music.  Led by San Diego Symphony musicians Kate Hatmaker and Demarre McGill, Art of Élan has not disappointed. Their creative one-hour programming has helped break down barriers that surround classical music. The five concert 2010-11 Season promises to continue to engage and energize audiences under the heading of “One Voice."" <br />  <br />  See website for more info. Concert dates are: Oct 19, Nov 30, Jan 18, March 8 and May 3. All at 7 pm at San Diego Museum of Art",http://www.sandiego.org/images/display.php?id=8633,05/04/2011
,http://www.sandiego.org/eventurl/9821,http://www.sandiego.org/event/Visitors/9821,Balboa Park,01/15/2011,Jane Austen's Emma: A Musical Romantic Comedy,The Old Globe,"Emma, a beautiful and clever young woman who prides herself on her matchmaking ability, is preoccupied with romance yet is clueless to her own feelings of love. When she takes on a young friend as her latest project, her well-intentioned efforts misfire, leading to a whirlwind of complications. Deliciously charming, this new romantic comedy, from Tony Award nominated composer Paul Gordon and directed by Tony Award nominee Jeff Calhoun, brings Jane Austen's masterpiece to musical life.",http://www.sandiego.org/images/display.php?id=8808,02/27/2011
,http://www.sandiego.org/eventurl/8981,http://www.sandiego.org/event/Visitors/8981,Balboa Park,01/22/2011,Death of a Salesman,The Old Globe,"After a lifetime as a traveling salesman, Willy Loman finds himself at the end of his career and at the end of his rope.  As dreams of the past collide with visions of what might have been, Willy's wife and sons wage a desperate struggle to engage him in the present.  The Old Globe's acclaimed ""Classics Up Close"" series continues with one of the greatest achievements of the 20th century. <br />",http://www.sandiego.org/images/display.php?id=8807,02/27/2011
,,http://www.sandiego.org/event/Visitors/9685,Downtown,10/30/2010,Zandra Rhodes -- A Lifelong Love Affair with Textiles,Mingei International Museum,"Since the 1960s, this internationally renowned British designer, who lives and works half the year in the San Diego area, has been creating imaginative, colorful fabrics and clothing. This retrospective will present her textiles as well as high fashion garments she has created. Rhodes will also select textiles or objects from a number of the cultures represented in Mingei International’s collection to display alongside her work, initiating a lively conversation about influences and inspirations. The exhibition has previously been seen in London, Italy, Australia, and Mexico City.",,04/03/2011
