venueLink,zipCode,moreInfoLink,venueName,price,description,time,name,address,startDate,city,image,state
http://www.laweekly.com/locations/ivar-114498/,90028,http://www.laweekly.com/events/dulce-408298/,IVAR,,A sweet treat of resident DJs and live performances,10:00pm-2:00am,Dulce,6356 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/kung-pao-kitty-386642/,90028,http://www.laweekly.com/events/crash-landing-600088/,Kung Pao Kitty,,"DJ Casper mixes electro, pop and punk",10:00pm-2:00am,Crash Landing,6445 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/little-temple-114502/,90029,http://www.laweekly.com/events/resident-fridays-221822/,Little Temple,,"DJ Sloe Poke, Anthony Valadez and weekly guests spin hip-hop, soul and old school",10:00pm-2:00am,Resident Fridays,4519 Santa Monica Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/740-downtown-los-angeles-115537/,90014,http://www.laweekly.com/events/vogue-225746/,740 Downtown Los Angeles,,"A fashionable night of hip-hop, electro, mash-ups, Latin and Top 40",10:00pm-2:00am,Vogue,740 S. Broadway,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-echoplex-192377/,90026,http://www.laweekly.com/events/bootie-la-600113/,The Echoplex,,Mash-ups courtesy of resident bootieologists Adrian & The Mysterious D and Paul V,9:00pm,Bootie LA,1154 Glendale Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4439021.1.jpg,CA
http://www.laweekly.com/locations/kung-pao-kitty-386642/,90028,http://www.laweekly.com/events/rockit-600089/,Kung Pao Kitty,,'80s pop and electro,10:00pm-2:00am,Rockit,6445 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/cinespace-114489/,90028,http://www.laweekly.com/events/rockstar-saturdays-209355/,Cinespace,,"DJ EQ and guests spin hip hop, Top 40 and mashups",10:00pm-2:00am,Rockstar Saturdays,6356 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/highlands-112962/,90028,http://www.laweekly.com/events/california-dreamin-168506/,HIGHLANDS,,"DJs Profet, Poet Named Life and Prophecy spin while go-go dancers grind in four areas",10:00pm-2:00am,California Dreamin,"6801 Hollywood Blvd., Fourth Floor",Ongoing,L.A.,,CA
http://www.laweekly.com/locations/vanguard-hollywood-114512/,90028,http://www.laweekly.com/events/vanguard-2010-865694/,Vanguard Hollywood,,Two rooms of Top 40 and house,10:00pm-3:00am,Vanguard 2010,6021 Hollywood Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2480131.1.jpg,CA
http://www.laweekly.com/locations/kung-pao-kitty-386642/,90028,http://www.laweekly.com/events/the-revolution-solution-600101/,Kung Pao Kitty,,Globe-trotting electro beats,3:00pm-7:00pm,The Revolution Solution,6445 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/lax-115168/,90028,http://www.laweekly.com/events/banana-split-124096/,LAX,over 21; cover varies,"A sweet night featuring Steve Aoki and friends on the decks, plus a free keg on the dance floor",9:00pm-2:00am,Banana Split,1714 Las Palmas Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2455499.1.jpg,CA
http://www.laweekly.com/locations/kung-pao-kitty-386642/,90028,http://www.laweekly.com/events/monday-night-600108/,Kung Pao Kitty,,A rotating night of guest DJs,10:00pm-2:00am,Monday Night,6445 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/kung-pao-kitty-386642/,90028,http://www.laweekly.com/events/big-sonic-heaven-600078/,Kung Pao Kitty,,"Indie, post-punk and shoegaze heaven courtesy of Darren Revell",10:00pm-2:00am,Big Sonic Heaven,6445 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/la-cita-116716/,90013,http://www.laweekly.com/events/mucho-pop-797830/,La Cita,,"Electro, rock, cumbia, merengue and banda, in addition to weekly live performances",,Mucho Pop,336 S. Hill St.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2455498.1.jpg,CA
http://www.laweekly.com/locations/la-cita-116716/,90013,http://www.laweekly.com/events/dance-right-124094/,La Cita,,Get freaky on the dance floor with resident DJ Pube$ mixing things up,,Dance Right,336 S. Hill St.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2455498.1.jpg,CA
http://www.laweekly.com/locations/el-cid-114202/,90029,http://www.laweekly.com/events/the-root-down-124100/,El Cid,,"An 11-year running jam of funky beats, rhymes and live music",,The Root Down,4212 Sunset Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4437997.1.jpg,CA
http://www.laweekly.com/locations/avalon-114486/,90028,http://www.laweekly.com/events/tigerheat-124085/,Avalon,,L.A.'s premier pop-hit club features videos on a giant screen and a young mix of gay guys and starlet wannabes,,Tigerheat,1735 Vine St.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2455306.1.jpg,CA
http://www.laweekly.com/locations/little-temple-114502/,90029,http://www.laweekly.com/events/stereolove-221780/,Little Temple,,"Two rooms of funk, soul, electro, glam, hip hop and international beats",9:00pm-2:00am,Stereolove,4519 Santa Monica Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/kung-pao-kitty-386642/,90028,http://www.laweekly.com/events/soooo-tite-600087/,Kung Pao Kitty,,"Travis Keller Buddyhead, Brandon Schoolhouse Han Cholo and guests spin good old fashion rock",10:00pm-2:00am,Soooo Tite,6445 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-bordello-114225/,90012,http://www.laweekly.com/events/harlow-gold-east-870076/,The Bordello,$10-$25,"""Sexy, witty and gritty"" cabaret created by choreographers Dominic Carbone and Tracy Phillips.",10:00pm,Harlow Gold: East,901 E. First St.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/el-cid-114202/,90029,http://www.laweekly.com/events/the-happy-happy-show-846013/,El Cid,free,April Hava Shenkman hosts this anything-goes comedy cabaret.,8:00pm,The Happy Happy Show,4212 Sunset Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4437997.1.jpg,CA
http://www.laweekly.com/locations/hollywood-studio-bar-and-grill-116763/,90028,http://www.laweekly.com/events/whats-up-tiger-lily--200275/,Hollywood Studio Bar & Grill,free,"Maria Bamford and Melinda Hill bring excellent standups every week. And we mean really good comics, like Blaine Capatch, Patton Oswalt, Matt Besser -- you get the idea. Dig this week's lineup: Paul F. Tompkins. Chris Fairbanks, Chip Pope, Howard Kremer. Laurie Kilmartin, Michelle Biloon. It's a great cheap date or night out with friends, centrally located in Gower Gulch with the hottest comics in town- who, if they were playing at Largo or Improv, would be charging a $20 or $30 cover. Wow! And it's free!",8:00pm,"What's Up, Tiger Lily?",6122 Sunset Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/3845744.47.jpg,CA
http://www.laweekly.com/locations/steve-allen-theater-115814/,90027,http://www.laweekly.com/events/eggshells-822778/,Steve Allen Theater,"$8, $20 per car","The Steve Allen Theater and Hollywood MobMov, in association with Watchmaker Films, present Texas Chainsaw Massacre director Tobe Hooper's long-lost hippie classic. Mid.",,Eggshells,"at the Center for Inquiry-West, 4773 Hollywood Blvd.",Ongoing,L.A.,,CA
http://www.laweekly.com/locations/nuart-theatre-114835/,90025,http://www.laweekly.com/events/the-rocky-horror-picture-show-844839/,Nuart Theatre,,(1975). With live cast Sins O' the Flesh. Mid.,,The Rocky Horror Picture Show,11272 Santa Monica Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/1739-public-house-829944/,90027,http://www.laweekly.com/events/keep-it-clean-comedy-829945/,1739 Public House,free,"While you were busy swing dancing, JC Coccoli's been hosting a newish night of ""speakeasy-esque"" standup comedy. Hear her explain why Keep it Clean Comedy came to exist. ""Working comics in L.A. were in dire need of a speakeasy spot to work their showcase material. Prepping for performances on Leno, Conan and Carson Daly, comedians can stop in and punch up sets. Nestled away in Los Feliz proper, tortured hipsters can pop in for a beer, food and oh snap, famous comics. No cover. No minimum. So now, smart, edgy and alternative comedy finally has a home that brings musical humor, character impersonations and stand-up to the forefront. If you heckle, they'll eat you alive. I've seen it happen, and it was glorious."" She would also like to add: ""So, in your face New York.""",9:30pm,Keep it Clean Comedy,1739 N. Vermont Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4324055.47.jpg,CA
http://www.laweekly.com/locations/hollywood-blvd--115940/,90028,http://www.laweekly.com/events/accomplice-hollywood-784198/,Hollywood Blvd.,,"So I get this frantic phone call on my cell from Nikki Desmond&#146;s personal assistant. You don&#146;t know who Nikki Desmond is? Oh, come on. Get real. Does the upcoming movie Good Cop, Dead Cop mean nothing to you? No? Where have you been living? Salt Lake City? Anyway, Nikki&#146;s playing the lead. <p> Actually, the P.A. left a stream of messages &#146;cause she kept exceeding the limit. She sounded as if she were hyperventilating. Told me to meet her at a well-known Hollywood intersection at 2:30 on Sunday. Naturally, I was apprehensive, but curiosity and danger are their own intoxicants. &#147;Don&#146;t be late,&#148; she said, obviously desperate. <p> I arrive at the specified location at 2:28 in a big, public place. A chill is in the air, crowds everywhere, tourists. Along with a group of about 10 other people who&#146;d gotten similar messages, I find the landmark she&#146;d alluded to. The P.A. (Liz Beckham) shows up at 2:30, shades, scarf. Very nervous. She speaks quickly and quietly. The group has to lean in just to hear her. She wants to get out of there &#151; too many kids around. She hates kids, she says. Just then a family with kids walks by. The P.A. gasps and says she feels sick to her stomach. <p> Everybody promises not to say a word about what she is about to tell us. I promise, too. (Yes, I lied.) <p> Nikki has just been kidnapped by some terrorist organization demanding a $1 million ransom. Her P.A. then disseminates among the group a black cloth bag sealed with a combination lock, a tape recorder, an emergency phone number and a couple of maps. Only we can save Nikki, but we must decipher a series of clues, starting with words in the sidewalk, which we must decode. Then the P.A. disappears for a mani-pedi appointment that just can&#146;t wait. <p> Tom Salamon and Betsy Salamon-Sufott&#146;s interactive game-show/Hollywood tour/theater spectacle, Accomplice: Hollywood, is the latest in what they hope will be a cottage industry of interactive site-specific theater experiences in a number of cities with enough character to justify the event&#146;s many twists and plot turns. A New York version, with an entirely different premise, got the program off the ground. <p> This is the logical extension of interactive spectacles, such as the noir mystery Tamara, which used to play at the Hollywood American Legion; Tony &#146;n Tina&#146;s Wedding, which transforms the audience into guests; and I&#146;m Gonna Kill the President, which summoned its audience to a secret location, where they became complicit in a threat to the White House, until the LAPD burst in, and you just couldn&#146;t quite tell what was real and what was illusion. These are the great intersections of sketch comedy and performance art. <p> I&#146;m not giving away any of the twists and turns of Accomplice, out of respect for the producers (the authors, along with Neil Patrick Harris). However, those twists and turns are not, for me, the main source of this event&#146;s abundant pleasure. Something happens after about 20 minutes on the street, when you know you&#146;re playing a game, but it becomes increasingly difficult in the hurly-burly of Hollywood &#151; eccentrics hawking tours of celebrity homes here, homemade CDs there &#151; to decipher who is involved in Nikki Desmond&#146;s kidnapping plot, and who is not. Through this blurring comes a willing suspension of disbelief accompanied by a real sense of surrender to madness. <p> Salamon, who, following the performance, shows up to chat with audience members, says that one audience was delighted by the performance of the local bicycle cops, until they discovered that no one had been cast as police in the show. <p> The actors are brilliant. At one point, we find ourselves at a table with The Screenwriter (Jared Grey) of Good Cop, Dead Cop, script in hand, a swaggering dolt who insults the audience member from Salt Lake City: &#147;So what movies are breaking out there? St. Elmo&#146;s Fire? We do stuff here, you don&#146;t do anything out there, that&#146;s why you wouldn&#146;t understand.&#148; He then itemizes exactly what he&#146;s been doing out here: accruing a series of lawsuits for plagiarism, &#146;cause everyone knows the movies that sell are recycled crap from recycled crap. <p> At an Internet caf&eacute; we meet The Blogger (Michael Serrato), a gossip columnist who makes his living drawing genitalia onto the faces of fallen or falling celebrities. &#147;I love your bag,&#148; he swishes to a patron sitting near him, hardly missing a beat before explaining his tawdry view on the plight of Nikki Desmond. <p> Great performances also by Kevin Bernston, vile as The Producer; and Jet Harp, Tanya McClure, Sara Giller and Jeris Lee Poindexter, in a gallery of cameos. <p>",,Accomplice: Hollywood,betwn. Highland & Las Palmas aves.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4204131.47.jpg,CA
http://www.laweekly.com/locations/acme-comedy-theatre-112325/,90028,http://www.laweekly.com/events/the-bob-bendick-podcast-824521/,Acme Comedy Theatre,,"Interview chat show with guests from TV, film, and stage. Weekly lineup, iTunes downloads, and more at Bob's website, bobbendickpodcast.com",5:15pm,The Bob Bendick Podcast,135 N. La Brea Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4337275.47.jpg,CA
http://www.laweekly.com/locations/los-feliz-117360/,90027,http://www.laweekly.com/events/los-feliz-art-walk-381605/,Los Feliz,free,"Check out a dozen gallery spaces within easy walking distance. For details, go to www.losfelizartwalk.org.",6:00pm-9:00pm,Los Feliz Art Walk,Hillhurst Ave. between Hollywood Blvd. & Vermont Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/sepulveda-house-238699/,90012,http://www.laweekly.com/events/sepulveda-house-and-visitors-center-238701/,Sepulveda House,,"The two-story Victorian-style house was built by Eloisa Martinez in 1887. Architecturally, it illustrates the shift in Los Angeles from early Mexican traditions to an Anglo-influenced style.",9:00am-4:00pm,Sepulveda House and Visitors' Center: Sepulveda House,125 Paseo de la Plaza,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/museum-of-tolerance-113831/,90035,http://www.laweekly.com/events/permanent-collection-249131/,MUSEUM OF TOLERANCE,,"Interactive exhibits which examine hatred in the world. Topics include the Holocaust, the civil war in Rwanda, racism, the exploitation of women and children, prisoners of war and an array of others.",,Permanent Collection: MUSEUM OF TOLERANCE,9786 W. Pico Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/ripleys-believe-it-or-not-museum-245103/,90028,http://www.laweekly.com/events/permanent-collection-249124/,Ripley's Believe It or Not! Museum,,More than 300 obscure objects collected by world traveler Robert Ripley.,,Permanent Collection: Ripley's Believe It or Not! Museum,6780 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/zimmer-childrens-museum-245105/,90048,http://www.laweekly.com/events/on-display-249125/,Zimmer Children's Museum,,"One of the world's largest pinball machines, a movie theater that puts visitors on the screen, a discovery airplane with flight simulation, a water table, and a kid-friendly music-making station. Check the Web site for frequent special-event days, including craft classes and music workshops for kids.",10:00am-12:30pm,On Display: Zimmer Children's Museum,6505 Wilshire Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/korean-american-museum-245112/,90020,http://www.laweekly.com/events/permanent-collection-249132/,Korean American Museum,,"Art, photographs, video and interactive exhibits that convey the Korean-American experience.",,Permanent Collection: Korean American Museum,"3727 W. Sixth St., Ste. 400",Ongoing,L.A.,,CA
http://www.laweekly.com/locations/avila-adobe-238692/,90012,http://www.laweekly.com/events/permanent-collection-238696/,Avila Adobe,,"Constructed in 1818 by Francisco Jose Avila, who was mayor of Los Angeles in 1810, the Avila Adobe is the oldest house in the city.  Currently, it is open as a museum and furnished in the style of the late 1840s.",,Permanent Collection: Avila Adobe,10 Olvera St.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/hollywood-heritage-museum-115054/,90068,http://www.laweekly.com/events/permanent-collection-249128/,Hollywood Heritage Museum,,"Archival photographs from the days of silent-film production, movie props, historic documents, photographs and postcards of Hollywood in the early 1900s, and other movie-related memorabilia.",,Permanent Collection: Hollywood Heritage Museum,2100 N. Highland Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/the-hollywood-museum-245102/,90028,http://www.laweekly.com/events/permanent-collection-246035/,The Hollywood Museum,,"Museum features costumes and props from famous films, an extensive Marilyn Monroe memorabilia collection, the Hannibal Lecter set from Silence of the Lambs, and changing exhibits dedicated to the stars.",,Permanent Collection: The Hollywood Museum,1660 N. Highland Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/los-angeles-live-steamers-railroad-museum-348149/,90027,http://www.laweekly.com/events/permanent-collection-238717/,Los Angeles Live Steamers Railroad Museum,,"Founded in 1956 for the purpose of educating the public in railroad history, the museum offers rides on narrow-gauge model trains.",,Permanent Collection: Los Angeles Live Steamers Railroad Museum,5202 Zoo Dr.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/lummis-home-and-garden-245110/,90031,http://www.laweekly.com/events/permanent-collection-249129/,Lummis Home & Garden,,The quaint home and gardens provide a refreshing escape from the city and the chaos of modernity.,,Permanent Collection: Lummis Home & Garden,200 E. Avenue 43,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/museum-of-neon-art-113864/,90015,http://www.laweekly.com/events/permanent-collection-241207/,Museum of Neon Art,,"Current exhibitions include soda pop neon signs (from the collection of Mario Pancino), a soda pop sign series (black-and-white photographs from Tom Zimmerman) and a group exhibit from the permanent collection of neon and kinetic art.",,Permanent Collection: Museum of Neon Art,501 W. Olympic Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/travel-town-museum-114479/,90027,http://www.laweekly.com/events/kids-engine-play-day-246002/,Travel Town Museum,,Children are invited to play with the museum's 400-piece wooden Thomas train set.,1:00pm-4:00pm,Kids' Engine Play Day: Travel Town Museum,5200 Zoo Dr.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/heritage-square-museum-114679/,90031,http://www.laweekly.com/events/guided-tours-246013/,Heritage Square Museum,,Tours depart on Sat. & Sun. hourly between noon and 3 p.m.,12:00pm,Guided Tours: Heritage Square Museum,3800 Homer St.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/guinness-world-records-museum-245113/,90028,http://www.laweekly.com/events/permanent-collection-249136/,Guinness World Records Museum,,"Interactive displays, videos, trivia and games examine the world's most outrageous human feats.",,Permanent Collection: Guinness World Records Museum,6764 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/museum-of-death-241208/,90028,http://www.laweekly.com/events/permanent-collection-241229/,Museum of Death,,"The artwork of serial killers, crime-scene photography, an electric chair, vintage funeral equipment, body bags and morbidly more.",,Permanent Collection: Museum of Death,6031 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/page-museum-at-the-la-brea-tar-pits-245109/,90036,http://www.laweekly.com/events/permanent-collection-249126/,Page Museum at the La Brea Tar Pits,,Fossils excavated from the tar pits which  trapped the lives of creatures and plants in a pool of asphalt. An active laboratory also allows visitors to watch as fossils are cleaned and repaired.,,Permanent Collection: Page Museum at the La Brea Tar Pits,5801 Wilshire Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/wells-fargo-history-museum-238709/,90071,http://www.laweekly.com/events/on-view-238710/,Wells Fargo History Museum,Free admission,"Celebrating Wells Fargo's role in Southern California, the museum exhibits include an original Concord Coach, a historically accurate re-creation of an agent's office, and the 27-ounce Challenge Gold Nugget.",9:00am-5:00pm,On View: Wells Fargo History Museum,333 S. Grand Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/african-american-firefighter-museum-245104/,90021,http://www.laweekly.com/events/permanent-collection-245991/,African American Firefighter Museum,,"Badges, uniforms, photographs, vintage engines and artifacts dating back to the early 1900s.",,Permanent Collection: African American Firefighter Museum,1401 S. Central Ave.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/hollywood-wax-museum-117219/,90028,http://www.laweekly.com/events/permanent-collection-246007/,Hollywood Wax Museum,,"Marilyn Monroe, Harrison Ford, Johnny Depp, Brad Pitt, Elvis Presley and Julia Roberts are just a few of the many detailed wax characters on display. Scenery painters, landscapers, lighting technicians and special-effects experts worked together to create realistic scenery reminiscent of Hollywood's most famous films to surround the characters.",,Permanent Collection: Hollywood Wax Museum,6767 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/bob-baker-marionette-theater-114160/,90026,http://www.laweekly.com/events/bob-bakers-musical-world-something-to-crow-about-247812/,Bob Baker Marionette Theater,$15,The marionettes put on their overalls and get to work on the farm. Ye haw!,2:30pm,Bob Baker's Musical World: Something to Crow About,1345 W. First St.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/short-stop-844214/,90026,http://www.laweekly.com/events/boogaloo-844228/,Short Stop,,"Soul, funk, Latin and dance tunes every third Thursday of the month",10:00pm-2:00am,Boogaloo,1455 Sunset Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/bert-green-fine-art-114240/,90013,http://www.laweekly.com/events/downtown-art-walk-133109/,Bert Green Fine Art,Free,"Catch the new shows at Bert Green Fine Art, Bonelli Contemporary, Crewest, David Salow, High Energy Constructs, the Hive Gallery, L2Kontemporary, Sam Lee and Sister, plus many other exhibits, on this self-guided tour of downtown galleries, museums and other art venues. Easily accessible by public transport, and parking is plentiful. A shuttle loops through Gallery Row on Art Walk nights. Find information and a printable map at www.downtownartwalk.com. Pictured: Steven Hampton's Disaster #1 (2008).",,Downtown Art Walk,102 W. Fifth St.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/2501649.47.jpg,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/comedy-death-ray-133105/,Upright Citizens Brigade Theater,$5,"How famous are some of the comics who show up for Comedy Death-Ray? Let's just say that one regular's name rhymes with ""Clatton Boswalt.""",8:30pm,Comedy Death-Ray,5919 Franklin Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/3804568.47.jpg,CA
http://www.laweekly.com/locations/playhouse-853722/,90028,http://www.laweekly.com/events/monday-social-871334/,Playhouse,,This week: Serge Devant and Trent Cantrelle,10:00pm-2:30am,Monday Social,6506 Hollywood Blvd.,Ongoing,L.A.,,CA
http://www.laweekly.com/locations/i-o-west-112346/,90028,http://www.laweekly.com/events/the-armando-show-204906/,I.O. West,$10,"Every Monday night, IO West presents The Armando Show, hosted by a long list of celebrity guests. This week features Sarah Silverman sib Laura. The format's simple: Ms. Silverman will share a personal tale based on an audience suggestion. Then a team of certified improvisers concocts scenes based on some aspect of Richter's story. That's all you need to know.",9:00pm,The Armando Show,6366 Hollywood Blvd.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/4518057.47.jpg,CA
http://www.laweekly.com/locations/upright-citizens-brigade-theater-115227/,90028,http://www.laweekly.com/events/shitty-jobs-726577/,Upright Citizens Brigade Theater,$5,"I think we all know about those. Promised, ""Everyone remembers that one nightmare job they used to have. We interview a random member of the audience about their worst job.""",11:00pm,Shitty Jobs,5919 Franklin Ave.,Ongoing,L.A.,http://vvoice.vo.llnwd.net/e8/3951212.47.jpg,CA
