imageURL,eventDate,phone,racetrack,eventName,detailURL,description,streetAddress
http://www.nhra.net/nhracomiframe/logos/event15.png,Aug. 18 - 21,866-444-4455,Brainerd Int'l Raceway,Lucas Oil NHRA Nationals,http://www.nhra.com/events/event/lucas-oil-nhra-nationals-2/,"<div>&nbsp;</div>  <div>NHRA&rsquo;s version of a weeklong campout, this event is a popular stop due to the area&rsquo;s recreational opportunities. Avid fishers often spend the days before the event trolling the area&rsquo;s many lakes for walleye, bass, and northern pike, and a huge on-site campground provides nightly camaraderie for racegoers, who sit around fires discussing the day&rsquo;s action. A 700-foot concrete launchpad, one of the longest on the tour, helps boost performances at the second-to-last event at which teams in all four Full throttle classes can secure positions for the Countdown to the Championship playoffs.<br />  &nbsp;</div>  <div>2010 recap: Bob Bode scored his first win in Funny Car, Larry Dixon remained perfect in Top Fuel, Andrew Hines stole the spotlight in Pro Stock Motorcycle, and Jeg Coughlin Jr. won in Pro Stock to earn his fifth Brainerd Wally. As the final event of the NHRA Full Throttle Drag Racing Series regular season, the event was packed with Countdown drama all the way to the final rounds. A number of drivers clinched positions in qualifying, and the last spots were claimed in Sunday&rsquo;s first round.</div>  <div>&nbsp;</div>  <div>How to Get There: The track is six miles north of Brainerd on Highway 371 North. From Minneapolis, take Highway 10 North to Highway 371 North; go north to the track.</div>  <div>&nbsp;</div>  Visitor Information: Brainerd Int&rsquo;l Raceway, 218-824-7223 or 866-444-4455; Brainerd Lakes Area Chamber of Commerce, 218-829-2838 or 800-450-2838; Nisswa Chamber of Commerce, 218-963-2620 or 800-950-9610&nbsp;</span><br />  </div>","5523 Birchdale Road,  Brainerd, MN 56401"
http://www.nhra.net/nhracomiframe/logos/event16.png,Aug. 31  Sept. 5,,Lucas Oil Raceway at Indianapolis,,http://www.nhra.com/events/event/mac-tools-u.s.-nationals-presented-by-lucas-oil/,,
http://www.nhra.net/nhracomiframe/logos/event17.png,Sept. 15 - 18,800-455-FANS,zMAX Dragway,O’Reilly Auto Parts NHRA Nationals,http://www.nhra.com/events/event/oreilly-auto-parts-nhra-nationals-1/,"<div>&nbsp;</div>  <div>The newest facility in the NHRA Full Throttle Drag Racing Series, an overwhelming success in its 2008 debut, hosted special four-wide exhibitions in Top Fuel and Funny Car in 2009 and the first four-wide-for-points race in spring 2010. This event, which features all four Full Throttle classes, holds a crucial spot on the schedule as the first event of the Countdown to the Championship and the race at which teams seek to battle for traction in their title bids. The event is the second to last for racers in the NHRA Get Screened America Pro Mod Drag Racing Series to earn championship points.</div>  <div>&nbsp;</div>  <div>2010 recap: Larry Dixon, Cruz Pedregon, Greg Anderson, and LE Tonglet scored victories during a wild and upset-filled event. For Dixon, Anderson, and Tonglet, the wins bolstered their championship bids. Dixon extended his lead in Top Fuel over Cory McClenathan, Anderson moved up to second in the Pro Stock standings behind Mike Edwards, and Tonglet once again defeated Andrew Hines in the Pro Stock Motorcycle title round to close in a little closer on the points leader. Pedregon, who didn&rsquo;t make the FunnyCar playoffs, certainly spoiled the days of others who did, including Jack Beckman, who would have taken over the points lead with a final-round victory.</div>  <div>&nbsp;</div>  <div>How to Get There: From Charlotte (south) or Greensboro, N.C. (north), take I-85 to Exit 49 (Bruton Smith Boulevard/Concord Mills), then head east; parking is available on the right. From Charlotte, take I-85 North to Exit 48 (I-485 East), then follow I-485 to Exit 32 (Highway 29/North Tryon), then turn left onto Highway 29 North/North Tryon; parking is available on the left. From South Carolina, take I-77 North to Exit 1 (I-485 East), then follow I-485 to Exit 32 (Highway 29/North Tryon). Take Highway 29 North to the speedway; parking is available on the left. From Statesville, N.C., take I-77 South to Exit 25. Turn left on Highway 73 (Sam Furr Road), then right on Poplar Tent to I-85 South toward Charlotte. Take Exit 49 (Bruton Smith Boulevard), then head east toward the speedway.</div>  <div>&nbsp;</div>  Visitor Information: www.zmaxdragway.com&nbsp;</span><br />  </div>","6570 Bruton Smith Blvd.,  Concord, NC 28027"
http://www.nhra.net/nhracomiframe/logos/event18.png,Sept. 22 - 25,800-668-6775,Texas Motorplex,AAA Texas NHRA Fall Nationals,http://www.nhra.com/events/event/aaa-texas-nhra-fall-nationals/,"<div style=""margin: 0in 0in 10pt"">Texas Motorplex is one of three all-concrete dragstrips on the schedule (the first of its kind when it opened), which provides optimum traction and allows crew chiefs the opportunity to achieve national record performances. The event, which is the second chance for Countdown teams to earn points, takes place just a week after the Charlotte event, making for a long tow and a quick turnaround for the championship-hungry teams in all four Full Throttle classes.</div>  <div style=""margin: 0in 0in 10pt"">2010 recap: A thrilling Sunday of racing at the silver-anniversary event tightened the points battles in all four classes when Tony Schumacher, Matt Hagan, Greg Anderson, and LE Tonglet scored victories. Three of the incoming points leaders &mdash; Larry Dixon in Top Fuel, Mike Edwards in Pro Stock, and Andrew Hines in Pro Stock Motorcycle &mdash; had their leads trimmed, but the latter two mitigated that somewhat by being in the final. Incoming Funny Car points leader John Force increased his lead by reaching the final but found a new rival in Hagan, who took over second place.&nbsp;</div>  <div style=""margin: 0in 0in 10pt"">How to Get There: The track is on Highway 287, two miles west of Ennis and eight miles east of Waxahachie between interstates I-35E and I-45. From Dallas, take I-35E south to Exit 403, then Highway 287 South (east) 10 miles to the track, or take I-45 South to Exit 251B, then Highway 287 North (west) five miles to the track. From Fort Worth, take Highway 287 South (east) eight miles past Waxahachie to the track.&nbsp;</div>  <div style=""margin: 0in 0in 10pt"">Visitor Information: Texas Motorplex, 972-878-2641; Ennis Convention and Visitors Bureau, 972-878-4748, <br />  &nbsp;</div></span><br />  </div>","7500 W. Highway 287<br />  Ennis, TX 75119"
http://www.nhra.net/nhracomiframe/logos/event19.png,Sept. 29 - Oct. 2,610-856-9200,Maple Grove Raceway,Uni-Select Auto Plus NHRA Nationals,http://www.nhra.com/events/event/uni-select-auto-plus-nhra-nationals/,"<p>The race was held in September in the late 1980s and early 1990s, then moved to August a few years ago, and now it takes a crucial October spot on the schedule as the third event of the Countdown to the Championship playoffs. Maple Grove Raceway has a long history of record performances, including the first side-by-side quarter-mile four-second and 300-mph Top Fuel passes, and if last year&rsquo;s barnburner is any indication, the October climes will offer more of the same this year.</p>  <p>2010 recap: Larry Dixon and Andrew Hines used respective wins in Top Fuel and Pro Stock Motorcycle to bolster their leads, and non-playoff runners Cruz Pedregon and Dave Connolly played spoilers in Funny Car and Pro Stock, respectively. Matt Hagan and Greg Anderson were turned away in their respective Funny Car and Pro Stock finals, but both took over the points lead after the early losses of front-runners John Force and Mike Edwards.</p>  <p>How to Get There: The track is 10 miles south of Reading and 65 miles west of Philadelphia. From Reading, take Route 176 south to the Green Hills exit, then go south (left) six miles on Route 10 to Alleghenyville Road and turn right, following signs to the raceway. From Philadelphia, take the Pennsylvania Turnpike west to Exit 298, then take Route 10 north six miles to Alleghenyville Road and turn left, following the signs. From Harrisburg, take the Pennsylvania Turnpike east to Exit 286, Route 222. Follow Route 222 north to Route 568 East, then follow the signs.</p>  <p>Visitor Information: Greater Reading Convention &amp; Visitors Bureau, , 610-375-4085 or 800-443-6610<br />  &nbsp;</p></span><br />  </div>","30 Stauffer Park Lane<br />  Mohnton, PA 19540"
http://www.nhra.net/nhracomiframe/logos/event20.png,Oct. 14 - 16,602-268-0200,Firebird Int'l Raceway,NHRA Arizona Nationals,http://www.nhra.com/events/event/nhra-arizona-nationals-1/,"Radio Frequencies: 530 AM, 92.9 FM</p>  <p>NHRA&rsquo;s annual duel in the desert has been a Southwest fixture since 1985 when it joined the tour in a late-fall slot. Since 1990, it was the second stop on the tour, but this year, it becomes a key race in the Countdown as the third-to-last stop of the season for all Full Throttle racers. Charlie Allen, a former Funny Car racer, constructed a track that makes people forget that it sits 1,100 feet above sea level. <br />  <br />  2010 recap: Cory McClenathan and Jack Beckman completed a Don Schumacher Racing sweep of the delayed final rounds on Monday morning, but Pro Stock action was not completed until the next event in Gainesville, where Jason Line defeated surprise finalist Bob Yonke. McClenathan&rsquo;s win gave him the Full Throttle points lead in Top Fuel, and Beckman got back into the win column in Funny Car for the first time since summer 2009.</p>  <p>How to Get There: The track is 10 miles south of Phoenix and minutes from Phoenix Sky Harbor Int&rsquo;l Airport. From Phoenix, take Interstate 10 east to the Wild Horse Pass exit (162). From Tucson, take I-10 west to the Wild Horse Pass exit (162).</p>  <p>Visitor Information: Chandler Chamber of Commerce, 800-963-4571<br />  &nbsp;</p></span><br />  </div>","20000 Maricopa Road<br />  Chandler, AZ 85226"
http://www.nhra.net/nhracomiframe/logos/event21.png,Oct. 27 - 30,702-644-4444,The Strip at Las Vegas Motor Speedway,NHRA Las Vegas Nationals,http://www.nhra.com/events/event/nhra-las-vegas-nationals-1/,"<p>As the next-to-last event that will decide the season&rsquo;s NHRA Full Throttle world championships, plenty is at stake in Las Vegas at this event. Every run will be important because a slip at this point could be worse than snake eyes at the other Strip&rsquo;s craps tables. The venue is the same as in the spring, but the weather may be different, making for high drama at an event where previous world champions have been crowned. The event also marks the season conclusion for the NHRA Get Screened America Pro Mod Drag Racing Series.</p>  <p>2010 recap: Championship-crucial wins by Tony Schumacher, John Force, Greg Anderson, and LE Tonglet capped a day of high drama at the second-to-last event of the 2010 season. Funny Car leader Matt Hagan and second-place Force faced off in the final, which Force won to cut Hagan&rsquo;s lead entering the season finale. Anderson&rsquo;s victory all but clinched the Pro Stock title, and Tonglet cut Pro Stock Motorcycle points leader Andrew Hines&rsquo; margin in half. Despite Schumacher&rsquo;s gutty win, Larry Dixon moved to within a round of clinching his third Top Fuel title.</p>  <p>How to Get There: From the Las Vegas Strip and downtown, follow Interstate 15 north to Speedway Boulevard (Exit 54). Follow signs to the main parking area.</p>  <p>Visitor Information: Las Vegas Convention and Visitors Authority, 702-892-0711; Las Vegas Reservation Systems, 800-397-3342; <br />  &nbsp;</p></span><br />  </div>","7000 Las Vegas Blvd. N.<br />  Las Vegas, NV 89115"
http://www.nhra.net/nhracomiframe/logos/event22.png,Nov.10 - 13,800-884-NHRA,Auto Club Raceway at Pomona,Automobile Club of Southern California NHRA Finals,http://www.nhra.com/events/event/automobile-club-of-southern-california-nhra-finals-2/,"Group Tickets: 626-250-2210<br />  Radio Frequency: 104.7 FM</p>  <p>The season concludes where it began with an event traditionally laced with drama. The historic racetrack typically enjoys seasonably cool temperatures that translate into perfect racing conditions and a spectacular, no-holds-barred battle for the prestigious NHRA Full Throttle Drag Racing Series world championships. It&rsquo;s a good bet that the Top Fuel, Funny Car, Pro Stock, and Pro Stock Motorcycle world titles will still be in doubt at the beginning of the season&rsquo;s final day.</p>  <p>2010 recap: John Force dominated a dramatic Sunday, first winning the season championship in Funny Car and then the event itself. Force was joined in the winner&rsquo;s circle at Auto Club Raceway at Pomona by Antron Brown (Top Fuel), Shane Gray (Pro Stock), and Eddie Krawiec (Pro Stock Motorcycle). The win was the first of rookie Gray&rsquo;s career and the first of the season for Brown. Larry Dixon in Top Fuel and Greg Anderson in Pro Stock locked up their championships early, and Force and LE Tonglet dramatically came from behind after early losses by the points leaders to claim their season crowns.</p>  <p>How to Get There: The track is about 25 miles east of downtown Los &shy;Angeles. From Interstate 10 east, exit Fairplex Drive or White Avenue and go north; follow signs to Fairplex. From I-10 west, exit Fairplex Drive and go north. The track is about one mile north of the interstate. Arrow Highway provides access from the north.</p>  <p>Visitor Information: La Verne Chamber of Commerce, 909-593-5265; Pomona Chamber of Commerce, 909-622-8484<br />  &nbsp;</p></span><br />  </div>","2780 Fairplex Drive<br />  Pomona, CA 91768"
http://www.nhra.net/nhracomiframe/logos/event16.png,Aug. 31  Sept. 5,800-884-NHRA,Lucas Oil Raceway at Indianapolis,Mac Tools U.S. Nationals presented by Lucas Oil,http://www.nhra.com/events/event/mac-tools-u.s.-nationals-presented-by-lucas-oil/,"Group Tickets: 317-216-4865</div>  <div>Radio Frequency: 87.9 FM</div>  <div>&nbsp;</div>  <div>Each Labor Day weekend, NHRA racers and fans descend on Lucas Oil Raceway at Indianapolis for the biggest, oldest, richest, and most prestigious drag race in the world. They say that no career is truly complete without a win at drag racing&rsquo;s grandest event. The fabled strip is regarded by many as one of the smoothest on the circuit, and the stakes are indeed high. This event is the final race for Full Throttle teams to earn points toward making the Countdown playoffs and the six-race run to the Full Throttle championships. The NHRA Get Screened America Pro Mod Drag Racing Series also will compete at the event.<br />  &nbsp;</div>  <div>2010 recap: Larry Dixon and Ashley Force Hood returned to the winner&rsquo;s circle and were joined by first-time Mac Tools U.S. Nationals victors Greg Stanfield and LE Tonglet. Tonglet joined a short list of rookies to win the U.S. Nationals &mdash; a Hall of Fame group that includes Dixon, Gary Beck, and Bob Glidden. The win for Top Fuel superstar Dixon was his fourth at the event and first there since 2005, and Force Hood scored a repeat victory in Funny Car.</div>  <div>&nbsp;</div>  <div>How to Get There: The track is one mile west of Clermont on Highway 136. From Indianapolis, take Interstate 465 to Highway 136 (Crawfordsville Road). Go west toward and through Clermont. The main entrance is on the south side of the road, one mile past Clermont. Coming from the west on Interstate 74 exit the Ronald Reagan Parkway, Exit 68 and go south to Highway 136. Turn left and the track will be on the right.</div>  <div>&nbsp;</div>  Visitor Information: Lucas Oil Raceway at Indianapolis, 317-291-4090; Hendricks County Convention &amp; Visitors Bureau, 317-718-8750 or 800-321-9666&nbsp;</span><br />  </div>","10267 E. U.S. Highway 136,  Indianapolis, IN 46234"
http://www.nhra.net/nhracomiframe/logos/event11.png,July 7 - 10,888-629-RACE,Route 66 Raceway,O'Reilly Auto Parts Route 66 NHRA Nationals,http://www.nhra.com/events/event/oreilly-auto-parts-route-66-nhra-nationals/,"<div>&nbsp;</div>  <div>Stadium-like Route 66 Raceway, which opened in 1998 just outside of the Windy City, has regularly been the site of astounding performances. The event, which this year moves from May to weather-favorable July, is the site of the JEGS Allstars, which pits the best NHRA Lucas Oil Drag Racing Series racers from across the country in individual and team competition. It is also the sixth event of the season for Pro Stock Motorcycle riders.<br />  &nbsp;</div>  <div>2010 recap: Larry Dixon and Mike Edwards continued their winning ways, Matt Hagan set the new national record and ended Robert Hight&rsquo;s three-race Funny Car winning streak, and rookie sensation LE Tonglet broke through for his first Pro Stock Motorcycle win. Dixon posted two of the best runs of the year and padded his Top Fuel points lead after driving to his fifth win in 10 events.</div>  <div>&nbsp;</div>  <div>How to Get There: The track is approximately 30 miles southwest of Chicago on Route 53 (historic Route 66), three miles south of Interstate 80 in Joliet. From points north, take I-355 south to I-80 west to Route 53/Chicago Street (Exit 132) and proceed south to the track. From points south, take I-55 north to Arsenal Road, then proceed east to Route 53 north to the track. From points east and west, take I-80 to Exit 132 (Route 53) and follow Route 53 south to the track.</div>  <div>&nbsp;</div>  Visitor Information: Joliet Region Chamber of Commerce and Industry, 815-727-5371; Heritage Corridor Convention and Visitors Bureau, 800-926-2262&nbsp;</span><br />  </div>","500 Speedway Blvd.,  Joliet, IL 60433"
http://www.nhra.net/nhracomiframe/logos/event15.png,Aug. 18 - 21,866-444-4455,Brainerd Int'l Raceway,Lucas Oil NHRA Nationals,http://www.nhra.com/events/event/lucas-oil-nhra-nationals-2/,"<div>&nbsp;</div>  <div>NHRA&rsquo;s version of a weeklong campout, this event is a popular stop due to the area&rsquo;s recreational opportunities. Avid fishers often spend the days before the event trolling the area&rsquo;s many lakes for walleye, bass, and northern pike, and a huge on-site campground provides nightly camaraderie for racegoers, who sit around fires discussing the day&rsquo;s action. A 700-foot concrete launchpad, one of the longest on the tour, helps boost performances at the second-to-last event at which teams in all four Full throttle classes can secure positions for the Countdown to the Championship playoffs.<br />  &nbsp;</div>  <div>2010 recap: Bob Bode scored his first win in Funny Car, Larry Dixon remained perfect in Top Fuel, Andrew Hines stole the spotlight in Pro Stock Motorcycle, and Jeg Coughlin Jr. won in Pro Stock to earn his fifth Brainerd Wally. As the final event of the NHRA Full Throttle Drag Racing Series regular season, the event was packed with Countdown drama all the way to the final rounds. A number of drivers clinched positions in qualifying, and the last spots were claimed in Sunday&rsquo;s first round.</div>  <div>&nbsp;</div>  <div>How to Get There: The track is six miles north of Brainerd on Highway 371 North. From Minneapolis, take Highway 10 North to Highway 371 North; go north to the track.</div>  <div>&nbsp;</div>  Visitor Information: Brainerd Int&rsquo;l Raceway, 218-824-7223 or 866-444-4455; Brainerd Lakes Area Chamber of Commerce, 218-829-2838 or 800-450-2838; Nisswa Chamber of Commerce, 218-963-2620 or 800-950-9610&nbsp;</span><br />  </div>","5523 Birchdale Road,  Brainerd, MN 56401"
http://www.nhra.net/nhracomiframe/logos/event18.png,Sept. 22 - 25,800-668-6775,Texas Motorplex,AAA Texas NHRA Fall Nationals,http://www.nhra.com/events/event/aaa-texas-nhra-fall-nationals/,"<div style=""margin: 0in 0in 10pt"">Texas Motorplex is one of three all-concrete dragstrips on the schedule (the first of its kind when it opened), which provides optimum traction and allows crew chiefs the opportunity to achieve national record performances. The event, which is the second chance for Countdown teams to earn points, takes place just a week after the Charlotte event, making for a long tow and a quick turnaround for the championship-hungry teams in all four Full Throttle classes.</div>  <div style=""margin: 0in 0in 10pt"">2010 recap: A thrilling Sunday of racing at the silver-anniversary event tightened the points battles in all four classes when Tony Schumacher, Matt Hagan, Greg Anderson, and LE Tonglet scored victories. Three of the incoming points leaders &mdash; Larry Dixon in Top Fuel, Mike Edwards in Pro Stock, and Andrew Hines in Pro Stock Motorcycle &mdash; had their leads trimmed, but the latter two mitigated that somewhat by being in the final. Incoming Funny Car points leader John Force increased his lead by reaching the final but found a new rival in Hagan, who took over second place.&nbsp;</div>  <div style=""margin: 0in 0in 10pt"">How to Get There: The track is on Highway 287, two miles west of Ennis and eight miles east of Waxahachie between interstates I-35E and I-45. From Dallas, take I-35E south to Exit 403, then Highway 287 South (east) 10 miles to the track, or take I-45 South to Exit 251B, then Highway 287 North (west) five miles to the track. From Fort Worth, take Highway 287 South (east) eight miles past Waxahachie to the track.&nbsp;</div>  <div style=""margin: 0in 0in 10pt"">Visitor Information: Texas Motorplex, 972-878-2641; Ennis Convention and Visitors Bureau, 972-878-4748, <br />  &nbsp;</div></span><br />  </div>","7500 W. Highway 287<br />  Ennis, TX 75119"
http://www.nhra.net/nhracomiframe/logos/event19.png,Sept. 29 - Oct. 2,610-856-9200,Maple Grove Raceway,Uni-Select Auto Plus NHRA Nationals,http://www.nhra.com/events/event/uni-select-auto-plus-nhra-nationals/,"<p>The race was held in September in the late 1980s and early 1990s, then moved to August a few years ago, and now it takes a crucial October spot on the schedule as the third event of the Countdown to the Championship playoffs. Maple Grove Raceway has a long history of record performances, including the first side-by-side quarter-mile four-second and 300-mph Top Fuel passes, and if last year&rsquo;s barnburner is any indication, the October climes will offer more of the same this year.</p>  <p>2010 recap: Larry Dixon and Andrew Hines used respective wins in Top Fuel and Pro Stock Motorcycle to bolster their leads, and non-playoff runners Cruz Pedregon and Dave Connolly played spoilers in Funny Car and Pro Stock, respectively. Matt Hagan and Greg Anderson were turned away in their respective Funny Car and Pro Stock finals, but both took over the points lead after the early losses of front-runners John Force and Mike Edwards.</p>  <p>How to Get There: The track is 10 miles south of Reading and 65 miles west of Philadelphia. From Reading, take Route 176 south to the Green Hills exit, then go south (left) six miles on Route 10 to Alleghenyville Road and turn right, following signs to the raceway. From Philadelphia, take the Pennsylvania Turnpike west to Exit 298, then take Route 10 north six miles to Alleghenyville Road and turn left, following the signs. From Harrisburg, take the Pennsylvania Turnpike east to Exit 286, Route 222. Follow Route 222 north to Route 568 East, then follow the signs.</p>  <p>Visitor Information: Greater Reading Convention &amp; Visitors Bureau, , 610-375-4085 or 800-443-6610<br />  &nbsp;</p></span><br />  </div>","30 Stauffer Park Lane<br />  Mohnton, PA 19540"
